parameter_name,human_torch500,std_error_x,z_value_x,p_value_x,robust_std_error_x,robust_z_value_x,robust_p_value_x,ai_torch500,std_error_y,z_value_y,p_value_y,robust_std_error_y,robust_z_value_y,robust_p_value_y,left_sign,right_sign,sign_match,abs_diff
B_LV_CAR_TO_CAR,1.496154127216492,0.4512573042382806,3.3155233459145674,0.0009147170035532,0.6988425481796516,2.14090302760426,0.0322818589501025,3.238647272079821,1.3280447591246056,2.4386582227956,0.0147419035407824,0.9132405930947144,3.5463242617205184,0.0003906452000568,1.0,1.0,True,1.7424931448633292
B_LV_ENV_TO_CAR,0.8362578199738586,1.4054888448261835,0.5949942776509752,0.5518472960564494,1.8674858685237716,0.447798740578911,0.6542984524250554,17.646266827486368,14.08868608106909,1.2525133093282266,0.2103828816684995,11.950330932255662,1.4766341557836324,0.139773730856776,1.0,1.0,True,16.81000900751251
INTERCEPT_ENVIR01,-0.5694747413014383,0.1977174270531757,-2.880245559478573,0.0039736554519123,0.2925915372845933,-1.9463130977282184,0.0516171412161731,0.5598382384550674,0.1454923997192072,3.8478864843491913,0.0001191412317821,0.0522155225055467,10.721682204666187,8.052526414656403e-27,-1.0,1.0,False,1.1293129797565058
INTERCEPT_MOBIL05,-0.109685990040577,0.0710703014904817,-1.543344937903029,0.1227471057565544,0.1159365549965385,-0.9460863318204672,0.3441045546049865,-0.2510932715768382,0.4575152484616153,-0.5488194599439771,0.5831293542347781,0.1539325817592345,-1.6311898930505324,0.1028502572675022,-1.0,-1.0,True,0.1414072815362612
INTERCEPT_LIFSTY07,-0.8933787505705858,0.048936506518471,-18.25587509466744,1.8580963869030978e-74,0.094834641901411,-9.420384077575068,4.494409669020593e-21,0.5795124142225604,2.767542843315124,0.2093960046986613,0.8341391114250858,0.8910709992366261,0.6503549265086893,0.5154629851562,-1.0,1.0,False,1.4728911647931462
INTERCEPT_ENVIR05,-0.0838565695065228,0.0392614968351486,-2.135847490955837,0.0326918467344419,0.0633749545130098,-1.3231815336342136,0.1857750155149231,0.0397759453952394,0.3114937300857778,0.1276942087543338,0.8983909733176821,0.1287934039007405,0.3088352678829287,0.7574468397719427,-1.0,1.0,False,0.12363251490176219
INTERCEPT_MOBIL12,-1.0749085809570362,0.0319436933067676,-33.65010334385172,3.1070908266088604e-248,0.0475370083414761,-22.61203677849401,3.2995689649270195e-113,-0.0178220252496432,0.2105083375994602,-0.0846618497532086,0.9325302265186082,0.2167460877501595,-0.0822253607187893,0.9344675067887248,-1.0,-1.0,True,1.057086555707393
INTERCEPT_LIFSTY01,-0.8244517097461106,0.0410915243997181,-20.06378983963336,1.5296898193327304e-89,0.0580887360068913,-14.192970383247822,1.0127635557876428e-45,-2.352904758321624,0.4994352412514428,-4.711130821337143,2.4634603026091666e-06,0.1687278866679983,-13.944966684442488,3.3760564375369373e-44,-1.0,-1.0,True,1.5284530485755132
LOADING_MOBIL05_CAR,-0.2778147109195957,0.076128203507462,-3.649300760031261,0.0002629550955687,0.2088141737204218,-1.3304399120509782,0.1833733717263754,3.278585236992289,1.5740057507375786,2.0829563268469284,0.0372552045999128,0.547117463570602,5.992470457067047,2.0667699132698475e-09,-1.0,1.0,False,3.556399947911885
LOADING_LIFSTY07_CAR,-0.0516617255501397,0.0668206520876756,-0.7731400986981415,0.4394394721758448,0.187966775538607,-0.2748449847166143,0.783435335650859,20.0,8.723225269676755,2.2927299687562823,0.0218635560534235,1.9502217013712813,10.25524430680736,1.1209218680369664e-24,-1.0,1.0,False,20.05166172555014
LOADING_MOBIL12_ENV,-4.8491280900073725,0.9471813821997984,-5.11953484426122,3.062901771100565e-07,1.5664377421146851,-3.095640483905264,0.0019638831759179,0.6618074131805468,0.0848567588916207,7.799112549488355,6.2344043197397e-15,0.1904819693485066,3.474383509599804,0.0005120286354775,-1.0,1.0,False,5.51093550318792
LOADING_LIFSTY01_ENV,-0.1128183403707322,0.1881641191913372,-0.5995741422731683,0.5487900842976088,0.2464215802821584,-0.4578265436069056,0.6470770641949503,1.6110861912812628,0.1223579034730452,13.166997354087354,1.3589563274286509e-39,0.1164784603273678,13.831623346953885,1.6427103235254497e-43,-1.0,1.0,False,1.723904531651995
DELTA_1,0.7810170084820521,0.0166441605956368,46.92438552213866,0.0,0.0279275734210723,27.96580271069116,4.2356085527865613e-172,1.2528132889168204,0.020522333452541,61.04633724103614,0.0,0.0389845298425069,32.13616513981427,1.3784183380450929e-226,1.0,1.0,True,0.4717962804347683
DELTA_2,0.8235990044709723,0.0211263043862385,38.98452798055184,0.0,0.0338837157085821,24.30663188046901,1.6680567706080554e-130,2.061122246947964,0.0512509127621348,40.21630320056975,0.0,0.1335774165188052,15.430170014238865,1.0259958294235155e-53,1.0,1.0,True,1.2375232424769917
