parameter_name,human_biogeme32,std_error_x,z_value_x,p_value_x,robust_std_error_x,robust_z_value_x,robust_p_value_x,ai_biogeme32,std_error_y,z_value_y,p_value_y,robust_std_error_y,robust_z_value_y,robust_p_value_y,left_sign,right_sign,sign_match,abs_diff
DELTA_1,0.7778893673129529,0.0165418103920362,47.025648878641,0.0,0.0274446656253797,28.34391855711261,0.0,1.2508797315868343,0.0204966685435482,61.02844122834672,0.0,0.0386783091406333,32.340600180805936,0.0,1.0,1.0,True,0.4729903642738814
DELTA_2,0.8188978093803548,0.0209165723843033,39.1506693512982,0.0,0.0333364243956412,24.564656354909644,0.0,2.052495333194066,0.051212507726919,40.07800875791136,0.0,0.1331474113350243,15.415210199089758,0.0,1.0,1.0,True,1.2335975238137111
INTERCEPT_ENVIR01,-0.5446433996427663,1.7976931348623157e+308,-3.029679476884026e-309,1.0,762.6470618537548,-0.000714148689328,0.999430191835102,0.4357508981666603,0.0402649243060995,10.822096543731735,0.0,0.0302427054616269,14.40846285130002,0.0,-1.0,1.0,False,0.9803942978094267
INTERCEPT_ENVIR05,-0.0829564989728581,1.7976931348623157e+308,-4.61460843144464e-310,1.0,139.73129583677073,-0.0005936858917401,0.9995263072208408,-0.0827486625760527,1.7976931348623157e+308,-4.60304714811023e-310,1.0,0.135388873940841,-0.6111924870001524,0.5410721565900398,-1.0,-1.0,True,0.000207836396805397
INTERCEPT_LIFSTY01,-0.8203598888439164,1.7976931348623157e+308,-4.56340335808618e-309,1.0,20.041975285914265,-0.0409320876381119,0.9673500366395008,-2.542943371589964,1.7976931348623157e+308,-1.4145592049472485e-308,1.0,0.1760354501612382,-14.445632224990906,0.0,-1.0,-1.0,True,1.7225834827460473
INTERCEPT_LIFSTY07,-0.8873144858126361,1.7976931348623157e+308,-4.93585066664114e-309,1.0,42.60274480246703,-0.0208276365742813,0.9833831517197216,1.9424703646541068,0.1674922364664567,11.597375529958493,0.0,0.3653847896081183,5.316232147313633,1.0593797727942444e-07,-1.0,1.0,False,2.829784850466743
INTERCEPT_MOBIL05,-0.0975811728124059,1.7976931348623157e+308,-5.42813291768396e-310,1.0,223.4341051703364,-0.0004367335628462,0.999651537044098,-0.0310663794317312,0.1051830846627229,-0.2953552800942071,0.7677224915258181,0.0994242324346767,-0.3124628540848159,0.7546887889636509,-1.0,-1.0,True,0.0665147933806747
INTERCEPT_MOBIL12,-1.0707120666388223,1.7976931348623157e+308,-5.956033573665663e-309,1.0,703.6460687990191,-0.0015216628275438,0.9987858891916924,-0.1089259056668854,0.0293400189013809,-3.712536997096436,0.0002051920545433,0.2546195244791042,-0.4277987161028755,0.6687976717638127,-1.0,-1.0,True,0.9617861609719369
LOADING_LIFSTY01_ENV,-0.1434365014456995,0.1971174070369211,-0.7276703950292588,0.4668153770864198,0.259911751182185,-0.5518661653168495,0.581040051118503,1.6163602157811812,0.1258429367870185,12.844266488446396,0.0,0.1263751106476193,12.79017844176764,0.0,-1.0,1.0,False,1.7597967172268807
LOADING_LIFSTY07_CAR,-0.0559134544417803,0.0619670817710071,-0.9023089815396296,0.3668927557849533,0.1238143422269984,-0.451591095474787,0.6515635860416795,14.15530018873901,1.5043728559733118,9.409436053391628,0.0,1.0145421129893264,13.952402771168094,0.0,-1.0,1.0,False,14.211213643180791
LOADING_MOBIL05_CAR,-0.2929977109757327,0.0683900183681065,-4.284217462827461,1.833834820264002e-05,0.1483908384828898,-1.9745000026367308,0.0483249171409585,2.320548991542524,0.5496539122635771,4.221836577103711,2.4231977751032477e-05,0.3616844907466155,6.415948294471453,1.3994894132451918e-10,-1.0,1.0,False,2.613546702518257
LOADING_MOBIL12_ENV,-5.03557105109926,1.0079451757118545,-4.995877923164742,5.85687033094473e-07,1.6657630196272173,-3.0229816557136533,0.0025029741543356,0.6687653463319878,0.0871855152835564,7.670601523165162,1.709743457922741e-14,0.2058514164926441,3.248776995206565,0.0011590230311442,-1.0,1.0,False,5.7043363974312475
LV_CAR_AGE_30_LESS,0.0580967650181471,0.1227090021614733,0.4734515316300702,0.6358910725117799,0.2598358958380564,0.2235902196298396,0.8230761746218247,-0.0343333499777595,0.008002172469057,-4.290503623924667,1.7826837670931184e-05,0.0078249414179354,-4.387681407948245,1.1456542733379038e-05,1.0,-1.0,False,0.09243011499590659
LV_CAR_EMPLOYEES,0.3435856562948433,0.1104746314120657,3.110086468750308,0.0018703258294689,0.1819024158192224,1.888846031799293,0.0589124626946842,0.0259498845271125,0.0065580278249136,3.956964688153684,7.590814665281442e-05,0.0067045865490165,3.870467528071377,0.0001086268262209,1.0,1.0,True,0.3176357717677308
LV_CAR_HIGH_EDU,-0.5184607736274511,0.1587404315113837,-3.266091497239447,0.0010904301018332,0.1589488981822627,-3.261807911577626,0.0011070413140255,0.2063018971991723,0.0226519478070245,9.107468327081186,0.0,0.0163476406237343,12.619674113685408,0.0,-1.0,1.0,False,0.7247626708266235
LV_CAR_INTERCEPT,-0.1564249939410206,1.7976931348623157e+308,-8.7014291208828e-310,1.0,762.679790019308,-0.0002050991726646,0.9998363545378448,-0.2619984194370011,0.0131264049382589,-19.95964779917506,0.0,0.02403573857045,-10.900368992992249,0.0,-1.0,-1.0,True,0.10557342549598048
LV_CAR_PARENTS,0.5467352251291145,0.1070194588690017,5.108745931880963,3.2430408691830337e-07,0.1804356167197227,3.030084830637282,0.0024448505878391,0.0094067157681152,0.0066623600472896,1.4119194551699537,0.157973678546347,0.0082431017537023,1.141162155846286,0.2538024495904685,1.0,1.0,True,0.5373285093609993
LV_CAR_SCALED_INCOME,0.0082633040804484,0.0146212550284816,0.5651569625419895,0.5719670067776153,0.0237916945427275,0.3473188538802215,0.7283517880331349,0.0047342819532677,0.000993679287684,4.76439633184035,1.8941987072196296e-06,0.0009724650011146,4.868331454439097,1.1254445142494518e-06,1.0,1.0,True,0.0035290221271807006
LV_CAR_TOP_MANAGER,0.3183809494620592,0.203667001356708,1.5632426821291387,0.1179955243442232,0.2815505486736458,1.1308127473447216,0.2581339134862801,0.0001490468759528,0.0120449866589928,0.0123741835647115,0.9901270819393772,0.0108407225675038,0.013748795343187,0.9890303940634108,1.0,1.0,True,0.3182319025861064
LV_ENV_ARTISANS,0.1365976730873216,0.0644766428363783,2.118560568266,0.0341276211240013,0.0947978641422645,1.4409361890509211,0.149602711020842,0.0236601134216327,0.1012268833097389,0.2337334969529424,0.8151918811271355,0.0980288915236553,0.2413585735173115,0.8092772172771039,1.0,1.0,True,0.1129375596656889
LV_ENV_CHILD_SUBURB,0.0466838480805209,0.0312014061546251,1.4962097493032611,0.1345990047628324,0.0637427165859177,0.7323793302344835,0.4639370712287831,-0.0100993543116567,0.0490282521540438,-0.205990502780421,0.8367983299077761,0.0666426396291354,-0.1515449323114962,0.8795458692367519,1.0,-1.0,False,0.0567832023921776
LV_ENV_CITY_CENTER_KID,0.0514587869622635,0.045852356446002,1.122271371654889,0.2617470745931796,0.0616263973583282,0.8350120917024428,0.4037109002993886,0.1210146162173921,0.0898302192678863,1.3471481780146792,0.1779325142038923,0.1560158803320735,0.7756557599124998,0.4379522677362368,1.0,1.0,True,0.0695558292551286
LV_ENV_HIGH_EDU,0.0363744102916795,0.0648973047548174,0.5604918482994382,0.5751439983272431,0.0443157486005688,0.8208009892720771,0.4117596350142656,1.8090404389455617,0.1611743668793069,11.224120025861405,0.0,0.252201247414987,7.173003533836048,7.336353746723034e-13,1.0,1.0,True,1.7726660286538822
LV_ENV_INTERCEPT,0.106599415472587,1.7976931348623157e+308,5.92978931750504e-310,1.0,139.7374917724108,0.0007628547938029,0.9993913299969256,0.0021155114566319,0.041201684669602,0.0513452659423099,0.9590503986446772,0.1071979668414813,0.0197346229500809,0.984255071032616,1.0,1.0,True,0.1044839040159551
LV_ENV_LOW_EDU,-0.1219464174126071,0.0606528563697412,-2.010563470732836,0.044371585748872,0.0553136229874115,-2.204636232928733,0.0274796310876637,0.0295345155875332,0.0918722169778464,0.321473853130757,0.7478513237319095,0.062847497139827,0.469939407798898,0.6383983083189961,-1.0,1.0,False,0.15148093300014032
LV_ENV_SCALED_INCOME,-0.0015904717970369,0.0038689538985825,-0.4110857453276146,0.6810096619972483,0.0067434125692316,-0.2358556266146131,0.8135447017301032,0.0440200326301094,0.0065893288893034,6.680503184712446,2.3812285476765283e-11,0.0076579164027746,5.748304148914443,9.014297974729857e-09,-1.0,1.0,False,0.0456105044271463
SIGMA_CAR,0.877501611632026,0.0779350330140351,11.259398728605133,0.0,0.1283145323325549,6.838676770903783,7.992717598881427e-12,1e-06,0.0038638642869347,0.0002588082618174,0.9997935008859928,0.0003329822554408,0.0030031630324443,0.9976038261846832,1.0,1.0,True,0.877500611632026
SIGMA_ENV,0.238784006711108,0.0461729578993128,5.171512018610829,2.322073342497788e-07,0.0683245267566701,3.4948505031218087,0.0004743273544454,0.0004352272510036,0.0348417768758101,0.0124915343024818,0.9900334568339412,0.00134554148899,0.3234588116121807,0.7463477959066553,1.0,1.0,True,0.2383487794601044
