parameter_name,torch_estimate,std_error_x,z_value_x,p_value_x,robust_std_error_x,robust_z_value_x,robust_p_value_x,biogeme_estimate,std_error_y,z_value_y,p_value_y,robust_std_error_y,robust_z_value_y,robust_p_value_y,left_sign,right_sign,sign_match,abs_diff
LV_ENV_SCALED_INCOME,0.0448144277452388,0.0068216787866551,6.569413358029515,5.051387669818608e-11,0.007852586172398,5.706964146762506,1.1500899587573076e-08,0.0440200326301094,0.0065893288893034,6.680503184712446,2.3812285476765283e-11,0.0076579164027746,5.748304148914443,9.014297974729857e-09,1.0,1.0,True,0.0007943951151293954
LV_ENV_CITY_CENTER_KID,0.1248908818720819,0.0776390210591923,1.6086096935310985,0.1077017133015685,0.1018748293912835,1.22592481988262,0.2202269677229833,0.1210146162173921,0.0898302192678863,1.3471481780146792,0.1779325142038923,0.1560158803320735,0.7756557599124998,0.4379522677362368,1.0,1.0,True,0.003876265654689806
LV_ENV_ARTISANS,0.0167095411311467,0.1013774121562191,0.1648250904787143,0.8690816547922446,0.0926027154959117,0.180443316825676,0.8568045504730233,0.0236601134216327,0.1012268833097389,0.2337334969529424,0.8151918811271355,0.0980288915236553,0.2413585735173115,0.8092772172771039,1.0,1.0,True,0.006950572290486002
LV_ENV_HIGH_EDU,1.7980764320564409,0.1572054755892518,11.437746842574835,2.7082776658985896e-30,0.2343141992331407,7.67378348363502,1.6699587385792662e-14,1.8090404389455617,0.1611743668793069,11.224120025861405,0.0,0.252201247414987,7.173003533836048,7.336353746723034e-13,1.0,1.0,True,0.010964006889120803
LV_ENV_LOW_EDU,0.0222683103952472,0.0923368116649989,0.2411639517729664,0.8094280487363673,0.0636948092471057,0.3496094997138116,0.7266317805951485,0.0295345155875332,0.0918722169778464,0.321473853130757,0.7478513237319095,0.062847497139827,0.469939407798898,0.6383983083189961,1.0,1.0,True,0.007266205192286001
SIGMA_ENV,0.0008004295359661,0.0280421712859456,0.0285437788609233,0.9772284517581636,0.0014570451093539,0.5493512389064292,0.5827644302038266,0.0004352272510036,0.0348417768758101,0.0124915343024818,0.9900334568339412,0.00134554148899,0.3234588116121807,0.7463477959066553,1.0,1.0,True,0.0003652022849625
ASC_PT,-3.2979869923980893,3.5708712736550154,-0.923580476487574,0.355704782589346,1.2927133972604143,-2.5512128205581805,0.0107348752346379,-3.305939002956824,1.9306815174596763,-1.7123171134443051,0.0868382445769258,2.530820342295642,-1.3062717047540766,0.1914601758418253,-1.0,-1.0,True,0.007952010558734735
ASC_CAR,6.822872273060384,4.208514591499428,1.6212067523400222,0.1049733051259075,1.7578366233497529,3.881402959996728,0.0001038555923682,6.76231424671549,38.13923777801696,0.1773059620665312,0.8592680679405638,69.61222574540483,0.097142623645558,0.9226131321311306,1.0,1.0,True,0.0605580263448946
B_COST,0.9409631614119052,0.4338582764608136,2.1688261177999992,0.0300958875767127,0.3252647543604579,2.892914614317945,0.0038168504423411,0.3922266925152157,0.2744492392909279,1.4291411174196718,0.152963677602729,0.2407367997498288,1.6292760098282173,0.1032546023670557,1.0,1.0,True,0.5487364688966895
B_TIME_PT,-20.0,13.284297164891534,-1.5055369321951857,0.1321860891266522,13.294449072415022,-1.504387274046466,0.1324816790696866,-4.0783920065166175,3.915597877458069,-1.041575803786121,0.2976083915411114,5.466173945398473,-0.7461145670181031,0.4555982104004101,-1.0,-1.0,True,15.921607993483383
B_TIME_CAR,-17.251548395062407,11.780637674900506,-1.464398521636742,0.1430850918241568,11.770915179731816,-1.4656080798855489,0.1427550887830445,-1.726063294389769,6.43026382935426,-0.268428067680561,0.7883698371131898,11.347194163022603,-0.152113665245505,0.8790972863245896,-1.0,-1.0,True,15.525485100672638
B_WAIT_WORK,8.336245123361405,7.249729625204247,1.1498697957479411,0.2501975028449885,4.705839223376257,1.7714683242791436,0.0764828555768197,-0.175816210303887,12.560504578751996,-0.013997543586052,0.9888319407799716,4.224844108197502,-0.0416148396961557,0.9668057431232632,1.0,-1.0,False,8.512061333665292
B_WAIT_OTHER,4.050561275880377,8.634919953252625,0.4690907730250123,0.639004754097525,8.719032615416827,0.4645654460241669,0.6422426819646849,4.226301117443686,2.576961499803667,1.6400326965558774,0.1009983687909519,3.115406216314628,1.3565810761086534,0.174914358028654,1.0,1.0,True,0.1757398415633089
B_DIST_WORK,-9.241923785201552,0.339821786272479,-27.19638398284184,7.167066590120837e-163,0.2011625028453438,-45.94257704333125,0.0,-3.5276418334423254,1.8987915325279103,-1.8578352457396328,0.0631924142778235,0.8583245666561944,-4.109915957765354,3.958031429829312e-05,-1.0,-1.0,True,5.714281951759226
B_DIST_OTHER,-2.3508793277907216,1.2660814931713833,-1.856815173802161,0.0633374541545998,1.1721734586126094,-2.005572904349186,0.0449018351994357,-0.603101521208131,0.4175764025053895,-1.444290236683925,0.1486573509736204,0.4941093656601191,-1.2205830593848404,0.2222439236680808,-1.0,-1.0,True,1.7477778065825906
B_LV_CAR_TO_PT,20.0,6.867110119303302,2.912433272881473,0.0035862481287972,5.708549834656023,3.503516756319099,0.0004591577667203,4.653200757559361,10.018226254228926,0.4644735145201115,0.6423085308994863,9.304987871974436,0.5000759615790873,0.6170215915914234,1.0,1.0,True,15.346799242440639
B_LV_ENV_TO_PT,20.0,14.042398051734658,1.4242581592058914,0.1543717546462326,12.449370533723226,1.606506927062971,0.1081625741735199,8.177949449291205,0.3080510658844461,26.547382414702824,0.0,0.4502606365005,18.162701303075437,0.0,1.0,1.0,True,11.822050550708795
B_LV_CAR_TO_CAR,3.238614131800761,1.3124724793366287,2.467567269248704,0.0136034658650081,0.902959797729981,3.586664810484983,0.0003349344060333,-1.6938839097633485,142.77188259633405,-0.0118642682225641,0.9905339056364442,271.4516499095348,-0.0062400943605531,0.9950211573634568,1.0,-1.0,False,4.932498041564109
B_LV_ENV_TO_CAR,17.646274214002894,14.067626033898955,1.254388919031571,0.2097006782070541,11.920261721191329,1.4803596285668887,0.1387772979111085,5.702905112260295,16.890201207666177,0.3376457771072521,0.7356301408395773,31.080274553388275,0.1834895345748669,0.8544139295746411,1.0,1.0,True,11.943369101742599
INTERCEPT_ENVIR01,0.5598432476359496,0.1466356317954218,3.8179209294573977,0.0001345810416217,0.0536474986427514,10.43558901718882,1.7055269781271514e-25,0.4357508981666603,0.0402649243060995,10.822096543731735,0.0,0.0302427054616269,14.40846285130002,0.0,1.0,1.0,True,0.12409234946928932
INTERCEPT_MOBIL05,-0.2510944065583782,0.4548201744694606,-0.5520740298102986,0.580897634094075,0.15765034406309,-1.5927298354508683,0.111220811389936,-0.0310663794317312,0.1051830846627229,-0.2953552800942071,0.7677224915258181,0.0994242324346767,-0.3124628540848159,0.7546887889636509,-1.0,-1.0,True,0.220028027126647
INTERCEPT_LIFSTY07,0.5795054386978875,2.751178714118,0.2106389656637304,0.8331690042055505,0.9137240123569176,0.6342237161996809,0.5259348321308603,1.9424703646541068,0.1674922364664567,11.597375529958493,0.0,0.3653847896081183,5.316232147313633,1.0593797727942444e-07,1.0,1.0,True,1.3629649259562193
INTERCEPT_ENVIR05,0.0399156528233651,0.3138244620385252,0.1271910180745089,0.8987892141826223,0.1305974109661929,0.3056389290419996,0.7598795768355653,-0.0827486625760527,1.7976931348623157e+308,-4.60304714811023e-310,1.0,0.135388873940841,-0.6111924870001524,0.5410721565900398,1.0,-1.0,False,0.1226643153994178
INTERCEPT_MOBIL12,-0.0178826565176465,0.2121663084968211,-0.0842860331800252,0.9328290167934064,0.2184467074463986,-0.0818627880762839,0.9347558258948652,-0.1089259056668854,0.0293400189013809,-3.712536997096436,0.0002051920545433,0.2546195244791042,-0.4277987161028755,0.6687976717638127,-1.0,-1.0,True,0.09104324914923889
INTERCEPT_LIFSTY01,-2.352911665136343,0.5033635800864991,-4.674378040485197,2.9484578420662117e-06,0.1735897065209436,-13.554442324334849,7.457677371707831e-42,-2.542943371589964,1.7976931348623157e+308,-1.4145592049472485e-308,1.0,0.1760354501612382,-14.445632224990906,0.0,-1.0,-1.0,True,0.19003170645362077
LOADING_MOBIL05_CAR,3.27859122242417,1.5636319640718568,2.096779355857106,0.0360131118846735,0.5436804795980398,6.030364056565239,1.6359073279616687e-09,2.320548991542524,0.5496539122635771,4.221836577103711,2.4231977751032477e-05,0.3616844907466155,6.415948294471453,1.3994894132451918e-10,1.0,1.0,True,0.9580422308816456
LOADING_LIFSTY07_CAR,20.0,8.652373625074588,2.311504434117359,0.0208050085264649,1.911579883074356,10.46254994472656,1.283540848440073e-25,14.15530018873901,1.5043728559733118,9.409436053391628,0.0,1.0145421129893264,13.952402771168094,0.0,1.0,1.0,True,5.844699811260989
LOADING_MOBIL12_ENV,0.6618171688307992,0.0848593053941306,7.798993472277165,6.2402892093432816e-15,0.1904842551329371,3.474393032478843,0.0005120104618007,0.6687653463319878,0.0871855152835564,7.670601523165162,1.709743457922741e-14,0.2058514164926441,3.248776995206565,0.0011590230311442,1.0,1.0,True,0.0069481775011885905
LOADING_LIFSTY01_ENV,1.6110941424446483,0.1223484622557345,13.16807839461943,1.3396403448751439e-39,0.1164523361739818,13.834794520890036,1.5718497248005561e-43,1.6163602157811812,0.1258429367870185,12.844266488446396,0.0,0.1263751106476193,12.79017844176764,0.0,1.0,1.0,True,0.005266073336532839
DELTA_1,1.252767180427537,0.0205218763316703,61.04545023956728,0.0,0.0389809176136918,32.13796024102596,1.301076085076592e-226,1.2508797315868343,0.0204966685435482,61.02844122834672,0.0,0.0386783091406333,32.340600180805936,0.0,1.0,1.0,True,0.001887448840702799
DELTA_2,2.061284727841316,0.0512553384198492,40.21600074038449,0.0,0.1336034417332311,15.428380445146963,1.054841445126874e-53,2.052495333194066,0.051212507726919,40.07800875791136,0.0,0.1331474113350243,15.415210199089758,0.0,1.0,1.0,True,0.008789394647249704
