run_label,run_id,synthetic_respondent_id,persona_id,task_position,task_id,template_id,survey_stratum,alternative_id,alternative_name,display_label,is_available,travel_time,travel_cost,headway,seat_configuration
ai_run_03,3,2,SMAI03_0002,6,SMAI03_0002_T06,S1_TPL012,1,2,SWISSMETRO,B,1,52,155,10,0
ai_run_03,3,2,SMAI03_0002,6,SMAI03_0002_T06,S1_TPL012,1,3,CAR,C,1,100,44,0,0
ai_run_03,3,2,SMAI03_0002,7,SMAI03_0002_T07,S1_TPL012,1,1,TRAIN,A,1,96,163,120,0
ai_run_03,3,2,SMAI03_0002,7,SMAI03_0002_T07,S1_TPL012,1,2,SWISSMETRO,B,1,64,202,10,0
ai_run_03,3,2,SMAI03_0002,7,SMAI03_0002_T07,S1_TPL012,1,3,CAR,C,1,80,55,0,0
ai_run_03,3,2,SMAI03_0002,8,SMAI03_0002_T08,S1_TPL012,1,1,TRAIN,A,1,96,122,30,0
ai_run_03,3,2,SMAI03_0002,8,SMAI03_0002_T08,S1_TPL012,1,2,SWISSMETRO,B,1,64,140,30,0
ai_run_03,3,2,SMAI03_0002,8,SMAI03_0002_T08,S1_TPL012,1,3,CAR,C,1,100,55,0,0
ai_run_03,3,2,SMAI03_0002,9,SMAI03_0002_T09,S1_TPL012,1,1,TRAIN,A,1,128,136,60,0
ai_run_03,3,2,SMAI03_0002,9,SMAI03_0002_T09,S1_TPL012,1,2,SWISSMETRO,B,1,52,140,10,0
ai_run_03,3,2,SMAI03_0002,9,SMAI03_0002_T09,S1_TPL012,1,3,CAR,C,1,80,55,0,0
ai_run_03,3,3,SMAI03_0003,1,SMAI03_0003_T01,S1_TPL021,1,1,TRAIN,A,1,284,119,120,0
ai_run_03,3,3,SMAI03_0003,1,SMAI03_0003_T01,S1_TPL021,1,2,SWISSMETRO,B,1,133,132,30,0
ai_run_03,3,3,SMAI03_0003,1,SMAI03_0003_T01,S1_TPL021,1,3,CAR,C,1,200,110,0,0
ai_run_03,3,3,SMAI03_0003,2,SMAI03_0003_T02,S1_TPL021,1,1,TRAIN,A,1,213,89,120,0
ai_run_03,3,3,SMAI03_0003,2,SMAI03_0003_T02,S1_TPL021,1,2,SWISSMETRO,B,1,133,108,30,0
ai_run_03,3,3,SMAI03_0003,2,SMAI03_0003_T02,S1_TPL021,1,3,CAR,C,1,260,88,0,0
ai_run_03,3,3,SMAI03_0003,3,SMAI03_0003_T03,S1_TPL021,1,1,TRAIN,A,1,284,89,120,0
ai_run_03,3,3,SMAI03_0003,3,SMAI03_0003_T03,S1_TPL021,1,2,SWISSMETRO,B,1,146,108,20,0
ai_run_03,3,3,SMAI03_0003,3,SMAI03_0003_T03,S1_TPL021,1,3,CAR,C,1,160,88,0,0
ai_run_03,3,3,SMAI03_0003,4,SMAI03_0003_T04,S1_TPL021,1,1,TRAIN,A,1,237,89,60,0
ai_run_03,3,3,SMAI03_0003,4,SMAI03_0003_T04,S1_TPL021,1,2,SWISSMETRO,B,1,146,108,10,0
ai_run_03,3,3,SMAI03_0003,4,SMAI03_0003_T04,S1_TPL021,1,3,CAR,C,1,260,143,0,0
ai_run_03,3,3,SMAI03_0003,5,SMAI03_0003_T05,S1_TPL021,1,1,TRAIN,A,1,237,99,120,0
ai_run_03,3,3,SMAI03_0003,5,SMAI03_0003_T05,S1_TPL021,1,2,SWISSMETRO,B,1,146,120,30,0
ai_run_03,3,3,SMAI03_0003,5,SMAI03_0003_T05,S1_TPL021,1,3,CAR,C,1,160,143,0,0
ai_run_03,3,3,SMAI03_0003,6,SMAI03_0003_T06,S1_TPL021,1,1,TRAIN,A,1,213,99,60,0
ai_run_03,3,3,SMAI03_0003,6,SMAI03_0003_T06,S1_TPL021,1,2,SWISSMETRO,B,1,146,120,20,0
ai_run_03,3,3,SMAI03_0003,6,SMAI03_0003_T06,S1_TPL021,1,3,CAR,C,1,260,110,0,0
ai_run_03,3,3,SMAI03_0003,7,SMAI03_0003_T07,S1_TPL021,1,1,TRAIN,A,1,213,119,60,0
ai_run_03,3,3,SMAI03_0003,7,SMAI03_0003_T07,S1_TPL021,1,2,SWISSMETRO,B,1,133,132,10,0
ai_run_03,3,3,SMAI03_0003,7,SMAI03_0003_T07,S1_TPL021,1,3,CAR,C,1,200,88,0,0
ai_run_03,3,3,SMAI03_0003,8,SMAI03_0003_T08,S1_TPL021,1,1,TRAIN,A,1,213,99,120,0
ai_run_03,3,3,SMAI03_0003,8,SMAI03_0003_T08,S1_TPL021,1,2,SWISSMETRO,B,1,133,120,20,0
ai_run_03,3,3,SMAI03_0003,8,SMAI03_0003_T08,S1_TPL021,1,3,CAR,C,1,200,143,0,0
ai_run_03,3,3,SMAI03_0003,9,SMAI03_0003_T09,S1_TPL021,1,1,TRAIN,A,1,237,119,30,0
ai_run_03,3,3,SMAI03_0003,9,SMAI03_0003_T09,S1_TPL021,1,2,SWISSMETRO,B,1,146,156,20,0
ai_run_03,3,3,SMAI03_0003,9,SMAI03_0003_T09,S1_TPL021,1,3,CAR,C,1,200,143,0,0
ai_run_03,3,4,SMAI03_0004,1,SMAI03_0004_T01,S1_TPL004,1,1,TRAIN,A,1,125,163,120,0
ai_run_03,3,4,SMAI03_0004,1,SMAI03_0004_T01,S1_TPL004,1,2,SWISSMETRO,B,1,49,170,20,0
ai_run_03,3,4,SMAI03_0004,1,SMAI03_0004_T01,S1_TPL004,1,3,CAR,C,1,156,80,0,0
ai_run_03,3,4,SMAI03_0004,2,SMAI03_0004_T02,S1_TPL004,1,1,TRAIN,A,1,112,163,30,0
ai_run_03,3,4,SMAI03_0004,2,SMAI03_0004_T02,S1_TPL004,1,2,SWISSMETRO,B,1,44,155,10,0
ai_run_03,3,4,SMAI03_0004,2,SMAI03_0004_T02,S1_TPL004,1,3,CAR,C,1,156,104,0,0
ai_run_03,3,4,SMAI03_0004,3,SMAI03_0004_T03,S1_TPL004,1,1,TRAIN,A,1,150,163,60,0
ai_run_03,3,4,SMAI03_0004,3,SMAI03_0004_T03,S1_TPL004,1,2,SWISSMETRO,B,1,54,186,30,0
ai_run_03,3,4,SMAI03_0004,3,SMAI03_0004_T03,S1_TPL004,1,3,CAR,C,1,156,64,0,0
ai_run_03,3,4,SMAI03_0004,4,SMAI03_0004_T04,S1_TPL004,1,1,TRAIN,A,1,112,136,30,0
ai_run_03,3,4,SMAI03_0004,4,SMAI03_0004_T04,S1_TPL004,1,2,SWISSMETRO,B,1,49,170,20,0
ai_run_03,3,4,SMAI03_0004,4,SMAI03_0004_T04,S1_TPL004,1,3,CAR,C,1,96,64,0,0
ai_run_03,3,4,SMAI03_0004,5,SMAI03_0004_T05,S1_TPL004,1,1,TRAIN,A,1,150,122,60,0
ai_run_03,3,4,SMAI03_0004,5,SMAI03_0004_T05,S1_TPL004,1,2,SWISSMETRO,B,1,49,124,20,0
ai_run_03,3,4,SMAI03_0004,5,SMAI03_0004_T05,S1_TPL004,1,3,CAR,C,1,120,104,0,0
ai_run_03,3,4,SMAI03_0004,6,SMAI03_0004_T06,S1_TPL004,1,1,TRAIN,A,1,125,122,120,0
ai_run_03,3,4,SMAI03_0004,6,SMAI03_0004_T06,S1_TPL004,1,2,SWISSMETRO,B,1,44,155,10,0
ai_run_03,3,4,SMAI03_0004,6,SMAI03_0004_T06,S1_TPL004,1,3,CAR,C,1,120,64,0,0
ai_run_03,3,4,SMAI03_0004,7,SMAI03_0004_T07,S1_TPL004,1,1,TRAIN,A,1,112,163,120,0
ai_run_03,3,4,SMAI03_0004,7,SMAI03_0004_T07,S1_TPL004,1,2,SWISSMETRO,B,1,54,186,10,0
ai_run_03,3,4,SMAI03_0004,7,SMAI03_0004_T07,S1_TPL004,1,3,CAR,C,1,96,80,0,0
ai_run_03,3,4,SMAI03_0004,8,SMAI03_0004_T08,S1_TPL004,1,1,TRAIN,A,1,112,122,30,0
ai_run_03,3,4,SMAI03_0004,8,SMAI03_0004_T08,S1_TPL004,1,2,SWISSMETRO,B,1,54,140,30,0
ai_run_03,3,4,SMAI03_0004,8,SMAI03_0004_T08,S1_TPL004,1,3,CAR,C,1,120,80,0,0
ai_run_03,3,4,SMAI03_0004,9,SMAI03_0004_T09,S1_TPL004,1,1,TRAIN,A,1,150,136,60,0
ai_run_03,3,4,SMAI03_0004,9,SMAI03_0004_T09,S1_TPL004,1,2,SWISSMETRO,B,1,44,140,10,0
ai_run_03,3,4,SMAI03_0004,9,SMAI03_0004_T09,S1_TPL004,1,3,CAR,C,1,96,80,0,0
ai_run_03,3,5,SMAI03_0005,1,SMAI03_0005_T01,S1_TPL006,1,1,TRAIN,A,1,257,109,30,0
ai_run_03,3,5,SMAI03_0005,1,SMAI03_0005_T01,S1_TPL006,1,2,SWISSMETRO,B,1,94,138,10,0
ai_run_03,3,5,SMAI03_0005,1,SMAI03_0005_T01,S1_TPL006,1,3,CAR,C,1,230,120,0,0
ai_run_03,3,5,SMAI03_0005,2,SMAI03_0005_T02,S1_TPL006,1,1,TRAIN,A,1,257,109,120,0
ai_run_03,3,5,SMAI03_0005,2,SMAI03_0005_T02,S1_TPL006,1,2,SWISSMETRO,B,1,85,166,10,0
ai_run_03,3,5,SMAI03_0005,2,SMAI03_0005_T02,S1_TPL006,1,3,CAR,C,1,299,195,0,0
ai_run_03,3,5,SMAI03_0005,3,SMAI03_0005_T03,S1_TPL006,1,1,TRAIN,A,1,257,98,30,0
ai_run_03,3,5,SMAI03_0005,3,SMAI03_0005_T03,S1_TPL006,1,2,SWISSMETRO,B,1,76,152,20,0
ai_run_03,3,5,SMAI03_0005,3,SMAI03_0005_T03,S1_TPL006,1,3,CAR,C,1,299,150,0,0
ai_run_03,3,5,SMAI03_0005,4,SMAI03_0005_T04,S1_TPL006,1,1,TRAIN,A,1,193,98,60,0
ai_run_03,3,5,SMAI03_0005,4,SMAI03_0005_T04,S1_TPL006,1,2,SWISSMETRO,B,1,76,152,30,0
ai_run_03,3,5,SMAI03_0005,4,SMAI03_0005_T04,S1_TPL006,1,3,CAR,C,1,184,195,0,0
ai_run_03,3,5,SMAI03_0005,5,SMAI03_0005_T05,S1_TPL006,1,1,TRAIN,A,1,214,109,30,0
ai_run_03,3,5,SMAI03_0005,5,SMAI03_0005_T05,S1_TPL006,1,2,SWISSMETRO,B,1,76,138,30,0
ai_run_03,3,5,SMAI03_0005,5,SMAI03_0005_T05,S1_TPL006,1,3,CAR,C,1,299,120,0,0
ai_run_03,3,5,SMAI03_0005,6,SMAI03_0005_T06,S1_TPL006,1,1,TRAIN,A,1,214,98,30,0
ai_run_03,3,5,SMAI03_0005,6,SMAI03_0005_T06,S1_TPL006,1,2,SWISSMETRO,B,1,85,125,10,0
ai_run_03,3,5,SMAI03_0005,6,SMAI03_0005_T06,S1_TPL006,1,3,CAR,C,1,184,150,0,0
ai_run_03,3,5,SMAI03_0005,7,SMAI03_0005_T07,S1_TPL006,1,1,TRAIN,A,1,214,131,60,0
ai_run_03,3,5,SMAI03_0005,7,SMAI03_0005_T07,S1_TPL006,1,2,SWISSMETRO,B,1,76,152,20,0
ai_run_03,3,5,SMAI03_0005,7,SMAI03_0005_T07,S1_TPL006,1,3,CAR,C,1,184,120,0,0
ai_run_03,3,5,SMAI03_0005,8,SMAI03_0005_T08,S1_TPL006,1,1,TRAIN,A,1,257,131,30,0
ai_run_03,3,5,SMAI03_0005,8,SMAI03_0005_T08,S1_TPL006,1,2,SWISSMETRO,B,1,85,166,30,0
ai_run_03,3,5,SMAI03_0005,8,SMAI03_0005_T08,S1_TPL006,1,3,CAR,C,1,184,195,0,0
ai_run_03,3,5,SMAI03_0005,9,SMAI03_0005_T09,S1_TPL006,1,1,TRAIN,A,1,214,109,60,0
ai_run_03,3,5,SMAI03_0005,9,SMAI03_0005_T09,S1_TPL006,1,2,SWISSMETRO,B,1,85,166,30,0
ai_run_03,3,5,SMAI03_0005,9,SMAI03_0005_T09,S1_TPL006,1,3,CAR,C,1,230,150,0,0
ai_run_03,3,6,SMAI03_0006,1,SMAI03_0006_T01,S1_TPL003,1,1,TRAIN,A,1,197,52,30,0
ai_run_03,3,6,SMAI03_0006,1,SMAI03_0006_T01,S1_TPL003,1,2,SWISSMETRO,B,1,56,58,10,0
ai_run_03,3,6,SMAI03_0006,1,SMAI03_0006_T01,S1_TPL003,1,3,CAR,C,1,170,84,0,0
ai_run_03,3,6,SMAI03_0006,2,SMAI03_0006_T02,S1_TPL003,1,1,TRAIN,A,1,197,52,120,0
ai_run_03,3,6,SMAI03_0006,2,SMAI03_0006_T02,S1_TPL003,1,2,SWISSMETRO,B,1,56,70,10,0
ai_run_03,3,6,SMAI03_0006,2,SMAI03_0006_T02,S1_TPL003,1,3,CAR,C,1,221,136,0,0
ai_run_03,3,6,SMAI03_0006,3,SMAI03_0006_T03,S1_TPL003,1,1,TRAIN,A,1,197,47,30,0
ai_run_03,3,6,SMAI03_0006,3,SMAI03_0006_T03,S1_TPL003,1,2,SWISSMETRO,B,1,56,64,20,0
ai_run_03,3,6,SMAI03_0006,3,SMAI03_0006_T03,S1_TPL003,1,3,CAR,C,1,221,105,0,0
ai_run_03,3,6,SMAI03_0006,4,SMAI03_0006_T04,S1_TPL003,1,1,TRAIN,A,1,148,47,60,0
ai_run_03,3,6,SMAI03_0006,4,SMAI03_0006_T04,S1_TPL003,1,2,SWISSMETRO,B,1,56,64,30,0
ai_run_03,3,6,SMAI03_0006,4,SMAI03_0006_T04,S1_TPL003,1,3,CAR,C,1,136,136,0,0
ai_run_03,3,6,SMAI03_0006,5,SMAI03_0006_T05,S1_TPL003,1,1,TRAIN,A,1,164,52,30,0
ai_run_03,3,6,SMAI03_0006,5,SMAI03_0006_T05,S1_TPL003,1,2,SWISSMETRO,B,1,56,64,30,0
ai_run_03,3,6,SMAI03_0006,5,SMAI03_0006_T05,S1_TPL003,1,3,CAR,C,1,221,84,0,0
ai_run_03,3,6,SMAI03_0006,6,SMAI03_0006_T06,S1_TPL003,1,1,TRAIN,A,1,164,47,30,0
ai_run_03,3,6,SMAI03_0006,6,SMAI03_0006_T06,S1_TPL003,1,2,SWISSMETRO,B,1,56,58,10,0
ai_run_03,3,6,SMAI03_0006,6,SMAI03_0006_T06,S1_TPL003,1,3,CAR,C,1,136,105,0,0
ai_run_03,3,6,SMAI03_0006,7,SMAI03_0006_T07,S1_TPL003,1,1,TRAIN,A,1,164,62,60,0
ai_run_03,3,6,SMAI03_0006,7,SMAI03_0006_T07,S1_TPL003,1,2,SWISSMETRO,B,1,56,70,20,0
ai_run_03,3,6,SMAI03_0006,7,SMAI03_0006_T07,S1_TPL003,1,3,CAR,C,1,136,84,0,0
ai_run_03,3,6,SMAI03_0006,8,SMAI03_0006_T08,S1_TPL003,1,1,TRAIN,A,1,197,62,30,0
ai_run_03,3,6,SMAI03_0006,8,SMAI03_0006_T08,S1_TPL003,1,2,SWISSMETRO,B,1,56,70,30,0
ai_run_03,3,6,SMAI03_0006,8,SMAI03_0006_T08,S1_TPL003,1,3,CAR,C,1,136,136,0,0
ai_run_03,3,6,SMAI03_0006,9,SMAI03_0006_T09,S1_TPL003,1,1,TRAIN,A,1,164,52,60,0
ai_run_03,3,6,SMAI03_0006,9,SMAI03_0006_T09,S1_TPL003,1,2,SWISSMETRO,B,1,56,70,30,0
ai_run_03,3,6,SMAI03_0006,9,SMAI03_0006_T09,S1_TPL003,1,3,CAR,C,1,170,105,0,0
ai_run_03,3,7,SMAI03_0007,1,SMAI03_0007_T01,S1_TPL056,1,1,TRAIN,A,1,269,126,120,0
ai_run_03,3,7,SMAI03_0007,1,SMAI03_0007_T01,S1_TPL056,1,2,SWISSMETRO,B,1,166,134,20,0
ai_run_03,3,7,SMAI03_0007,1,SMAI03_0007_T01,S1_TPL056,1,3,CAR,C,1,247,115,0,0
ai_run_03,3,7,SMAI03_0007,2,SMAI03_0007_T02,S1_TPL056,1,1,TRAIN,A,1,242,126,30,0
ai_run_03,3,7,SMAI03_0007,2,SMAI03_0007_T02,S1_TPL056,1,2,SWISSMETRO,B,1,166,122,10,0
ai_run_03,3,7,SMAI03_0007,2,SMAI03_0007_T02,S1_TPL056,1,3,CAR,C,1,247,150,0,0
ai_run_03,3,7,SMAI03_0007,3,SMAI03_0007_T03,S1_TPL056,1,1,TRAIN,A,1,323,126,60,0
ai_run_03,3,7,SMAI03_0007,3,SMAI03_0007_T03,S1_TPL056,1,2,SWISSMETRO,B,1,183,146,30,0
ai_run_03,3,7,SMAI03_0007,3,SMAI03_0007_T03,S1_TPL056,1,3,CAR,C,1,247,92,0,0
ai_run_03,3,7,SMAI03_0007,4,SMAI03_0007_T04,S1_TPL056,1,1,TRAIN,A,1,242,105,30,0
ai_run_03,3,7,SMAI03_0007,4,SMAI03_0007_T04,S1_TPL056,1,2,SWISSMETRO,B,1,166,134,20,0
ai_run_03,3,7,SMAI03_0007,4,SMAI03_0007_T04,S1_TPL056,1,3,CAR,C,1,152,92,0,0
ai_run_03,3,7,SMAI03_0007,5,SMAI03_0007_T05,S1_TPL056,1,1,TRAIN,A,1,323,94,60,0
ai_run_03,3,7,SMAI03_0007,5,SMAI03_0007_T05,S1_TPL056,1,2,SWISSMETRO,B,1,166,110,20,0
ai_run_03,3,7,SMAI03_0007,5,SMAI03_0007_T05,S1_TPL056,1,3,CAR,C,1,190,150,0,0
ai_run_03,3,7,SMAI03_0007,6,SMAI03_0007_T06,S1_TPL056,1,1,TRAIN,A,1,269,94,120,0
ai_run_03,3,7,SMAI03_0007,6,SMAI03_0007_T06,S1_TPL056,1,2,SWISSMETRO,B,1,166,122,10,0
ai_run_03,3,7,SMAI03_0007,6,SMAI03_0007_T06,S1_TPL056,1,3,CAR,C,1,190,92,0,0
ai_run_03,3,7,SMAI03_0007,7,SMAI03_0007_T07,S1_TPL056,1,1,TRAIN,A,1,242,126,120,0
ai_run_03,3,7,SMAI03_0007,7,SMAI03_0007_T07,S1_TPL056,1,2,SWISSMETRO,B,1,183,146,10,0
ai_run_03,3,7,SMAI03_0007,7,SMAI03_0007_T07,S1_TPL056,1,3,CAR,C,1,152,115,0,0
ai_run_03,3,7,SMAI03_0007,8,SMAI03_0007_T08,S1_TPL056,1,1,TRAIN,A,1,242,94,30,0
ai_run_03,3,7,SMAI03_0007,8,SMAI03_0007_T08,S1_TPL056,1,2,SWISSMETRO,B,1,183,110,30,0
ai_run_03,3,7,SMAI03_0007,8,SMAI03_0007_T08,S1_TPL056,1,3,CAR,C,1,190,115,0,0
ai_run_03,3,7,SMAI03_0007,9,SMAI03_0007_T09,S1_TPL056,1,1,TRAIN,A,1,323,105,60,0
ai_run_03,3,7,SMAI03_0007,9,SMAI03_0007_T09,S1_TPL056,1,2,SWISSMETRO,B,1,166,110,10,0
ai_run_03,3,7,SMAI03_0007,9,SMAI03_0007_T09,S1_TPL056,1,3,CAR,C,1,152,115,0,0
ai_run_03,3,8,SMAI03_0008,1,SMAI03_0008_T01,S1_TPL019,1,1,TRAIN,A,1,235,64,120,0
ai_run_03,3,8,SMAI03_0008,1,SMAI03_0008_T01,S1_TPL019,1,2,SWISSMETRO,B,1,79,64,30,0
ai_run_03,3,8,SMAI03_0008,1,SMAI03_0008_T01,S1_TPL019,1,3,CAR,C,1,170,105,0,0
ai_run_03,3,8,SMAI03_0008,2,SMAI03_0008_T02,S1_TPL019,1,1,TRAIN,A,1,176,48,120,0
ai_run_03,3,8,SMAI03_0008,2,SMAI03_0008_T02,S1_TPL019,1,2,SWISSMETRO,B,1,88,58,30,0
ai_run_03,3,8,SMAI03_0008,2,SMAI03_0008_T02,S1_TPL019,1,3,CAR,C,1,221,84,0,0
ai_run_03,3,8,SMAI03_0008,3,SMAI03_0008_T03,S1_TPL019,1,1,TRAIN,A,1,235,48,120,0
ai_run_03,3,8,SMAI03_0008,3,SMAI03_0008_T03,S1_TPL019,1,2,SWISSMETRO,B,1,97,58,20,0
ai_run_03,3,8,SMAI03_0008,3,SMAI03_0008_T03,S1_TPL019,1,3,CAR,C,1,136,84,0,0
ai_run_03,3,8,SMAI03_0008,4,SMAI03_0008_T04,S1_TPL019,1,1,TRAIN,A,1,196,48,60,0
ai_run_03,3,8,SMAI03_0008,4,SMAI03_0008_T04,S1_TPL019,1,2,SWISSMETRO,B,1,97,58,10,0
ai_run_03,3,8,SMAI03_0008,4,SMAI03_0008_T04,S1_TPL019,1,3,CAR,C,1,221,136,0,0
ai_run_03,3,8,SMAI03_0008,5,SMAI03_0008_T05,S1_TPL019,1,1,TRAIN,A,1,196,53,120,0
ai_run_03,3,8,SMAI03_0008,5,SMAI03_0008_T05,S1_TPL019,1,2,SWISSMETRO,B,1,97,58,30,0
ai_run_03,3,8,SMAI03_0008,5,SMAI03_0008_T05,S1_TPL019,1,3,CAR,C,1,136,136,0,0
ai_run_03,3,8,SMAI03_0008,6,SMAI03_0008_T06,S1_TPL019,1,1,TRAIN,A,1,176,53,60,0
ai_run_03,3,8,SMAI03_0008,6,SMAI03_0008_T06,S1_TPL019,1,2,SWISSMETRO,B,1,97,58,20,0
ai_run_03,3,8,SMAI03_0008,6,SMAI03_0008_T06,S1_TPL019,1,3,CAR,C,1,221,105,0,0
ai_run_03,3,8,SMAI03_0008,7,SMAI03_0008_T07,S1_TPL019,1,1,TRAIN,A,1,176,64,60,0
ai_run_03,3,8,SMAI03_0008,7,SMAI03_0008_T07,S1_TPL019,1,2,SWISSMETRO,B,1,88,70,10,0
ai_run_03,3,8,SMAI03_0008,7,SMAI03_0008_T07,S1_TPL019,1,3,CAR,C,1,170,84,0,0
ai_run_03,3,8,SMAI03_0008,8,SMAI03_0008_T08,S1_TPL019,1,1,TRAIN,A,1,176,53,120,0
ai_run_03,3,8,SMAI03_0008,8,SMAI03_0008_T08,S1_TPL019,1,2,SWISSMETRO,B,1,79,64,20,0
ai_run_03,3,8,SMAI03_0008,8,SMAI03_0008_T08,S1_TPL019,1,3,CAR,C,1,170,136,0,0
ai_run_03,3,8,SMAI03_0008,9,SMAI03_0008_T09,S1_TPL019,1,1,TRAIN,A,1,196,64,30,0
