run_id,synthetic_respondent_id,task_position,survey_stratum,GROUP,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,SM_AV,CAR_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,custom_id,choice_code,is_valid_choice,CHOICE,TRAIN_TIME_SCALED,SM_TIME_SCALED,CAR_TIME_SCALED,TRAIN_COST_SCALED,SM_COST_SCALED,CAR_COST_SCALED
3,6,5,1,3,3,1,3,2,1,3,1,3,0,2,17,1,1,1,164,52,30,56,64,30,0,221,84,50,2,1,2,1.64,0.56,2.21,0.52,0.64,0.84
3,6,6,1,3,3,1,3,2,1,3,1,3,0,2,17,1,1,1,164,47,30,56,58,10,0,136,105,51,2,1,2,1.64,0.56,1.36,0.47,0.58,1.05
3,6,7,1,3,3,1,3,2,1,3,1,3,0,2,17,1,1,1,164,62,60,56,70,20,0,136,84,52,2,1,2,1.64,0.56,1.36,0.62,0.7,0.84
3,6,8,1,3,3,1,3,2,1,3,1,3,0,2,17,1,1,1,197,62,30,56,70,30,0,136,136,53,2,1,2,1.97,0.56,1.36,0.62,0.7,1.36
3,6,9,1,3,3,1,3,2,1,3,1,3,0,2,17,1,1,1,164,52,60,56,70,30,0,170,105,54,2,1,2,1.64,0.56,1.7,0.52,0.7,1.05
3,7,1,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,269,126,120,166,134,20,0,247,115,55,3,1,3,2.69,1.66,2.47,1.26,1.34,1.15
3,7,2,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,242,126,30,166,122,10,0,247,150,56,2,1,2,2.42,1.66,2.47,1.26,1.22,1.5
3,7,3,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,323,126,60,183,146,30,0,247,92,57,3,1,3,3.23,1.83,2.47,1.26,1.46,0.92
3,7,4,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,242,105,30,166,134,20,0,152,92,58,3,1,3,2.42,1.66,1.52,1.05,1.34,0.92
3,7,5,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,323,94,60,166,110,20,0,190,150,59,2,1,2,3.23,1.66,1.9,0.94,1.1,1.5
3,7,6,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,269,94,120,166,122,10,0,190,92,60,3,1,3,2.69,1.66,1.9,0.94,1.22,0.92
3,7,7,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,242,126,120,183,146,10,0,152,115,61,3,1,3,2.42,1.83,1.52,1.26,1.46,1.15
3,7,8,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,242,94,30,183,110,30,0,190,115,62,2,1,2,2.42,1.83,1.9,0.94,1.1,1.15
3,7,9,1,3,3,1,1,2,1,3,1,2,0,17,13,1,1,1,323,105,60,166,110,10,0,152,115,63,3,1,3,3.23,1.66,1.52,1.05,1.1,1.15
3,8,1,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,235,64,120,79,64,30,0,170,105,64,2,1,2,2.35,0.79,1.7,0.64,0.64,1.05
3,8,2,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,176,48,120,88,58,30,0,221,84,65,2,1,2,1.76,0.88,2.21,0.48,0.58,0.84
3,8,3,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,235,48,120,97,58,20,0,136,84,66,2,1,2,2.35,0.97,1.36,0.48,0.58,0.84
3,8,4,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,196,48,60,97,58,10,0,221,136,67,2,1,2,1.96,0.97,2.21,0.48,0.58,1.36
3,8,5,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,196,53,120,97,58,30,0,136,136,68,2,1,2,1.96,0.97,1.36,0.53,0.58,1.36
3,8,6,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,176,53,60,97,58,20,0,221,105,69,2,1,2,1.76,0.97,2.21,0.53,0.58,1.05
3,8,7,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,176,64,60,88,70,10,0,170,84,70,2,1,2,1.76,0.88,1.7,0.64,0.7,0.84
3,8,8,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,176,53,120,79,64,20,0,170,136,71,1,1,1,1.76,0.79,1.7,0.53,0.64,1.36
3,8,9,1,3,3,1,3,2,0,3,1,3,0,1,2,1,1,1,196,64,30,97,83,20,0,170,136,72,1,1,1,1.96,0.97,1.7,0.64,0.83,1.36
3,9,1,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,219,89,120,90,90,20,0,0,0,73,2,1,2,2.19,0.9,0.0,0.89,0.9,0.0
3,9,2,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,197,89,30,81,81,10,0,0,0,74,2,1,2,1.97,0.81,0.0,0.89,0.81,0.0
3,9,3,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,263,89,60,99,108,30,0,0,0,75,2,1,2,2.63,0.99,0.0,0.89,1.08,0.0
3,9,4,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,197,74,30,90,108,20,0,0,0,76,1,1,1,1.97,0.9,0.0,0.74,1.08,0.0
3,9,5,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,263,67,60,90,81,20,0,0,0,77,2,1,2,2.63,0.9,0.0,0.67,0.81,0.0
3,9,6,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,219,67,120,81,108,10,0,0,0,78,1,1,1,2.19,0.81,0.0,0.67,1.08,0.0
3,9,7,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,197,89,120,99,108,10,0,0,0,79,1,1,1,1.97,0.99,0.0,0.89,1.08,0.0
3,9,8,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,197,67,30,99,90,30,0,0,0,80,2,1,2,1.97,0.99,0.0,0.67,0.9,0.0
3,9,9,0,2,3,0,3,1,1,1,0,1,0,17,1,1,1,0,263,74,60,81,90,10,0,0,0,81,2,1,2,2.63,0.81,0.0,0.74,0.9,0.0
3,10,1,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,132,68,30,61,78,10,0,110,68,82,3,1,3,1.32,0.61,1.1,0.68,0.78,0.68
3,10,2,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,132,68,120,55,86,10,0,143,110,83,2,1,2,1.32,0.55,1.43,0.68,0.86,1.1
3,10,3,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,132,61,30,50,78,20,0,143,85,84,2,1,2,1.32,0.5,1.43,0.61,0.78,0.85
3,10,4,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,99,61,60,50,78,30,0,88,110,85,1,1,1,0.99,0.5,0.88,0.61,0.78,1.1
3,10,5,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,110,68,30,50,78,30,0,143,68,86,2,1,2,1.1,0.5,1.43,0.68,0.78,0.68
3,10,6,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,110,61,30,55,70,10,0,88,85,87,2,1,2,1.1,0.55,0.88,0.61,0.7,0.85
3,10,7,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,110,82,60,50,86,20,0,88,68,88,3,1,3,1.1,0.5,0.88,0.82,0.86,0.68
3,10,8,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,132,82,30,55,86,30,0,88,110,89,2,1,2,1.32,0.55,0.88,0.82,0.86,1.1
3,10,9,1,3,3,1,1,2,1,3,1,2,0,22,2,1,1,1,110,68,60,55,86,30,0,110,85,90,2,1,2,1.1,0.55,1.1,0.68,0.86,0.85
3,11,1,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,149,71,30,76,74,10,0,90,44,91,2,1,2,1.49,0.76,0.9,0.71,0.74,0.44
3,11,2,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,149,71,120,69,91,10,0,117,72,92,2,1,2,1.49,0.69,1.17,0.71,0.91,0.72
3,11,3,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,149,64,30,69,82,20,0,117,55,93,2,1,2,1.49,0.69,1.17,0.64,0.82,0.55
3,11,4,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,112,64,60,69,82,30,0,72,72,94,2,1,2,1.12,0.69,0.72,0.64,0.82,0.72
3,11,5,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,124,71,30,69,82,30,0,117,44,95,2,1,2,1.24,0.69,1.17,0.71,0.82,0.44
3,11,6,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,124,64,30,69,66,10,0,72,55,96,2,1,2,1.24,0.69,0.72,0.64,0.66,0.55
3,11,7,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,124,85,60,69,82,20,0,72,44,97,3,1,3,1.24,0.69,0.72,0.85,0.82,0.44
3,11,8,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,149,85,30,69,91,30,0,72,72,98,3,1,3,1.49,0.69,0.72,0.85,0.91,0.72
3,11,9,1,3,3,1,1,2,1,2,0,2,0,1,2,1,1,1,124,71,60,69,91,30,0,90,55,99,3,1,3,1.24,0.69,0.9,0.71,0.91,0.55
3,12,1,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,226,113,120,72,129,30,0,170,115,100,3,1,3,2.26,0.72,1.7,1.13,1.29,1.15
3,12,2,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,169,85,120,80,105,30,0,221,92,101,2,1,2,1.69,0.8,2.21,0.85,1.05,0.92
3,12,3,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,226,85,120,88,105,20,0,136,92,102,2,1,2,2.26,0.88,1.36,0.85,1.05,0.92
3,12,4,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,188,85,60,88,105,10,0,221,150,103,2,1,2,1.88,0.88,2.21,0.85,1.05,1.5
3,12,5,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,188,94,120,88,117,30,0,136,150,104,2,1,2,1.88,0.88,1.36,0.94,1.17,1.5
3,12,6,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,169,94,60,88,117,20,0,221,115,105,2,1,2,1.69,0.88,2.21,0.94,1.17,1.15
3,12,7,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,169,113,60,80,129,10,0,170,92,106,3,1,3,1.69,0.8,1.7,1.13,1.29,0.92
3,12,8,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,169,94,120,72,117,20,0,170,150,107,2,1,2,1.69,0.72,1.7,0.94,1.17,1.5
3,12,9,1,3,3,1,1,2,0,3,1,3,0,17,2,1,1,1,188,113,30,88,152,20,0,170,150,108,1,1,1,1.88,0.88,1.7,1.13,1.52,1.5
3,13,1,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,234,221,120,87,237,30,0,150,80,109,3,1,3,2.34,0.87,1.5,2.21,2.37,0.8
3,13,2,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,176,166,120,87,213,30,0,195,64,110,2,1,2,1.76,0.87,1.95,1.66,2.13,0.64
3,13,3,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,234,166,120,87,213,20,0,120,64,111,3,1,3,2.34,0.87,1.2,1.66,2.13,0.64
3,13,4,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,195,166,60,87,213,10,0,195,104,112,3,1,3,1.95,0.87,1.95,1.66,2.13,1.04
3,13,5,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,195,184,120,87,237,30,0,120,104,113,3,1,3,1.95,0.87,1.2,1.84,2.37,1.04
3,13,6,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,176,184,60,87,237,20,0,195,80,114,3,1,3,1.76,0.87,1.95,1.84,2.37,0.8
3,13,7,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,176,221,60,87,261,10,0,150,64,115,2,1,2,1.76,0.87,1.5,2.21,2.61,0.64
3,13,8,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,176,184,120,87,237,20,0,150,104,116,3,1,3,1.76,0.87,1.5,1.84,2.37,1.04
3,13,9,1,3,3,1,1,2,1,2,1,3,0,17,2,1,1,1,195,221,30,87,284,20,0,150,104,117,3,1,3,1.95,0.87,1.5,2.21,2.84,1.04
3,14,1,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,112,29,120,49,30,30,1,60,40,118,2,1,2,1.12,0.49,0.6,0.29,0.3,0.4
3,14,2,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,92,22,120,49,27,30,0,78,32,119,2,1,2,0.92,0.49,0.78,0.22,0.27,0.32
3,14,3,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,112,22,120,54,27,20,1,48,32,120,2,1,2,1.12,0.54,0.48,0.22,0.27,0.32
3,14,4,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,102,22,60,54,27,10,0,78,52,121,2,1,2,1.02,0.54,0.78,0.22,0.27,0.52
3,14,5,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,102,24,120,54,27,30,0,48,52,122,2,1,2,1.02,0.54,0.48,0.24,0.27,0.52
3,14,6,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,92,24,60,54,27,20,1,78,40,123,2,1,2,0.92,0.54,0.78,0.24,0.27,0.4
3,14,7,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,92,29,60,49,34,10,1,60,32,124,2,1,2,0.92,0.49,0.6,0.29,0.34,0.32
3,14,8,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,92,24,120,49,30,20,0,60,52,125,2,1,2,0.92,0.49,0.6,0.24,0.3,0.52
3,14,9,0,2,1,1,5,2,1,2,0,4,0,2,17,1,1,1,102,29,30,54,40,20,1,60,52,126,1,1,1,1.02,0.54,0.6,0.29,0.4,0.52
3,15,1,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,149,71,30,76,82,10,0,90,44,127,2,1,2,1.49,0.76,0.9,0.71,0.82,0.44
3,15,2,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,149,71,120,69,91,10,0,117,72,128,2,1,2,1.49,0.69,1.17,0.71,0.91,0.72
3,15,3,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,149,64,30,62,91,20,0,117,55,129,3,1,3,1.49,0.62,1.17,0.64,0.91,0.55
3,15,4,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,112,64,60,62,91,30,0,72,72,130,3,1,3,1.12,0.62,0.72,0.64,0.91,0.72
3,15,5,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,124,71,30,62,82,30,0,117,44,131,2,1,2,1.24,0.62,1.17,0.71,0.82,0.44
3,15,6,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,124,64,30,69,74,10,0,72,55,132,3,1,3,1.24,0.69,0.72,0.64,0.74,0.55
3,15,7,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,124,85,60,62,91,20,0,72,44,133,3,1,3,1.24,0.62,0.72,0.85,0.91,0.44
3,15,8,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,149,85,30,69,91,30,0,72,72,134,3,1,3,1.49,0.69,0.72,0.85,0.91,0.72
3,15,9,1,3,3,1,1,2,1,4,1,2,0,2,18,1,1,1,124,71,60,69,91,30,0,90,55,135,3,1,3,1.24,0.69,0.9,0.71,0.91,0.55
3,16,1,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,352,131,120,177,146,30,0,220,125,136,3,1,3,3.52,1.77,2.2,1.31,1.46,1.25
3,16,2,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,264,98,120,197,120,30,0,286,100,137,2,1,2,2.64,1.97,2.86,0.98,1.2,1.0
3,16,3,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,352,98,120,217,120,20,0,176,100,138,3,1,3,3.52,2.17,1.76,0.98,1.2,1.0
3,16,4,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,293,98,60,217,120,10,0,286,162,139,1,1,1,2.93,2.17,2.86,0.98,1.2,1.62
3,16,5,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,293,109,120,217,133,30,0,176,162,140,3,1,3,2.93,2.17,1.76,1.09,1.33,1.62
3,16,6,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,264,109,60,217,133,20,0,286,125,141,2,1,2,2.64,2.17,2.86,1.09,1.33,1.25
3,16,7,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,264,131,60,197,146,10,0,220,100,142,3,1,3,2.64,1.97,2.2,1.31,1.46,1.0
3,16,8,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,264,109,120,177,133,20,0,220,162,143,2,1,2,2.64,1.77,2.2,1.09,1.33,1.62
3,16,9,1,3,3,0,1,2,1,4,1,2,0,22,1,1,1,1,293,131,30,217,173,20,0,220,162,144,1,1,1,2.93,2.17,2.2,1.31,1.73,1.62
3,17,1,0,2,3,0,6,1,1,1,1,1,1,22,25,1,1,1,94,0,120,39,0,20,0,0,0,145,2,1,2,0.94,0.39,0.0,0.0,0.0,0.0
3,17,2,0,2,3,0,6,1,1,1,1,1,1,22,25,1,1,1,85,0,30,35,0,10,0,0,0,146,2,1,2,0.85,0.35,0.0,0.0,0.0,0.0
3,17,3,0,2,3,0,6,1,1,1,1,1,1,22,25,1,1,1,113,0,60,43,0,30,0,0,0,147,2,1,2,1.13,0.43,0.0,0.0,0.0,0.0
3,17,4,0,2,3,0,6,1,1,1,1,1,1,22,25,1,1,1,85,0,30,39,0,20,0,0,0,148,2,1,2,0.85,0.39,0.0,0.0,0.0,0.0
3,17,5,0,2,3,0,6,1,1,1,1,1,1,22,25,1,1,1,113,0,60,39,0,20,0,0,0,149,2,1,2,1.13,0.39,0.0,0.0,0.0,0.0
3,17,6,0,2,3,0,6,1,1,1,1,1,1,22,25,1,1,1,94,0,120,35,0,10,0,0,0,150,2,1,2,0.94,0.35,0.0,0.0,0.0,0.0
3,17,7,0,2,3,0,6,1,1,1,1,1,1,22,25,1,1,1,85,0,120,43,0,10,0,0,0,151,2,1,2,0.85,0.43,0.0,0.0,0.0,0.0
3,17,8,0,2,3,0,6,1,1,1,1,1,1,22,25,1,1,1,85,0,30,43,0,30,0,0,0,152,2,1,2,0.85,0.43,0.0,0.0,0.0,0.0
