respondent_id,indicator_name,indicator_value,is_valid_indicator,duration_sec
AI0022,Envir05,-1,0,0.2515221
AI0022,Mobil12,-1,0,0.2419157
AI0022,LifSty01,-1,0,0.2477217
AI0023,Envir01,4,1,0.4551521
AI0023,Mobil05,4,1,0.4695773
AI0023,LifSty07,4,1,0.4588388
AI0023,Envir05,4,1,0.4654702
AI0023,Mobil12,4,1,0.4670365
AI0023,LifSty01,4,1,0.4736427
AI0024,Envir01,4,1,0.6252552
AI0024,Mobil05,4,1,0.6047488
AI0024,LifSty07,4,1,0.5986329
AI0024,Envir05,4,1,0.5886602
AI0024,Mobil12,4,1,0.5858808
AI0024,LifSty01,4,1,0.6258111
AI0025,Envir01,4,1,0.4940005
AI0025,Mobil05,4,1,0.4684845
AI0025,LifSty07,4,1,0.4607971
AI0025,Envir05,4,1,0.4548782
AI0025,Mobil12,4,1,0.4723169
AI0025,LifSty01,4,1,0.5452668
AI0026,Envir01,4,1,0.5197271
AI0026,Mobil05,4,1,0.4794762
AI0026,LifSty07,4,1,0.4705015
AI0026,Envir05,4,1,0.4767462
AI0026,Mobil12,4,1,0.4796328
AI0026,LifSty01,4,1,0.4810342
AI0027,Envir01,4,1,1.9005526
AI0027,Mobil05,4,1,1.6348186
AI0027,LifSty07,4,1,1.6861759
AI0027,Envir05,4,1,1.5344992
AI0027,Mobil12,4,1,1.6025442
AI0027,LifSty01,4,1,1.6136609
AI0028,Envir01,-1,0,0.2304243
AI0028,Mobil05,-1,0,0.2307944
AI0028,LifSty07,-1,0,0.2358742
AI0028,Envir05,-1,0,0.2496349
AI0028,Mobil12,-1,0,0.2807987
AI0028,LifSty01,-1,0,0.2927849
AI0029,Envir01,4,1,0.6578352
AI0029,Mobil05,4,1,0.6562915
AI0029,LifSty07,4,1,0.6626624
AI0029,Envir05,4,1,0.655066
AI0029,Mobil12,4,1,0.6426871
AI0029,LifSty01,4,1,0.6572643
AI0030,Envir01,4,1,0.4990048
AI0030,Mobil05,4,1,0.4571538
AI0030,LifSty07,4,1,0.4537712
AI0030,Envir05,4,1,0.4560731
AI0030,Mobil12,4,1,0.4637061
AI0030,LifSty01,4,1,0.4634828
AI0031,Envir01,4,1,0.491659
AI0031,Mobil05,4,1,0.4705268
AI0031,LifSty07,4,1,0.4696506
AI0031,Envir05,4,1,0.4702604
AI0031,Mobil12,4,1,0.4575199
AI0031,LifSty01,4,1,0.4661101
AI0032,Envir01,4,1,0.6899139
AI0032,Mobil05,4,1,0.6125183
AI0032,LifSty07,4,1,0.6078344
AI0032,Envir05,4,1,0.6003626
AI0032,Mobil12,4,1,0.586123
AI0032,LifSty01,4,1,0.6138511
AI0033,Envir01,4,1,0.4803788
AI0033,Mobil05,4,1,0.4684771
AI0033,LifSty07,4,1,0.4686656
AI0033,Envir05,4,1,0.4794022
AI0033,Mobil12,4,1,0.4777415
AI0033,LifSty01,4,1,0.4815281
AI0034,Envir01,4,1,0.6809098
AI0034,Mobil05,4,1,0.6170255
AI0034,LifSty07,4,1,0.6010767
AI0034,Envir05,4,1,0.5933347
AI0034,Mobil12,4,1,0.5996052
AI0034,LifSty01,4,1,0.6186999
AI0035,Envir01,4,1,0.4825887
AI0035,Mobil05,4,1,0.4733423
AI0035,LifSty07,4,1,0.4637273
AI0035,Envir05,4,1,0.4743894
AI0035,Mobil12,4,1,0.4605722
AI0035,LifSty01,4,1,0.4646161
AI0036,Envir01,4,1,0.4472592
AI0036,Mobil05,4,1,0.4498401
AI0036,LifSty07,4,1,0.4493643
AI0036,Envir05,4,1,0.4538727
AI0036,Mobil12,4,1,0.4751728
AI0036,LifSty01,4,1,0.5478256
AI0037,Envir01,4,1,0.5610072
AI0037,Mobil05,4,1,0.5306698
AI0037,LifSty07,4,1,0.4924408
AI0037,Envir05,4,1,0.4741848
AI0037,Mobil12,4,1,0.4189192
AI0037,LifSty01,4,1,0.469557
AI0038,Envir01,4,1,1.8272618
AI0038,Mobil05,4,1,1.5453736
AI0038,LifSty07,4,1,1.5887951
AI0038,Envir05,4,1,1.5201972
AI0038,Mobil12,4,1,1.614669
AI0038,LifSty01,4,1,1.6346272
AI0039,Envir01,-1,0,0.2341066
AI0039,Mobil05,-1,0,0.2382935
AI0039,LifSty07,-1,0,0.2393313
AI0039,Envir05,-1,0,0.2326342
AI0039,Mobil12,-1,0,0.23515
AI0039,LifSty01,-1,0,0.2413612
AI0040,Envir01,4,1,0.7461595
AI0040,Mobil05,4,1,0.7398999
AI0040,LifSty07,4,1,0.663586
AI0040,Envir05,4,1,0.6567363
AI0040,Mobil12,4,1,0.6524166
AI0040,LifSty01,4,1,0.6610996
AI0041,Envir01,4,1,0.4929881
AI0041,Mobil05,4,1,0.4733363
AI0041,LifSty07,4,1,0.4650418
AI0041,Envir05,4,1,0.4724196
AI0041,Mobil12,4,1,0.4770415
AI0041,LifSty01,4,1,0.4902338
AI0042,Envir01,4,1,0.5069176
AI0042,Mobil05,4,1,0.4602927
AI0042,LifSty07,4,1,0.4578885
AI0042,Envir05,4,1,0.4677815
AI0042,Mobil12,4,1,0.4716225
AI0042,LifSty01,4,1,0.4778395
AI0043,Envir01,-1,0,0.2287323
AI0043,Mobil05,-1,0,0.2367927
AI0043,LifSty07,-1,0,0.2342674
AI0043,Envir05,-1,0,0.2365964
AI0043,Mobil12,-1,0,0.2421327
AI0043,LifSty01,-1,0,0.2404673
AI0044,Envir01,4,1,0.4847887
AI0044,Mobil05,4,1,0.4633831
AI0044,LifSty07,4,1,0.4688217
AI0044,Envir05,4,1,0.4608422
AI0044,Mobil12,4,1,0.4637305
AI0044,LifSty01,4,1,0.4776623
AI0045,Envir01,4,1,0.6824443
AI0045,Mobil05,4,1,0.6342179
AI0045,LifSty07,4,1,0.598401
AI0045,Envir05,4,1,0.6060023
AI0045,Mobil12,4,1,0.600802
AI0045,LifSty01,4,1,0.6095764
AI0046,Envir01,4,1,0.744887
AI0046,Mobil05,4,1,0.7379429
AI0046,LifSty07,4,1,0.6529085
AI0046,Envir05,4,1,0.6593219
AI0046,Mobil12,4,1,0.6464911
AI0046,LifSty01,4,1,0.6529987
AI0047,Envir01,4,1,0.4742861
AI0047,Mobil05,4,1,0.4769752
AI0047,LifSty07,4,1,0.4611425
AI0047,Envir05,4,1,0.4639778
AI0047,Mobil12,4,1,0.4661925
AI0047,LifSty01,4,1,0.4713658
AI0048,Envir01,4,1,1.6426786
AI0048,Mobil05,4,1,1.5231643
AI0048,LifSty07,4,1,1.5874976
AI0048,Envir05,4,1,1.5382264
AI0048,Mobil12,4,1,1.608911
AI0048,LifSty01,4,1,1.6281326
AI0049,Envir01,4,1,0.7399645
AI0049,Mobil05,4,1,0.6794678
AI0049,LifSty07,4,1,0.6551792
AI0049,Envir05,4,1,0.6524997
AI0049,Mobil12,4,1,0.6569042
AI0049,LifSty01,4,1,0.6917187
AI0050,Envir01,4,1,1.7616042
AI0050,Mobil05,4,1,1.5142716
AI0050,LifSty07,4,1,1.590989
AI0050,Envir05,4,1,1.5397978
AI0050,Mobil12,4,1,1.5642296
AI0050,LifSty01,4,1,1.6430152
AI0051,Envir01,4,1,0.4605168
AI0051,Mobil05,4,1,0.4487327
AI0051,LifSty07,4,1,0.4450166
AI0051,Envir05,4,1,0.4375217
AI0051,Mobil12,4,1,0.442716
AI0051,LifSty01,4,1,0.4505004
AI0052,Envir01,4,1,0.6556833
AI0052,Mobil05,4,1,0.6573744
AI0052,LifSty07,4,1,0.6405994
AI0052,Envir05,4,1,0.6358816
AI0052,Mobil12,4,1,0.6403729
AI0052,LifSty01,4,1,0.659261
AI0053,Envir01,4,1,0.6670215
AI0053,Mobil05,4,1,0.6159565
AI0053,LifSty07,4,1,0.6082393
AI0053,Envir05,4,1,0.6020604
AI0053,Mobil12,4,1,0.603069
AI0053,LifSty01,4,1,0.614662
AI0054,Envir01,4,1,0.476406
AI0054,Mobil05,4,1,0.4863167
AI0054,LifSty07,4,1,0.474288
AI0054,Envir05,4,1,0.485624
AI0054,Mobil12,4,1,0.4969174
AI0054,LifSty01,4,1,0.4763048
AI0055,Envir01,4,1,0.5037989
AI0055,Mobil05,4,1,0.4723824
AI0055,LifSty07,4,1,0.4809214
AI0055,Envir05,4,1,0.4832492
AI0055,Mobil12,4,1,0.4868488
AI0055,LifSty01,4,1,0.4753617
AI0056,Envir01,4,1,1.8211546
AI0056,Mobil05,4,1,1.5403287
AI0056,LifSty07,4,1,1.579302
AI0056,Envir05,4,1,1.5525098
AI0056,Mobil12,4,1,1.589136
AI0056,LifSty01,4,1,1.6621735
AI0057,Envir01,-1,0,0.2350655
AI0057,Mobil05,-1,0,0.2414068
AI0057,LifSty07,-1,0,0.2420404
AI0057,Envir05,-1,0,0.251669
AI0057,Mobil12,-1,0,0.2508223
AI0057,LifSty01,-1,0,0.240237
AI0058,Envir01,4,1,1.7885066
AI0058,Mobil05,4,1,1.7405225
AI0058,LifSty07,4,1,1.5719118
AI0058,Envir05,4,1,1.5021126
AI0058,Mobil12,4,1,1.5845948
AI0058,LifSty01,4,1,1.5908805
AI0059,Envir01,4,1,0.7294651
AI0059,Mobil05,4,1,0.6479678
AI0059,LifSty07,4,1,0.6506975
AI0059,Envir05,4,1,0.6827969
AI0059,Mobil12,4,1,0.6327975
AI0059,LifSty01,4,1,0.6471211
AI0060,Envir01,-1,0,0.2285487
AI0060,Mobil05,-1,0,0.2304681
AI0060,LifSty07,-1,0,0.238379
AI0060,Envir05,-1,0,0.2417055
AI0060,Mobil12,-1,0,0.241992
AI0060,LifSty01,-1,0,0.2335695
AI0061,Envir01,4,1,0.4728072
AI0061,Mobil05,4,1,0.4521081
AI0061,LifSty07,4,1,0.446488
AI0061,Envir05,4,1,0.4514912
AI0061,Mobil12,4,1,0.4484815
AI0061,LifSty01,4,1,0.4421076
AI0062,Envir01,4,1,1.8057663
AI0062,Mobil05,4,1,1.4896819
AI0062,LifSty07,4,1,1.5258907
AI0062,Envir05,4,1,1.4832491
AI0062,Mobil12,4,1,1.5970242
AI0062,LifSty01,4,1,1.5891611
AI0063,Envir01,4,1,0.6868672
AI0063,Mobil05,4,1,0.6663877
AI0063,LifSty07,4,1,0.6621701
AI0063,Envir05,4,1,0.6432197
AI0063,Mobil12,4,1,0.6474323
AI0063,LifSty01,4,1,0.6596837
AI0064,Envir01,4,1,0.4785226
AI0064,Mobil05,4,1,0.4626711
AI0064,LifSty07,4,1,0.4575911
AI0064,Envir05,4,1,0.4707615
AI0064,Mobil12,4,1,0.4210112
AI0064,LifSty01,4,1,0.4822859
AI0065,Envir01,4,1,0.4776895
AI0065,Mobil05,4,1,0.4565491
AI0065,LifSty07,4,1,0.459598
AI0065,Envir05,4,1,0.4616581
AI0065,Mobil12,4,1,0.4353013
AI0065,LifSty01,4,1,0.4793997
AI0066,Envir01,4,1,0.4670854
AI0066,Mobil05,4,1,0.4741135
AI0066,LifSty07,4,1,0.4753372
AI0066,Envir05,4,1,0.4641166
AI0066,Mobil12,4,1,0.464447
AI0066,LifSty01,4,1,0.4839103
AI0067,Envir01,4,1,0.6757063
AI0067,Mobil05,4,1,0.603483
AI0067,LifSty07,4,1,0.5787605
AI0067,Envir05,4,1,0.5872071
AI0067,Mobil12,4,1,0.583367
AI0067,LifSty01,4,1,0.5847228
AI0068,Envir01,4,1,0.5054437
AI0068,Mobil05,4,1,0.4893034
AI0068,LifSty07,4,1,0.4697031
AI0068,Envir05,4,1,0.4789917
AI0068,Mobil12,4,1,0.4706706
AI0068,LifSty01,4,1,0.517699
AI0069,Envir01,4,1,0.4836603
AI0069,Mobil05,4,1,0.4809978
AI0069,LifSty07,4,1,0.4645694
AI0069,Envir05,4,1,0.4721613
AI0069,Mobil12,4,1,0.4683148
AI0069,LifSty01,4,1,0.4745171
AI0070,Envir01,4,1,0.6676942
AI0070,Mobil05,4,1,0.6188741
AI0070,LifSty07,4,1,0.5950578
AI0070,Envir05,4,1,0.5817972
AI0070,Mobil12,4,1,0.5945775
AI0070,LifSty01,4,1,0.5888456
AI0071,Envir01,-1,0,0.2334238
AI0071,Mobil05,-1,0,0.2319831
AI0071,LifSty07,-1,0,0.2245073
AI0071,Envir05,-1,0,0.2343602
AI0071,Mobil12,-1,0,0.2380693
AI0071,LifSty01,-1,0,0.2367219
AI0072,Envir01,4,1,0.4704339
AI0072,Mobil05,4,1,0.4498621
AI0072,LifSty07,4,1,0.4495968
AI0072,Envir05,4,1,0.4472306
AI0072,Mobil12,4,1,0.4651036
AI0072,LifSty01,4,1,0.4639341
AI0073,Envir01,4,1,0.6359184
AI0073,Mobil05,4,1,0.6289351
AI0073,LifSty07,4,1,0.6220867
AI0073,Envir05,4,1,0.6296116
AI0073,Mobil12,4,1,0.6326462
AI0073,LifSty01,4,1,0.6326392
AI0074,Envir01,-1,0,0.2328437
AI0074,Mobil05,-1,0,0.232361
AI0074,LifSty07,-1,0,0.2384849
AI0074,Envir05,-1,0,0.2357714
AI0074,Mobil12,-1,0,0.2328054
AI0074,LifSty01,-1,0,0.2398866
AI0075,Envir01,4,1,0.4702496
AI0075,Mobil05,4,1,0.4657949
AI0075,LifSty07,4,1,0.4532495
AI0075,Envir05,4,1,0.4550436
AI0075,Mobil12,4,1,0.4811777
AI0075,LifSty01,4,1,0.4884586
AI0076,Envir01,-1,0,0.2299851
AI0076,Mobil05,-1,0,0.2288086
AI0076,LifSty07,-1,0,0.2269177
AI0076,Envir05,-1,0,0.2272797
AI0076,Mobil12,-1,0,0.2296353
AI0076,LifSty01,-1,0,0.2334404
AI0077,Envir01,4,1,0.5347787
AI0077,Mobil05,4,1,0.5287097
AI0077,LifSty07,4,1,0.5334752
AI0077,Envir05,4,1,0.5347187
AI0077,Mobil12,4,1,0.5168755
AI0077,LifSty01,4,1,0.5314215
AI0078,Envir01,4,1,1.9522923
AI0078,Mobil05,4,1,1.9129118
AI0078,LifSty07,4,1,1.7455861
AI0078,Envir05,4,1,1.6528386
AI0078,Mobil12,4,1,1.7381183
AI0078,LifSty01,4,1,1.74263
AI0079,Envir01,4,1,1.9368659
AI0079,Mobil05,4,1,1.8786719
AI0079,LifSty07,4,1,1.6827129
AI0079,Envir05,4,1,1.6184205
AI0079,Mobil12,4,1,1.7413908
AI0079,LifSty01,4,1,1.7185724
AI0080,Envir01,4,1,0.5365938
AI0080,Mobil05,4,1,0.5270595
AI0080,LifSty07,4,1,0.5216268
AI0080,Envir05,4,1,0.5519171
AI0080,Mobil12,4,1,0.5425272
AI0080,LifSty01,4,1,0.5329264
AI0081,Envir01,4,1,0.5380369
AI0081,Mobil05,4,1,0.5244802
AI0081,LifSty07,4,1,0.5366039
AI0081,Envir05,4,1,0.5331888
AI0081,Mobil12,4,1,0.4827984
AI0081,LifSty01,4,1,0.5580711
AI0082,Envir01,4,1,0.791863
AI0082,Mobil05,4,1,0.7911578
AI0082,LifSty07,4,1,0.8036689
AI0082,Envir05,4,1,0.7893926
AI0082,Mobil12,4,1,0.7956695
AI0082,LifSty01,4,1,0.7571674
AI0083,Envir01,-1,0,0.2778842
AI0083,Mobil05,-1,0,0.3025248
AI0083,LifSty07,-1,0,0.2869612
AI0083,Envir05,-1,0,0.2910161
AI0083,Mobil12,-1,0,0.301573
AI0083,LifSty01,-1,0,0.2993285
AI0084,Envir01,-1,0,0.2923603
AI0084,Mobil05,-1,0,0.2946598
AI0084,LifSty07,-1,0,0.274032
AI0084,Envir05,-1,0,0.2840344
AI0084,Mobil12,-1,0,0.295967
AI0084,LifSty01,-1,0,0.290855
AI0085,Envir01,-1,0,0.2906335
AI0085,Mobil05,-1,0,0.2921128
AI0085,LifSty07,-1,0,0.2973638
AI0085,Envir05,-1,0,0.2868348
AI0085,Mobil12,-1,0,0.2975917
AI0085,LifSty01,-1,0,0.288685
AI0086,Envir01,4,1,0.56816
AI0086,Mobil05,4,1,0.529596
AI0086,LifSty07,4,1,0.5124693
AI0086,Envir05,4,1,0.5045381
AI0086,Mobil12,4,1,0.5203916
AI0086,LifSty01,4,1,0.5231076
AI0087,Envir01,4,1,1.9112859
AI0087,Mobil05,4,1,1.8408093
AI0087,LifSty07,4,1,1.7321349
AI0087,Envir05,4,1,1.7023695
AI0087,Mobil12,4,1,1.740625
AI0087,LifSty01,4,1,1.721724
AI0088,Envir01,4,1,1.9322892
AI0088,Mobil05,4,1,1.6144748
AI0088,LifSty07,4,1,1.6669264
AI0088,Envir05,4,1,1.5948037
AI0088,Mobil12,4,1,1.7037503
AI0088,LifSty01,4,1,1.7101079
AI0089,Envir01,4,1,0.564826
AI0089,Mobil05,4,1,0.535513
AI0089,LifSty07,4,1,0.5183254
AI0089,Envir05,4,1,0.5191269
AI0089,Mobil12,4,1,0.5248446
AI0089,LifSty01,4,1,0.5242151
AI0090,Envir01,4,1,0.8073265
AI0090,Mobil05,4,1,0.7983782
AI0090,LifSty07,4,1,0.7232877
AI0090,Envir05,4,1,0.7302546
AI0090,Mobil12,4,1,0.715141
AI0090,LifSty01,4,1,0.7202369
AI0091,Envir01,4,1,0.8082955
AI0091,Mobil05,4,1,0.7287009
AI0091,LifSty07,4,1,0.7161597
AI0091,Envir05,4,1,0.7213772
AI0091,Mobil12,4,1,0.7217844
AI0091,LifSty01,4,1,0.7195931
AI0092,Envir01,4,1,1.9227639
AI0092,Mobil05,4,1,1.9205573
AI0092,LifSty07,4,1,1.7344085
AI0092,Envir05,4,1,1.72816
AI0092,Mobil12,4,1,1.7234437
AI0092,LifSty01,4,1,1.724139
AI0093,Envir01,4,1,0.812763
AI0093,Mobil05,4,1,0.7313554
AI0093,LifSty07,4,1,0.7097747
AI0093,Envir05,4,1,0.7068769
AI0093,Mobil12,4,1,0.7216717
AI0093,LifSty01,4,1,0.7271464
AI0094,Envir01,4,1,0.5803488
AI0094,Mobil05,4,1,0.5565258
AI0094,LifSty07,4,1,0.5250754
AI0094,Envir05,4,1,0.5135389
AI0094,Mobil12,4,1,0.4713143
AI0094,LifSty01,4,1,0.5144399
AI0095,Envir01,4,1,1.9376325
AI0095,Mobil05,4,1,1.8588134
AI0095,LifSty07,4,1,1.7259948
AI0095,Envir05,4,1,1.666197
AI0095,Mobil12,4,1,1.7209148
AI0095,LifSty01,4,1,1.7205844
AI0096,Envir01,4,1,0.6121651
AI0096,Mobil05,4,1,0.6023089
AI0096,LifSty07,4,1,0.5801493
AI0096,Envir05,4,1,0.542293
AI0096,Mobil12,4,1,0.5449137
AI0096,LifSty01,4,1,0.5501943
AI0097,Envir01,4,1,0.8076438
AI0097,Mobil05,4,1,0.7922563
AI0097,LifSty07,4,1,0.7396809
AI0097,Envir05,4,1,0.730246
AI0097,Mobil12,4,1,0.7259294
AI0097,LifSty01,4,1,0.7238572
AI0098,Envir01,4,1,0.8171965
AI0098,Mobil05,4,1,0.754606
AI0098,LifSty07,4,1,0.7233403
AI0098,Envir05,4,1,0.7306619
AI0098,Mobil12,4,1,0.7157586
AI0098,LifSty01,4,1,0.7379259
AI0099,Envir01,4,1,1.9212408
AI0099,Mobil05,4,1,1.9129241
AI0099,LifSty07,4,1,1.940082
AI0099,Envir05,4,1,1.94869
AI0099,Mobil12,4,1,1.8210694
AI0099,LifSty01,4,1,2.094197
AI0100,Envir01,4,1,0.8105529
AI0100,Mobil05,4,1,0.7198616
AI0100,LifSty07,4,1,0.7336307
AI0100,Envir05,4,1,0.6929856
AI0100,Mobil12,4,1,0.7100541
AI0100,LifSty01,4,1,0.7017775
AI0101,Envir01,4,1,0.5379253
AI0101,Mobil05,4,1,0.534196
AI0101,LifSty07,4,1,0.5060866
AI0101,Envir05,4,1,0.528971
AI0101,Mobil12,4,1,0.5227851
AI0101,LifSty01,4,1,0.5348331
AI0102,Envir01,4,1,0.538626
AI0102,Mobil05,4,1,0.5237134
AI0102,LifSty07,4,1,0.5083906
AI0102,Envir05,4,1,0.5111885
AI0102,Mobil12,4,1,0.5013252
AI0102,LifSty01,4,1,0.5289041
AI0103,Envir01,4,1,0.7925844
AI0103,Mobil05,4,1,0.800853
AI0103,LifSty07,4,1,0.7386762
AI0103,Envir05,4,1,0.7180935
AI0103,Mobil12,4,1,0.7201901
AI0103,LifSty01,4,1,0.7381749
AI0104,Envir01,-1,0,0.2823702
AI0104,Mobil05,-1,0,0.2875124
AI0104,LifSty07,-1,0,0.2925008
AI0104,Envir05,-1,0,0.2891165
AI0104,Mobil12,-1,0,0.2951631
AI0104,LifSty01,-1,0,0.2911194
AI0105,Envir01,4,1,0.520789
AI0105,Mobil05,4,1,0.5097108
AI0105,LifSty07,4,1,0.5276419
AI0105,Envir05,4,1,0.5221357
AI0105,Mobil12,4,1,0.5394506
AI0105,LifSty01,4,1,0.5282397
AI0106,Envir01,4,1,0.7831516
AI0106,Mobil05,4,1,0.8023667
AI0106,LifSty07,4,1,0.7959572
AI0106,Envir05,4,1,0.7881264
AI0106,Mobil12,4,1,0.7425165
AI0106,LifSty01,4,1,0.7226583
AI0107,Envir01,4,1,0.5779718
AI0107,Mobil05,4,1,0.5515518
AI0107,LifSty07,4,1,0.5485971
AI0107,Envir05,4,1,0.5302508
AI0107,Mobil12,4,1,0.5119477
AI0107,LifSty01,4,1,0.5351783
AI0108,Envir01,4,1,1.9114537
AI0108,Mobil05,4,1,1.8348267
AI0108,LifSty07,4,1,1.7313296
AI0108,Envir05,4,1,1.6296642
AI0108,Mobil12,4,1,1.7050124
AI0108,LifSty01,4,1,1.6816181
AI0109,Envir01,4,1,0.5741713
AI0109,Mobil05,4,1,0.580821
AI0109,LifSty07,4,1,0.5336187
AI0109,Envir05,4,1,0.5303492
AI0109,Mobil12,4,1,0.5335875
AI0109,LifSty01,4,1,0.5285208
AI0110,Envir01,4,1,1.9370512
AI0110,Mobil05,4,1,1.6787958
AI0110,LifSty07,4,1,1.7209173
AI0110,Envir05,4,1,1.6517525
AI0110,Mobil12,4,1,1.7165222
AI0110,LifSty01,4,1,1.7319046
AI0111,Envir01,4,1,0.7959287
AI0111,Mobil05,4,1,0.7235684
AI0111,LifSty07,4,1,0.7031698
AI0111,Envir05,4,1,0.7096136
AI0111,Mobil12,4,1,0.7129591
AI0111,LifSty01,4,1,0.7245644
AI0112,Envir01,4,1,1.9037058
AI0112,Mobil05,4,1,1.6456712
AI0112,LifSty07,4,1,1.879257
AI0112,Envir05,4,1,1.6511011
AI0112,Mobil12,4,1,1.6751055
AI0112,LifSty01,4,1,1.7038318
AI0113,Envir01,4,1,0.7563624
