respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,model_key,block_template_id,run_repeat,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,block_complexity_mean,block_complexity_sd,task_count,core_task_count,paraphrase_pair_count,label_pair_count,order_pair_count,monotonicity_task_count,dominance_task_count,model_is_deepseek,n_valid_tasks,label_flip_rate,order_flip_rate,paraphrase_flip_rate,monotonicity_compliance_rate,dominance_violation_rate,confidence_mean,exact_repeat_flip_rate_mean,top_attr_share_travel_time,top_attr_share_waiting_time,top_attr_share_cost,top_attr_share_distance,top_attr_share_availability,top_attr_share_mode_label
PO0005_R1,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0005,1,neutral_arm,0,naturalistic,1,0.5500708507039647,0.2158537561295453,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.9375,0.0625,0.5,0.0,0.5,0.0,0.0,0.0
PO0005_R2,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0005,2,neutral_arm,0,naturalistic,1,0.5500708507039647,0.2158537561295453,16,6,2,2,2,2,2,0,16,0.5,0.0,0.0,1.0,0.0,3.75,0.0625,0.5,0.0,0.5,0.0,0.0,0.0
PO0005_R3,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0005,3,neutral_arm,0,naturalistic,1,0.5500708507039647,0.2158537561295453,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,3.875,0.0625,0.5,0.0,0.5,0.0,0.0,0.0
PO0005_R4,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0005,4,neutral_arm,0,naturalistic,1,0.5500708507039647,0.2158537561295453,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.8125,0.0625,0.5,0.0,0.5,0.0,0.0,0.0
PO0006_R1,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0006,1,semantic_arm,1,concise,0,0.3341964434520645,0.1077783109235388,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.0416666666666666,0.4375,0.0625,0.5,0.0,0.0,0.0
PO0006_R2,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0006,2,semantic_arm,1,concise,0,0.3341964434520645,0.1077783109235388,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,3.75,0.0416666666666666,0.5,0.0,0.5,0.0,0.0,0.0
PO0006_R3,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0006,3,semantic_arm,1,concise,0,0.3341964434520645,0.1077783109235388,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,4.0625,0.0416666666666666,0.5,0.0,0.5,0.0,0.0,0.0
PO0006_R4,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0006,4,semantic_arm,1,concise,0,0.3341964434520645,0.1077783109235388,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.9375,0.0416666666666666,0.46875,0.03125,0.5,0.0,0.0,0.0
PO0007_R1,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,poe_gpt54_nano,POT0007,1,semantic_arm,1,concise,0,0.6448941080005018,0.1146591219275965,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.1354166666666666,0.5,0.0,0.5,0.0,0.0,0.0
PO0007_R2,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,poe_gpt54_nano,POT0007,2,semantic_arm,1,concise,0,0.6448941080005018,0.1146591219275965,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0625,0.1354166666666666,0.5,0.0,0.5,0.0,0.0,0.0
PO0007_R3,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,poe_gpt54_nano,POT0007,3,semantic_arm,1,concise,0,0.6448941080005018,0.1146591219275965,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.6875,0.1354166666666666,0.5,0.0,0.5,0.0,0.0,0.0
PO0007_R4,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,poe_gpt54_nano,POT0007,4,semantic_arm,1,concise,0,0.6448941080005018,0.1146591219275965,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,3.8125,0.1354166666666666,0.5,0.0,0.5,0.0,0.0,0.0
PO0008_R1,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,poe_gpt54_nano,POT0008,1,semantic_arm,1,naturalistic,1,0.4515236645307545,0.2164517759922149,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.875,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0008_R2,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,poe_gpt54_nano,POT0008,2,semantic_arm,1,naturalistic,1,0.4515236645307545,0.2164517759922149,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.375,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0008_R3,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,poe_gpt54_nano,POT0008,3,semantic_arm,1,naturalistic,1,0.4515236645307545,0.2164517759922149,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.9375,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0008_R4,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,poe_gpt54_nano,POT0008,4,semantic_arm,1,naturalistic,1,0.4515236645307545,0.2164517759922149,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.8125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0009_R1,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,poe_gpt54_nano,POT0009,1,semantic_arm,1,naturalistic,1,0.5370876074710594,0.125065337755067,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0009_R2,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,poe_gpt54_nano,POT0009,2,semantic_arm,1,naturalistic,1,0.5370876074710594,0.125065337755067,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.75,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0009_R3,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,poe_gpt54_nano,POT0009,3,semantic_arm,1,naturalistic,1,0.5370876074710594,0.125065337755067,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0009_R4,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,poe_gpt54_nano,POT0009,4,semantic_arm,1,naturalistic,1,0.5370876074710594,0.125065337755067,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0010_R1,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,poe_gpt54_nano,POT0010,1,neutral_arm,0,concise,0,0.5617032597690516,0.2659266657444963,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.03125,0.5,0.0,0.5,0.0,0.0,0.0
PO0010_R2,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,poe_gpt54_nano,POT0010,2,neutral_arm,0,concise,0,0.5617032597690516,0.2659266657444963,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,3.9375,0.03125,0.46875,0.03125,0.4375,0.03125,0.03125,0.0
PO0010_R3,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,poe_gpt54_nano,POT0010,3,neutral_arm,0,concise,0,0.5617032597690516,0.2659266657444963,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.75,0.03125,0.5,0.0,0.5,0.0,0.0,0.0
PO0010_R4,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,poe_gpt54_nano,POT0010,4,neutral_arm,0,concise,0,0.5617032597690516,0.2659266657444963,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.6875,0.03125,0.5,0.03125,0.46875,0.0,0.0,0.0
PO0011_R1,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,poe_gpt54_nano,POT0011,1,neutral_arm,0,concise,0,0.5310695068520928,0.1779856890763771,16,6,2,2,2,2,2,0,16,0.5,0.0,0.5,0.5,0.0,3.3125,0.2083333333333333,0.5,0.15625,0.34375,0.0,0.0,0.0
PO0011_R2,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,poe_gpt54_nano,POT0011,2,neutral_arm,0,concise,0,0.5310695068520928,0.1779856890763771,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,0.5,0.0,3.25,0.2083333333333333,0.5,0.0,0.5,0.0,0.0,0.0
PO0011_R3,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,poe_gpt54_nano,POT0011,3,neutral_arm,0,concise,0,0.5310695068520928,0.1779856890763771,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,0.5,0.0,3.625,0.2083333333333333,0.5,0.03125,0.46875,0.0,0.0,0.0
PO0011_R4,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,poe_gpt54_nano,POT0011,4,neutral_arm,0,concise,0,0.5310695068520928,0.1779856890763771,16,6,2,2,2,2,2,0,16,0.5,1.0,0.0,0.5,0.0,3.625,0.2083333333333333,0.46875,0.09375,0.375,0.03125,0.03125,0.0
PO0012_R1,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,poe_gpt54_nano,POT0012,1,semantic_arm,1,concise,0,0.5749401969998313,0.2223503959923009,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.5,4.1875,0.2187499999999999,0.5,0.0,0.5,0.0,0.0,0.0
PO0012_R2,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,poe_gpt54_nano,POT0012,2,semantic_arm,1,concise,0,0.5749401969998313,0.2223503959923009,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.625,0.2187499999999999,0.5,0.0,0.46875,0.0,0.03125,0.0
PO0012_R3,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,poe_gpt54_nano,POT0012,3,semantic_arm,1,concise,0,0.5749401969998313,0.2223503959923009,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.5,3.5,0.2187499999999999,0.46875,0.03125,0.5,0.0,0.0,0.0
PO0012_R4,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,poe_gpt54_nano,POT0012,4,semantic_arm,1,concise,0,0.5749401969998313,0.2223503959923009,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,4.125,0.2187499999999999,0.5,0.0,0.5,0.0,0.0,0.0
PO0013_R1,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,poe_gpt54_nano,POT0013,1,neutral_arm,0,naturalistic,1,0.5709021881829347,0.1310147738171317,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,2.9375,0.125,0.4375,0.03125,0.46875,0.03125,0.03125,0.0
PO0013_R2,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,poe_gpt54_nano,POT0013,2,neutral_arm,0,naturalistic,1,0.5709021881829347,0.1310147738171317,16,6,2,2,2,2,2,0,16,0.5,0.0,0.0,1.0,0.0,3.25,0.125,0.4375,0.0625,0.5,0.0,0.0,0.0
PO0013_R3,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,poe_gpt54_nano,POT0013,3,neutral_arm,0,naturalistic,1,0.5709021881829347,0.1310147738171317,16,6,2,2,2,2,2,0,16,0.5,0.0,0.0,1.0,0.0,3.625,0.125,0.5,0.0,0.5,0.0,0.0,0.0
PO0013_R4,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,poe_gpt54_nano,POT0013,4,neutral_arm,0,naturalistic,1,0.5709021881829347,0.1310147738171317,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.625,0.125,0.5,0.0,0.5,0.0,0.0,0.0
PO0014_R1,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,poe_gpt54_nano,POT0014,1,semantic_arm,1,naturalistic,1,0.5393838273115675,0.1695328684047339,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0014_R2,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,poe_gpt54_nano,POT0014,2,semantic_arm,1,naturalistic,1,0.5393838273115675,0.1695328684047339,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PO0014_R3,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,poe_gpt54_nano,POT0014,3,semantic_arm,1,naturalistic,1,0.5393838273115675,0.1695328684047339,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.9375,0.0,0.5,0.0,0.5,0.0,0.0,0.0
