experiment_name,respondent_id,persona_id,subsample,block_id,task_id,task_index_within_subsample,task_in_block,presented_task_position,choice_label,chosen_alternative_id,chosen_alternative_name,choice_code,is_valid_choice,female,gender_text,age_band,age_years,income_band,metropolis,city_type_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text,assigned_block_id
20260327_public_materials_pooled_7alts_biogeme_v7,5,P0005,SD,5,SD_B05_T03,27,3,1,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,5,P0005,SD,5,SD_B05_T06,30,6,2,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,5,P0005,SD,5,SD_B05_T01,25,1,3,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,5,P0005,SD,5,SD_B05_T05,29,5,4,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,5,P0005,SD,5,SD_B05_T02,26,2,5,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,5,P0005,SD,5,SD_B05_T04,28,4,6,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,6,P0006,SD,2,SD_B02_T04,10,4,1,C,walking,Walking,3,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,6,P0006,SD,2,SD_B02_T05,11,5,2,A,e_scooter,E-Scooter Sharing,1,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,6,P0006,SD,2,SD_B02_T06,12,6,3,A,e_scooter,E-Scooter Sharing,1,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,6,P0006,SD,2,SD_B02_T02,8,2,4,A,e_scooter,E-Scooter Sharing,1,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,6,P0006,SD,2,SD_B02_T03,9,3,5,D,private_car,Private Car,4,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,6,P0006,SD,2,SD_B02_T01,7,1,6,A,e_scooter,E-Scooter Sharing,1,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,7,P0007,SD,4,SD_B04_T04,22,4,1,B,bikesharing,Bike Sharing,2,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,7,P0007,SD,4,SD_B04_T05,23,5,2,B,bikesharing,Bike Sharing,2,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,7,P0007,SD,4,SD_B04_T03,21,3,3,B,bikesharing,Bike Sharing,2,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,7,P0007,SD,4,SD_B04_T06,24,6,4,B,bikesharing,Bike Sharing,2,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,7,P0007,SD,4,SD_B04_T02,20,2,5,B,bikesharing,Bike Sharing,2,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,7,P0007,SD,4,SD_B04_T01,19,1,6,B,bikesharing,Bike Sharing,2,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,8,P0008,SD,6,SD_B06_T03,33,3,1,A,e_scooter,E-Scooter Sharing,1,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,8,P0008,SD,6,SD_B06_T04,34,4,2,C,walking,Walking,3,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,8,P0008,SD,6,SD_B06_T01,31,1,3,B,bikesharing,Bike Sharing,2,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,8,P0008,SD,6,SD_B06_T02,32,2,4,A,e_scooter,E-Scooter Sharing,1,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,8,P0008,SD,6,SD_B06_T06,36,6,5,A,e_scooter,E-Scooter Sharing,1,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,8,P0008,SD,6,SD_B06_T05,35,5,6,B,bikesharing,Bike Sharing,2,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,9,P0009,SD,4,SD_B04_T06,24,6,1,B,bikesharing,Bike Sharing,2,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,9,P0009,SD,4,SD_B04_T05,23,5,2,D,private_car,Private Car,4,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,9,P0009,SD,4,SD_B04_T02,20,2,3,B,bikesharing,Bike Sharing,2,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,9,P0009,SD,4,SD_B04_T03,21,3,4,B,bikesharing,Bike Sharing,2,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,9,P0009,SD,4,SD_B04_T01,19,1,5,D,private_car,Private Car,4,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,9,P0009,SD,4,SD_B04_T04,22,4,6,B,bikesharing,Bike Sharing,2,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,10,P0010,MD,6,MD_B06_T02,32,2,1,D,private_car,Private Car,4,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,10,P0010,MD,6,MD_B06_T03,33,3,2,D,private_car,Private Car,4,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,10,P0010,MD,6,MD_B06_T06,36,6,3,D,private_car,Private Car,4,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,10,P0010,MD,6,MD_B06_T01,31,1,4,D,private_car,Private Car,4,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,10,P0010,MD,6,MD_B06_T05,35,5,5,D,private_car,Private Car,4,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,10,P0010,MD,6,MD_B06_T04,34,4,6,D,private_car,Private Car,4,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription,6
20260327_public_materials_pooled_7alts_biogeme_v7,11,P0011,MD,4,MD_B04_T02,20,2,1,D,private_car,Private Car,4,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,11,P0011,MD,4,MD_B04_T06,24,6,2,D,private_car,Private Car,4,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,11,P0011,MD,4,MD_B04_T03,21,3,3,D,private_car,Private Car,4,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,11,P0011,MD,4,MD_B04_T04,22,4,4,D,private_car,Private Car,4,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,11,P0011,MD,4,MD_B04_T01,19,1,5,D,private_car,Private Car,4,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,11,P0011,MD,4,MD_B04_T05,23,5,6,D,private_car,Private Car,4,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,12,P0012,SD,5,SD_B05_T05,29,5,1,C,walking,Walking,3,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,12,P0012,SD,5,SD_B05_T04,28,4,2,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,12,P0012,SD,5,SD_B05_T01,25,1,3,C,walking,Walking,3,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,12,P0012,SD,5,SD_B05_T02,26,2,4,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,12,P0012,SD,5,SD_B05_T03,27,3,5,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,12,P0012,SD,5,SD_B05_T06,30,6,6,A,e_scooter,E-Scooter Sharing,1,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,13,P0013,MD,5,MD_B05_T04,28,4,1,D,private_car,Private Car,4,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,13,P0013,MD,5,MD_B05_T05,29,5,2,D,private_car,Private Car,4,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,13,P0013,MD,5,MD_B05_T06,30,6,3,D,private_car,Private Car,4,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,13,P0013,MD,5,MD_B05_T01,25,1,4,D,private_car,Private Car,4,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,13,P0013,MD,5,MD_B05_T02,26,2,5,D,private_car,Private Car,4,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,13,P0013,MD,5,MD_B05_T03,27,3,6,D,private_car,Private Car,4,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,14,P0014,MD,2,MD_B02_T04,10,4,1,D,private_car,Private Car,4,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,14,P0014,MD,2,MD_B02_T03,9,3,2,D,private_car,Private Car,4,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,14,P0014,MD,2,MD_B02_T06,12,6,3,D,private_car,Private Car,4,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,14,P0014,MD,2,MD_B02_T02,8,2,4,D,private_car,Private Car,4,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,14,P0014,MD,2,MD_B02_T01,7,1,5,D,private_car,Private Car,4,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,14,P0014,MD,2,MD_B02_T05,11,5,6,D,private_car,Private Car,4,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,2
20260327_public_materials_pooled_7alts_biogeme_v7,15,P0015,SD,3,SD_B03_T04,16,4,1,B,bikesharing,Bike Sharing,2,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,3
20260327_public_materials_pooled_7alts_biogeme_v7,15,P0015,SD,3,SD_B03_T03,15,3,2,B,bikesharing,Bike Sharing,2,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,3
20260327_public_materials_pooled_7alts_biogeme_v7,15,P0015,SD,3,SD_B03_T05,17,5,3,B,bikesharing,Bike Sharing,2,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,3
20260327_public_materials_pooled_7alts_biogeme_v7,15,P0015,SD,3,SD_B03_T01,13,1,4,B,bikesharing,Bike Sharing,2,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,3
20260327_public_materials_pooled_7alts_biogeme_v7,15,P0015,SD,3,SD_B03_T02,14,2,5,B,bikesharing,Bike Sharing,2,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,3
20260327_public_materials_pooled_7alts_biogeme_v7,15,P0015,SD,3,SD_B03_T06,18,6,6,B,bikesharing,Bike Sharing,2,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,3
20260327_public_materials_pooled_7alts_biogeme_v7,16,P0016,MD,5,MD_B05_T02,26,2,1,D,private_car,Private Car,4,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,16,P0016,MD,5,MD_B05_T01,25,1,2,D,private_car,Private Car,4,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,16,P0016,MD,5,MD_B05_T03,27,3,3,D,private_car,Private Car,4,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,16,P0016,MD,5,MD_B05_T04,28,4,4,C,public_transport,Public Transport,7,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,16,P0016,MD,5,MD_B05_T05,29,5,5,D,private_car,Private Car,4,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,16,P0016,MD,5,MD_B05_T06,30,6,6,D,private_car,Private Car,4,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,17,P0017,SD,5,SD_B05_T06,30,6,1,C,walking,Walking,3,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,17,P0017,SD,5,SD_B05_T05,29,5,2,C,walking,Walking,3,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,17,P0017,SD,5,SD_B05_T04,28,4,3,A,e_scooter,E-Scooter Sharing,1,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,17,P0017,SD,5,SD_B05_T03,27,3,4,A,e_scooter,E-Scooter Sharing,1,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,17,P0017,SD,5,SD_B05_T01,25,1,5,C,walking,Walking,3,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,17,P0017,SD,5,SD_B05_T02,26,2,6,C,walking,Walking,3,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,5
20260327_public_materials_pooled_7alts_biogeme_v7,18,P0018,MD,4,MD_B04_T04,22,4,1,D,private_car,Private Car,4,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,18,P0018,MD,4,MD_B04_T01,19,1,2,D,private_car,Private Car,4,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,18,P0018,MD,4,MD_B04_T03,21,3,3,D,private_car,Private Car,4,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,18,P0018,MD,4,MD_B04_T05,23,5,4,D,private_car,Private Car,4,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,18,P0018,MD,4,MD_B04_T06,24,6,5,D,private_car,Private Car,4,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,4
20260327_public_materials_pooled_7alts_biogeme_v7,18,P0018,MD,4,MD_B04_T02,20,2,6,D,private_car,Private Car,4,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,4
