respondent_id,source_observation_id,human_id,normalized_weight,Weight,LangCode,UrbRur,OccupStat,TripPurpose,Education,Region,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Envir02,Envir05,Envir06,Mobil10,Mobil11,Mobil16,model_key,block_template_id,run_repeat,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,block_complexity_mean,block_complexity_sd,task_count,core_task_count,paraphrase_pair_count,label_pair_count,order_pair_count,monotonicity_task_count,dominance_task_count
PO0005_R1,768,30860448,1.7749458627711374,0.000758481,2,2,2,1,3,4,82,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,2,0,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,-1,-1,-1,-1,-1,3,poe_gpt54_nano,POT0005,1,neutral_arm,0,naturalistic,1,0.7317060683189759,0.1133994421554401,16,6,2,2,2,2,2
PO0005_R2,768,30860448,1.7749458627711374,0.000758481,2,2,2,1,3,4,82,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,2,0,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,-1,-1,-1,-1,-1,3,poe_gpt54_nano,POT0005,2,neutral_arm,0,naturalistic,1,0.7317060683189759,0.1133994421554401,16,6,2,2,2,2,2
PO0005_R3,768,30860448,1.7749458627711374,0.000758481,2,2,2,1,3,4,82,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,2,0,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,-1,-1,-1,-1,-1,3,poe_gpt54_nano,POT0005,3,neutral_arm,0,naturalistic,1,0.7317060683189759,0.1133994421554401,16,6,2,2,2,2,2
PO0005_R4,768,30860448,1.7749458627711374,0.000758481,2,2,2,1,3,4,82,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,2,0,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,-1,-1,-1,-1,-1,3,poe_gpt54_nano,POT0005,4,neutral_arm,0,naturalistic,1,0.7317060683189759,0.1133994421554401,16,6,2,2,2,2,2
PO0006_R1,614,28640122,2.0360086784578657,0.00087004,1,1,2,3,3,3,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,5,5,5,5,5,4,poe_gpt54_nano,POT0006,1,semantic_arm,1,concise,0,0.7103002256669018,0.2590357550916807,16,6,2,2,2,2,2
PO0006_R2,614,28640122,2.0360086784578657,0.00087004,1,1,2,3,3,3,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,5,5,5,5,5,4,poe_gpt54_nano,POT0006,2,semantic_arm,1,concise,0,0.7103002256669018,0.2590357550916807,16,6,2,2,2,2,2
PO0006_R3,614,28640122,2.0360086784578657,0.00087004,1,1,2,3,3,3,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,5,5,5,5,5,4,poe_gpt54_nano,POT0006,3,semantic_arm,1,concise,0,0.7103002256669018,0.2590357550916807,16,6,2,2,2,2,2
PO0006_R4,614,28640122,2.0360086784578657,0.00087004,1,1,2,3,3,3,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,5,5,5,5,5,4,poe_gpt54_nano,POT0006,4,semantic_arm,1,concise,0,0.7103002256669018,0.2590357550916807,16,6,2,2,2,2,2
PO0007_R1,673,30330673,0.9573855529584482,0.000409116,2,1,-1,2,-1,4,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,1,0,a mixed work-and-leisure trip,education not reported,1,car is available for this trip,-1,-1,-1,-1,-1,-1,-1,poe_gpt54_nano,POT0007,1,semantic_arm,1,concise,0,0.7614815996935643,0.1707573089236918,16,6,2,2,2,2,2
PO0007_R2,673,30330673,0.9573855529584482,0.000409116,2,1,-1,2,-1,4,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,1,0,a mixed work-and-leisure trip,education not reported,1,car is available for this trip,-1,-1,-1,-1,-1,-1,-1,poe_gpt54_nano,POT0007,2,semantic_arm,1,concise,0,0.7614815996935643,0.1707573089236918,16,6,2,2,2,2,2
PO0007_R3,673,30330673,0.9573855529584482,0.000409116,2,1,-1,2,-1,4,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,1,0,a mixed work-and-leisure trip,education not reported,1,car is available for this trip,-1,-1,-1,-1,-1,-1,-1,poe_gpt54_nano,POT0007,3,semantic_arm,1,concise,0,0.7614815996935643,0.1707573089236918,16,6,2,2,2,2,2
PO0007_R4,673,30330673,0.9573855529584482,0.000409116,2,1,-1,2,-1,4,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,1,0,a mixed work-and-leisure trip,education not reported,1,car is available for this trip,-1,-1,-1,-1,-1,-1,-1,poe_gpt54_nano,POT0007,4,semantic_arm,1,concise,0,0.7614815996935643,0.1707573089236918,16,6,2,2,2,2,2
PO0008_R1,224,10540672,2.0360086784578657,0.00087004,1,2,2,1,3,1,34,female,34 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,4,4,4,poe_gpt54_nano,POT0008,1,semantic_arm,1,naturalistic,1,0.6591847229105822,0.1573099539718908,16,6,2,2,2,2,2
PO0008_R2,224,10540672,2.0360086784578657,0.00087004,1,2,2,1,3,1,34,female,34 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,4,4,4,poe_gpt54_nano,POT0008,2,semantic_arm,1,naturalistic,1,0.6591847229105822,0.1573099539718908,16,6,2,2,2,2,2
PO0008_R3,224,10540672,2.0360086784578657,0.00087004,1,2,2,1,3,1,34,female,34 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,4,4,4,poe_gpt54_nano,POT0008,3,semantic_arm,1,naturalistic,1,0.6591847229105822,0.1573099539718908,16,6,2,2,2,2,2
PO0008_R4,224,10540672,2.0360086784578657,0.00087004,1,2,2,1,3,1,34,female,34 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,4,4,4,poe_gpt54_nano,POT0008,4,semantic_arm,1,naturalistic,1,0.6591847229105822,0.1573099539718908,16,6,2,2,2,2,2
PO0009_R1,1350,50760209,0.543107257288418,0.000232084,2,1,1,3,5,5,32,female,32 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,0,0,1,2,2,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,3,3,4,4,6,4,4,poe_gpt54_nano,POT0009,1,semantic_arm,1,naturalistic,1,0.7232814949858355,0.1613982052954486,16,6,2,2,2,2,2
PO0009_R2,1350,50760209,0.543107257288418,0.000232084,2,1,1,3,5,5,32,female,32 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,0,0,1,2,2,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,3,3,4,4,6,4,4,poe_gpt54_nano,POT0009,2,semantic_arm,1,naturalistic,1,0.7232814949858355,0.1613982052954486,16,6,2,2,2,2,2
PO0009_R3,1350,50760209,0.543107257288418,0.000232084,2,1,1,3,5,5,32,female,32 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,0,0,1,2,2,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,3,3,4,4,6,4,4,poe_gpt54_nano,POT0009,3,semantic_arm,1,naturalistic,1,0.7232814949858355,0.1613982052954486,16,6,2,2,2,2,2
PO0009_R4,1350,50760209,0.543107257288418,0.000232084,2,1,1,3,5,5,32,female,32 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,0,0,1,2,2,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,3,3,4,4,6,4,4,poe_gpt54_nano,POT0009,4,semantic_arm,1,naturalistic,1,0.7232814949858355,0.1613982052954486,16,6,2,2,2,2,2
PO0010_R1,1167,44670387,0.8611359127752702,0.000367986,2,1,1,1,3,5,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,3,3,4,6,5,3,poe_gpt54_nano,POT0010,1,neutral_arm,0,concise,0,0.715983233378465,0.2892561072019902,16,6,2,2,2,2,2
PO0010_R2,1167,44670387,0.8611359127752702,0.000367986,2,1,1,1,3,5,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,3,3,4,6,5,3,poe_gpt54_nano,POT0010,2,neutral_arm,0,concise,0,0.715983233378465,0.2892561072019902,16,6,2,2,2,2,2
PO0010_R3,1167,44670387,0.8611359127752702,0.000367986,2,1,1,1,3,5,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,3,3,4,6,5,3,poe_gpt54_nano,POT0010,3,neutral_arm,0,concise,0,0.715983233378465,0.2892561072019902,16,6,2,2,2,2,2
PO0010_R4,1167,44670387,0.8611359127752702,0.000367986,2,1,1,1,3,5,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,3,3,4,6,5,3,poe_gpt54_nano,POT0010,4,neutral_arm,0,concise,0,0.715983233378465,0.2892561072019902,16,6,2,2,2,2,2
PO0011_R1,1393,52720041,0.6038126284528191,0.000258025,2,1,1,1,6,5,35,male,35 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,1,4,3,4,3,4,4,poe_gpt54_nano,POT0011,1,neutral_arm,0,concise,0,0.6296480527216155,0.2137408405135712,16,6,2,2,2,2,2
PO0011_R2,1393,52720041,0.6038126284528191,0.000258025,2,1,1,1,6,5,35,male,35 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,1,4,3,4,3,4,4,poe_gpt54_nano,POT0011,2,neutral_arm,0,concise,0,0.6296480527216155,0.2137408405135712,16,6,2,2,2,2,2
PO0011_R3,1393,52720041,0.6038126284528191,0.000258025,2,1,1,1,6,5,35,male,35 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,1,4,3,4,3,4,4,poe_gpt54_nano,POT0011,3,neutral_arm,0,concise,0,0.6296480527216155,0.2137408405135712,16,6,2,2,2,2,2
PO0011_R4,1393,52720041,0.6038126284528191,0.000258025,2,1,1,1,6,5,35,male,35 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,1,4,3,4,3,4,4,poe_gpt54_nano,POT0011,4,neutral_arm,0,concise,0,0.6296480527216155,0.2137408405135712,16,6,2,2,2,2,2
PO0012_R1,1766,54540135,0.9573855529584482,0.000409116,2,2,1,3,3,6,55,male,55 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,0,2,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,5,6,4,4,poe_gpt54_nano,POT0012,1,semantic_arm,1,concise,0,0.5324844856163956,0.1036344821674982,16,6,2,2,2,2,2
PO0012_R2,1766,54540135,0.9573855529584482,0.000409116,2,2,1,3,3,6,55,male,55 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,0,2,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,5,6,4,4,poe_gpt54_nano,POT0012,2,semantic_arm,1,concise,0,0.5324844856163956,0.1036344821674982,16,6,2,2,2,2,2
PO0012_R3,1766,54540135,0.9573855529584482,0.000409116,2,2,1,3,3,6,55,male,55 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,0,2,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,5,6,4,4,poe_gpt54_nano,POT0012,3,semantic_arm,1,concise,0,0.5324844856163956,0.1036344821674982,16,6,2,2,2,2,2
PO0012_R4,1766,54540135,0.9573855529584482,0.000409116,2,2,1,3,3,6,55,male,55 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,0,2,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,5,6,4,4,poe_gpt54_nano,POT0012,4,semantic_arm,1,concise,0,0.5324844856163956,0.1036344821674982,16,6,2,2,2,2,2
PO0013_R1,1761,54540022,0.1804241978634332,7.71e-05,2,2,2,3,4,6,-1,female,30 or younger,8418,around CHF 8418 per month,0,0,0,1,0,1,8.418,0,0,0,1,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,5,5,poe_gpt54_nano,POT0013,1,neutral_arm,0,naturalistic,1,0.625250570032994,0.3001943947417883,16,6,2,2,2,2,2
PO0013_R2,1761,54540022,0.1804241978634332,7.71e-05,2,2,2,3,4,6,-1,female,30 or younger,8418,around CHF 8418 per month,0,0,0,1,0,1,8.418,0,0,0,1,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,5,5,poe_gpt54_nano,POT0013,2,neutral_arm,0,naturalistic,1,0.625250570032994,0.3001943947417883,16,6,2,2,2,2,2
PO0013_R3,1761,54540022,0.1804241978634332,7.71e-05,2,2,2,3,4,6,-1,female,30 or younger,8418,around CHF 8418 per month,0,0,0,1,0,1,8.418,0,0,0,1,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,5,5,poe_gpt54_nano,POT0013,3,neutral_arm,0,naturalistic,1,0.625250570032994,0.3001943947417883,16,6,2,2,2,2,2
PO0013_R4,1761,54540022,0.1804241978634332,7.71e-05,2,2,2,3,4,6,-1,female,30 or younger,8418,around CHF 8418 per month,0,0,0,1,0,1,8.418,0,0,0,1,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,5,5,poe_gpt54_nano,POT0013,4,neutral_arm,0,naturalistic,1,0.625250570032994,0.3001943947417883,16,6,2,2,2,2,2
PO0014_R1,1170,44670441,0.2298009887184065,9.82e-05,2,1,2,3,5,5,52,female,52 years old,3250,around CHF 3250 per month,0,0,0,1,0,0,3.25,1,0,0,1,3,3,-1,0,1,a leisure-related trip,high school education,1,car is available for this trip,5,4,5,5,2,2,2,poe_gpt54_nano,POT0014,1,semantic_arm,1,naturalistic,1,0.7108155018903929,0.2148472444883174,16,6,2,2,2,2,2
PO0014_R2,1170,44670441,0.2298009887184065,9.82e-05,2,1,2,3,5,5,52,female,52 years old,3250,around CHF 3250 per month,0,0,0,1,0,0,3.25,1,0,0,1,3,3,-1,0,1,a leisure-related trip,high school education,1,car is available for this trip,5,4,5,5,2,2,2,poe_gpt54_nano,POT0014,2,semantic_arm,1,naturalistic,1,0.7108155018903929,0.2148472444883174,16,6,2,2,2,2,2
PO0014_R3,1170,44670441,0.2298009887184065,9.82e-05,2,1,2,3,5,5,52,female,52 years old,3250,around CHF 3250 per month,0,0,0,1,0,0,3.25,1,0,0,1,3,3,-1,0,1,a leisure-related trip,high school education,1,car is available for this trip,5,4,5,5,2,2,2,poe_gpt54_nano,POT0014,3,semantic_arm,1,naturalistic,1,0.7108155018903929,0.2148472444883174,16,6,2,2,2,2,2
PO0014_R4,1170,44670441,0.2298009887184065,9.82e-05,2,1,2,3,5,5,52,female,52 years old,3250,around CHF 3250 per month,0,0,0,1,0,0,3.25,1,0,0,1,3,3,-1,0,1,a leisure-related trip,high school education,1,car is available for this trip,5,4,5,5,2,2,2,poe_gpt54_nano,POT0014,4,semantic_arm,1,naturalistic,1,0.7108155018903929,0.2148472444883174,16,6,2,2,2,2,2
PO0015_R1,550,28240755,2.2635771809925926,0.000967286,1,2,1,-1,3,3,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,3,2,5,4,3,3,4,poe_gpt54_nano,POT0015,1,semantic_arm,1,concise,0,0.7101431802294705,0.2834069232902086,16,6,2,2,2,2,2
PO0015_R2,550,28240755,2.2635771809925926,0.000967286,1,2,1,-1,3,3,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,3,2,5,4,3,3,4,poe_gpt54_nano,POT0015,2,semantic_arm,1,concise,0,0.7101431802294705,0.2834069232902086,16,6,2,2,2,2,2
PO0015_R3,550,28240755,2.2635771809925926,0.000967286,1,2,1,-1,3,3,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,3,2,5,4,3,3,4,poe_gpt54_nano,POT0015,3,semantic_arm,1,concise,0,0.7101431802294705,0.2834069232902086,16,6,2,2,2,2,2
PO0015_R4,550,28240755,2.2635771809925926,0.000967286,1,2,1,-1,3,3,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,3,2,5,4,3,3,4,poe_gpt54_nano,POT0015,4,semantic_arm,1,concise,0,0.7101431802294705,0.2834069232902086,16,6,2,2,2,2,2
PO0016_R1,2049,90301035,0.2943067346860529,0.000125765,2,2,9,3,8,7,66,male,65 or older,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,1,1,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,4,3,4,4,6,4,4,poe_gpt54_nano,POT0016,1,neutral_arm,0,naturalistic,1,0.7115831168208361,0.2263154408181726,16,6,2,2,2,2,2
PO0016_R2,2049,90301035,0.2943067346860529,0.000125765,2,2,9,3,8,7,66,male,65 or older,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,1,1,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,4,3,4,4,6,4,4,poe_gpt54_nano,POT0016,2,neutral_arm,0,naturalistic,1,0.7115831168208361,0.2263154408181726,16,6,2,2,2,2,2
PO0016_R3,2049,90301035,0.2943067346860529,0.000125765,2,2,9,3,8,7,66,male,65 or older,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,1,1,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,4,3,4,4,6,4,4,poe_gpt54_nano,POT0016,3,neutral_arm,0,naturalistic,1,0.7115831168208361,0.2263154408181726,16,6,2,2,2,2,2
PO0016_R4,2049,90301035,0.2943067346860529,0.000125765,2,2,9,3,8,7,66,male,65 or older,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,1,1,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,4,3,4,4,6,4,4,poe_gpt54_nano,POT0016,4,neutral_arm,0,naturalistic,1,0.7115831168208361,0.2263154408181726,16,6,2,2,2,2,2
