parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value,significant_5pct
B_CARACC_WALK,9.228584185860512,0.0,,,2.004150905056437,4.60473518365157,4.129910549321991e-06,1
B_CARACC_CS,-5.5171236353806625,0.0,,,0.0,,,0
B_CARACC_RP,-4.473740747508389,0.0,,,0.0,,,0
B_CARACC_PT,-4.639234700966508,0.0,,,0.0,,,0
B_PTPASS_ES,-10.904227741582734,0.0,,,0.0,,,0
B_PTPASS_BS,11.298810734373268,0.0,,,3.233863654805116,3.493904487155682,0.0004760112863402277,1
B_PTPASS_WALK,-2.709356744085934,0.0,,,0.0,,,0
B_PTPASS_CS,0.1345307994456646,0.0,,,0.0,,,0
B_PTPASS_RP,0.5618915059198084,0.0,,,0.0,,,0
B_PTPASS_PT,1.4752522387666298,0.0,,,0.0,,,0
B_MAAS_ES,22.790722160680765,0.0,,,1.47657559773876,15.434849523168786,0.0,1
B_MAAS_BS,-34.70132656888271,0.0,,,0.0,,,0
B_MAAS_WALK,16.15018416372569,0.0,,,2.715240034861409,5.947976590051283,2.7147741832322936e-09,1
B_MAAS_CS,-0.8186544348308901,0.0,,,0.0,,,0
B_MAAS_RP,0.6893677465710653,0.0,,,0.0,,,0
B_MAAS_PT,0.33351306026661864,0.0,,,0.0,,,0
B_TIME_ES,19.442269005437268,137303.61839006573,0.00014160055818925138,0.9998870191011973,0.3281378730088103,59.25030484035366,0.0,1
B_TIME_BS,-28.911912150270194,0.0,,,0.4797361067896545,-60.26628336096231,0.0,1
B_TIME_WALK,-245.17546695740444,0.0,,,0.9760479295518394,-251.19203630704777,0.0,1
B_TIME_CAR,145.09766015639886,0.0,,,6.13273926831306,23.65951882319482,0.0,1
B_TIME_CS,-42.38356621074751,0.0,,,0.0,,,0
B_TIME_RP,-28.91333550888141,0.0,,,0.0,,,0
B_TIME_PT,-48.92032586115507,0.0,,,0.0,,,0
B_ACCESS_SHARED,-18.61868212108907,0.0,,,1.4019087703225508,-13.280951310979592,0.0,1
B_ACCESS_OWNED,-48.117996091555355,0.0,,,1.5774397092888512,-30.503857490216305,0.0,1
B_EGRESS_SHARED,19.543154762848566,155760.39557231017,0.00012546934470114297,0.9998998899472715,0.18882359203428334,103.49953918523198,0.0,1
B_EGRESS_OWNED,1.0166713996459786,0.0,,,0.49534185823493515,2.0524641371288728,0.04012457692402838,1
B_DETOUR_RP,-10.39422224253431,0.0,,,0.0,,,0
B_PARKING,39.47058649264891,0.0,,,1.144645110481355,34.48281579261754,0.0,1
B_COST_LOGMEAN,-23.659915865879697,0.0,,,0.0,,,0
SIGMA_COST,-14.179815390307349,0.0,,,0.8652517103183248,-16.388081319239017,0.0,1
B_AVAILABILITY,37.69247933667302,0.0,,,0.2632289228888606,143.19277275084008,0.0,1
B_SCHEME_SD_FREE_FLOAT,11.913102735289533,0.0,,,0.9769278836400469,12.19445461102118,0.0,1
B_SCHEME_LD_FREE_FLOAT,-0.3158147657221576,0.0,,,0.0,,,0
B_SCHEME_LD_HYBRID,-2.0026544348299975,0.0,,,0.0,,,0
B_PEDELEC,27.210872295892433,0.0,,,0.671089595383596,40.5473017061733,0.0,1
B_RANGE,-32.023776376591705,0.0,,,0.6490266236141731,-49.34123687910356,0.0,1
B_CROWDING,-70.37230793255029,0.0,,,0.0,,,0
B_TRANSFER_PT,-3.381234700967177,0.0,,,0.0,,,0
SIGMA_ES,-7.041983885179888,91481.9350444361,-7.697677013236919e-05,0.9999385814236315,0.003039300018781276,-2316.975567289879,0.0,1
SIGMA_BS,34.991891510492714,165745.95920212255,0.00021111761444404857,0.999831552516173,0.27233274704227195,128.4894743306842,0.0,1
SIGMA_WALK,-8.651199999169327,0.0,,,0.4617264578724136,-18.736634757802566,0.0,1
SIGMA_CAR,14.479647169567116,289381.66327114415,5.0036505443677716e-05,0.9999600766448467,0.0,,,0
SIGMA_CS,0.399121248860028,0.0,,,0.0,,,0
SIGMA_RP,0.05474493010648088,0.0,,,0.0,,,0
SIGMA_PT,1.8935936568940104,0.0,,,0.0,,,0
PHI_POOL,0.13831343445492922,0.0,,,1.3727040665138611e-09,100759834.42388423,0.0,1
