ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight,normalized_weight,respondent_id,human_id,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,ScaledIncome,TimePT_non_wait,TimePT_non_wait_scaled,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,sex_text,age_text,income_text,education_text,trip_purpose_text,car_availability_text
19130149,1,2,162,28,54,21.6,3.57,34,4,2,2,0,4,2,2,3,1,1,2,0,1,1,6.0,6,2,1,1969,2,3,1,6,3250,6,2,2,2,2,2,1,21.6,5.12,1,5,6,6,4,4,5,1,4,5,1,5,5,2,4,1,1,1,5,5,4,2,5,5,5,5,4,1,4,1,4,2,4,4,5,5,4,1,1,5,4,4,4,2,1,2,1,4,2,4,4,2,2,4,1,8,1,1,2,4,3,2,4,2,2,3,2,37.0,1,80,5,70,2,41,0.000109132,0.2960937410777467,H0112,19130149,1,1,1,3.25,108,0.54,0.81,0.17,0.9,2.16,0.512,7.4,1,0,0,1,0,0,1,0,1,1,0,male,41 years old,around CHF 3250 per month,high education,a work trip,car is available for this trip
19130149,1,2,150,65,15,23.2,3.54,32,4,2,2,0,4,2,2,3,1,1,2,0,1,1,6.0,6,2,1,1969,2,3,1,6,3250,6,2,2,2,2,2,1,23.2,5.07,1,5,6,6,4,4,5,1,4,5,1,5,5,2,4,1,1,1,5,5,4,2,5,5,5,5,4,1,4,1,4,2,4,4,5,5,4,1,1,5,4,4,4,2,1,2,1,4,2,4,4,2,2,4,1,8,1,1,2,4,3,2,4,2,2,3,2,35.0,1,70,5,45,2,41,0.000109132,0.2960937410777467,H0113,19130149,1,1,1,3.25,135,0.675,0.75,0.16,0.25,2.32,0.507,7.0,1,0,0,1,0,0,1,0,1,1,0,male,41 years old,around CHF 3250 per month,high education,a work trip,car is available for this trip
19130179,1,0,44,34,0,6.8,0.97,12,2,0,1,0,2,0,1,1,1,1,2,0,1,2,5.0,5,3,1,1944,1,2,1,5,5000,6,2,2,2,2,2,1,6.8,1.39,2,4,4,2,4,4,4,2,3,3,3,4,4,2,4,4,4,2,4,3,4,4,4,2,2,1,3,2,4,2,2,2,3,3,4,4,4,1,1,1,2,3,3,4,4,3,2,4,2,2,3,3,4,2,1,8,1,1,2,4,5,2,3,2,2,1,2,10.5,1,10,5,10,2,66,8.57e-05,0.23251872604151755,H0114,19130179,1,1,1,5.0,44,0.22,0.22,0.06,0.0,0.6799999999999999,0.13899999999999998,2.1,1,0,0,0,1,0,1,0,0,1,0,male,65 or older,around CHF 5000 per month,high education,a work trip,car is available for this trip
19130202,1,3,188,94,15,45.0,4.52,51,4,1,2,0,7,0,2,1,1,1,4,0,1,1,5.0,12,6,1,1964,2,3,1,2,15000,8,2,2,2,2,2,1,45.0,6.48,1,5,5,1,5,5,4,5,1,5,1,5,5,1,5,6,6,1,5,4,5,3,5,1,6,6,5,1,5,1,1,6,6,3,3,2,3,3,3,3,5,2,5,3,3,1,1,5,1,3,1,3,5,1,-1,8,1,1,2,4,5,4,2,2,-1,3,2,51.0,1,79,2,55,2,46,0.000160139,0.4344844372177664,H0115,19130202,1,1,1,15.0,173,0.865,0.94,0.255,0.25,4.5,0.648,10.2,1,0,0,0,0,0,0,0,0,0,1,male,46 years old,around CHF 15000 per month,high education,a non-work trip,car is available for this trip
19130203,1,0,26,22,0,6.0,1.32,16,4,1,2,0,7,-1,2,1,1,1,4,0,1,1,5.0,10,6,2,1958,2,3,2,2,15000,6,2,2,2,2,2,1,6.0,1.89,2,4,2,2,5,5,4,2,4,2,3,3,3,4,4,1,1,1,4,3,4,2,4,2,4,2,4,2,4,2,2,3,3,2,2,4,3,2,2,4,2,4,4,2,4,2,2,4,2,2,2,4,4,2,1,8,1,1,2,4,5,2,2,3,2,2,2,12.0,2,4,4,10,2,52,9.82e-05,0.26643335936145884,H0116,19130203,1,1,1,15.0,26,0.13,0.13,0.08,0.0,0.6,0.189,2.4,1,0,0,0,0,0,0,0,0,1,0,female,52 years old,around CHF 15000 per month,high education,a work trip,car is available for this trip
19130203,1,0,26,22,0,6.0,1.32,16,4,1,2,0,7,-1,2,1,1,1,4,0,1,1,5.0,10,6,2,1958,2,3,2,2,15000,6,2,2,2,2,2,1,6.0,1.89,2,4,2,2,5,5,4,2,4,2,3,3,3,4,4,1,1,1,4,3,4,2,4,2,4,2,4,2,4,2,2,3,3,2,2,4,3,2,2,4,2,4,4,2,4,2,2,4,2,2,2,4,4,2,1,8,1,1,2,4,5,2,2,3,2,2,2,12.0,2,4,4,10,2,52,9.82e-05,0.26643335936145884,H0117,19130203,1,1,1,15.0,26,0.13,0.13,0.08,0.0,0.6,0.189,2.4,1,0,0,0,0,0,0,0,0,1,0,female,52 years old,around CHF 15000 per month,high education,a work trip,car is available for this trip
19130213,4,7,380,105,56,94.0,17.66,135,3,2,2,0,3,1,2,1,1,1,1,1,1,1,4.0,35,4,2,1975,2,4,2,3,7000,3,2,2,2,2,2,1,94.0,25.31,2,3,4,2,4,4,4,4,4,2,2,4,4,2,4,5,5,1,4,4,3,3,4,4,2,2,4,4,4,2,4,4,4,2,2,2,2,2,2,4,2,4,4,2,2,2,2,4,3,2,2,4,4,4,3,8,1,1,2,4,5,5,3,2,2,2,2,189.0,1,219,4,165,2,35,0.00087004,2.3605670058945383,H0118,19130213,1,1,1,7.0,324,1.62,1.9,0.675,0.9333333333333333,9.4,2.5309999999999997,37.8,0,1,0,0,0,0,1,0,0,0,1,female,35 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
19130252,1,2,180,34,30,51.4,13.04,86,2,0,1,0,0,0,2,0,1,1,3,0,1,1,3.5,1,5,1,1949,2,2,1,6,9000,3,2,2,2,2,2,1,51.4,18.69,3,1,2,4,4,5,5,2,5,5,2,5,4,1,5,6,3,1,6,6,6,4,2,2,5,5,5,5,5,5,1,5,5,3,5,2,2,1,4,5,1,5,4,5,2,6,1,6,1,2,2,2,5,4,2,8,1,1,2,4,-1,2,-1,-1,-1,4,2,122.0,0,116,-1,170,2,61,0.000409116,1.1100015300256885,H0119,19130252,1,1,1,9.0,150,0.75,0.9,0.43,0.5,5.14,1.8690000000000002,24.4,0,1,0,1,0,0,0,0,0,0,1,male,61 years old,around CHF 9000 per month,not high education,a non-work trip,car is available for this trip
19130291,7,3,197,35,8,63.6,14.51,102,3,1,2,-1,2,-1,1,2,1,1,2,-1,2,2,4.5,5,6,2,1971,2,3,2,3,15000,6,2,2,2,2,2,1,63.6,20.79,1,3,4,4,4,4,5,3,2,4,2,4,4,2,4,5,5,3,5,4,2,4,4,2,4,3,3,2,4,1,3,2,3,3,3,2,4,2,4,4,2,3,3,4,4,2,2,4,1,2,3,4,3,4,3,8,1,1,2,4,2,2,3,1,1,3,2,160.0,1,154,4,120,2,39,0.000232084,0.6296835007540205,H0120,19130291,1,1,1,15.0,189,0.945,0.985,0.51,0.13333333333333333,6.36,2.0789999999999997,32.0,1,0,0,0,0,0,1,1,0,0,1,female,39 years old,around CHF 15000 per month,high education,a non-work trip,car is available for this trip
19130292,1,2,129,31,14,32.0,3.58,33,3,1,2,-1,2,-1,1,2,1,1,2,0,2,2,4.5,5,6,2,1971,2,3,2,3,15000,6,2,2,2,2,2,1,32.0,5.13,1,3,4,4,4,4,5,3,2,4,2,4,4,2,4,5,5,2,5,4,2,4,4,2,4,3,3,2,4,1,3,2,3,3,3,2,4,2,4,4,2,3,3,4,4,2,2,4,1,2,3,4,3,4,1,8,1,1,2,4,2,2,3,1,1,3,2,37.0,1,84,4,35,2,39,0.000232084,0.6296835007540205,H0121,19130292,1,1,1,15.0,115,0.575,0.645,0.165,0.23333333333333334,3.2,0.513,7.4,1,0,0,0,0,0,1,1,0,1,0,female,39 years old,around CHF 15000 per month,high education,a work trip,car is available for this trip
19130374,4,6,367,100,52,72.0,18.24,133,3,0,1,0,0,0,2,1,1,1,3,0,2,2,4.0,5,3,2,1968,2,4,2,6,5000,3,2,2,1,2,2,1,0.0,26.14,2,4,2,2,4,5,5,2,5,4,2,2,4,1,3,4,4,1,5,2,5,4,4,3,5,5,4,3,5,2,2,1,1,3,4,2,4,1,3,4,2,3,2,4,4,2,2,4,2,4,5,3,3,3,3,8,1,1,2,4,5,5,4,1,1,3,2,141.5,1,215,3,165,2,42,0.000367986,0.9984088205497536,H0122,19130374,1,1,1,5.0,315,1.575,1.835,0.665,0.8666666666666667,0.0,2.614,28.3,0,1,0,1,0,0,1,0,0,0,1,female,42 years old,around CHF 5000 per month,not high education,a non-work trip,car is available for this trip
19130767,1,0,27,26,0,3.0,0.27,2,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,2,4.0,1,4,2,1969,2,2,1,5,7000,3,2,2,2,2,2,1,3.0,0.39,2,4,4,2,5,5,5,6,6,6,2,6,4,6,5,6,6,3,5,5,4,5,6,5,6,6,6,5,6,1,6,6,6,2,2,5,3,1,2,5,4,3,1,4,1,4,3,4,2,2,5,1,3,4,2,8,1,1,2,4,5,3,4,1,1,1,2,2.5,2,1,-1,19,2,41,0.000367986,0.9984088205497536,H0123,19130767,1,1,1,7.0,27,0.135,0.135,0.01,0.0,0.3,0.039,0.5,0,1,0,0,1,0,1,0,0,0,1,female,41 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
19130798,2,2,113,53,0,34.6,3.77,42,2,0,1,1,0,0,1,1,1,2,2,0,1,1,4.0,2,3,1,1970,2,2,1,7,5000,3,2,2,2,2,2,2,34.6,5.4,2,4,4,3,3,4,5,2,3,5,6,3,4,4,2,6,5,1,5,5,4,4,4,3,3,6,4,4,3,2,5,6,1,1,3,2,3,1,1,5,2,3,4,4,1,3,3,5,2,2,2,2,2,4,1,8,1,1,2,4,5,2,4,1,1,4,2,42.0,1,60,1,40,2,40,0.000409116,1.1100015300256885,H0124,19130798,1,1,1,5.0,113,0.565,0.565,0.21,0.0,3.46,0.54,8.4,0,1,0,0,0,0,1,0,0,1,0,male,40 years old,around CHF 5000 per month,not high education,a work trip,car is available for this trip
19130798,1,2,188,54,37,34.6,3.77,42,2,0,1,1,0,0,1,1,1,2,2,0,1,1,4.0,2,3,1,1970,2,2,1,7,5000,3,2,2,2,2,2,2,34.6,5.4,2,4,4,3,3,4,5,2,3,5,6,3,4,4,2,6,5,1,5,5,4,4,4,3,3,6,4,4,3,2,5,6,1,1,3,2,3,1,1,5,2,3,4,4,1,3,3,5,2,2,2,2,2,4,2,8,1,1,2,4,5,2,4,1,1,4,2,42.0,1,97,1,45,2,40,0.000409116,1.1100015300256885,H0125,19130798,1,1,1,5.0,151,0.755,0.94,0.21,0.6166666666666667,3.46,0.54,8.4,0,1,0,0,0,0,1,0,0,0,1,male,40 years old,around CHF 5000 per month,not high education,a non-work trip,car is available for this trip
19130827,1,3,221,61,43,38.4,6.62,56,4,2,2,-1,4,2,1,2,1,1,2,-1,1,1,5.0,3,4,1,1971,2,3,1,6,7000,3,2,2,2,2,2,1,38.4,9.49,2,5,5,2,5,5,5,2,2,6,3,3,4,1,4,5,4,1,5,5,6,5,5,5,6,6,6,3,1,1,6,6,6,3,1,1,1,1,1,5,1,5,5,6,1,1,1,5,1,3,4,4,3,4,2,8,1,1,2,4,5,3,4,2,2,3,2,72.0,1,117,4,70,2,39,0.000967286,2.6244120004410196,H0126,19130827,1,1,1,7.0,178,0.89,1.105,0.28,0.7166666666666667,3.84,0.9490000000000001,14.4,0,1,0,1,0,0,1,0,0,0,1,male,39 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
19130855,1,1,72,26,1,15.2,2.88,27,3,1,2,0,2,0,1,2,1,2,2,0,2,1,3.0,4,2,2,1976,2,3,2,6,3250,3,1,2,2,2,2,1,7.6,4.13,4,4,2,3,4,4,4,3,4,4,3,3,4,4,3,4,4,2,5,4,4,3,3,4,4,2,4,2,4,2,2,2,4,4,4,4,4,4,3,4,2,4,4,3,3,2,4,4,3,4,4,4,3,4,2,8,1,1,2,4,5,2,2,2,2,4,2,31.0,1,45,8,30,2,34,0.00087004,2.3605670058945383,H0127,19130855,1,1,1,3.25,71,0.355,0.36,0.135,0.016666666666666666,0.76,0.413,6.2,0,1,0,1,0,0,0,0,0,0,1,female,34 years old,around CHF 3250 per month,not high education,a non-work trip,car is available for this trip
19130855,1,2,126,33,15,29.6,2.89,27,3,1,2,0,2,0,1,2,1,2,2,0,2,1,3.0,4,2,2,1976,2,3,2,6,3250,3,1,2,2,2,2,1,14.8,4.14,4,4,2,3,4,4,4,3,4,4,3,3,4,4,3,4,4,2,5,4,4,3,3,4,4,2,4,2,4,2,2,2,4,4,4,4,4,4,3,4,2,4,4,3,3,2,4,4,3,4,4,4,3,4,2,8,1,1,2,4,5,2,2,2,2,4,2,31.0,1,78,8,30,2,34,0.00087004,2.3605670058945383,H0128,19130855,1,1,1,3.25,111,0.555,0.63,0.135,0.25,1.48,0.414,6.2,0,1,0,1,0,0,0,0,0,0,1,female,34 years old,around CHF 3250 per month,not high education,a non-work trip,car is available for this trip
19130863,1,4,338,141,72,51.8,9.99,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1973,2,3,1,2,9035,6,2,2,2,2,2,1,51.8,14.32,2,3,4,3,5,5,4,2,4,5,3,5,4,3,2,2,3,2,4,4,3,3,5,3,4,3,4,2,4,3,2,6,3,2,3,4,2,1,4,4,3,3,4,4,4,4,2,5,2,3,2,4,4,2,-1,8,1,1,2,4,-1,4,-1,-1,-1,4,2,101.0,1,125,-1,68,2,37,0.000258025,0.7000658609902283,H0129,19130863,1,1,1,9.035,266,1.33,1.69,0.315,1.2,5.18,1.432,20.2,1,0,0,0,0,0,0,0,0,0,1,male,37 years old,around CHF 9035 per month,high education,a non-work trip,car is available for this trip
19130863,9,0,64,40,0,8.2,1.33,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1973,2,3,1,2,9035,6,2,2,2,2,2,1,8.2,1.91,2,3,4,3,5,5,4,2,4,5,3,5,4,3,2,2,3,2,4,4,3,3,5,3,4,3,4,2,4,3,2,6,3,2,3,4,2,1,4,4,3,3,4,4,4,4,2,5,2,3,2,4,4,2,3,8,1,1,2,4,-1,2,-1,-1,-1,4,2,15.0,1,24,-1,15,2,37,0.000258025,0.7000658609902283,H0130,19130863,1,1,1,9.035,64,0.32,0.32,0.09,0.0,0.82,0.191,3.0,1,0,0,0,0,0,0,0,0,0,1,male,37 years old,around CHF 9035 per month,high education,a non-work trip,car is available for this trip
19130871,1,4,220,72,37,41.8,7.17,59,2,0,2,0,2,0,2,1,1,1,2,1,2,1,4.0,1,6,2,1959,3,2,2,6,15000,6,1,2,2,2,1,1,20.9,10.27,2,5,2,1,4,5,5,3,3,4,4,4,4,2,4,6,4,2,4,2,4,2,2,4,4,2,1,3,5,2,1,1,4,2,3,4,2,1,4,3,2,4,2,3,4,1,4,4,2,1,1,4,4,3,2,8,1,1,2,4,5,3,2,3,1,4,2,78.5,1,111,-1,80,2,51,9.82e-05,0.26643335936145884,H0131,19130871,1,1,1,15.0,183,0.915,1.1,0.295,0.6166666666666667,2.09,1.027,15.7,1,0,0,1,0,0,0,0,0,0,1,female,51 years old,around CHF 15000 per month,high education,a non-work trip,car is available for this trip
19130963,1,0,28,24,0,6.0,0.55,7,3,1,2,0,3,1,2,2,1,1,2,0,1,1,5.0,10,4,2,1957,2,3,2,2,7000,7,2,2,2,2,2,1,6.0,0.79,2,3,4,4,4,5,6,1,6,5,1,3,5,3,5,2,5,1,5,2,4,5,6,2,6,6,1,5,5,1,6,6,5,1,5,5,-1,1,1,5,1,4,5,-1,-1,3,1,5,1,1,3,4,3,4,1,8,1,1,2,4,5,2,3,1,2,3,2,4.5,1,4,3,10,2,53,0.000144039,0.390802389501682,H0132,19130963,1,1,1,7.0,28,0.14,0.14,0.035,0.0,0.6,0.079,0.9,1,0,0,0,0,0,1,0,0,1,0,female,53 years old,around CHF 7000 per month,high education,a work trip,car is available for this trip
19131061,4,2,262,93,33,49.2,2.74,30,3,1,2,0,6,1,1,1,1,1,2,0,1,2,3.0,1,-1,2,1976,1,3,1,8,7384,3,2,2,2,2,2,1,49.2,3.93,3,2,2,2,2,4,6,6,6,6,6,5,5,1,6,5,5,1,5,5,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,5,5,2,6,5,6,6,6,5,1,6,1,1,1,1,-1,8,1,1,2,4,5,5,2,2,2,4,2,27.0,1,136,4,35,2,34,0.00087004,2.3605670058945383,H0133,19131061,1,1,1,7.384,229,1.145,1.31,0.15,0.55,4.92,0.393,5.4,0,1,0,0,0,0,0,0,0,0,1,female,34 years old,around CHF 7384 per month,not high education,a non-work trip,car is available for this trip
19610035,1,1,72,46,0,5.2,0.97,14,4,2,1,0,6,3,3,0,1,1,2,0,1,1,6.0,2,6,2,1965,2,3,2,3,15000,8,1,2,2,2,2,2,2.6,1.39,5,5,2,1,5,5,5,2,4,5,5,3,4,1,5,1,3,1,3,2,5,2,4,4,5,5,2,1,5,5,1,4,4,3,4,4,2,2,5,2,4,4,4,4,4,4,2,5,2,3,2,4,4,3,2,9,1,1,2,1,3,2,3,2,3,3,2,5.5,1,26,5,45,2,45,0.000144039,0.390802389501682,H0134,19610035,1,1,1,15.0,72,0.36,0.36,0.07,0.0,0.26,0.13899999999999998,1.1,1,0,0,0,0,0,1,0,1,0,1,female,45 years old,around CHF 15000 per month,high education,a non-work trip,car is available for this trip
19610035,1,1,73,45,3,5.2,0.97,14,4,2,1,0,6,3,3,0,1,1,2,0,1,1,6.0,2,6,2,1965,2,3,2,3,15000,8,1,2,2,2,2,2,2.6,1.39,5,5,2,1,5,5,5,2,4,5,5,3,4,1,5,1,3,1,3,2,5,2,4,4,5,5,2,1,5,5,1,4,4,3,4,4,2,2,5,2,4,4,4,4,4,4,2,5,2,3,2,4,4,3,1,9,1,1,2,1,3,2,3,2,3,3,2,5.5,1,25,5,40,2,45,0.000144039,0.390802389501682,H0135,19610035,1,1,1,15.0,70,0.35,0.365,0.07,0.05,0.26,0.13899999999999998,1.1,1,0,0,0,0,0,1,0,1,1,0,female,45 years old,around CHF 15000 per month,high education,a work trip,car is available for this trip
19610114,1,0,82,47,0,10.6,1.86,26,4,0,2,0,4,0,3,1,1,1,4,0,1,1,3.0,1,4,2,1958,2,3,2,6,7000,4,2,2,2,2,2,1,10.6,2.67,1,4,3,2,4,4,4,4,3,4,6,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,2,2,2,4,-1,2,2,3,1,2,4,2,4,2,4,3,2,2,4,2,4,4,2,2,4,2,9,1,1,2,1,2,2,3,2,2,3,2,16.2,1,35,4,35,2,52,9.82e-05,0.26643335936145884,H0136,19610114,1,1,1,7.0,82,0.41,0.41,0.13,0.0,1.06,0.267,3.2399999999999998,0,0,0,1,0,0,1,1,0,0,1,female,52 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
19610182,1,0,75,38,0,12.4,2.77,39,1,0,1,0,0,0,1,0,1,1,1,0,2,2,3.5,2,3,2,1981,2,1,1,4,5000,7,1,2,2,2,2,1,6.2,3.97,2,4,6,2,4,5,4,2,3,6,1,5,5,1,4,6,5,1,5,4,2,4,4,4,5,1,4,1,5,2,2,1,4,2,2,2,4,2,4,5,4,2,4,4,4,2,2,5,1,4,1,5,5,2,2,9,1,1,2,1,5,2,4,1,1,1,2,25.0,1,37,3,50,2,29,0.000340556,0.9239865491924742,H0137,19610182,1,1,1,5.0,75,0.375,0.375,0.195,0.0,0.62,0.397,5.0,1,0,0,0,0,1,1,0,0,0,1,female,30 or younger,around CHF 5000 per month,high education,a non-work trip,car is available for this trip
19650025,1,0,44,31,0,6.4,1.14,15,5,2,2,1,2,2,2,2,1,1,4,0,1,1,7.0,10,4,1,1965,2,3,1,3,7000,6,1,2,2,2,2,1,3.2,1.63,1,4,5,4,3,4,5,3,2,4,1,5,5,2,3,5,5,2,5,4,4,4,4,3,4,3,4,1,4,1,1,4,3,4,3,4,4,2,4,4,2,4,4,4,3,2,2,5,2,3,2,4,4,4,2,4,2,1,2,2,5,2,3,2,2,3,2,7.1,1,13,4,37,2,45,0.000109132,0.2960937410777467,H0138,19650025,1,1,1,7.0,44,0.22,0.22,0.075,0.0,0.32,0.16299999999999998,1.42,1,0,0,0,0,0,1,0,0,0,1,male,45 years old,around CHF 7000 per month,high education,a non-work trip,car is available for this trip
19650025,1,1,78,31,11,7.4,1.96,27,5,2,2,1,2,2,2,2,1,1,4,0,1,1,7.0,10,4,1,1965,2,3,1,3,7000,6,1,2,2,2,2,1,3.7,2.81,1,4,5,4,3,4,5,3,2,4,1,5,5,2,3,5,5,2,5,4,4,4,4,3,4,3,4,1,4,1,1,4,3,4,3,4,4,2,4,4,2,4,4,4,3,2,2,5,2,3,2,4,4,4,1,4,2,1,2,2,5,2,3,2,2,3,2,13.5,1,36,4,32,2,45,0.000109132,0.2960937410777467,H0139,19650025,1,1,1,7.0,67,0.335,0.39,0.135,0.18333333333333332,0.37,0.281,2.7,1,0,0,0,0,0,1,0,0,1,0,male,45 years old,around CHF 7000 per month,high education,a work trip,car is available for this trip
19650025,9,0,72,56,0,6.4,2.05,30,5,2,2,1,2,2,2,2,1,1,4,0,1,1,7.0,10,4,1,1965,2,3,1,3,7000,6,1,2,2,2,2,1,3.2,2.94,1,4,5,4,3,4,5,3,2,4,1,5,5,2,3,5,5,2,5,4,4,4,4,3,4,3,4,1,4,1,1,4,3,4,3,4,4,2,4,4,2,4,4,4,3,2,2,5,2,3,2,4,4,4,3,4,2,1,2,2,5,2,3,2,2,3,2,14.0,1,16,4,25,2,45,0.000109132,0.2960937410777467,H0140,19650025,1,1,1,7.0,72,0.36,0.36,0.15,0.0,0.32,0.294,2.8,1,0,0,0,0,0,1,0,0,0,1,male,45 years old,around CHF 7000 per month,high education,a non-work trip,car is available for this trip
19650026,1,2,89,54,4,7.4,2.0,28,5,2,2,1,2,2,2,1,1,1,4,0,1,1,7.0,10,4,2,1968,2,3,2,6,7000,3,2,2,2,2,2,1,7.4,2.87,2,2,4,4,4,3,5,3,2,5,1,4,5,1,4,4,5,1,5,4,4,5,5,5,1,2,4,3,5,1,1,1,3,1,1,5,3,1,5,5,1,5,5,5,5,4,2,5,3,4,2,1,3,5,1,4,2,1,2,2,5,2,3,1,2,3,2,14.0,1,31,4,30,2,42,0.000367986,0.9984088205497536,H0141,19650026,1,1,1,7.0,85,0.425,0.445,0.14,0.06666666666666667,0.74,0.28700000000000003,2.8,0,1,0,1,0,0,1,0,0,1,0,female,42 years old,around CHF 7000 per month,not high education,a work trip,car is available for this trip
19650026,8,0,119,105,0,12.4,1.71,22,5,2,2,1,2,2,2,1,1,1,4,0,1,1,7.0,10,4,2,1968,2,3,2,6,7000,3,2,2,2,2,2,1,12.4,2.45,2,2,4,4,4,3,5,3,2,5,1,4,5,1,4,4,5,1,5,4,4,5,5,5,1,2,4,3,5,1,1,1,3,1,1,5,3,1,5,5,1,5,5,5,5,4,2,5,3,4,2,1,3,5,3,4,2,1,2,2,5,4,3,1,2,3,2,9.5,1,14,4,50,2,42,0.000367986,0.9984088205497536,H0142,19650026,1,1,1,7.0,119,0.595,0.595,0.11,0.0,1.24,0.24500000000000002,1.9,0,1,0,1,0,0,1,0,0,0,1,female,42 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
19650041,4,0,96,63,0,11.0,2.64,38,1,0,1,0,0,0,1,1,1,1,1,-1,1,1,3.0,4,6,1,1974,2,1,1,1,15000,6,2,2,2,2,2,1,11.0,3.78,2,2,4,2,5,5,3,5,4,4,2,3,3,3,4,3,2,2,5,4,2,5,5,5,1,1,5,2,4,2,4,4,3,2,2,2,4,2,2,5,3,4,3,4,2,4,2,5,2,4,4,2,2,1,-1,4,2,1,2,2,5,3,4,2,1,2,2,16.9,1,33,3,33,2,36,0.000258025,0.7000658609902283,H0143,19650041,1,1,1,15.0,96,0.48,0.48,0.19,0.0,1.1,0.378,3.38,1,0,1,0,0,0,1,0,0,0,1,male,36 years old,around CHF 15000 per month,high education,a non-work trip,car is available for this trip
19650059,6,1,197,94,13,14.2,2.4,33,2,0,2,1,2,0,1,1,1,1,2,0,2,2,3.5,3,4,2,1985,2,2,1,6,7000,5,2,2,2,2,2,1,14.2,3.44,1,3,5,4,4,4,4,2,3,5,1,1,4,3,4,6,4,5,5,5,2,3,5,5,1,1,5,4,3,1,5,3,5,4,5,5,2,1,1,5,4,3,5,1,5,4,4,1,1,3,4,3,3,2,3,4,2,1,2,2,-1,3,4,1,1,3,2,21.5,1,90,3,25,2,25,0.000232084,0.6296835007540205,H0144,19650059,1,1,1,7.0,184,0.92,0.985,0.165,0.21666666666666667,1.42,0.344,4.3,0,0,0,1,0,1,1,0,0,0,1,female,30 or younger,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
19650072,11,4,262,145,37,27.6,4.52,61,4,0,2,1,4,0,3,1,1,2,4,0,1,1,4.0,40,3,1,1958,2,3,1,5,5000,3,2,2,2,2,2,1,27.6,6.48,3,3,4,2,5,5,4,3,4,5,3,4,4,3,4,2,4,2,4,4,3,4,4,2,4,2,4,4,4,2,2,4,4,3,4,4,3,1,4,4,2,3,3,4,4,3,1,4,3,4,3,3,3,3,-1,4,2,1,2,2,5,5,3,2,2,3,2,39.3,1,80,8,110,2,52,0.000409116,1.1100015300256885,H0145,19650072,1,1,1,5.0,225,1.125,1.31,0.305,0.6166666666666667,2.7600000000000002,0.648,7.859999999999999,0,1,0,0,1,0,1,0,0,0,1,male,52 years old,around CHF 5000 per month,not high education,a non-work trip,car is available for this trip
