model_key,model_is_deepseek,respondent_id,block_template_id,run_repeat,human_respondent_id,normalized_weight,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,task_index,task_role,pair_id,manipulation_type,anchor_task_index,block_complexity_mean,age_30_less,high_education,ScaledIncome,CAR_AVAILABLE,alternative_name,alternative_code,display_label,display_position,chosen,observed_choice_code,is_valid_task_response,alt_available,alt_time,alt_waiting,alt_cost,alt_distance,target_alternative_name,dominated_alternative_name
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,4,core,CORE_4,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,44.0,0.0,6.61,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,4,core,CORE_4,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,46.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,1,0,1,1,228.0,24.0,0.0,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,0,0,1,1,299.0,0.0,54.84,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,428.5,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,144.0,15.0,25.0,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,68.0,0.0,7.91,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,54.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,15.0,0.0,0.0,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,10.0,0.0,1.23,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,7.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,63.0,9.0,12.4,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,24.0,0.0,2.71,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,15.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,115.0,10.0,6.4,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,48.0,0.0,5.67,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,35.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,123.0,14.0,9.6,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,44.0,0.0,6.61,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,46.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,A,1,0,0,1,1,0.0,0.0,0.0,428.5,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0.4925296317544854,0,1,15.0,1,PT,0,B,2,1,0,1,1,228.0,24.0,0.0,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0.4925296317544854,0,1,15.0,1,CAR,1,C,3,0,0,1,1,299.0,0.0,54.84,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0.4925296317544854,0,1,15.0,1,CAR,1,A,1,1,1,1,1,68.0,0.0,7.91,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0.4925296317544854,0,1,15.0,1,PT,0,B,2,0,1,1,1,144.0,15.0,25.0,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,54.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,18.75,0.0,0.0,0.0,PT,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,10.0,0.0,1.23,0.0,PT,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,7.0,PT,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,63.0,9.0,12.4,0.0,CAR,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,30.0,0.0,3.3875,0.0,CAR,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,15.0,CAR,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,15,dominance,DOM_1,dominance,3,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,115.0,10.0,11.67,0.0,,PT
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,15,dominance,DOM_1,dominance,3,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,48.0,0.0,5.67,0.0,,PT
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,15,dominance,DOM_1,dominance,3,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,35.0,,PT
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,16,dominance,DOM_2,dominance,4,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,123.0,14.0,12.61,0.0,,PT
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,16,dominance,DOM_2,dominance,4,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,44.0,0.0,6.61,0.0,,PT
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,16,dominance,DOM_2,dominance,4,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,46.0,,PT
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,15.0,0.0,0.0,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,10.0,0.0,1.23,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,7.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,2,core,CORE_2,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,63.0,9.0,12.4,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,2,core,CORE_2,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,24.0,0.0,2.71,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,2,core,CORE_2,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,15.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,3,core,CORE_3,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,115.0,10.0,6.4,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,3,core,CORE_3,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,48.0,0.0,5.67,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,3,core,CORE_3,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,35.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,4,core,CORE_4,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,123.0,14.0,9.6,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,4,core,CORE_4,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,44.0,0.0,6.61,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,4,core,CORE_4,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,46.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,1,0,1,1,228.0,24.0,0.0,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,0,0,1,1,299.0,0.0,54.84,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,428.5,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,144.0,15.0,25.0,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,68.0,0.0,7.91,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,54.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,15.0,0.0,0.0,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,10.0,0.0,1.23,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,7.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,63.0,9.0,12.4,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,24.0,0.0,2.71,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,15.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,115.0,10.0,6.4,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,48.0,0.0,5.67,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,35.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,123.0,14.0,9.6,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,44.0,0.0,6.61,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,46.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,A,1,0,0,1,1,0.0,0.0,0.0,428.5,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0.4925296317544854,0,1,15.0,1,PT,0,B,2,1,0,1,1,228.0,24.0,0.0,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0.4925296317544854,0,1,15.0,1,CAR,1,C,3,0,0,1,1,299.0,0.0,54.84,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0.4925296317544854,0,1,15.0,1,CAR,1,A,1,1,1,1,1,68.0,0.0,7.91,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0.4925296317544854,0,1,15.0,1,PT,0,B,2,0,1,1,1,144.0,15.0,25.0,0.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,54.0,,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,18.75,0.0,0.0,0.0,PT,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,10.0,0.0,1.23,0.0,PT,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,7.0,PT,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,63.0,9.0,12.4,0.0,CAR,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,30.0,0.0,3.3875,0.0,CAR,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,15.0,CAR,
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,15,dominance,DOM_1,dominance,3,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,115.0,10.0,11.67,0.0,,PT
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,15,dominance,DOM_1,dominance,3,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,48.0,0.0,5.67,0.0,,PT
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,15,dominance,DOM_1,dominance,3,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,35.0,,PT
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,16,dominance,DOM_2,dominance,4,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,123.0,14.0,12.61,0.0,,PT
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,16,dominance,DOM_2,dominance,4,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,44.0,0.0,6.61,0.0,,PT
qwen3.5_9b,0,QW0001_R2,QWT0001,2,H0151,0.2545934244605354,semantic_arm,1,concise,0,16,dominance,DOM_2,dominance,4,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,46.0,,PT
