survey_stratum,template_id,template_frequency,template_weight,provenance,task_position,train_time_multiplier,train_cost_multiplier,train_headway,sm_time_multiplier,sm_cost_multiplier,sm_headway,sm_seats,car_time_multiplier,car_cost_multiplier
0,S0_TPL013,3,0.01060070671378092,inferred_from_public_data,8,0.9,1.0,120,0.9,1.0,20,0,0.0,0.0
0,S0_TPL013,3,0.01060070671378092,inferred_from_public_data,9,1.0,1.2,30,1.1,1.4,20,1,0.0,0.0
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,1,1.0,1.2,120,1.0,1.0,20,0,1.3,1.0
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,2,0.9,1.2,30,0.9,0.9,10,0,1.3,1.3
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,3,1.1,1.2,60,1.1,1.2,30,0,1.3,0.8
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,4,0.9,1.0,30,1.0,1.2,20,0,0.8,0.8
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,5,1.1,0.9,60,1.0,0.9,20,0,1.0,1.3
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,6,1.0,0.9,120,0.9,1.2,10,0,1.0,0.8
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,7,0.9,1.2,120,1.1,1.2,10,0,0.8,1.0
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,8,0.9,0.9,30,1.1,1.0,30,0,1.0,1.0
0,S0_TPL014,3,0.01060070671378092,inferred_from_public_data,9,1.1,1.0,60,0.9,1.0,10,0,0.8,1.0
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,1,1.1,1.2,120,0.9,0.9,30,1,1.0,1.0
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,2,0.9,0.9,120,1.0,0.9,30,0,1.3,0.8
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,3,1.1,0.9,120,1.1,1.0,20,1,0.8,0.8
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,4,1.0,0.9,60,1.1,1.0,10,0,1.3,1.3
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,5,1.0,1.0,120,1.1,0.9,30,0,0.8,1.3
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,6,0.9,1.0,60,1.1,0.9,20,1,1.3,1.0
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,7,0.9,1.2,60,1.0,1.0,10,1,1.0,0.8
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,8,0.9,1.0,120,0.9,1.0,20,0,1.0,1.3
0,S0_TPL015,3,0.01060070671378092,inferred_from_public_data,9,1.0,1.2,30,1.1,1.2,20,1,1.0,1.3
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,1,1.2,1.0,30,1.1,0.9,10,0,0.0,0.0
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,2,1.2,1.0,120,1.0,1.2,10,1,0.0,0.0
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,3,1.2,0.9,30,1.0,1.2,20,0,0.0,0.0
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,4,0.9,0.9,60,1.0,1.2,30,1,0.0,0.0
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,5,1.0,1.0,30,1.0,1.0,30,1,0.0,0.0
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,6,1.0,0.9,30,1.0,0.9,10,1,0.0,0.0
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,7,1.0,1.2,60,1.0,0.9,20,0,0.0,0.0
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,8,1.2,1.2,30,1.0,1.0,30,0,0.0,0.0
0,S0_TPL016,3,0.01060070671378092,inferred_from_public_data,9,1.0,1.0,60,1.0,1.2,30,0,0.0,0.0
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,1,1.2,1.0,30,1.1,0.9,10,0,1.0,0.8
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,2,1.2,1.0,120,1.0,1.2,10,1,1.3,1.3
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,3,1.2,0.9,30,1.0,1.2,20,0,1.3,1.0
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,4,0.9,0.9,60,1.0,1.2,30,1,0.8,1.3
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,5,1.0,1.0,30,1.0,1.0,30,1,1.3,0.8
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,6,1.0,0.9,30,1.0,0.9,10,1,0.8,1.0
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,7,1.0,1.2,60,1.0,0.9,20,0,0.8,0.8
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,8,1.2,1.2,30,1.0,1.0,30,0,0.8,1.3
0,S0_TPL017,3,0.01060070671378092,inferred_from_public_data,9,1.0,1.0,60,1.0,1.2,30,0,1.0,1.0
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,1,1.1,1.2,120,0.9,0.9,30,1,1.0,1.0
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,2,1.1,0.9,120,1.1,1.0,20,1,0.8,0.8
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,3,0.9,0.9,120,1.0,0.9,30,0,1.3,0.8
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,4,1.0,0.9,60,1.1,1.0,10,0,1.3,1.3
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,5,1.0,1.0,120,1.1,0.9,30,0,0.8,1.3
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,6,0.9,1.0,60,1.1,0.9,20,1,1.3,1.0
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,7,0.9,1.2,60,1.0,1.0,10,1,1.0,0.8
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,8,1.0,1.2,30,1.1,1.2,20,1,1.0,1.3
0,S0_TPL018,3,0.01060070671378092,inferred_from_public_data,9,0.9,1.0,120,0.9,1.0,20,0,1.0,1.3
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,1,1.0,1.2,120,1.0,1.0,20,0,0.0,0.0
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,2,0.9,1.2,30,0.9,0.9,10,0,0.0,0.0
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,3,1.2,1.2,60,1.2,1.2,30,0,0.0,0.0
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,4,0.9,1.0,30,1.0,1.2,20,0,0.0,0.0
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,5,1.2,0.9,60,1.0,0.9,20,0,0.0,0.0
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,6,1.0,0.9,120,0.9,1.2,10,0,0.0,0.0
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,7,0.9,1.2,120,1.2,1.2,10,0,0.0,0.0
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,8,0.9,0.9,30,1.2,1.0,30,0,0.0,0.0
0,S0_TPL019,3,0.01060070671378092,inferred_from_public_data,9,1.2,1.0,60,0.9,1.0,10,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,1,1.0,1.2,120,1.0,1.1,20,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,2,0.9,1.2,30,0.9,1.0,10,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,3,1.2,1.2,60,1.1,1.3,30,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,4,0.9,1.0,30,1.0,1.1,20,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,5,1.2,0.9,60,1.0,0.8,20,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,6,1.0,0.9,120,0.9,1.0,10,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,7,0.9,1.2,120,1.1,1.3,10,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,8,0.9,0.9,30,1.1,0.8,30,0,0.0,0.0
0,S0_TPL020,3,0.01060070671378092,inferred_from_public_data,9,1.2,1.0,60,0.9,0.9,10,0,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,1,1.2,1.2,120,1.0,0.9,30,1,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,2,0.9,0.9,120,1.0,0.9,30,0,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,3,1.2,0.9,120,1.0,1.0,20,1,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,4,1.0,0.9,60,1.0,1.0,10,0,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,5,1.0,1.0,120,1.0,0.9,30,0,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,6,0.9,1.0,60,1.0,0.9,20,1,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,7,0.9,1.2,60,1.0,1.0,10,1,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,8,0.9,1.0,120,1.0,1.0,20,0,0.0,0.0
0,S0_TPL021,3,0.01060070671378092,inferred_from_public_data,9,1.0,1.2,30,1.0,1.2,20,1,0.0,0.0
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,1,1.0,1.2,120,1.0,1.1,20,0,1.3,1.0
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,2,0.9,1.2,30,0.9,1.0,10,0,1.3,1.3
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,3,1.2,1.2,60,1.1,1.3,30,0,1.3,0.8
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,4,0.9,1.0,30,1.0,1.1,20,0,0.8,0.8
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,5,1.2,0.9,60,1.0,0.9,20,0,1.0,1.3
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,6,1.0,0.9,120,0.9,1.0,10,0,1.0,0.8
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,7,0.9,1.2,120,1.1,1.3,10,0,0.8,1.0
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,8,0.9,0.9,30,1.1,0.9,30,0,1.0,1.0
0,S0_TPL022,2,0.007067137809187279,inferred_from_public_data,9,1.2,1.0,60,0.9,1.0,10,0,0.8,1.0
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,1,1.2,1.0,30,1.1,0.9,10,0,1.0,0.8
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,2,1.2,1.0,120,1.0,1.1,10,1,1.3,1.3
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,3,1.2,0.9,30,0.9,1.0,20,0,1.3,1.0
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,4,0.9,0.9,60,0.9,1.0,30,1,0.8,1.3
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,5,1.0,1.0,30,0.9,1.0,30,1,1.3,0.8
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,6,1.0,0.9,30,1.0,0.9,10,1,0.8,1.0
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,7,1.0,1.2,60,0.9,1.1,20,0,0.8,0.8
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,8,1.2,1.2,30,1.0,1.1,30,0,0.8,1.3
0,S0_TPL023,2,0.007067137809187279,inferred_from_public_data,9,1.0,1.0,60,1.0,1.1,30,0,1.0,1.0
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,1,1.1,1.0,30,1.1,1.0,10,0,1.0,0.8
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,2,1.1,1.0,120,1.0,1.1,10,1,1.3,1.3
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,3,1.1,0.9,30,0.9,1.1,20,0,1.3,1.0
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,4,0.9,0.9,60,0.9,1.1,30,1,0.8,1.3
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,5,1.0,1.0,30,0.9,1.0,30,1,1.3,0.8
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,6,1.0,0.9,30,1.0,0.9,10,1,0.8,1.0
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,7,1.0,1.2,60,0.9,1.1,20,0,0.8,0.8
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,8,1.1,1.2,30,1.0,1.1,30,0,0.8,1.3
0,S0_TPL024,2,0.007067137809187279,inferred_from_public_data,9,1.0,1.0,60,1.0,1.1,30,0,1.0,1.0
0,S0_TPL025,2,0.007067137809187279,inferred_from_public_data,1,1.0,1.2,120,1.0,1.1,20,0,0.0,0.0
0,S0_TPL025,2,0.007067137809187279,inferred_from_public_data,2,0.9,1.2,30,0.9,1.0,10,0,0.0,0.0
