respondent_id,most_likely_state,posterior_c1_s1,posterior_c1_s2,posterior_c2_s1,posterior_c2_s2
DS0013_R1,2,0.276809103828104,1.978419405491128e-06,0.7058572370669329,0.017331680685557658
DS0013_R2,2,0.276809103828104,1.978419405491128e-06,0.7058572370669329,0.017331680685557658
DS0013_R3,0,0.9945389965830004,0.005461003417000183,0.0,5.135961939282777e-53
DS0013_R4,2,0.276809103828104,1.978419405491128e-06,0.7058572370669329,0.017331680685557658
DS0014_R1,2,0.2217493333574837,4.117272197895203e-06,0.7690860419014651,0.009160507468853392
DS0014_R2,2,0.2217493333574837,4.117272197895203e-06,0.7690860419014651,0.009160507468853392
DS0014_R3,2,0.2217493333574837,4.117272197895203e-06,0.7690860419014651,0.009160507468853392
DS0014_R4,2,0.2217493333574837,4.117272197895203e-06,0.7690860419014651,0.009160507468853392
DS0015_R1,3,5.848456880934715e-13,5.472907430871715e-05,2.27166353140687e-05,0.9999225542897916
DS0015_R2,2,1.300253324168103e-08,2.039374062150642e-07,0.9959151373047341,0.004084645755326493
DS0015_R3,2,1.300253324168103e-08,2.039374062150642e-07,0.9959151373047341,0.004084645755326493
DS0015_R4,2,1.300253324168103e-08,2.039374062150642e-07,0.9959151373047341,0.004084645755326493
DS0016_R1,2,0.07068920216832066,8.810198854007613e-06,0.9017567330567662,0.027545254576059316
DS0016_R2,0,0.999262898234852,0.0007371017651065293,3.18453333641757e-101,4.094519764722367e-14
DS0016_R3,2,0.07068920216832066,8.810198854007613e-06,0.9017567330567662,0.027545254576059316
DS0016_R4,0,0.999262898234852,0.0007371017651065293,3.18453333641757e-101,4.094519764722367e-14
DS0017_R1,0,0.9996393313613873,0.0002076973703334512,5.41580211199016e-21,0.00015297126827912378
DS0017_R2,0,0.9996393313613873,0.0002076973703334512,5.41580211199016e-21,0.00015297126827912378
DS0017_R3,0,0.9992930331989391,0.00040227235986705414,6.658917586620128e-21,0.0003046944411938789
DS0017_R4,0,0.9996393313613873,0.0002076973703334512,5.41580211199016e-21,0.00015297126827912378
DS0018_R1,2,0.00027085363994132,7.732885173678441e-07,0.9761512893533779,0.023577083718163565
DS0018_R2,2,0.00027085363994132,7.732885173678441e-07,0.9761512893533779,0.023577083718163565
DS0018_R3,2,0.00027085363994132,7.732885173678441e-07,0.9761512893533779,0.023577083718163565
DS0018_R4,3,5.956461042047198e-07,9.515703381404675e-05,8.191466664881121e-07,0.9999034281734152
DS0019_R1,3,0.027350905925812564,0.0019053252611403678,0.0004822641106014591,0.9702615047024458
DS0019_R2,2,0.21779016484458752,9.070588210341603e-06,0.7727313329930448,0.00946943157415741
DS0019_R3,3,0.027350905925812564,0.0019053252611403678,0.0004822641106014591,0.9702615047024458
DS0019_R4,2,0.21779016484458752,9.070588210341603e-06,0.7727313329930448,0.00946943157415741
DS0020_R1,0,0.9906618743192331,5.900474493040649e-05,4.603852744810493e-09,0.00927911633198367
DS0020_R2,0,0.9906618743192331,5.900474493040649e-05,4.603852744810493e-09,0.00927911633198367
DS0020_R3,0,0.9906618743192331,5.900474493040649e-05,4.603852744810493e-09,0.00927911633198367
DS0020_R4,0,0.9906618743192331,5.900474493040649e-05,4.603852744810493e-09,0.00927911633198367
DS0021_R1,0,0.9999325215038086,6.747849619146668e-05,2.057539514e-315,7.944713159375231e-45
DS0021_R2,0,0.9999325215038086,6.747849619146668e-05,2.057539514e-315,7.944713159375231e-45
DS0021_R3,2,7.250190753853586e-19,1.663403693311888e-07,0.9784339626358213,0.02156587102380933
DS0021_R4,0,0.9999325215038086,6.747849619146668e-05,2.057539514e-315,7.944713159375231e-45
DS0022_R1,2,0.1153468248361909,1.8257257206734445e-05,0.8639423579042422,0.02069256000236008
DS0022_R2,2,0.1153468248361909,1.8257257206734445e-05,0.8639423579042422,0.02069256000236008
DS0022_R3,2,0.1153468248361909,1.8257257206734445e-05,0.8639423579042422,0.02069256000236008
DS0022_R4,0,0.9988999135565092,5.7503516893871145e-05,4.013594806604184e-13,0.0010425829261954114
DS0023_R1,2,0.3328820611058496,1.6163241922275884e-05,0.6513333389115283,0.015768436740699665
DS0023_R2,2,0.3328820611058496,1.6163241922275884e-05,0.6513333389115283,0.015768436740699665
DS0023_R3,2,0.3328820611058496,1.6163241922275884e-05,0.6513333389115283,0.015768436740699665
DS0023_R4,2,0.3328820611058496,1.6163241922275884e-05,0.6513333389115283,0.015768436740699665
DS0024_R1,2,0.17202509342457248,4.86381335268529e-06,0.8230225937602103,0.004947449001864531
DS0024_R2,2,0.17202509342457248,4.86381335268529e-06,0.8230225937602103,0.004947449001864531
DS0024_R3,2,0.17202509342457248,4.86381335268529e-06,0.8230225937602103,0.004947449001864531
DS0024_R4,2,0.17202509342457248,4.86381335268529e-06,0.8230225937602103,0.004947449001864531
DS0025_R1,3,4.885451429579698e-08,0.00019542587799888174,0.15486519306664065,0.8449393322008463
DS0025_R2,3,1.024803853520181e-14,0.00027185789468763146,9.822305247829838e-09,0.9997281322829973
DS0025_R3,3,4.885451429579698e-08,0.00019542587799888174,0.15486519306664065,0.8449393322008463
DS0025_R4,3,6.356665463187976e-13,0.00018196984236284693,1.1838026978348325e-05,0.9998061921300232
DS0026_R1,2,0.01784089971423829,4.416302160089048e-06,0.9789569280197576,0.0031977559638438485
DS0026_R2,2,0.01784089971423829,4.416302160089048e-06,0.9789569280197576,0.0031977559638438485
DS0026_R3,2,0.01784089971423829,4.416302160089048e-06,0.9789569280197576,0.0031977559638438485
DS0026_R4,2,0.01784089971423829,4.416302160089048e-06,0.9789569280197576,0.0031977559638438485
DS0027_R1,2,0.01672464562308729,2.321888312950732e-06,0.9798767653920097,0.003396267096590081
DS0027_R2,2,0.0016760542564818674,8.162838673239023e-06,0.9820101066508848,0.016305676253959806
DS0027_R3,2,0.01672464562308729,2.321888312950732e-06,0.9798767653920097,0.003396267096590081
DS0027_R4,2,0.01672464562308729,2.321888312950732e-06,0.9798767653920097,0.003396267096590081
DS0028_R1,2,0.4360340446463485,7.858815409466693e-06,0.550936857161122,0.013021239377120105
DS0028_R2,2,0.4360340446463485,7.858815409466693e-06,0.550936857161122,0.013021239377120105
DS0028_R3,2,0.0038860949317755947,2.310242122551728e-05,0.91839002991716,0.07770077272983891
DS0028_R4,1,6.939805880230357e-06,0.9999926276912712,1.3532088223448506e-76,4.3250284858138605e-07
DS0029_R1,0,0.9998856403018808,0.00011435824185215509,2.142417048004229e-65,1.4562669858655253e-09
DS0029_R2,2,2.6582348729082077e-05,2.351062189782551e-06,0.9302751516746145,0.06969591491446657
DS0029_R3,2,2.6582348729082077e-05,2.351062189782551e-06,0.9302751516746145,0.06969591491446657
DS0029_R4,2,2.6582348729082077e-05,2.351062189782551e-06,0.9302751516746145,0.06969591491446657
DS0030_R1,1,0.0024458507535874622,0.9975541492464133,1.3553673980175634e-149,2.2145522811880426e-18
DS0030_R2,2,0.12604367933066055,2.93514404180761e-05,0.8686657986525299,0.005261170576391405
DS0030_R3,1,0.0024458507535874622,0.9975541492464133,1.3553673980175634e-149,2.2145522811880426e-18
DS0030_R4,2,4.205133616820541e-05,0.00022761633920187268,0.8789833865450467,0.12074694577958293
DS0031_R1,2,0.4168547922253517,1.4823367547426949e-05,0.5693597916069879,0.013770592800112983
DS0031_R2,2,0.4168547922253517,1.4823367547426949e-05,0.5693597916069879,0.013770592800112983
DS0031_R3,2,0.4168547922253517,1.4823367547426949e-05,0.5693597916069879,0.013770592800112983
DS0031_R4,2,0.4168547922253517,1.4823367547426949e-05,0.5693597916069879,0.013770592800112983
DS0032_R1,2,0.03646027943946355,3.049609584315014e-06,0.9021893844492521,0.061347286501700085
DS0032_R2,2,0.03646027943946355,3.049609584315014e-06,0.9021893844492521,0.061347286501700085
DS0032_R3,2,0.03646027943946355,3.049609584315014e-06,0.9021893844492521,0.061347286501700085
DS0032_R4,2,0.03646027943946355,3.049609584315014e-06,0.9021893844492521,0.061347286501700085
DS0033_R1,0,0.999936426631762,6.357336823810918e-05,0.0,2.0417772796318936e-58
DS0033_R2,0,0.999936426631762,6.357336823810918e-05,0.0,2.0417772796318936e-58
DS0033_R3,0,0.999936426631762,6.357336823810918e-05,0.0,2.0417772796318936e-58
DS0033_R4,0,0.999936426631762,6.357336823810918e-05,0.0,2.0417772796318936e-58
DS0034_R1,0,0.9997692717325305,0.00023072826746937193,1.3150272687452452e-206,1.4099102764712517e-29
DS0034_R2,0,0.9998548723301139,0.00014512766988576285,1.3161641407129709e-272,1.0369503402470579e-38
DS0034_R3,0,0.9997692717325305,0.00023072826746937193,1.3150272687452452e-206,1.4099102764712517e-29
DS0034_R4,0,0.9998548723301139,0.00014512766988576285,1.3161641407129709e-272,1.0369503402470579e-38
DS0035_R1,3,0.0005951551199833811,0.002340013335642107,3.2520528867260655e-09,0.9970648282923215
DS0035_R2,2,0.14153920499939263,1.1919736010527927e-05,0.8252139455581242,0.03323492970647251
DS0035_R3,3,0.0005951551199833811,0.002340013335642107,3.2520528867260655e-09,0.9970648282923215
DS0035_R4,3,0.0005951551199833811,0.002340013335642107,3.2520528867260655e-09,0.9970648282923215
DS0036_R1,0,0.9995428873335451,0.00045711266645534547,1.9896806692911283e-164,3.7194357293451403e-23
DS0036_R2,0,0.9999227363541437,7.726329201145554e-05,7.967437545949306e-63,3.5384459852245934e-10
DS0036_R3,0,0.9999227363541437,7.726329201145554e-05,7.967437545949306e-63,3.5384459852245934e-10
DS0036_R4,0,0.9995428873335451,0.00045711266645534547,1.9896806692911283e-164,3.7194357293451403e-23
DS0037_R1,2,0.4473141627189969,1.5336384140580412e-05,0.5402679895870172,0.01240251130984527
DS0037_R2,2,0.4473141627189969,1.5336384140580412e-05,0.5402679895870172,0.01240251130984527
DS0037_R3,2,0.4473141627189969,1.5336384140580412e-05,0.5402679895870172,0.01240251130984527
DS0037_R4,2,0.4473141627189969,1.5336384140580412e-05,0.5402679895870172,0.01240251130984527
DS0038_R1,0,0.9999461199289036,5.386881040788377e-05,2.2543653388810077e-54,1.1260688378462143e-08
DS0038_R2,0,0.9999461199289036,5.386881040788377e-05,2.2543653388810077e-54,1.1260688378462143e-08
DS0038_R3,0,0.9999461199289036,5.386881040788377e-05,2.2543653388810077e-54,1.1260688378462143e-08
DS0038_R4,0,0.9999461199289036,5.386881040788377e-05,2.2543653388810077e-54,1.1260688378462143e-08
DS0039_R1,3,4.476689189523418e-06,0.0186463949411161,1.3510042580259528e-13,0.9813491283695592
DS0039_R2,3,9.423799706016805e-16,0.000605663558480312,3.2359281595226297e-12,0.9993943364382827
DS0039_R3,2,9.272585840640198e-10,9.817566167268728e-06,0.9112765942993453,0.08871358720722905
DS0039_R4,1,2.1661114939401542e-17,1.0,1.912443306923155e-290,6.097302076364265e-35
DS0040_R1,2,0.0032918425216213365,1.0734820578934074e-06,0.9827122761913386,0.013994807804982174
DS0040_R2,2,0.0032918425216213365,1.0734820578934074e-06,0.9827122761913386,0.013994807804982174
DS0040_R3,2,0.0032918425216213365,1.0734820578934074e-06,0.9827122761913386,0.013994807804982174
DS0040_R4,2,0.0032918425216213365,1.0734820578934074e-06,0.9827122761913386,0.013994807804982174
DS0041_R1,2,1.68864752247755e-08,1.7357525217678773e-05,0.977686673829248,0.02229595175905898
DS0041_R2,2,1.68864752247755e-08,1.7357525217678773e-05,0.977686673829248,0.02229595175905898
DS0041_R3,2,1.68864752247755e-08,1.7357525217678773e-05,0.977686673829248,0.02229595175905898
DS0041_R4,2,1.68864752247755e-08,1.7357525217678773e-05,0.977686673829248,0.02229595175905898
DS0042_R1,2,0.3707206121002994,8.688189472398742e-06,0.6042025338304537,0.025068165879774444
DS0042_R2,2,0.3707206121002994,8.688189472398742e-06,0.6042025338304537,0.025068165879774444
DS0042_R3,2,0.3707206121002994,8.688189472398742e-06,0.6042025338304537,0.025068165879774444
DS0042_R4,2,0.3707206121002994,8.688189472398742e-06,0.6042025338304537,0.025068165879774444
DS0043_R1,2,0.1054158642951529,5.618552182756885e-07,0.8787845655650302,0.01579900828459861
DS0043_R2,2,0.1054158642951529,5.618552182756885e-07,0.8787845655650302,0.01579900828459861
DS0043_R3,2,0.1054158642951529,5.618552182756885e-07,0.8787845655650302,0.01579900828459861
DS0043_R4,2,0.1054158642951529,5.618552182756885e-07,0.8787845655650302,0.01579900828459861
DS0044_R1,2,0.12993484847825698,2.7981372432266614e-06,0.8601434089874282,0.009918944397071548
DS0044_R2,2,0.12993484847825698,2.7981372432266614e-06,0.8601434089874282,0.009918944397071548
DS0044_R3,2,0.12993484847825698,2.7981372432266614e-06,0.8601434089874282,0.009918944397071548
DS0044_R4,2,0.12993484847825698,2.7981372432266614e-06,0.8601434089874282,0.009918944397071548
DS0045_R1,0,0.9999601455552866,3.984716516423347e-05,2.460745785095513e-47,7.279549219913599e-09
DS0045_R2,0,0.9999601455552866,3.984716516423347e-05,2.460745785095513e-47,7.279549219913599e-09
DS0045_R3,0,0.9999601455552866,3.984716516423347e-05,2.460745785095513e-47,7.279549219913599e-09
DS0045_R4,0,0.9999601455552866,3.984716516423347e-05,2.460745785095513e-47,7.279549219913599e-09
DS0046_R1,3,5.485461926859588e-08,0.019793603828232836,2.821555823305651e-17,0.9802063413171478
DS0046_R2,2,1.5884050257303836e-06,4.595768018209866e-06,0.975015088951655,0.024978726875301147
DS0046_R3,2,1.5884050257303836e-06,4.595768018209866e-06,0.975015088951655,0.024978726875301147
DS0046_R4,2,1.5884050257303836e-06,4.595768018209866e-06,0.975015088951655,0.024978726875301147
DS0047_R1,2,0.21993432477524139,2.5590394554927386e-06,0.7732978107931867,0.006765305392116309
DS0047_R2,2,0.21993432477524139,2.5590394554927386e-06,0.7732978107931867,0.006765305392116309
DS0047_R3,3,0.04876399052934572,0.0011158239427257759,3.966430321965463e-05,0.9500805212247088
DS0047_R4,2,0.21993432477524139,2.5590394554927386e-06,0.7732978107931867,0.006765305392116309
DS0048_R1,3,0.0078250046134782,0.001797329452554931,0.0001366924167075367,0.9902409735172589
DS0048_R2,0,0.4918680717806822,1.931585514091722e-05,0.4897195472787326,0.018393065085444346
DS0048_R3,0,0.4918680717806822,1.931585514091722e-05,0.4897195472787326,0.018393065085444346
DS0048_R4,3,0.0078250046134782,0.001797329452554931,0.0001366924167075367,0.9902409735172589
DS0049_R1,2,0.29121004996760597,2.5248679364932057e-05,0.6670149563383633,0.04174974501466592
DS0049_R2,2,0.29121004996760597,2.5248679364932057e-05,0.6670149563383633,0.04174974501466592
DS0049_R3,2,0.29121004996760597,2.5248679364932057e-05,0.6670149563383633,0.04174974501466592
DS0049_R4,2,0.29121004996760597,2.5248679364932057e-05,0.6670149563383633,0.04174974501466592
DS0050_R1,0,0.9241049759796522,1.2319366624275267e-05,0.061271875152992664,0.014610829500730855
DS0050_R2,0,0.9241049759796522,1.2319366624275267e-05,0.061271875152992664,0.014610829500730855
DS0050_R3,2,1.966661989733404e-07,4.4297477602682094e-07,0.9938732262096237,0.006126134149401496
DS0050_R4,3,2.73865754681801e-08,0.0002251144373388008,3.132948085467237e-05,0.9997435286952304
DS0051_R1,0,0.9998989231767651,9.822796632911401e-05,4.590520016471879e-32,2.848856905652596e-06
DS0051_R2,0,0.9807700872367962,0.0005010958873225178,4.310968026924073e-09,0.01872881256491309
DS0051_R3,0,0.9998989231767651,9.822796632911401e-05,4.590520016471879e-32,2.848856905652596e-06
DS0051_R4,0,0.9807700872367962,0.0005010958873225178,4.310968026924073e-09,0.01872881256491309
DS0052_R1,0,0.614861194016948,3.8357931680596644e-05,0.3684708799074475,0.016629568143923756
DS0052_R2,0,0.614861194016948,3.8357931680596644e-05,0.3684708799074475,0.016629568143923756
DS0052_R3,0,0.897187840136071,0.10281215986392815,0.0,7.976530152817347e-84
DS0052_R4,0,0.614861194016948,3.8357931680596644e-05,0.3684708799074475,0.016629568143923756
DS0053_R1,0,0.5484383297971266,3.0146172380263295e-05,0.4479436671184381,0.003587856912054896
DS0053_R2,0,0.5484383297971266,3.0146172380263295e-05,0.4479436671184381,0.003587856912054896
DS0053_R3,0,0.5484383297971266,3.0146172380263295e-05,0.4479436671184381,0.003587856912054896
DS0053_R4,0,0.5484383297971266,3.0146172380263295e-05,0.4479436671184381,0.003587856912054896
DS0054_R1,3,0.20694218449079363,0.0014171883814484048,3.27630484529514e-05,0.7916078640793046
DS0054_R2,3,0.20694218449079363,0.0014171883814484048,3.27630484529514e-05,0.7916078640793046
DS0054_R3,3,0.20694218449079363,0.0014171883814484048,3.27630484529514e-05,0.7916078640793046
DS0054_R4,2,0.3136877501740384,6.037160697702776e-06,0.6740822313525832,0.01222398131268081
DS0055_R1,2,0.14071847420110395,1.0525002989653562e-05,0.8218155002937724,0.037455500502134136
DS0055_R2,2,0.14071847420110395,1.0525002989653562e-05,0.8218155002937724,0.037455500502134136
DS0055_R3,2,0.14071847420110395,1.0525002989653562e-05,0.8218155002937724,0.037455500502134136
DS0055_R4,3,7.724899873164891e-07,0.002762374271348624,2.0475654796812388e-13,0.997236853238459
DS0056_R1,3,0.003871157887238111,0.022182952787731327,3.681363707800273e-08,0.9739458525113934
DS0056_R2,3,0.003871157887238111,0.022182952787731327,3.681363707800273e-08,0.9739458525113934
DS0056_R3,3,0.003871157887238111,0.022182952787731327,3.681363707800273e-08,0.9739458525113934
DS0056_R4,2,4.02016709422599e-06,0.00010634338504739603,0.881936655226351,0.11795298122150706
DS0057_R1,2,0.012267908184888172,1.1321727902213137e-06,0.980583944019333,0.007147015622988725
DS0057_R2,2,0.012267908184888172,1.1321727902213137e-06,0.980583944019333,0.007147015622988725
DS0057_R3,2,0.012267908184888172,1.1321727902213137e-06,0.980583944019333,0.007147015622988725
DS0057_R4,2,0.012267908184888172,1.1321727902213137e-06,0.980583944019333,0.007147015622988725
DS0058_R1,1,3.3631955145545985e-06,0.9999966368044856,0.0,3.9781768318396216e-73
DS0058_R2,0,0.9997520912679715,0.00017367683064715996,5.8767898791555684e-27,7.423190138082054e-05
DS0058_R3,0,0.9997520912679715,0.00017367683064715996,5.8767898791555684e-27,7.423190138082054e-05
DS0058_R4,3,8.187151898391322e-06,0.031011924066753304,2.851795295864139e-18,0.968979888781349
DS0059_R1,3,1.7067056678066915e-10,0.04639737386908924,2.2780077327602536e-19,0.9536026259602406
DS0059_R2,3,1.7067056678066915e-10,0.04639737386908924,2.2780077327602536e-19,0.9536026259602406
DS0059_R3,3,3.415415060143554e-11,0.3463231472852716,9.918469293155779e-28,0.6536768526805753
DS0059_R4,3,0.07128348035975145,0.0038476950931238697,0.00700701104493078,0.9178618135021943
DS0060_R1,2,0.2784607714792516,7.818216378659631e-06,0.7150164733429187,0.006514936961451007
DS0060_R2,2,2.625696077869836e-07,1.865194162947314e-05,0.8952193900438971,0.10476169544486542
DS0060_R3,2,0.2784607714792516,7.818216378659631e-06,0.7150164733429187,0.006514936961451007
DS0060_R4,2,0.2784607714792516,7.818216378659631e-06,0.7150164733429187,0.006514936961451007
DS0061_R1,2,0.3190576961410392,6.785170390049008e-06,0.666791463015523,0.014144055673047799
DS0061_R2,2,0.3190576961410392,6.785170390049008e-06,0.666791463015523,0.014144055673047799
DS0061_R3,2,0.3190576961410392,6.785170390049008e-06,0.666791463015523,0.014144055673047799
DS0061_R4,2,0.3190576961410392,6.785170390049008e-06,0.666791463015523,0.014144055673047799
DS0062_R1,3,0.005376198024115937,0.07124651638909515,1.7216581970281345e-16,0.923377285586789
DS0062_R2,0,0.8381946546476956,0.02544072063177732,3.940333248762279e-17,0.1363646247205269
DS0062_R3,3,0.005376198024115937,0.07124651638909515,1.7216581970281345e-16,0.923377285586789
DS0062_R4,1,0.03169290308646065,0.968307096913536,1.1170628300115007e-130,3.4730176026758586e-15
DS0063_R1,2,0.05928182133607946,9.766930682693687e-07,0.9388852726323892,0.0018319293384630223
DS0063_R2,0,0.5551645285314883,5.9793293910351155e-06,0.43735771555833547,0.007471776580785146
DS0063_R3,2,0.05928182133607946,9.766930682693687e-07,0.9388852726323892,0.0018319293384630223
DS0063_R4,2,0.05928182133607946,9.766930682693687e-07,0.9388852726323892,0.0018319293384630223
DS0064_R1,2,1.8139488611630882e-06,1.7943619641435577e-06,0.986198112862246,0.013798278826928556
DS0064_R2,2,0.3624875694242054,3.4653528335794114e-06,0.6326982831052556,0.004810682117705386
DS0064_R3,2,0.3624875694242054,3.4653528335794114e-06,0.6326982831052556,0.004810682117705386
DS0064_R4,2,0.3624875694242054,3.4653528335794114e-06,0.6326982831052556,0.004810682117705386
DS0065_R1,2,5.719570498901716e-10,8.381695498811045e-07,0.993562027729304,0.00643713352918904
DS0065_R2,2,5.719570498901716e-10,8.381695498811045e-07,0.993562027729304,0.00643713352918904
DS0065_R3,2,5.719570498901716e-10,8.381695498811045e-07,0.993562027729304,0.00643713352918904
DS0065_R4,2,5.719570498901716e-10,8.381695498811045e-07,0.993562027729304,0.00643713352918904
DS0066_R1,0,0.516559272495605,1.0365624414850175e-05,0.4752908477492041,0.008139514130776095
DS0066_R2,0,0.516559272495605,1.0365624414850175e-05,0.4752908477492041,0.008139514130776095
DS0066_R3,0,0.516559272495605,1.0365624414850175e-05,0.4752908477492041,0.008139514130776095
DS0066_R4,0,0.516559272495605,1.0365624414850175e-05,0.4752908477492041,0.008139514130776095
DS0067_R1,3,6.20350983434008e-09,0.002530098294011428,0.00010717389516716099,0.9973627216073112
DS0067_R2,1,0.012298556262847003,0.9877014437371522,0.0,3.5309716806751046e-55
DS0067_R3,3,8.633906076065735e-13,0.0038035777624508636,7.271691537384114e-10,0.996196421509517
DS0067_R4,3,8.633906076065735e-13,0.0038035777624508636,7.271691537384114e-10,0.996196421509517
DS0068_R1,2,0.3865349527469986,7.96385165442128e-06,0.6114525459081592,0.002004537493187593
DS0068_R2,2,0.3865349527469986,7.96385165442128e-06,0.6114525459081592,0.002004537493187593
DS0068_R3,2,0.3865349527469986,7.96385165442128e-06,0.6114525459081592,0.002004537493187593
DS0068_R4,2,0.3865349527469986,7.96385165442128e-06,0.6114525459081592,0.002004537493187593
DS0069_R1,3,4.899633517909682e-13,0.011928442019240787,1.1069507540523375e-12,0.9880715579791619
DS0069_R2,0,0.99699025537771,0.0025903516845284433,2.1683483373028247e-20,0.00041939293776141294
DS0069_R3,1,1.046110241222313e-15,0.8325136337696287,1.1323838205870427e-34,0.16748636623037022
DS0069_R4,3,1.2817890404471995e-21,7.09751160129434e-05,8.789398363852924e-05,0.9998411309003491
DS0070_R1,2,0.3316173344148142,9.252538299221018e-06,0.66077849362378,0.007594919423106479
DS0070_R2,3,1.810766482501446e-14,0.03429525969750026,5.431068013966501e-25,0.965704740302482
DS0070_R3,2,0.3316173344148142,9.252538299221018e-06,0.66077849362378,0.007594919423106479
DS0070_R4,2,0.3316173344148142,9.252538299221018e-06,0.66077849362378,0.007594919423106479
DS0071_R1,2,0.2755890893993204,8.227539115862539e-06,0.7094017216459857,0.015000961415577978
DS0071_R2,2,1.526804528600333e-05,6.616761023699014e-06,0.9526764492097461,0.04730166598394409
DS0071_R3,2,0.2755890893993204,8.227539115862539e-06,0.7094017216459857,0.015000961415577978
