respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,model_key,block_template_id,run_repeat,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,block_complexity_mean,block_complexity_sd,task_count,core_task_count,paraphrase_pair_count,label_pair_count,order_pair_count,monotonicity_task_count,dominance_task_count
DS0005_R2,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,deepseek_r1_8b,DST0005,2,neutral_arm,0,concise,0,0.42982708016868076,0.20742396198650118,16,6,2,2,2,2,2
DS0005_R3,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,deepseek_r1_8b,DST0005,3,neutral_arm,0,concise,0,0.42982708016868076,0.20742396198650118,16,6,2,2,2,2,2
DS0006_R1,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,deepseek_r1_8b,DST0006,1,semantic_arm,1,concise,0,0.7041592757116238,0.23668104953961436,16,6,2,2,2,2,2
DS0006_R2,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,deepseek_r1_8b,DST0006,2,semantic_arm,1,concise,0,0.7041592757116238,0.23668104953961436,16,6,2,2,2,2,2
DS0006_R3,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,deepseek_r1_8b,DST0006,3,semantic_arm,1,concise,0,0.7041592757116238,0.23668104953961436,16,6,2,2,2,2,2
DS0007_R1,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,deepseek_r1_8b,DST0007,1,neutral_arm,0,concise,0,0.554103348952703,0.17467086376080165,16,6,2,2,2,2,2
DS0007_R2,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,deepseek_r1_8b,DST0007,2,neutral_arm,0,concise,0,0.554103348952703,0.17467086376080165,16,6,2,2,2,2,2
DS0007_R3,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,deepseek_r1_8b,DST0007,3,neutral_arm,0,concise,0,0.554103348952703,0.17467086376080165,16,6,2,2,2,2,2
DS0008_R1,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,deepseek_r1_8b,DST0008,1,semantic_arm,1,naturalistic,1,0.6017124238899305,0.3067480427017573,16,6,2,2,2,2,2
DS0008_R2,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,deepseek_r1_8b,DST0008,2,semantic_arm,1,naturalistic,1,0.6017124238899305,0.3067480427017573,16,6,2,2,2,2,2
DS0008_R3,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,deepseek_r1_8b,DST0008,3,semantic_arm,1,naturalistic,1,0.6017124238899305,0.3067480427017573,16,6,2,2,2,2,2
DS0009_R1,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,deepseek_r1_8b,DST0009,1,semantic_arm,1,naturalistic,1,0.5877310320290935,0.24055195861718992,16,6,2,2,2,2,2
DS0009_R2,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,deepseek_r1_8b,DST0009,2,semantic_arm,1,naturalistic,1,0.5877310320290935,0.24055195861718992,16,6,2,2,2,2,2
DS0009_R3,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,deepseek_r1_8b,DST0009,3,semantic_arm,1,naturalistic,1,0.5877310320290935,0.24055195861718992,16,6,2,2,2,2,2
DS0010_R1,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,deepseek_r1_8b,DST0010,1,neutral_arm,0,naturalistic,1,0.54397736350909,0.18452991469397056,16,6,2,2,2,2,2
DS0010_R2,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,deepseek_r1_8b,DST0010,2,neutral_arm,0,naturalistic,1,0.54397736350909,0.18452991469397056,16,6,2,2,2,2,2
DS0010_R3,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,deepseek_r1_8b,DST0010,3,neutral_arm,0,naturalistic,1,0.54397736350909,0.18452991469397056,16,6,2,2,2,2,2
DS0011_R1,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,deepseek_r1_8b,DST0011,1,semantic_arm,1,concise,0,0.7257036032574041,0.14052725555509693,16,6,2,2,2,2,2
DS0011_R2,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,deepseek_r1_8b,DST0011,2,semantic_arm,1,concise,0,0.7257036032574041,0.14052725555509693,16,6,2,2,2,2,2
DS0011_R3,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,deepseek_r1_8b,DST0011,3,semantic_arm,1,concise,0,0.7257036032574041,0.14052725555509693,16,6,2,2,2,2,2
DS0012_R1,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,deepseek_r1_8b,DST0012,1,semantic_arm,1,concise,0,0.580716799898663,0.08869317048142653,16,6,2,2,2,2,2
DS0012_R2,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,deepseek_r1_8b,DST0012,2,semantic_arm,1,concise,0,0.580716799898663,0.08869317048142653,16,6,2,2,2,2,2
DS0012_R3,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,deepseek_r1_8b,DST0012,3,semantic_arm,1,concise,0,0.580716799898663,0.08869317048142653,16,6,2,2,2,2,2
DS0013_R1,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,deepseek_r1_8b,DST0013,1,neutral_arm,0,naturalistic,1,0.4812571014156357,0.26593018861196827,16,6,2,2,2,2,2
DS0013_R2,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,deepseek_r1_8b,DST0013,2,neutral_arm,0,naturalistic,1,0.4812571014156357,0.26593018861196827,16,6,2,2,2,2,2
DS0013_R3,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,deepseek_r1_8b,DST0013,3,neutral_arm,0,naturalistic,1,0.4812571014156357,0.26593018861196827,16,6,2,2,2,2,2
DS0014_R1,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,deepseek_r1_8b,DST0014,1,semantic_arm,1,naturalistic,1,0.539901816273725,0.27568971202977915,16,6,2,2,2,2,2
DS0014_R2,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,deepseek_r1_8b,DST0014,2,semantic_arm,1,naturalistic,1,0.539901816273725,0.27568971202977915,16,6,2,2,2,2,2
DS0014_R3,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,deepseek_r1_8b,DST0014,3,semantic_arm,1,naturalistic,1,0.539901816273725,0.27568971202977915,16,6,2,2,2,2,2
DS0015_R1,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,6,2,1,1,2,deepseek_r1_8b,DST0015,1,neutral_arm,0,concise,0,0.424900589634805,0.1718279275749213,16,6,2,2,2,2,2
DS0015_R2,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,6,2,1,1,2,deepseek_r1_8b,DST0015,2,neutral_arm,0,concise,0,0.424900589634805,0.1718279275749213,16,6,2,2,2,2,2
DS0015_R3,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,6,2,1,1,2,deepseek_r1_8b,DST0015,3,neutral_arm,0,concise,0,0.424900589634805,0.1718279275749213,16,6,2,2,2,2,2
DS0016_R1,50760334,0.8584724543995766,42,female,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,2,4,1,2,deepseek_r1_8b,DST0016,1,semantic_arm,1,naturalistic,1,0.4847340927906314,0.31616731338399784,16,6,2,2,2,2,2
DS0016_R2,50760334,0.8584724543995766,42,female,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,2,4,1,2,deepseek_r1_8b,DST0016,2,semantic_arm,1,naturalistic,1,0.4847340927906314,0.31616731338399784,16,6,2,2,2,2,2
DS0016_R3,50760334,0.8584724543995766,42,female,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,2,4,1,2,deepseek_r1_8b,DST0016,3,semantic_arm,1,naturalistic,1,0.4847340927906314,0.31616731338399784,16,6,2,2,2,2,2
DS0017_R1,90300336,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,0,1,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,4,4,2,6,1,deepseek_r1_8b,DST0017,1,neutral_arm,0,concise,0,0.4467268469536508,0.25213634186565576,16,6,2,2,2,2,2
DS0017_R2,90300336,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,0,1,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,4,4,2,6,1,deepseek_r1_8b,DST0017,2,neutral_arm,0,concise,0,0.4467268469536508,0.25213634186565576,16,6,2,2,2,2,2
DS0017_R3,90300336,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,0,1,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,4,4,2,6,1,deepseek_r1_8b,DST0017,3,neutral_arm,0,concise,0,0.4467268469536508,0.25213634186565576,16,6,2,2,2,2,2
DS0018_R1,95241108,0.1999290444257219,76,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,3,1,1,1,deepseek_r1_8b,DST0018,1,semantic_arm,1,concise,0,0.6521894161750182,0.16140998097275938,16,6,2,2,2,2,2
DS0018_R2,95241108,0.1999290444257219,76,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,3,1,1,1,deepseek_r1_8b,DST0018,2,semantic_arm,1,concise,0,0.6521894161750182,0.16140998097275938,16,6,2,2,2,2,2
DS0018_R3,95241108,0.1999290444257219,76,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,3,1,1,1,deepseek_r1_8b,DST0018,3,semantic_arm,1,concise,0,0.6521894161750182,0.16140998097275938,16,6,2,2,2,2,2
DS0019_R1,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,deepseek_r1_8b,DST0019,1,semantic_arm,1,naturalistic,1,0.48678240490748,0.08351579541069641,16,6,2,2,2,2,2
DS0019_R2,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,deepseek_r1_8b,DST0019,2,semantic_arm,1,naturalistic,1,0.48678240490748,0.08351579541069641,16,6,2,2,2,2,2
DS0019_R3,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,deepseek_r1_8b,DST0019,3,semantic_arm,1,naturalistic,1,0.48678240490748,0.08351579541069641,16,6,2,2,2,2,2
DS0020_R1,28000460,0.7944811628173415,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,1,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,2,1,4,1,2,deepseek_r1_8b,DST0020,1,semantic_arm,1,concise,0,0.5213949464436857,0.22432696665257407,16,6,2,2,2,2,2
DS0020_R2,28000460,0.7944811628173415,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,1,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,2,1,4,1,2,deepseek_r1_8b,DST0020,2,semantic_arm,1,concise,0,0.5213949464436857,0.22432696665257407,16,6,2,2,2,2,2
DS0020_R3,28000460,0.7944811628173415,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,1,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,2,1,4,1,2,deepseek_r1_8b,DST0020,3,semantic_arm,1,concise,0,0.5213949464436857,0.22432696665257407,16,6,2,2,2,2,2
DS0021_R1,54440439,0.5414274486172608,28,female,30 or younger,2000,around CHF 2000 per month,0,0,0,1,0,1,2.0,1,0,0,0,0,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,4,1,1,5,1,3,deepseek_r1_8b,DST0021,1,neutral_arm,0,naturalistic,1,0.4776678507064073,0.12166493191685407,16,6,2,2,2,2,2
DS0021_R2,54440439,0.5414274486172608,28,female,30 or younger,2000,around CHF 2000 per month,0,0,0,1,0,1,2.0,1,0,0,0,0,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,4,1,1,5,1,3,deepseek_r1_8b,DST0021,2,neutral_arm,0,naturalistic,1,0.4776678507064073,0.12166493191685407,16,6,2,2,2,2,2
DS0021_R3,54440439,0.5414274486172608,28,female,30 or younger,2000,around CHF 2000 per month,0,0,0,1,0,1,2.0,1,0,0,0,0,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,4,1,1,5,1,3,deepseek_r1_8b,DST0021,3,neutral_arm,0,naturalistic,1,0.4776678507064073,0.12166493191685407,16,6,2,2,2,2,2
DS0022_R1,92460282,0.2545934244605354,46,male,46 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,1,3,1,4,3,deepseek_r1_8b,DST0022,1,semantic_arm,1,concise,0,0.4623058343148343,0.2800642123430487,16,6,2,2,2,2,2
DS0022_R2,92460282,0.2545934244605354,46,male,46 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,1,3,1,4,3,deepseek_r1_8b,DST0022,2,semantic_arm,1,concise,0,0.4623058343148343,0.2800642123430487,16,6,2,2,2,2,2
DS0022_R3,92460282,0.2545934244605354,46,male,46 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,1,3,1,4,3,deepseek_r1_8b,DST0022,3,semantic_arm,1,concise,0,0.4623058343148343,0.2800642123430487,16,6,2,2,2,2,2
DS0023_R1,28000367,0.3735873657560173,-1,traveler,30 or younger,-1,unknown income,0,1,0,0,0,1,-0.001,0,0,1,-1,-1,-1,-1,0,1,a non-work trip,not high education,1,car is available for this trip,1,4,1,5,6,4,deepseek_r1_8b,DST0023,1,neutral_arm,0,concise,0,0.6281326417668753,0.2638371100144712,16,6,2,2,2,2,2
DS0023_R2,28000367,0.3735873657560173,-1,traveler,30 or younger,-1,unknown income,0,1,0,0,0,1,-0.001,0,0,1,-1,-1,-1,-1,0,1,a non-work trip,not high education,1,car is available for this trip,1,4,1,5,6,4,deepseek_r1_8b,DST0023,2,neutral_arm,0,concise,0,0.6281326417668753,0.2638371100144712,16,6,2,2,2,2,2
DS0023_R3,28000367,0.3735873657560173,-1,traveler,30 or younger,-1,unknown income,0,1,0,0,0,1,-0.001,0,0,1,-1,-1,-1,-1,0,1,a non-work trip,not high education,1,car is available for this trip,1,4,1,5,6,4,deepseek_r1_8b,DST0023,3,neutral_arm,0,concise,0,0.6281326417668753,0.2638371100144712,16,6,2,2,2,2,2
DS0024_R1,54260410,3.4343260688387685,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,1,2,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,6,4,4,4,2,deepseek_r1_8b,DST0024,1,semantic_arm,1,concise,0,0.3784245015229985,0.11297735772785532,16,6,2,2,2,2,2
DS0024_R2,54260410,3.4343260688387685,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,1,2,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,6,4,4,4,2,deepseek_r1_8b,DST0024,2,semantic_arm,1,concise,0,0.3784245015229985,0.11297735772785532,16,6,2,2,2,2,2
DS0024_R3,54260410,3.4343260688387685,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,1,2,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,6,4,4,4,2,deepseek_r1_8b,DST0024,3,semantic_arm,1,concise,0,0.3784245015229985,0.11297735772785532,16,6,2,2,2,2,2
DS0025_R1,10540517,9.027458897812208,39,male,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,4,3,1,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,4,1,2,deepseek_r1_8b,DST0025,1,semantic_arm,1,concise,0,0.6162172378171848,0.2636276166534867,16,6,2,2,2,2,2
DS0025_R2,10540517,9.027458897812208,39,male,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,4,3,1,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,4,1,2,deepseek_r1_8b,DST0025,2,semantic_arm,1,concise,0,0.6162172378171848,0.2636276166534867,16,6,2,2,2,2,2
DS0025_R3,10540517,9.027458897812208,39,male,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,4,3,1,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,4,1,2,deepseek_r1_8b,DST0025,3,semantic_arm,1,concise,0,0.6162172378171848,0.2636276166534867,16,6,2,2,2,2,2
DS0026_R1,54260612,2.256576028779217,35,male,35 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,1,3,3,deepseek_r1_8b,DST0026,1,semantic_arm,1,concise,0,0.5498507839083787,0.3016537115253076,16,6,2,2,2,2,2
