model_key,model_is_deepseek,respondent_id,human_respondent_id,normalized_weight,prompt_arm,semantic_arm,task_index,task_role,pair_id,manipulation_type,anchor_task_index,block_complexity_mean,age_30_less,high_education,ScaledIncome,CAR_AVAILABLE,alternative_name,alternative_code,display_label,display_position,chosen,observed_choice_code,is_valid_task_response,alt_available,alt_time,alt_waiting,alt_cost,alt_distance,target_alternative_name,dominated_alternative_name
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,5,core,CORE_5,core,-1,0.498864419562247,0,0,5.0,0,PT,0,A,1,0,2,1,1,149.0,60.0,0.0,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,5,core,CORE_5,core,-1,0.498864419562247,0,0,5.0,0,CAR,1,B,2,0,2,1,0,28.0,0.0,2.79,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,5,core,CORE_5,core,-1,0.498864419562247,0,0,5.0,0,SLOW_MODES,2,C,3,1,2,1,1,0.0,0.0,0.0,20.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,6,core,CORE_6,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,156.0,5.0,15.0,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,6,core,CORE_6,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,59.0,0.0,6.0,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,6,core,CORE_6,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,44.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,7,core,CORE_7,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,172.0,2.0,0.0,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,7,core,CORE_7,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,88.0,0.0,10.66,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,7,core,CORE_7,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,65.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,8,core,CORE_8,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,162.0,14.0,12.5,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,8,core,CORE_8,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,66.0,0.0,7.81,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,8,core,CORE_8,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,53.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,174.0,56.0,17.6,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,48.0,0.0,7.85,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,58.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,76.0,3.0,2.7,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,22.0,0.0,2.29,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,12.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.498864419562247,0,0,5.0,1,CAR,1,A,1,1,1,1,1,39.0,0.0,5.09,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.498864419562247,0,0,5.0,1,PT,0,B,2,0,1,1,1,99.0,0.0,0.0,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,31.5,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,A,1,0,1,1,1,0.0,0.0,0.0,31.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.498864419562247,0,0,5.0,1,PT,0,B,2,0,1,1,1,126.0,15.0,14.8,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.498864419562247,0,0,5.0,1,CAR,1,C,3,1,1,1,1,27.0,0.0,4.14,0.0,,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.498864419562247,0,0,5.0,0,PT,0,A,1,0,2,1,1,186.25,75.0,0.0,0.0,PT,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.498864419562247,0,0,5.0,0,CAR,1,B,2,0,2,1,0,28.0,0.0,2.79,0.0,PT,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.498864419562247,0,0,5.0,0,SLOW_MODES,2,C,3,1,2,1,1,0.0,0.0,0.0,20.0,PT,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,156.0,5.0,15.0,0.0,CAR,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,73.75,0.0,7.5,0.0,CAR,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,44.0,CAR,
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.498864419562247,0,0,5.0,1,PT,0,A,1,1,0,1,1,172.0,2.0,0.0,0.0,,CAR
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.498864419562247,0,0,5.0,1,CAR,1,B,2,0,0,1,1,194.0,0.0,10.66,0.0,,CAR
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,65.0,,CAR
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,162.0,14.0,13.81,0.0,,PT
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,66.0,0.0,7.81,0.0,,PT
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,53.0,,PT
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,1,core,CORE_1,core,-1,0.5062136986437646,0,0,3.25,0,PT,0,A,1,1,0,1,1,68.0,0.0,18.0,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,1,core,CORE_1,core,-1,0.5062136986437646,0,0,3.25,0,CAR,1,B,2,0,0,1,0,35.0,0.0,3.85,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,1,core,CORE_1,core,-1,0.5062136986437646,0,0,3.25,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,27.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,2,core,CORE_2,core,-1,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,82.0,5.0,18.4,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,2,core,CORE_2,core,-1,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,38.0,0.0,4.1,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,2,core,CORE_2,core,-1,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,26.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,3,core,CORE_3,core,-1,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,112.0,5.0,0.0,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,3,core,CORE_3,core,-1,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,90.0,0.0,9.16,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,3,core,CORE_3,core,-1,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,53.7,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,4,core,CORE_4,core,-1,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,470.0,31.0,61.2,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,4,core,CORE_4,core,-1,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,180.0,0.0,29.12,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,4,core,CORE_4,core,-1,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,206.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,5,core,CORE_5,core,-1,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,74.0,12.0,3.2,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,5,core,CORE_5,core,-1,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,20.0,0.0,2.03,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,5,core,CORE_5,core,-1,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,11.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,6,core,CORE_6,core,-1,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,158.0,26.0,17.6,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,6,core,CORE_6,core,-1,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,52.0,0.0,6.42,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,6,core,CORE_6,core,-1,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,43.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,7,core,CORE_7,core,-1,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,58.0,0.0,2.2,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,7,core,CORE_7,core,-1,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,19.0,0.0,2.18,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,7,core,CORE_7,core,-1,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,12.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,8,core,CORE_8,core,-1,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,52.0,0.0,0.0,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,8,core,CORE_8,core,-1,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,24.0,0.0,2.31,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,8,core,CORE_8,core,-1,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,12.5,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.5062136986437646,0,0,3.25,0,PT,0,A,1,1,0,1,1,68.0,0.0,18.0,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.5062136986437646,0,0,3.25,0,CAR,1,B,2,0,0,1,0,35.0,0.0,3.85,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.5062136986437646,0,0,3.25,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,27.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,82.0,5.0,18.4,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,38.0,0.0,4.1,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,26.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.5062136986437646,0,0,3.25,1,CAR,1,A,1,1,1,1,1,90.0,0.0,9.16,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.5062136986437646,0,0,3.25,1,PT,0,B,2,0,1,1,1,112.0,5.0,0.0,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,53.7,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,A,1,0,1,1,1,0.0,0.0,0.0,206.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.5062136986437646,0,0,3.25,1,PT,0,B,2,0,1,1,1,470.0,31.0,61.2,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.5062136986437646,0,0,3.25,1,CAR,1,C,3,1,1,1,1,180.0,0.0,29.12,0.0,,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,74.0,12.0,3.2,0.0,CAR,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,25.0,0.0,2.5375,0.0,CAR,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,11.0,CAR,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,158.0,26.0,17.6,0.0,CAR,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,65.0,0.0,8.025,0.0,CAR,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,43.0,CAR,
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.5062136986437646,0,0,3.25,1,PT,0,A,1,0,1,1,1,58.0,10.0,8.18,0.0,,PT
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,1,1,1,1,19.0,0.0,2.18,0.0,,PT
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,12.0,,PT
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.5062136986437646,0,0,3.25,1,PT,0,A,1,1,0,1,1,52.0,0.0,0.0,0.0,,CAR
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.5062136986437646,0,0,3.25,1,CAR,1,B,2,0,0,1,1,72.0,0.0,6.0,0.0,,CAR
qwen3.5_9b,0,QW0002,H0540,2.256576028779217,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.5062136986437646,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,12.5,,CAR
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,1,core,CORE_1,core,-1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,44.0,0.0,3.6,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,1,core,CORE_1,core,-1,0.6377589133275576,0,1,9.0,1,CAR,1,B,2,1,1,1,1,6.0,0.0,0.72,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,1,core,CORE_1,core,-1,0.6377589133275576,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,5.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,2,core,CORE_2,core,-1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,199.0,39.0,9.4,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,2,core,CORE_2,core,-1,0.6377589133275576,0,1,9.0,1,CAR,1,B,2,1,1,1,1,42.0,0.0,4.27,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,2,core,CORE_2,core,-1,0.6377589133275576,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,30.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,3,core,CORE_3,core,-1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,46.0,0.0,3.8,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,3,core,CORE_3,core,-1,0.6377589133275576,0,1,9.0,1,CAR,1,B,2,1,1,1,1,24.0,0.0,2.38,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,3,core,CORE_3,core,-1,0.6377589133275576,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,12.3,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,4,core,CORE_4,core,-1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,75.0,1.0,4.4,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,4,core,CORE_4,core,-1,0.6377589133275576,0,1,9.0,1,CAR,1,B,2,1,1,1,1,34.0,0.0,3.25,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,4,core,CORE_4,core,-1,0.6377589133275576,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,14.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,5,core,CORE_5,core,-1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,110.0,8.0,11.0,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,5,core,CORE_5,core,-1,0.6377589133275576,0,1,9.0,1,CAR,1,B,2,1,1,1,1,13.0,0.0,1.23,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,5,core,CORE_5,core,-1,0.6377589133275576,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,6.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,6,core,CORE_6,core,-1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,113.0,3.0,8.4,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,6,core,CORE_6,core,-1,0.6377589133275576,0,1,9.0,1,CAR,1,B,2,1,1,1,1,37.0,0.0,3.94,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,6,core,CORE_6,core,-1,0.6377589133275576,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,28.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,7,core,CORE_7,core,-1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,26.0,0.0,6.0,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,7,core,CORE_7,core,-1,0.6377589133275576,0,1,9.0,1,CAR,1,B,2,1,1,1,1,16.0,0.0,1.89,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,7,core,CORE_7,core,-1,0.6377589133275576,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,12.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,8,core,CORE_8,core,-1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,81.0,0.0,4.0,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,8,core,CORE_8,core,-1,0.6377589133275576,0,1,9.0,1,CAR,1,B,2,1,1,1,1,19.0,0.0,2.01,0.0,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,8,core,CORE_8,core,-1,0.6377589133275576,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,14.5,,
qwen3.5_9b,0,QW0003,H0393,0.3735873657560173,neutral_arm,0,9,label_mask_twin,LABEL_1,label_mask,1,0.6377589133275576,0,1,9.0,1,PT,0,A,1,0,1,1,1,44.0,0.0,3.6,0.0,,
