respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,model_key,block_template_id,run_repeat,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,block_complexity_mean,block_complexity_sd,task_count,core_task_count,paraphrase_pair_count,label_pair_count,order_pair_count,monotonicity_task_count,dominance_task_count
PO0004_R2,10360414,0.2545934244605354,44,male,44 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,5,3,1,0,a work trip,not high education,1,car is available for this trip,1,1,3,4,4,2,poe_gpt54_nano,POT0004,2,neutral_arm,0,concise,0,0.427841794957956,0.11920533368786738,16,6,2,2,2,2,2
PO0004_R3,10360414,0.2545934244605354,44,male,44 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,5,3,1,0,a work trip,not high education,1,car is available for this trip,1,1,3,4,4,2,poe_gpt54_nano,POT0004,3,neutral_arm,0,concise,0,0.427841794957956,0.11920533368786738,16,6,2,2,2,2,2
PO0004_R4,10360414,0.2545934244605354,44,male,44 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,5,3,1,0,a work trip,not high education,1,car is available for this trip,1,1,3,4,4,2,poe_gpt54_nano,POT0004,4,neutral_arm,0,concise,0,0.427841794957956,0.11920533368786738,16,6,2,2,2,2,2
PO0005_R1,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0005,1,neutral_arm,0,naturalistic,1,0.5500708507039647,0.21585375612954533,16,6,2,2,2,2,2
PO0005_R2,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0005,2,neutral_arm,0,naturalistic,1,0.5500708507039647,0.21585375612954533,16,6,2,2,2,2,2
PO0005_R3,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0005,3,neutral_arm,0,naturalistic,1,0.5500708507039647,0.21585375612954533,16,6,2,2,2,2,2
PO0005_R4,54201031,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0005,4,neutral_arm,0,naturalistic,1,0.5500708507039647,0.21585375612954533,16,6,2,2,2,2,2
PO0006_R1,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0006,1,semantic_arm,1,concise,0,0.3341964434520645,0.10777831092353883,16,6,2,2,2,2,2
PO0006_R2,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0006,2,semantic_arm,1,concise,0,0.3341964434520645,0.10777831092353883,16,6,2,2,2,2,2
PO0006_R3,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0006,3,semantic_arm,1,concise,0,0.3341964434520645,0.10777831092353883,16,6,2,2,2,2,2
PO0006_R4,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,poe_gpt54_nano,POT0006,4,semantic_arm,1,concise,0,0.3341964434520645,0.10777831092353883,16,6,2,2,2,2,2
PO0007_R1,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,poe_gpt54_nano,POT0007,1,semantic_arm,1,concise,0,0.6448941080005018,0.11465912192759656,16,6,2,2,2,2,2
PO0007_R2,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,poe_gpt54_nano,POT0007,2,semantic_arm,1,concise,0,0.6448941080005018,0.11465912192759656,16,6,2,2,2,2,2
PO0007_R3,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,poe_gpt54_nano,POT0007,3,semantic_arm,1,concise,0,0.6448941080005018,0.11465912192759656,16,6,2,2,2,2,2
PO0007_R4,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,poe_gpt54_nano,POT0007,4,semantic_arm,1,concise,0,0.6448941080005018,0.11465912192759656,16,6,2,2,2,2,2
PO0008_R1,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,poe_gpt54_nano,POT0008,1,semantic_arm,1,naturalistic,1,0.45152366453075454,0.2164517759922149,16,6,2,2,2,2,2
PO0008_R2,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,poe_gpt54_nano,POT0008,2,semantic_arm,1,naturalistic,1,0.45152366453075454,0.2164517759922149,16,6,2,2,2,2,2
PO0008_R3,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,poe_gpt54_nano,POT0008,3,semantic_arm,1,naturalistic,1,0.45152366453075454,0.2164517759922149,16,6,2,2,2,2,2
PO0008_R4,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,poe_gpt54_nano,POT0008,4,semantic_arm,1,naturalistic,1,0.45152366453075454,0.2164517759922149,16,6,2,2,2,2,2
PO0009_R1,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,poe_gpt54_nano,POT0009,1,semantic_arm,1,naturalistic,1,0.5370876074710594,0.12506533775506706,16,6,2,2,2,2,2
PO0009_R2,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,poe_gpt54_nano,POT0009,2,semantic_arm,1,naturalistic,1,0.5370876074710594,0.12506533775506706,16,6,2,2,2,2,2
PO0009_R3,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,poe_gpt54_nano,POT0009,3,semantic_arm,1,naturalistic,1,0.5370876074710594,0.12506533775506706,16,6,2,2,2,2,2
PO0009_R4,90300795,0.6019450605361366,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,1,3,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,6,3,3,2,poe_gpt54_nano,POT0009,4,semantic_arm,1,naturalistic,1,0.5370876074710594,0.12506533775506706,16,6,2,2,2,2,2
PO0010_R1,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,poe_gpt54_nano,POT0010,1,neutral_arm,0,concise,0,0.5617032597690516,0.26592666574449636,16,6,2,2,2,2,2
PO0010_R2,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,poe_gpt54_nano,POT0010,2,neutral_arm,0,concise,0,0.5617032597690516,0.26592666574449636,16,6,2,2,2,2,2
PO0010_R3,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,poe_gpt54_nano,POT0010,3,neutral_arm,0,concise,0,0.5617032597690516,0.26592666574449636,16,6,2,2,2,2,2
PO0010_R4,95240444,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,6,6,4,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,1,poe_gpt54_nano,POT0010,4,neutral_arm,0,concise,0,0.5617032597690516,0.26592666574449636,16,6,2,2,2,2,2
PO0011_R1,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,poe_gpt54_nano,POT0011,1,neutral_arm,0,concise,0,0.5310695068520928,0.17798568907637718,16,6,2,2,2,2,2
PO0011_R2,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,poe_gpt54_nano,POT0011,2,neutral_arm,0,concise,0,0.5310695068520928,0.17798568907637718,16,6,2,2,2,2,2
PO0011_R3,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,poe_gpt54_nano,POT0011,3,neutral_arm,0,concise,0,0.5310695068520928,0.17798568907637718,16,6,2,2,2,2,2
PO0011_R4,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,poe_gpt54_nano,POT0011,4,neutral_arm,0,concise,0,0.5310695068520928,0.17798568907637718,16,6,2,2,2,2,2
PO0012_R1,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,poe_gpt54_nano,POT0012,1,semantic_arm,1,concise,0,0.5749401969998313,0.2223503959923009,16,6,2,2,2,2,2
PO0012_R2,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,poe_gpt54_nano,POT0012,2,semantic_arm,1,concise,0,0.5749401969998313,0.2223503959923009,16,6,2,2,2,2,2
PO0012_R3,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,poe_gpt54_nano,POT0012,3,semantic_arm,1,concise,0,0.5749401969998313,0.2223503959923009,16,6,2,2,2,2,2
PO0012_R4,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,poe_gpt54_nano,POT0012,4,semantic_arm,1,concise,0,0.5749401969998313,0.2223503959923009,16,6,2,2,2,2,2
PO0013_R1,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,poe_gpt54_nano,POT0013,1,neutral_arm,0,naturalistic,1,0.5709021881829347,0.13101477381713172,16,6,2,2,2,2,2
PO0013_R2,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,poe_gpt54_nano,POT0013,2,neutral_arm,0,naturalistic,1,0.5709021881829347,0.13101477381713172,16,6,2,2,2,2,2
PO0013_R3,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,poe_gpt54_nano,POT0013,3,neutral_arm,0,naturalistic,1,0.5709021881829347,0.13101477381713172,16,6,2,2,2,2,2
PO0013_R4,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,poe_gpt54_nano,POT0013,4,neutral_arm,0,naturalistic,1,0.5709021881829347,0.13101477381713172,16,6,2,2,2,2,2
PO0014_R1,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,poe_gpt54_nano,POT0014,1,semantic_arm,1,naturalistic,1,0.5393838273115675,0.16953286840473394,16,6,2,2,2,2,2
PO0014_R2,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,poe_gpt54_nano,POT0014,2,semantic_arm,1,naturalistic,1,0.5393838273115675,0.16953286840473394,16,6,2,2,2,2,2
PO0014_R3,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,poe_gpt54_nano,POT0014,3,semantic_arm,1,naturalistic,1,0.5393838273115675,0.16953286840473394,16,6,2,2,2,2,2
PO0014_R4,28420052,0.6019450605361366,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,poe_gpt54_nano,POT0014,4,semantic_arm,1,naturalistic,1,0.5393838273115675,0.16953286840473394,16,6,2,2,2,2,2
PO0015_R1,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,6,2,1,1,2,poe_gpt54_nano,POT0015,1,semantic_arm,1,concise,0,0.636398064326052,0.21517989101058047,16,6,2,2,2,2,2
PO0015_R2,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,6,2,1,1,2,poe_gpt54_nano,POT0015,2,semantic_arm,1,concise,0,0.636398064326052,0.21517989101058047,16,6,2,2,2,2,2
PO0015_R3,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,6,2,1,1,2,poe_gpt54_nano,POT0015,3,semantic_arm,1,concise,0,0.636398064326052,0.21517989101058047,16,6,2,2,2,2,2
PO0015_R4,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,6,2,1,1,2,poe_gpt54_nano,POT0015,4,semantic_arm,1,concise,0,0.636398064326052,0.21517989101058047,16,6,2,2,2,2,2
PO0016_R1,50760334,0.8584724543995766,42,female,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,2,4,1,2,poe_gpt54_nano,POT0016,1,neutral_arm,0,naturalistic,1,0.5037101621515728,0.27984997858034244,16,6,2,2,2,2,2
PO0016_R2,50760334,0.8584724543995766,42,female,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,2,4,1,2,poe_gpt54_nano,POT0016,2,neutral_arm,0,naturalistic,1,0.5037101621515728,0.27984997858034244,16,6,2,2,2,2,2
PO0016_R3,50760334,0.8584724543995766,42,female,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,2,4,1,2,poe_gpt54_nano,POT0016,3,neutral_arm,0,naturalistic,1,0.5037101621515728,0.27984997858034244,16,6,2,2,2,2,2
PO0016_R4,50760334,0.8584724543995766,42,female,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,2,4,1,2,poe_gpt54_nano,POT0016,4,neutral_arm,0,naturalistic,1,0.5037101621515728,0.27984997858034244,16,6,2,2,2,2,2
PO0017_R1,90300336,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,0,1,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,4,4,2,6,1,poe_gpt54_nano,POT0017,1,neutral_arm,0,naturalistic,1,0.443854699207377,0.11025996115094133,16,6,2,2,2,2,2
PO0017_R2,90300336,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,0,1,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,4,4,2,6,1,poe_gpt54_nano,POT0017,2,neutral_arm,0,naturalistic,1,0.443854699207377,0.11025996115094133,16,6,2,2,2,2,2
PO0017_R3,90300336,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,0,1,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,4,4,2,6,1,poe_gpt54_nano,POT0017,3,neutral_arm,0,naturalistic,1,0.443854699207377,0.11025996115094133,16,6,2,2,2,2,2
PO0017_R4,90300336,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,0,1,1,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,4,4,2,6,1,poe_gpt54_nano,POT0017,4,neutral_arm,0,naturalistic,1,0.443854699207377,0.11025996115094133,16,6,2,2,2,2,2
PO0018_R1,95241108,0.1999290444257219,76,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,3,1,1,1,poe_gpt54_nano,POT0018,1,semantic_arm,1,naturalistic,1,0.4440313769188567,0.11866087534731856,16,6,2,2,2,2,2
PO0018_R2,95241108,0.1999290444257219,76,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,3,1,1,1,poe_gpt54_nano,POT0018,2,semantic_arm,1,naturalistic,1,0.4440313769188567,0.11866087534731856,16,6,2,2,2,2,2
PO0018_R3,95241108,0.1999290444257219,76,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,3,1,1,1,poe_gpt54_nano,POT0018,3,semantic_arm,1,naturalistic,1,0.4440313769188567,0.11866087534731856,16,6,2,2,2,2,2
PO0018_R4,95241108,0.1999290444257219,76,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,3,1,1,1,poe_gpt54_nano,POT0018,4,semantic_arm,1,naturalistic,1,0.4440313769188567,0.11866087534731856,16,6,2,2,2,2,2
PO0019_R1,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,poe_gpt54_nano,POT0019,1,semantic_arm,1,naturalistic,1,0.49900373961676353,0.1423498474595867,16,6,2,2,2,2,2
PO0019_R2,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,poe_gpt54_nano,POT0019,2,semantic_arm,1,naturalistic,1,0.49900373961676353,0.1423498474595867,16,6,2,2,2,2,2
PO0019_R3,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,poe_gpt54_nano,POT0019,3,semantic_arm,1,naturalistic,1,0.49900373961676353,0.1423498474595867,16,6,2,2,2,2,2
PO0019_R4,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,poe_gpt54_nano,POT0019,4,semantic_arm,1,naturalistic,1,0.49900373961676353,0.1423498474595867,16,6,2,2,2,2,2
