respondent_id,persona_id,task_id,task_index,age,hhcar,hhbike,ptpass,maas,choice,avail_es,avail_bs,avail_walk,avail_car,time_es,access_es,egress_es,parking_es,cost_es,availability_es,freefloat_es,range_es,pedelec_es,time_bs,access_bs,egress_bs,parking_bs,cost_bs,availability_bs,freefloat_bs,range_bs,pedelec_bs,time_walk,access_walk,egress_walk,parking_walk,cost_walk,availability_walk,freefloat_walk,range_walk,pedelec_walk,time_car,access_car,egress_car,parking_car,cost_car,availability_car,freefloat_car,range_car,pedelec_car
2,P0002,SD06,6,53,0,5,0,0,2,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
2,P0002,SD04,4,53,0,5,0,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
3,P0003,SD03,3,70,1,2,1,0,3,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
3,P0003,SD02,2,70,1,2,1,0,3,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
3,P0003,SD04,4,70,1,2,1,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
3,P0003,SD06,6,70,1,2,1,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
3,P0003,SD05,5,70,1,2,1,0,3,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
3,P0003,SD01,1,70,1,2,1,0,3,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
4,P0004,SD05,5,42,1,2,0,0,2,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
4,P0004,SD04,4,42,1,2,0,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
4,P0004,SD03,3,42,1,2,0,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
4,P0004,SD01,1,42,1,2,0,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
4,P0004,SD02,2,42,1,2,0,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
4,P0004,SD06,6,42,1,2,0,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
5,P0005,SD02,2,48,1,0,0,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
5,P0005,SD05,5,48,1,0,0,0,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
5,P0005,SD01,1,48,1,0,0,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
5,P0005,SD03,3,48,1,0,0,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
5,P0005,SD06,6,48,1,0,0,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
5,P0005,SD04,4,48,1,0,0,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
6,P0006,SD01,1,59,1,2,0,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
6,P0006,SD02,2,59,1,2,0,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
6,P0006,SD03,3,59,1,2,0,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
6,P0006,SD06,6,59,1,2,0,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
6,P0006,SD05,5,59,1,2,0,0,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
6,P0006,SD04,4,59,1,2,0,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
7,P0007,SD01,1,35,4,1,0,0,2,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
7,P0007,SD03,3,35,4,1,0,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
7,P0007,SD06,6,35,4,1,0,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
7,P0007,SD04,4,35,4,1,0,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
7,P0007,SD02,2,35,4,1,0,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
7,P0007,SD05,5,35,4,1,0,0,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
8,P0008,SD06,6,61,2,2,0,1,2,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
8,P0008,SD02,2,61,2,2,0,1,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
8,P0008,SD03,3,61,2,2,0,1,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
8,P0008,SD01,1,61,2,2,0,1,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
8,P0008,SD04,4,61,2,2,0,1,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
8,P0008,SD05,5,61,2,2,0,1,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
9,P0009,SD02,2,32,0,1,1,0,2,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
9,P0009,SD04,4,32,0,1,1,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
9,P0009,SD06,6,32,0,1,1,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
9,P0009,SD05,5,32,0,1,1,0,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
9,P0009,SD03,3,32,0,1,1,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
9,P0009,SD01,1,32,0,1,1,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
10,P0010,SD04,4,22,2,4,1,1,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
10,P0010,SD02,2,22,2,4,1,1,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
10,P0010,SD06,6,22,2,4,1,1,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
10,P0010,SD01,1,22,2,4,1,1,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
10,P0010,SD03,3,22,2,4,1,1,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
10,P0010,SD05,5,22,2,4,1,1,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
11,P0011,SD06,6,37,2,4,0,1,2,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
11,P0011,SD03,3,37,2,4,0,1,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
11,P0011,SD01,1,37,2,4,0,1,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
11,P0011,SD02,2,37,2,4,0,1,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
11,P0011,SD05,5,37,2,4,0,1,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
11,P0011,SD04,4,37,2,4,0,1,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
12,P0012,SD06,6,46,0,0,1,0,2,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
12,P0012,SD05,5,46,0,0,1,0,2,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
12,P0012,SD01,1,46,0,0,1,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
12,P0012,SD04,4,46,0,0,1,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
12,P0012,SD02,2,46,0,0,1,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
12,P0012,SD03,3,46,0,0,1,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
13,P0013,SD06,6,64,0,2,0,0,2,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
13,P0013,SD01,1,64,0,2,0,0,2,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
13,P0013,SD02,2,64,0,2,0,0,2,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
13,P0013,SD04,4,64,0,2,0,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
13,P0013,SD03,3,64,0,2,0,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
13,P0013,SD05,5,64,0,2,0,0,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
14,P0014,SD04,4,74,1,2,1,1,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,10.0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,10.0,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0.0,0
14,P0014,SD03,3,74,1,2,1,1,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,4.0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0.0,0
14,P0014,SD06,6,74,1,2,1,1,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,10.0,0,11.0,2.0,1.0,0.0,2.0,50.0,1,10.0,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0.0,0
14,P0014,SD02,2,74,1,2,1,1,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,1.0,0,3.0,2.0,1.0,0.0,1.0,100.0,0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0.0,0
14,P0014,SD05,5,74,1,2,1,1,4,1,1,1,1,5.0,2.0,3.0,0.0,3.0,10.0,1,1.0,0,5.0,5.0,1.0,0.0,1.5,100.0,0,4.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,5.0,5.0,4.0,1.4,0.0,0,0.0,0
14,P0014,SD01,1,74,1,2,1,1,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,4.0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,4.0,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0.0,0
