experiment_name,respondent_id,persona_id,task_id,task_index,choice_label,chosen_alternative_id,chosen_alternative_name,is_valid_choice,female,gender_text,age_band,age_years,income_band,metropolis,metropolis_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text
20260326_sd_persona_nonthink_qwen35_4b_v2,5,P005,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,60_67,60,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,5,P005,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,60_67,60,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,5,P005,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,60_67,60,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,5,P005,SD04,4,D,private_car,Private Car,1,1,female,60_67,60,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,5,P005,SD06,5,D,private_car,Private Car,1,1,female,60_67,60,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,6,P006,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,40,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,6,P006,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,40,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,6,P006,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,40,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,6,P006,SD04,4,D,private_car,Private Car,1,1,female,40_49,40,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,6,P006,SD06,5,D,private_car,Private Car,1,1,female,40_49,40,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,7,P007,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,68_plus,76,2000_3999_eur,1,metropolis,3,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,7,P007,SD02,2,A,e_scooter,E-Scooter Sharing,1,0,male,68_plus,76,2000_3999_eur,1,metropolis,3,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,7,P007,SD03,3,D,private_car,Private Car,1,0,male,68_plus,76,2000_3999_eur,1,metropolis,3,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,7,P007,SD04,4,D,private_car,Private Car,1,0,male,68_plus,76,2000_3999_eur,1,metropolis,3,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,7,P007,SD06,5,D,private_car,Private Car,1,0,male,68_plus,76,2000_3999_eur,1,metropolis,3,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,8,P008,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,58,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,8,P008,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,58,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,8,P008,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,58,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,8,P008,SD04,4,D,private_car,Private Car,1,1,female,50_59,58,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,8,P008,SD06,5,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,58,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,9,P009,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,39,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,9,P009,SD02,2,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,39,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,9,P009,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,39,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,9,P009,SD04,4,D,private_car,Private Car,1,0,male,30_39,39,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,9,P009,SD06,5,D,private_car,Private Car,1,0,male,30_39,39,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,10,P010,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,40_49,42,500_1999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,10,P010,SD02,2,A,e_scooter,E-Scooter Sharing,1,0,male,40_49,42,500_1999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,10,P010,SD03,3,D,private_car,Private Car,1,0,male,40_49,42,500_1999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,10,P010,SD04,4,D,private_car,Private Car,1,0,male,40_49,42,500_1999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,10,P010,SD06,5,D,private_car,Private Car,1,0,male,40_49,42,500_1999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,11,P011,SD01,1,C,walking,Walking,1,1,female,50_59,56,lt_500_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,11,P011,SD02,2,C,walking,Walking,1,1,female,50_59,56,lt_500_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,11,P011,SD03,3,C,walking,Walking,1,1,female,50_59,56,lt_500_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,11,P011,SD04,4,C,walking,Walking,1,1,female,50_59,56,lt_500_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,11,P011,SD06,5,C,walking,Walking,1,1,female,50_59,56,lt_500_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,12,P012,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,30,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,12,P012,SD02,2,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,30,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,12,P012,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,30,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,12,P012,SD04,4,D,private_car,Private Car,1,0,male,30_39,30,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,12,P012,SD06,5,D,private_car,Private Car,1,0,male,30_39,30,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,13,P013,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,32,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,13,P013,SD02,2,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,32,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,13,P013,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,32,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,13,P013,SD04,4,D,private_car,Private Car,1,0,male,30_39,32,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,13,P013,SD06,5,D,private_car,Private Car,1,0,male,30_39,32,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,14,P014,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,68_plus,73,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,14,P014,SD02,2,A,e_scooter,E-Scooter Sharing,1,0,male,68_plus,73,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,14,P014,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,68_plus,73,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,14,P014,SD04,4,D,private_car,Private Car,1,0,male,68_plus,73,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,14,P014,SD06,5,D,private_car,Private Car,1,0,male,68_plus,73,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,15,P015,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,50_59,51,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,15,P015,SD02,2,A,e_scooter,E-Scooter Sharing,1,0,male,50_59,51,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,15,P015,SD03,3,D,private_car,Private Car,1,0,male,50_59,51,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,15,P015,SD04,4,D,private_car,Private Car,1,0,male,50_59,51,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,15,P015,SD06,5,D,private_car,Private Car,1,0,male,50_59,51,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,16,P016,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,68_plus,78,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,16,P016,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,68_plus,78,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,16,P016,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,68_plus,78,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,16,P016,SD04,4,D,private_car,Private Car,1,1,female,68_plus,78,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,16,P016,SD06,5,D,private_car,Private Car,1,1,female,68_plus,78,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,17,P017,SD01,1,C,walking,Walking,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,17,P017,SD02,2,C,walking,Walking,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,17,P017,SD03,3,C,walking,Walking,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,17,P017,SD04,4,C,walking,Walking,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,17,P017,SD06,5,C,walking,Walking,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,18,P018,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,55,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,18,P018,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,55,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,18,P018,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,55,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,18,P018,SD04,4,D,private_car,Private Car,1,1,female,50_59,55,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,18,P018,SD06,5,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,55,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,19,P019,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,60_67,66,500_1999_eur,0,large city,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,19,P019,SD02,2,A,e_scooter,E-Scooter Sharing,1,0,male,60_67,66,500_1999_eur,0,large city,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,19,P019,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,60_67,66,500_1999_eur,0,large city,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,19,P019,SD04,4,D,private_car,Private Car,1,0,male,60_67,66,500_1999_eur,0,large city,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,19,P019,SD06,5,D,private_car,Private Car,1,0,male,60_67,66,500_1999_eur,0,large city,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,20,P020,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,36,4000_plus_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,20,P020,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,36,4000_plus_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,20,P020,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,36,4000_plus_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,20,P020,SD04,4,D,private_car,Private Car,1,1,female,30_39,36,4000_plus_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,20,P020,SD06,5,D,private_car,Private Car,1,1,female,30_39,36,4000_plus_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,21,P021,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,30,4000_plus_eur,0,large city,2,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,21,P021,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,30,4000_plus_eur,0,large city,2,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,21,P021,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,30,4000_plus_eur,0,large city,2,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,21,P021,SD04,4,D,private_car,Private Car,1,1,female,30_39,30,4000_plus_eur,0,large city,2,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,21,P021,SD06,5,D,private_car,Private Car,1,1,female,30_39,30,4000_plus_eur,0,large city,2,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,22,P022,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,44,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,22,P022,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,44,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,22,P022,SD03,3,D,private_car,Private Car,1,1,female,40_49,44,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,22,P022,SD04,4,D,private_car,Private Car,1,1,female,40_49,44,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,22,P022,SD06,5,D,private_car,Private Car,1,1,female,40_49,44,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,23,P023,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,40,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,23,P023,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,40,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,23,P023,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,40,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,23,P023,SD04,4,D,private_car,Private Car,1,1,female,40_49,40,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,23,P023,SD06,5,D,private_car,Private Car,1,1,female,40_49,40,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,24,P024,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,53,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,24,P024,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,53,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,24,P024,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,53,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,24,P024,SD04,4,D,private_car,Private Car,1,1,female,50_59,53,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,24,P024,SD06,5,D,private_car,Private Car,1,1,female,50_59,53,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,25,P025,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,30,lt_500_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,25,P025,SD02,2,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,30,lt_500_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,25,P025,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,30,lt_500_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,25,P025,SD04,4,D,private_car,Private Car,1,1,female,30_39,30,lt_500_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,25,P025,SD06,5,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,30,lt_500_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260326_sd_persona_nonthink_qwen35_4b_v2,26,P026,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,39,4000_plus_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
