model_key,model_is_deepseek,respondent_id,human_respondent_id,normalized_weight,prompt_arm,semantic_arm,task_index,task_role,pair_id,manipulation_type,anchor_task_index,block_complexity_mean,age_30_less,high_education,ScaledIncome,CAR_AVAILABLE,alternative_name,alternative_code,display_label,display_position,chosen,observed_choice_code,is_valid_task_response,alt_available,alt_time,alt_waiting,alt_cost,alt_distance,target_alternative_name,dominated_alternative_name,dataset
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,8,core,CORE_8,core,-1,0.3057685488519099,0,0,3.25,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,187.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.3057685488519099,0,0,3.25,1,PT,0,A,1,1,0,1,1,235.0,67.0,17.5,0.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.3057685488519099,0,0,3.25,1,CAR,1,B,2,0,0,1,1,85.0,0.0,12.55,0.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.3057685488519099,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,93.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.3057685488519099,0,0,3.25,1,PT,0,A,1,1,0,1,1,150.0,23.0,4.2,0.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.3057685488519099,0,0,3.25,1,CAR,1,B,2,0,0,1,1,24.0,0.0,2.57,0.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.3057685488519099,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,15.5,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.3057685488519099,0,0,3.25,1,PT,0,B,2,0,2,1,1,168.0,5.0,38.8,0.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.3057685488519099,0,0,3.25,1,CAR,1,C,3,0,2,1,1,72.0,0.0,11.16,0.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.3057685488519099,0,0,3.25,1,SLOW_MODES,2,A,1,1,2,1,1,0.0,0.0,0.0,85.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.3057685488519099,0,0,3.25,0,PT,0,B,2,0,1,1,1,128.0,10.0,0.0,0.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.3057685488519099,0,0,3.25,0,CAR,1,A,1,1,1,1,0,46.0,0.0,5.4,0.0,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.3057685488519099,0,0,3.25,0,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,33.1,,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.3057685488519099,0,0,3.25,1,PT,0,A,1,1,0,1,1,129.0,14.0,32.0,0.0,CAR,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.3057685488519099,0,0,3.25,1,CAR,1,B,2,0,0,1,1,41.25,0.0,6.4125,0.0,CAR,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.3057685488519099,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,37.0,CAR,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.3057685488519099,0,0,3.25,1,PT,0,A,1,1,0,1,1,127.0,0.0,29.0,0.0,CAR,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.3057685488519099,0,0,3.25,1,CAR,1,B,2,0,0,1,1,45.0,0.0,6.7,0.0,CAR,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.3057685488519099,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,39.0,CAR,,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.3057685488519099,0,0,3.25,1,PT,0,A,1,1,0,1,1,29.0,10.0,6.37,0.0,,PT,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.3057685488519099,0,0,3.25,1,CAR,1,B,2,0,0,1,1,8.0,0.0,0.37,0.0,,PT,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.3057685488519099,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,2.4,,PT,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.3057685488519099,0,0,3.25,0,PT,0,A,1,1,0,1,1,240.0,56.0,12.0,0.0,,PT,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.3057685488519099,0,0,3.25,0,CAR,1,B,2,0,0,1,0,121.0,0.0,24.53,0.0,,PT,ai
deepseek_r1_8b,1,DS0001,H0539,2.256576028779217,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.3057685488519099,0,0,3.25,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,187.0,,PT,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,1,core,CORE_1,core,-1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,131.0,18.0,7.4,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,1,core,CORE_1,core,-1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,46.0,0.0,5.09,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,1,core,CORE_1,core,-1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,37.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,2,core,CORE_2,core,-1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,58.0,0.0,2.2,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,2,core,CORE_2,core,-1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,19.0,0.0,2.18,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,2,core,CORE_2,core,-1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,12.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,3,core,CORE_3,core,-1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,159.0,11.0,43.2,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,3,core,CORE_3,core,-1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,28.0,0.0,4.61,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,3,core,CORE_3,core,-1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,32.5,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,4,core,CORE_4,core,-1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,81.0,16.0,11.2,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,4,core,CORE_4,core,-1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,8.0,0.0,0.82,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,4,core,CORE_4,core,-1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,4.6,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,5,core,CORE_5,core,-1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,163.0,23.0,17.1,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,5,core,CORE_5,core,-1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,88.0,0.0,10.99,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,5,core,CORE_5,core,-1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,76.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,6,core,CORE_6,core,-1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,83.0,22.0,0.0,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,6,core,CORE_6,core,-1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,32.0,0.0,4.47,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,6,core,CORE_6,core,-1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,31.5,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,7,core,CORE_7,core,-1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,26.0,0.0,6.0,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,7,core,CORE_7,core,-1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,16.0,0.0,1.89,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,7,core,CORE_7,core,-1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,12.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,8,core,CORE_8,core,-1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,203.0,16.0,23.25,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,8,core,CORE_8,core,-1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,57.0,0.0,6.94,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,8,core,CORE_8,core,-1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,46.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,9,label_mask_twin,LABEL_1,label_mask,1,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,131.0,18.0,7.4,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,9,label_mask_twin,LABEL_1,label_mask,1,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,46.0,0.0,5.09,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,9,label_mask_twin,LABEL_1,label_mask,1,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,37.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,10,label_mask_twin,LABEL_2,label_mask,2,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,58.0,0.0,2.2,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,10,label_mask_twin,LABEL_2,label_mask,2,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,19.0,0.0,2.18,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,10,label_mask_twin,LABEL_2,label_mask,2,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,12.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,11,order_twin,ORDER_1,order_randomization,3,0.5738163985514031,0,0,3.25,1,PT,0,B,2,0,2,1,1,159.0,11.0,43.2,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,11,order_twin,ORDER_1,order_randomization,3,0.5738163985514031,0,0,3.25,1,CAR,1,C,3,0,2,1,1,28.0,0.0,4.61,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,11,order_twin,ORDER_1,order_randomization,3,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,A,1,1,2,1,1,0.0,0.0,0.0,32.5,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,12,order_twin,ORDER_2,order_randomization,4,0.5738163985514031,0,0,3.25,1,PT,0,B,2,0,2,1,1,81.0,16.0,11.2,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,12,order_twin,ORDER_2,order_randomization,4,0.5738163985514031,0,0,3.25,1,CAR,1,C,3,0,2,1,1,8.0,0.0,0.82,0.0,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,12,order_twin,ORDER_2,order_randomization,4,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,A,1,1,2,1,1,0.0,0.0,0.0,4.6,,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,13,monotonicity,MONO_1,monotonicity,5,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,163.0,23.0,17.1,0.0,CAR,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,13,monotonicity,MONO_1,monotonicity,5,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,110.0,0.0,13.7375,0.0,CAR,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,13,monotonicity,MONO_1,monotonicity,5,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,76.0,CAR,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,14,monotonicity,MONO_2,monotonicity,6,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,83.0,22.0,0.0,0.0,CAR,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,14,monotonicity,MONO_2,monotonicity,6,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,40.0,0.0,5.5875,0.0,CAR,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,14,monotonicity,MONO_2,monotonicity,6,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,31.5,CAR,,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,15,dominance,DOM_1,dominance,7,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,36.0,10.0,7.89,0.0,,PT,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,15,dominance,DOM_1,dominance,7,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,16.0,0.0,1.89,0.0,,PT,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,15,dominance,DOM_1,dominance,7,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,12.0,,PT,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,16,dominance,DOM_2,dominance,8,0.5738163985514031,0,0,3.25,1,PT,0,A,1,1,0,1,1,203.0,16.0,23.25,0.0,,PT,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,16,dominance,DOM_2,dominance,8,0.5738163985514031,0,0,3.25,1,CAR,1,B,2,0,0,1,1,57.0,0.0,6.94,0.0,,PT,ai
deepseek_r1_8b,1,DS0002,H0288,0.8584724543995766,neutral_arm,0,16,dominance,DOM_2,dominance,8,0.5738163985514031,0,0,3.25,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,46.0,,PT,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,1,core,CORE_1,core,-1,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,140.0,23.0,12.6,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,1,core,CORE_1,core,-1,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,28.0,0.0,3.2,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,1,core,CORE_1,core,-1,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,20.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,2,core,CORE_2,core,-1,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,193.0,42.0,20.2,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,2,core,CORE_2,core,-1,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,74.0,0.0,9.47,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,2,core,CORE_2,core,-1,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,57.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,3,core,CORE_3,core,-1,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,169.0,17.0,18.0,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,3,core,CORE_3,core,-1,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,86.0,0.0,16.68,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,3,core,CORE_3,core,-1,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,126.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,4,core,CORE_4,core,-1,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,158.0,15.0,0.0,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,4,core,CORE_4,core,-1,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,68.0,0.0,9.93,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,4,core,CORE_4,core,-1,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,69.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,5,core,CORE_5,core,-1,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,312.0,51.0,59.6,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,5,core,CORE_5,core,-1,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,93.0,0.0,20.1,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,5,core,CORE_5,core,-1,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,135.5,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,6,core,CORE_6,core,-1,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,115.0,10.0,6.4,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,6,core,CORE_6,core,-1,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,48.0,0.0,5.67,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,6,core,CORE_6,core,-1,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,35.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,7,core,CORE_7,core,-1,0.4339162207318153,0,1,15.0,0,PT,0,A,1,1,0,1,1,73.0,0.0,0.0,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,7,core,CORE_7,core,-1,0.4339162207318153,0,1,15.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.64,0.0,,,ai
