human_id,normalized_weight,age,CalculatedIncome,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,CAR_AVAILABLE,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,Envir01,Envir05,LifSty01,LifSty07,Mobil05,Mobil12,choice_code,Choice
10360464,5.694231137832636,17,9000,0,1,0,1,0,1,9.0,1,0,0,1,4,4,1,1,0,0,91,11,0.0,22,2.95,22.5,0.455,0.11,0.1833333333333333,0.0,0.295,4.5,4,5,2,2,3,1,0,0
10360518,0.7944811628173415,28,15000,1,0,0,1,0,1,15.0,1,0,1,2,2,2,0,1,0,1,104,11,11.0,35,4.63,31.0,0.52,0.175,0.1833333333333333,1.1,0.4629999999999999,6.2,4,5,5,5,5,5,1,1
10360519,0.6019450605361366,29,15000,1,0,0,1,0,1,15.0,1,0,0,2,2,2,0,1,0,1,279,38,46.2,117,15.35,109.0,1.395,0.585,0.6333333333333333,4.62,1.535,21.8,4,5,3,3,5,4,1,1
10360519,0.6019450605361366,29,15000,1,0,0,1,0,1,15.0,1,0,0,2,2,2,0,0,1,1,127,58,12.4,31,3.48,24.0,0.635,0.155,0.9666666666666668,1.24,0.348,4.8,4,5,5,5,5,5,1,1
10360526,9.027458897812208,31,5000,0,1,0,1,0,0,5.0,1,0,1,1,3,4,2,0,1,1,151,10,0.0,44,5.89,38.5,0.755,0.22,0.1666666666666666,0.0,0.589,7.7,4,3,2,3,3,5,1,1
10360533,0.5414274486172608,39,9000,0,0,0,1,0,0,9.0,0,0,0,2,3,3,1,0,1,1,251,59,65.8,76,15.96,119.0,1.255,0.38,0.9833333333333332,6.58,1.596,23.8,4,4,2,3,3,5,1,1
10360536,0.6019450605361366,39,7000,1,0,0,0,0,0,7.0,1,0,1,1,1,0,0,0,1,1,166,5,12.6,41,4.34,30.0,0.83,0.205,0.0833333333333333,1.26,0.434,6.0,4,5,5,5,3,5,1,1
10360566,0.954424398357919,52,7000,0,1,0,0,0,0,7.0,0,0,0,1,1,2,-1,0,1,1,141,8,14.4,36,4.87,32.0,0.705,0.18,0.1333333333333333,1.44,0.487,6.4,4,3,3,3,3,3,1,1
10360624,1.423375818700105,19,-1,0,1,0,0,0,1,-0.001,1,0,0,2,3,3,0,1,0,1,90,8,5.5,35,4.73,31.0,0.45,0.175,0.1333333333333333,0.55,0.473,6.2,4,3,2,2,3,2,1,1
10540009,0.8584724543995766,44,7000,0,1,0,0,0,0,7.0,1,0,1,2,3,4,2,1,0,1,222,34,49.6,55,9.06,69.0,1.11,0.275,0.5666666666666667,4.96,0.906,13.8,4,4,2,3,3,5,1,1
10540031,0.8584724543995766,45,7000,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,0,1,1,306,45,20.2,92,10.89,82.5,1.53,0.46,0.75,2.02,1.089,16.5,4,3,2,3,3,5,1,1
10540046,0.2545934244605354,45,5000,0,0,0,0,0,0,5.0,1,0,1,1,1,1,-1,0,1,1,120,4,6.1,39,3.85,22.5,0.6,0.195,0.0666666666666666,0.61,0.385,4.5,4,3,2,2,3,5,1,1
10540130,0.954424398357919,40,9000,0,1,0,0,0,0,9.0,1,0,1,2,5,4,2,0,1,1,120,4,4.5,40,3.96,23.5,0.6,0.2,0.0666666666666666,0.45,0.396,4.7,4,3,2,3,3,5,1,1
10540130,0.954424398357919,40,9000,0,1,0,0,0,0,9.0,1,0,1,2,5,4,2,1,0,1,120,2,5.5,36,3.64,24.0,0.6,0.18,0.0333333333333333,0.55,0.364,4.8,4,4,2,3,3,5,1,1
10540178,0.954424398357919,59,9000,0,1,0,1,0,0,9.0,0,0,1,2,2,2,0,0,1,1,186,19,8.2,34,3.94,28.0,0.93,0.17,0.3166666666666666,0.82,0.394,5.6,4,3,2,3,3,4,1,1
10540184,0.2545934244605354,63,15000,1,0,0,0,0,0,15.0,1,0,1,2,-1,2,-1,0,1,1,110,8,11.0,13,1.23,6.0,0.55,0.065,0.1333333333333333,1.1,0.123,1.2,4,5,5,5,3,5,1,1
10540184,0.2545934244605354,63,15000,1,0,0,0,0,0,15.0,1,0,1,2,-1,2,-1,1,0,1,111,20,11.0,13,1.23,6.0,0.555,0.065,0.3333333333333333,1.1,0.123,1.2,4,5,5,5,3,5,1,1
10540187,0.954424398357919,45,15000,0,1,0,0,0,0,15.0,1,0,1,1,4,4,2,1,0,1,96,5,0.0,34,3.2,18.0,0.48,0.17,0.0833333333333333,0.0,0.32,3.6,4,3,3,3,3,4,1,1
10540199,0.5414274486172608,22,5000,0,0,0,0,0,1,5.0,1,0,0,1,2,3,-1,1,0,1,119,11,5.5,38,4.57,32.0,0.595,0.19,0.1833333333333333,0.55,0.457,6.4,4,3,2,3,3,2,1,1
10540250,0.6019450605361366,25,7000,0,0,0,1,0,1,7.0,1,1,0,1,2,2,-1,1,0,1,46,8,0.0,35,3.67,25.0,0.23,0.175,0.1333333333333333,0.0,0.367,5.0,4,5,2,2,3,3,1,1
10540260,0.5414274486172608,20,5000,0,0,0,0,0,1,5.0,1,0,0,1,3,2,0,0,1,1,123,11,0.0,41,4.08,23.5,0.615,0.205,0.1833333333333333,0.0,0.408,4.7,4,3,2,2,3,2,1,1
10540266,0.3360277669782562,41,9000,1,0,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,1,234,49,7.9,40,4.18,28.8,1.17,0.2,0.8166666666666667,0.79,0.418,5.76,4,5,5,5,5,5,1,1
10540297,0.3735873657560173,44,15000,1,0,0,0,0,0,15.0,1,0,1,1,0,2,0,0,1,1,270,50,43.3,171,28.12,208.0,1.35,0.855,0.8333333333333334,4.33,2.8120000000000003,41.6,4,4,4,4,4,4,1,1
10540298,0.7944811628173415,33,15000,1,0,0,1,0,0,15.0,1,0,1,1,0,2,-1,0,1,0,167,17,12.5,63,9.76,68.0,0.835,0.315,0.2833333333333333,1.25,0.976,13.6,4,5,3,5,5,2,0,0
10540351,0.954424398357919,51,9000,0,1,0,0,1,0,9.0,1,1,0,2,2,2,0,0,1,1,470,31,61.2,180,29.12,206.0,2.35,0.9,0.5166666666666667,6.12,2.912,41.2,4,4,2,3,3,5,1,1
10540354,0.2290902236010023,43,9000,0,0,0,1,0,0,9.0,1,0,1,2,2,2,-1,0,1,1,76,7,3.8,14,1.53,10.9,0.38,0.07,0.1166666666666666,0.38,0.153,2.18,4,3,3,3,3,4,1,1
10540395,0.2545934244605354,47,15000,1,0,0,1,0,0,15.0,1,1,0,2,4,4,2,0,1,1,140,18,13.3,66,6.71,37.0,0.7,0.33,0.3,1.33,0.671,7.4,4,5,5,5,3,5,1,1
10540396,0.2290902236010023,40,15000,1,0,0,0,0,0,15.0,1,0,0,2,4,4,2,0,1,1,111,0,10.4,16,1.82,11.5,0.555,0.08,0.0,1.04,0.182,2.3,4,5,5,5,3,5,1,1
10540515,0.7944811628173415,29,7000,1,0,0,1,0,1,7.0,1,0,0,2,0,2,0,0,1,1,207,27,24.8,55,5.98,44.0,1.035,0.275,0.45,2.48,0.5980000000000001,8.8,4,5,5,5,5,5,1,1
10540517,9.027458897812208,39,7000,0,1,0,1,0,0,7.0,0,0,1,2,4,3,1,1,0,1,117,0,8.8,33,3.48,23.0,0.585,0.165,0.0,0.8800000000000001,0.348,4.6,4,4,2,3,3,5,1,1
10540518,0.2290902236010023,41,7000,1,0,0,1,0,0,7.0,1,0,0,2,4,3,1,1,0,1,96,3,11.0,32,3.41,18.0,0.48,0.16,0.05,1.1,0.341,3.6,4,5,5,5,3,4,1,1
10540531,0.1999290444257219,74,3250,1,0,0,0,0,0,3.25,1,0,0,2,0,2,0,0,1,1,166,5,12.2,44,4.47,28.5,0.83,0.22,0.0833333333333333,1.22,0.4469999999999999,5.7,4,5,5,5,3,5,1,1
10540548,0.954424398357919,48,9000,0,1,1,0,0,0,9.0,1,1,0,1,3,3,0,1,0,1,110,0,11.0,35,3.4,19.0,0.55,0.175,0.0,1.1,0.3399999999999999,3.8,4,3,2,2,3,5,1,1
10540559,0.2545934244605354,63,7000,0,0,1,0,0,0,7.0,0,1,0,2,2,2,-1,0,1,1,46,0,5.6,5,0.72,4.1,0.23,0.025,0.0,0.5599999999999999,0.072,0.82,4,4,2,3,3,2,1,1
10540559,0.2545934244605354,63,7000,0,0,1,0,0,0,7.0,0,1,0,2,2,2,-1,0,1,1,265,37,19.2,45,6.31,42.0,1.325,0.225,0.6166666666666667,1.92,0.631,8.4,4,3,2,3,3,4,1,1
10540563,0.3360277669782562,46,15000,1,0,0,0,0,0,15.0,1,0,1,2,8,5,3,0,1,1,461,41,79.4,117,17.77,134.0,2.305,0.585,0.6833333333333333,7.94,1.777,26.8,4,5,5,5,3,5,1,1
10540672,2.029711386372872,34,9000,0,1,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,1,84,12,9.6,31,3.24,23.0,0.42,0.155,0.2,0.96,0.324,4.6,4,3,2,2,3,5,1,1
10540689,0.6019450605361366,38,15000,0,0,0,0,0,0,15.0,1,0,1,2,4,4,2,0,1,1,141,17,6.0,28,2.92,21.0,0.705,0.14,0.2833333333333333,0.6,0.292,4.2,4,3,2,3,3,5,1,1
10540689,0.6019450605361366,38,15000,0,0,0,0,0,0,15.0,1,0,1,2,4,4,2,0,1,1,118,15,6.0,28,2.92,21.0,0.59,0.14,0.25,0.6,0.292,4.2,4,3,2,3,3,5,1,1
10540691,0.3360277669782562,43,15000,1,0,0,0,0,0,15.0,1,0,1,2,4,4,2,0,1,1,135,37,13.2,20,2.19,15.6,0.675,0.1,0.6166666666666667,1.3199999999999998,0.219,3.12,4,5,5,5,3,5,1,1
10540691,0.3360277669782562,43,15000,1,0,0,0,0,0,15.0,1,0,1,2,4,4,2,0,1,1,68,0,5.2,7,0.79,5.5,0.34,0.035,0.0,0.52,0.079,1.1,4,5,4,5,3,5,1,1
10540774,0.3735873657560173,57,15000,1,0,0,0,0,0,15.0,1,0,1,2,3,3,0,0,1,1,232,9,50.0,77,10.15,72.0,1.16,0.385,0.15,5.0,1.015,14.4,4,5,5,5,3,5,1,1
10540804,0.8832827856419051,24,10807,1,0,0,0,0,1,10.807,1,0,1,-1,-1,-1,-1,0,1,1,141,10,7.0,44,4.64,31.5,0.705,0.22,0.1666666666666666,0.7,0.4639999999999999,6.3,4,5,5,5,3,5,1,1
10541086,0.8584724543995766,41,9000,0,1,0,0,1,0,9.0,0,0,1,1,4,4,2,0,1,1,245,15,14.2,71,9.37,66.0,1.225,0.355,0.25,1.42,0.937,13.2,4,3,2,3,3,2,1,1
10541086,0.8584724543995766,41,9000,0,1,0,0,1,0,9.0,0,0,1,1,4,4,2,1,0,1,85,3,5.5,35,3.54,24.0,0.425,0.175,0.05,0.55,0.354,4.8,4,4,3,3,3,4,1,1
10980079,0.2545934244605354,40,9000,1,0,0,0,0,0,9.0,1,0,1,2,7,5,3,0,1,1,154,0,4.8,30,3.24,19.6,0.77,0.15,0.0,0.48,0.324,3.92,4,5,5,5,3,5,1,1
11460027,0.8584724543995766,52,9000,0,1,0,1,0,0,9.0,0,1,0,1,2,2,0,0,1,0,128,10,0.0,46,5.4,33.1,0.64,0.23,0.1666666666666666,0.0,0.54,6.62,4,5,3,3,3,2,0,0
11460060,0.3735873657560173,47,15000,1,0,1,0,0,0,15.0,1,0,0,2,6,6,4,0,1,1,239,30,22.7,70,9.46,70.5,1.195,0.35,0.5,2.27,0.946,14.1,4,5,5,5,3,5,1,1
11460070,0.2290902236010023,56,15000,1,0,1,0,0,0,15.0,1,1,0,2,2,1,0,1,0,1,155,33,22.6,47,5.93,43.0,0.775,0.235,0.55,2.26,0.593,8.6,4,5,5,5,5,5,1,1
11460082,0.2290902236010023,58,9000,0,0,0,1,0,0,9.0,1,1,0,2,0,2,0,1,0,1,206,32,26.0,71,9.56,71.0,1.03,0.355,0.5333333333333333,2.6,0.956,14.2,4,5,2,2,3,3,1,1
14050001,0.8584724543995766,41,7000,0,1,0,1,0,0,7.0,1,0,0,2,4,5,2,1,0,1,70,0,3.4,10,1.02,5.0,0.35,0.05,0.0,0.3399999999999999,0.102,1.0,4,4,2,3,3,5,1,1
14050001,0.8584724543995766,41,7000,0,1,0,1,0,0,7.0,1,0,0,2,4,5,2,1,0,1,35,0,3.4,9,1.0,5.0,0.175,0.045,0.0,0.3399999999999999,0.1,1.0,4,4,4,4,4,4,1,1
14050047,2.256576028779217,31,15000,0,1,0,1,0,0,15.0,1,0,1,3,2,2,0,0,1,1,183,53,17.2,69,12.93,96.0,0.915,0.345,0.8833333333333333,1.72,1.293,19.2,4,3,2,3,3,5,1,1
14050075,0.954424398357919,44,7000,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,1,145,20,0.0,54,9.84,76.0,0.725,0.27,0.3333333333333333,0.0,0.984,15.2,4,3,2,3,3,5,1,1
14050133,2.256576028779217,37,15000,0,1,1,0,0,0,15.0,1,1,0,1,2,2,0,0,1,1,284,74,0.0,95,17.77,128.0,1.42,0.475,1.2333333333333334,0.0,1.777,25.6,4,5,2,3,5,5,1,1
14050186,2.256576028779217,37,9000,0,1,0,1,0,0,9.0,1,1,0,2,9,7,5,0,1,1,126,30,11.4,20,2.32,15.0,0.63,0.1,0.5,1.14,0.2319999999999999,3.0,4,3,2,2,3,5,1,1
14050186,2.256576028779217,37,9000,0,1,0,1,0,0,9.0,1,1,0,2,9,7,5,1,0,1,134,28,8.0,20,2.32,15.0,0.67,0.1,0.4666666666666667,0.8,0.2319999999999999,3.0,4,3,2,2,3,5,1,1
14050194,0.7495589495214057,-1,7000,0,1,0,0,1,1,7.0,1,0,0,1,4,4,2,1,0,1,57,0,3.7,17,1.69,9.0,0.285,0.085,0.0,0.37,0.1689999999999999,1.8,4,3,2,2,3,2,1,1
14050278,0.3735873657560173,46,15000,1,0,1,0,0,0,15.0,1,0,1,2,4,4,2,0,1,1,289,81,40.0,62,11.32,85.0,1.445,0.31,1.35,4.0,1.132,17.0,4,5,4,5,3,5,1,1
19130092,2.029711386372872,36,5000,0,1,0,0,0,0,5.0,1,0,0,1,1,1,-1,1,0,1,127,0,29.0,36,5.36,39.0,0.635,0.18,0.0,2.9,0.536,7.8,4,4,2,3,3,5,1,1
19130148,0.2290902236010023,42,5000,0,0,0,1,0,0,5.0,1,0,0,2,3,4,1,0,1,1,76,4,7.9,27,3.53,25.5,0.38,0.135,0.0666666666666666,0.79,0.353,5.1,4,4,2,3,3,5,1,1
19130149,0.2545934244605354,41,3250,1,0,0,1,0,0,3.25,1,0,1,2,4,4,2,1,0,1,162,54,21.6,34,5.12,37.0,0.81,0.17,0.9,2.16,0.512,7.4,4,5,5,3,5,4,1,1
19130149,0.2545934244605354,41,3250,1,0,0,1,0,0,3.25,1,0,1,2,4,4,2,1,0,1,150,15,23.2,32,5.07,35.0,0.75,0.16,0.25,2.32,0.507,7.0,4,5,3,5,3,4,1,1
19130179,0.1999290444257219,66,5000,1,0,0,0,1,0,5.0,1,0,0,1,2,2,0,1,0,1,44,0,6.8,12,1.39,10.5,0.22,0.06,0.0,0.6799999999999999,0.1389999999999999,2.1,4,5,5,5,3,5,1,1
19130202,0.3735873657560173,46,15000,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,0,1,1,188,15,45.0,51,6.48,51.0,0.94,0.255,0.25,4.5,0.648,10.2,4,5,5,5,5,5,1,1
19130203,0.2290902236010023,52,15000,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,1,0,1,26,0,6.0,16,1.89,12.0,0.13,0.08,0.0,0.6,0.189,2.4,4,5,5,5,5,5,1,1
19130203,0.2290902236010023,52,15000,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,1,0,1,26,0,6.0,16,1.89,12.0,0.13,0.08,0.0,0.6,0.189,2.4,4,5,5,5,3,4,1,1
19130252,0.954424398357919,61,9000,0,1,0,1,0,0,9.0,0,0,0,1,0,2,0,0,1,1,180,30,51.4,86,18.69,122.0,0.9,0.43,0.5,5.14,1.869,24.4,4,4,2,3,3,5,1,1
19130292,0.5414274486172608,39,15000,1,0,0,0,0,0,15.0,1,1,0,2,2,3,1,1,0,1,129,14,32.0,33,5.13,37.0,0.645,0.165,0.2333333333333333,3.2,0.513,7.4,4,5,5,5,5,5,1,1
19130767,0.8584724543995766,41,7000,0,1,0,0,1,0,7.0,1,0,0,2,2,2,-1,0,1,1,27,0,3.0,2,0.39,2.5,0.135,0.01,0.0,0.3,0.039,0.5,4,4,2,3,3,5,1,1
19130798,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,0,1,0,2,0,1,0,1,113,0,34.6,42,5.4,42.0,0.565,0.21,0.0,3.46,0.54,8.4,4,3,2,2,3,5,1,1
19130798,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,0,1,0,2,0,0,1,1,188,37,34.6,42,5.4,42.0,0.94,0.21,0.6166666666666667,3.46,0.54,8.4,4,3,3,3,3,4,1,1
19130827,2.256576028779217,39,7000,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,0,1,1,221,43,38.4,56,9.49,72.0,1.105,0.28,0.7166666666666667,3.84,0.949,14.4,4,4,2,3,3,5,1,1
19130855,2.029711386372872,34,3250,0,1,0,1,0,0,3.25,0,0,0,2,2,3,1,0,1,1,72,1,7.6,27,4.13,31.0,0.36,0.135,0.0166666666666666,0.76,0.413,6.2,4,3,2,3,3,2,1,1
19130855,2.029711386372872,34,3250,0,1,0,1,0,0,3.25,0,0,0,2,2,3,1,0,1,1,126,15,14.8,27,4.14,31.0,0.63,0.135,0.25,1.48,0.414,6.2,4,4,3,3,3,2,1,1
19130863,0.6019450605361366,37,9035,1,0,0,0,0,0,9.035,0,0,0,-1,-1,-1,-1,0,1,1,338,72,51.8,63,14.32,101.0,1.69,0.315,1.2,5.18,1.432,20.2,4,4,4,4,4,4,1,1
19130871,0.2290902236010023,51,15000,1,0,0,1,0,0,15.0,0,0,0,2,2,2,0,0,1,1,220,37,20.9,59,10.27,78.5,1.1,0.295,0.6166666666666667,2.09,1.027,15.7,4,5,5,5,3,5,1,1
19130963,0.3360277669782562,53,7000,1,0,0,0,0,0,7.0,1,0,0,2,3,3,1,1,0,1,28,0,6.0,7,0.79,4.5,0.14,0.035,0.0,0.6,0.079,0.9,4,5,5,5,5,5,1,1
19131061,2.029711386372872,34,7384,0,1,0,0,0,0,7.384,0,0,0,2,6,3,1,0,1,1,262,33,49.2,30,3.93,27.0,1.31,0.15,0.55,4.92,0.393,5.4,4,3,2,3,3,4,1,1
19610035,0.3360277669782562,45,15000,1,0,0,0,0,0,15.0,1,0,1,1,6,4,2,0,1,1,72,0,2.6,14,1.39,5.5,0.36,0.07,0.0,0.26,0.1389999999999999,1.1,4,5,5,5,3,4,1,1
19610035,0.3360277669782562,45,15000,1,0,0,0,0,0,15.0,1,0,1,1,6,4,2,1,0,1,73,3,2.6,14,1.39,5.5,0.365,0.07,0.05,0.26,0.1389999999999999,1.1,4,5,5,5,3,5,1,1
19610114,0.2290902236010023,52,7000,0,0,0,1,0,0,7.0,1,1,0,2,4,4,0,0,1,1,82,0,10.6,26,2.67,16.2,0.41,0.13,0.0,1.06,0.267,3.24,4,3,2,3,3,5,1,1
19610182,0.7944811628173415,29,5000,1,0,0,0,0,1,5.0,1,0,0,1,0,1,0,0,1,1,75,0,6.2,39,3.97,25.0,0.375,0.195,0.0,0.62,0.397,5.0,4,5,4,5,3,5,1,1
19650025,0.2545934244605354,45,7000,1,0,0,0,0,0,7.0,1,0,0,2,2,5,2,0,1,1,44,0,3.2,15,1.63,7.1,0.22,0.075,0.0,0.32,0.1629999999999999,1.42,4,5,5,5,3,5,1,1
19650025,0.2545934244605354,45,7000,1,0,0,0,0,0,7.0,1,0,0,2,2,5,2,1,0,1,78,11,3.7,27,2.81,13.5,0.39,0.135,0.1833333333333333,0.37,0.281,2.7,4,5,5,5,5,5,1,1
19650026,0.8584724543995766,42,7000,0,1,0,1,0,0,7.0,1,0,0,2,2,5,2,1,0,1,89,4,7.4,28,2.87,14.0,0.445,0.14,0.0666666666666666,0.74,0.287,2.8,4,4,4,4,4,4,1,1
19650041,0.6019450605361366,36,15000,1,0,1,0,0,0,15.0,1,0,0,1,0,1,0,0,1,1,96,0,11.0,38,3.78,16.9,0.48,0.19,0.0,1.1,0.378,3.38,4,5,4,5,3,5,1,1
19650072,0.954424398357919,52,5000,0,1,0,0,1,0,5.0,1,0,0,2,4,4,0,0,1,1,262,37,27.6,61,6.48,39.3,1.31,0.305,0.6166666666666667,2.76,0.648,7.859999999999999,4,3,2,3,3,5,1,1
19650138,0.3735873657560173,48,15000,1,0,0,0,0,0,15.0,1,0,1,2,4,4,2,1,0,1,75,1,4.4,34,3.25,14.0,0.375,0.17,0.0166666666666666,0.44,0.325,2.8,4,5,5,5,3,5,1,1
19650139,0.6019450605361366,38,9000,0,0,0,0,0,0,9.0,1,0,1,2,4,4,0,1,0,1,257,50,23.7,120,17.61,110.0,1.285,0.6,0.8333333333333334,2.37,1.761,22.0,4,3,3,3,3,4,1,1
19650218,2.029711386372872,37,9000,0,1,0,1,0,0,9.0,1,0,0,2,2,2,0,1,0,1,52,0,7.4,30,3.25,14.0,0.26,0.15,0.0,0.74,0.325,2.8,4,4,2,3,3,5,1,1
19650224,0.8584724543995766,48,5000,0,1,1,0,0,0,5.0,1,0,0,1,1,1,0,0,1,1,197,46,12.8,40,4.06,24.0,0.985,0.2,0.7666666666666667,1.28,0.4059999999999999,4.8,4,3,2,2,3,5,1,1
19650224,0.8584724543995766,48,5000,0,1,1,0,0,0,5.0,1,0,0,1,1,1,0,1,0,1,182,27,16.8,40,4.06,24.0,0.91,0.2,0.45,1.6800000000000002,0.4059999999999999,4.8,4,3,2,2,3,5,1,1
