run_label,run_id,synthetic_respondent_id,persona_id,source_profile_id,source_baseline_id,survey_stratum,survey_text,group_code,purpose_code,purpose_text,first_class,first_class_text,ticket_code,ticket_text,who_code,who_text,luggage_code,luggage_text,age_code,age_text,male,sex_text,income_code,income_text,ga,ga_text,origin_code,origin_text,dest_code,dest_text,car_av,car_av_text,template_id,generated_at_utc,anchor_train_time,anchor_train_cost,anchor_sm_time,anchor_sm_cost,anchor_car_time,anchor_car_cost
ai_run_01,1,11,SMAI01_0011,929,856,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,3,payer code 3,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL018,2026-03-28T19:05:27.873298+00:00,203,176,90,210,160,115
ai_run_01,1,12,SMAI01_0012,568,671,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL004,2026-03-28T19:05:27.874336+00:00,92,60,37,74,80,60
ai_run_01,1,13,SMAI01_0013,304,354,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,1,age code 1,1,male,1,income code 1,1,has a GA travelcard,22,origin zone code 22,25,destination zone code 25,1,car is available for this trip,S0_TPL006,2026-03-28T19:05:27.874859+00:00,254,0,125,0,180,165
ai_run_01,1,14,SMAI01_0014,58,7,0,survey stratum 0,2,1,purpose code 1,0,second class,8,ticket category code 8,2,payer code 2,1,luggage code 1,1,age code 1,1,male,4,income code 4,0,does not have a GA travelcard,17,origin zone code 17,20,destination zone code 20,1,car is available for this trip,S0_TPL117,2026-03-28T19:05:27.877865+00:00,87,35,32,44,90,140
ai_run_01,1,15,SMAI01_0015,492,668,1,survey stratum 1,3,1,purpose code 1,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL067,2026-03-28T19:05:27.880866+00:00,92,60,37,76,90,60
ai_run_01,1,16,SMAI01_0016,802,498,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,25,destination zone code 25,1,car is available for this trip,S1_TPL026,2026-03-28T19:05:27.882430+00:00,197,176,121,210,180,110
ai_run_01,1,17,SMAI01_0017,98,238,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,2,payer code 2,3,luggage code 3,2,age code 2,1,male,3,income code 3,1,has a GA travelcard,10,origin zone code 10,1,destination zone code 1,1,car is available for this trip,S0_TPL011,2026-03-28T19:05:27.883473+00:00,184,0,76,0,190,95
ai_run_01,1,18,SMAI01_0018,816,584,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL013,2026-03-28T19:05:27.884846+00:00,148,45,96,53,120,70
ai_run_01,1,19,SMAI01_0019,316,385,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,2,age code 2,0,female,1,income code 1,1,has a GA travelcard,2,origin zone code 2,1,destination zone code 1,0,car is not available for this trip,S0_TPL070,2026-03-28T19:05:27.886422+00:00,189,0,76,0,0,0
ai_run_01,1,20,SMAI01_0020,242,81,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,4,age code 4,0,female,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,22,destination zone code 22,1,car is available for this trip,S0_TPL154,2026-03-28T19:05:27.888997+00:00,63,40,39,50,40,15
ai_run_01,1,21,SMAI01_0021,582,887,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL001,2026-03-28T19:05:27.890023+00:00,220,210,91,254,220,145
ai_run_01,1,22,SMAI01_0022,234,21,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,17,destination zone code 17,0,car is not available for this trip,S0_TPL006,2026-03-28T19:05:27.890531+00:00,133,80,57,95,0,0
ai_run_01,1,23,SMAI01_0023,85,95,0,survey stratum 0,2,1,purpose code 1,1,first class,5,ticket category code 5,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,17,destination zone code 17,1,car is available for this trip,S0_TPL020,2026-03-28T19:05:27.891570+00:00,107,4200,52,5460,120,80
ai_run_01,1,24,SMAI01_0024,387,48,0,survey stratum 0,2,3,purpose code 3,1,first class,7,ticket category code 7,1,payer code 1,1,luggage code 1,5,age code 5,0,female,1,income code 1,1,has a GA travelcard,25,origin zone code 25,23,destination zone code 23,1,car is available for this trip,S0_TPL083,2026-03-28T19:05:27.893090+00:00,47,0,23,0,40,84
ai_run_01,1,25,SMAI01_0025,254,32,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,2,destination zone code 2,0,car is not available for this trip,S0_TPL019,2026-03-28T19:05:27.894093+00:00,238,50,109,65,0,0
ai_run_01,1,26,SMAI01_0026,631,717,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL016,2026-03-28T19:05:27.895091+00:00,130,60,77,71,100,65
ai_run_01,1,27,SMAI01_0027,746,728,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,4,age code 4,0,female,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S1_TPL004,2026-03-28T19:05:27.896090+00:00,200,105,71,128,210,150
ai_run_01,1,28,SMAI01_0028,44,37,0,survey stratum 0,2,1,purpose code 1,0,second class,6,ticket category code 6,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,1,has a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S0_TPL093,2026-03-28T19:05:27.897848+00:00,59,0,35,0,50,40
ai_run_01,1,29,SMAI01_0029,30,72,0,survey stratum 0,2,1,purpose code 1,0,second class,5,ticket category code 5,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,2,destination zone code 2,1,car is available for this trip,S0_TPL009,2026-03-28T19:05:27.898847+00:00,127,71,78,86,100,144
ai_run_01,1,30,SMAI01_0030,811,567,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,0,no luggage,5,age code 5,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S1_TPL095,2026-03-28T19:05:27.899847+00:00,108,42,53,50,100,65
ai_run_01,1,31,SMAI01_0031,595,905,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,0,payer code 0,0,no luggage,2,age code 2,1,male,0,income code 0,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S1_TPL043,2026-03-28T19:05:27.901353+00:00,229,210,100,264,220,150
ai_run_01,1,32,SMAI01_0032,902,937,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,18,destination zone code 18,1,car is available for this trip,S1_TPL015,2026-03-28T19:05:27.903355+00:00,200,19,71,25,190,115
ai_run_01,1,33,SMAI01_0033,804,749,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,17,destination zone code 17,1,car is available for this trip,S1_TPL009,2026-03-28T19:05:27.903355+00:00,92,60,37,76,80,50
ai_run_01,1,34,SMAI01_0034,604,506,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,0,no luggage,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S1_TPL004,2026-03-28T19:05:27.904356+00:00,265,218,162,256,220,115
ai_run_01,1,35,SMAI01_0035,379,90,0,survey stratum 0,2,3,purpose code 3,1,first class,6,ticket category code 6,1,payer code 1,1,luggage code 1,3,age code 3,1,male,3,income code 3,1,has a GA travelcard,2,origin zone code 2,17,destination zone code 17,0,car is not available for this trip,S0_TPL174,2026-03-28T19:05:27.907354+00:00,97,0,44,0,0,0
ai_run_01,1,36,SMAI01_0036,589,511,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,3,payer code 3,0,no luggage,5,age code 5,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL014,2026-03-28T19:05:27.909062+00:00,95,19,40,25,110,75
ai_run_01,1,37,SMAI01_0037,257,84,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,10,destination zone code 10,1,car is available for this trip,S0_TPL001,2026-03-28T19:05:27.909581+00:00,177,83,69,108,150,100
ai_run_01,1,38,SMAI01_0038,910,701,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S1_TPL139,2026-03-28T19:05:27.912183+00:00,163,84,108,98,140,100
ai_run_01,1,39,SMAI01_0039,229,380,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,1,age code 1,1,male,1,income code 1,0,does not have a GA travelcard,25,origin zone code 25,2,destination zone code 2,0,car is not available for this trip,S0_TPL004,2026-03-28T19:05:27.913234+00:00,172,4200,59,5460,0,0
ai_run_01,1,40,SMAI01_0040,893,709,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,1,car is available for this trip,S1_TPL013,2026-03-28T19:05:27.914277+00:00,229,97,174,109,160,95
ai_run_01,1,41,SMAI01_0041,611,563,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,1,luggage code 1,5,age code 5,1,male,1,income code 1,0,does not have a GA travelcard,25,origin zone code 25,2,destination zone code 2,1,car is available for this trip,S1_TPL004,2026-03-28T19:05:27.914798+00:00,132,42,77,49,110,65
ai_run_01,1,42,SMAI01_0042,730,455,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL135,2026-03-28T19:05:27.917407+00:00,125,40,49,46,120,70
ai_run_01,1,43,SMAI01_0043,464,573,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,1,payer code 1,0,no luggage,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL109,2026-03-28T19:05:27.919490+00:00,176,46,124,53,130,65
ai_run_01,1,44,SMAI01_0044,871,783,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,25,origin zone code 25,9,destination zone code 9,1,car is available for this trip,S1_TPL005,2026-03-28T19:05:27.920518+00:00,117,68,62,81,90,60
ai_run_01,1,45,SMAI01_0045,921,765,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL007,2026-03-28T19:05:27.921521+00:00,97,65,42,76,90,55
ai_run_01,1,46,SMAI01_0046,711,845,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,25,destination zone code 25,1,car is available for this trip,S1_TPL021,2026-03-28T19:05:27.922522+00:00,181,181,126,204,150,100
ai_run_01,1,47,SMAI01_0047,677,658,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,25,origin zone code 25,2,destination zone code 2,1,car is available for this trip,S1_TPL135,2026-03-28T19:05:27.925523+00:00,133,81,84,92,110,75
ai_run_01,1,48,SMAI01_0048,671,616,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL006,2026-03-28T19:05:27.926883+00:00,247,128,80,165,220,135
ai_run_01,1,49,SMAI01_0049,14,335,0,survey stratum 0,2,1,purpose code 1,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,17,destination zone code 17,1,car is available for this trip,S0_TPL091,2026-03-28T19:05:27.928941+00:00,144,1850,89,2405,100,40
ai_run_01,1,50,SMAI01_0050,35,262,0,survey stratum 0,2,1,purpose code 1,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,2,age code 2,0,female,1,income code 1,1,has a GA travelcard,1,origin zone code 1,17,destination zone code 17,0,car is not available for this trip,S0_TPL011,2026-03-28T19:05:27.929451+00:00,88,0,35,0,0,0
ai_run_01,1,51,SMAI01_0051,83,282,0,survey stratum 0,2,1,purpose code 1,1,first class,5,ticket category code 5,2,payer code 2,1,luggage code 1,2,age code 2,0,female,4,income code 4,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S0_TPL001,2026-03-28T19:05:27.930472+00:00,96,68,72,83,70,50
ai_run_01,1,52,SMAI01_0052,18,72,0,survey stratum 0,2,1,purpose code 1,0,second class,2,ticket category code 2,1,payer code 1,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,25,destination zone code 25,1,car is available for this trip,S0_TPL010,2026-03-28T19:05:27.930989+00:00,127,71,78,86,100,144
ai_run_01,1,53,SMAI01_0053,477,712,1,survey stratum 1,3,1,purpose code 1,1,first class,1,ticket category code 1,1,payer code 1,0,no luggage,2,age code 2,0,female,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,2,destination zone code 2,1,car is available for this trip,S1_TPL003,2026-03-28T19:05:27.932016+00:00,250,109,121,133,220,135
ai_run_01,1,54,SMAI01_0054,874,789,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,3,destination zone code 3,1,car is available for this trip,S1_TPL101,2026-03-28T19:05:27.934076+00:00,187,76,142,90,140,95
ai_run_01,1,55,SMAI01_0055,680,918,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,0,no luggage,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,20,origin zone code 20,10,destination zone code 10,1,car is available for this trip,S1_TPL002,2026-03-28T19:05:27.934593+00:00,189,167,146,184,180,115
ai_run_01,1,56,SMAI01_0056,550,481,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL008,2026-03-28T19:05:27.935599+00:00,54,29,30,37,40,35
ai_run_01,1,57,SMAI01_0057,704,864,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL057,2026-03-28T19:05:27.937168+00:00,145,147,90,176,100,50
ai_run_01,1,58,SMAI01_0058,391,91,0,survey stratum 0,2,3,purpose code 3,1,first class,8,ticket category code 8,1,payer code 1,0,no luggage,4,age code 4,0,female,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,22,destination zone code 22,1,car is available for this trip,S0_TPL019,2026-03-28T19:05:27.937690+00:00,77,4200,22,5460,90,120
ai_run_01,1,59,SMAI01_0059,763,898,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,17,destination zone code 17,1,car is available for this trip,S1_TPL095,2026-03-28T19:05:27.939697+00:00,200,210,71,256,210,135
ai_run_01,1,60,SMAI01_0060,24,383,0,survey stratum 0,2,1,purpose code 1,0,second class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,0,car is not available for this trip,S0_TPL004,2026-03-28T19:05:27.941201+00:00,92,2900,37,3770,0,0
ai_run_01,1,61,SMAI01_0061,454,936,1,survey stratum 1,3,1,purpose code 1,0,second class,1,ticket category code 1,3,payer code 3,0,no luggage,2,age code 2,0,female,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL017,2026-03-28T19:05:27.942203+00:00,163,155,120,181,130,95
ai_run_01,1,62,SMAI01_0062,21,361,0,survey stratum 0,2,1,purpose code 1,0,second class,3,ticket category code 3,1,payer code 1,0,no luggage,2,age code 2,1,male,4,income code 4,0,does not have a GA travelcard,25,origin zone code 25,2,destination zone code 2,0,car is not available for this trip,S0_TPL015,2026-03-28T19:05:27.943203+00:00,153,136,98,155,0,0
ai_run_01,1,63,SMAI01_0063,20,58,0,survey stratum 0,2,1,purpose code 1,0,second class,2,ticket category code 2,2,payer code 2,1,luggage code 1,2,age code 2,0,female,1,income code 1,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S0_TPL053,2026-03-28T19:05:27.944204+00:00,80,179,31,233,60,30
ai_run_01,1,64,SMAI01_0064,99,99,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,3,payer code 3,1,luggage code 1,3,age code 3,1,male,3,income code 3,1,has a GA travelcard,1,origin zone code 1,17,destination zone code 17,1,car is available for this trip,S0_TPL002,2026-03-28T19:05:27.945209+00:00,116,0,63,0,70,45
ai_run_01,1,65,SMAI01_0065,930,443,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,3,payer code 3,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL073,2026-03-28T19:05:27.947203+00:00,271,66,104,86,230,145
ai_run_01,1,66,SMAI01_0066,476,751,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,3,payer code 3,0,no luggage,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,19,destination zone code 19,1,car is available for this trip,S1_TPL088,2026-03-28T19:05:27.949202+00:00,200,105,71,128,190,140
ai_run_01,1,67,SMAI01_0067,25,247,0,survey stratum 0,2,1,purpose code 1,0,second class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S0_TPL001,2026-03-28T19:05:27.949202+00:00,98,32,87,39,100,40
ai_run_01,1,68,SMAI01_0068,734,591,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL027,2026-03-28T19:05:27.950706+00:00,164,52,56,64,170,105
ai_run_01,1,69,SMAI01_0069,867,890,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,11,destination zone code 11,1,car is available for this trip,S1_TPL025,2026-03-28T19:05:27.951713+00:00,283,245,95,316,240,200
ai_run_01,1,70,SMAI01_0070,92,285,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,1,has a GA travelcard,1,origin zone code 1,17,destination zone code 17,1,car is available for this trip,S0_TPL001,2026-03-28T19:05:27.952710+00:00,160,0,136,0,150,30
ai_run_01,1,71,SMAI01_0071,39,46,0,survey stratum 0,2,1,purpose code 1,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,2,age code 2,1,male,2,income code 2,1,has a GA travelcard,17,origin zone code 17,2,destination zone code 2,0,car is not available for this trip,S0_TPL138,2026-03-28T19:05:27.955712+00:00,132,0,79,0,0,0
ai_run_01,1,72,SMAI01_0072,718,681,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S1_TPL136,2026-03-28T19:05:27.957710+00:00,290,109,184,133,250,145
ai_run_01,1,73,SMAI01_0073,100,284,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,3,payer code 3,1,luggage code 1,4,age code 4,0,female,3,income code 3,1,has a GA travelcard,22,origin zone code 22,2,destination zone code 2,0,car is not available for this trip,S0_TPL092,2026-03-28T19:05:27.959709+00:00,46,0,22,0,0,0
ai_run_01,1,74,SMAI01_0074,230,376,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,2,age code 2,0,female,1,income code 1,0,does not have a GA travelcard,17,origin zone code 17,1,destination zone code 1,0,car is not available for this trip,S0_TPL094,2026-03-28T19:05:27.961214+00:00,147,4200,92,5460,0,0
ai_run_01,1,75,SMAI01_0075,831,484,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,0,payer code 0,0,no luggage,2,age code 2,1,male,0,income code 0,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL030,2026-03-28T19:05:27.962216+00:00,101,36,90,59,60,30
ai_run_01,1,76,SMAI01_0076,71,281,0,survey stratum 0,2,1,purpose code 1,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,0,female,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S0_TPL005,2026-03-28T19:05:27.963215+00:00,46,37,22,43,50,30
