experiment_name,respondent_id,persona_id,task_id,task_index,choice_label,chosen_alternative_id,chosen_alternative_name,is_valid_choice,female,gender_text,age_band,age_years,income_band,metropolis,metropolis_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,3,P0003,SD03,3,D,private_car,Private Car,1,0,male,68_plus,70,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,3,P0003,SD04,4,D,private_car,Private Car,1,0,male,68_plus,70,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,3,P0003,SD05,5,D,private_car,Private Car,1,0,male,68_plus,70,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,3,P0003,SD06,6,D,private_car,Private Car,1,0,male,68_plus,70,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,4,P0004,SD01,1,B,bikesharing,Bike Sharing,1,0,male,40_49,42,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,4,P0004,SD02,2,D,private_car,Private Car,1,0,male,40_49,42,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,4,P0004,SD03,3,D,private_car,Private Car,1,0,male,40_49,42,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,4,P0004,SD04,4,D,private_car,Private Car,1,0,male,40_49,42,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,4,P0004,SD05,5,B,bikesharing,Bike Sharing,1,0,male,40_49,42,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,4,P0004,SD06,6,B,bikesharing,Bike Sharing,1,0,male,40_49,42,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,5,P0005,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,5,P0005,SD02,2,B,bikesharing,Bike Sharing,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,5,P0005,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,5,P0005,SD04,4,D,private_car,Private Car,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,5,P0005,SD05,5,B,bikesharing,Bike Sharing,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,5,P0005,SD06,6,B,bikesharing,Bike Sharing,1,1,female,40_49,48,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,6,P0006,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,6,P0006,SD02,2,B,bikesharing,Bike Sharing,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,6,P0006,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,6,P0006,SD04,4,D,private_car,Private Car,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,6,P0006,SD05,5,B,bikesharing,Bike Sharing,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,6,P0006,SD06,6,B,bikesharing,Bike Sharing,1,0,male,50_59,59,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,7,P0007,SD01,1,D,private_car,Private Car,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,7,P0007,SD02,2,D,private_car,Private Car,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,7,P0007,SD03,3,D,private_car,Private Car,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,7,P0007,SD04,4,D,private_car,Private Car,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,7,P0007,SD05,5,D,private_car,Private Car,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,7,P0007,SD06,6,D,private_car,Private Car,1,1,female,30_39,35,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,8,P0008,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,8,P0008,SD02,2,B,bikesharing,Bike Sharing,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,8,P0008,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,8,P0008,SD04,4,D,private_car,Private Car,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,8,P0008,SD05,5,B,bikesharing,Bike Sharing,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,8,P0008,SD06,6,A,e_scooter,E-Scooter Sharing,1,1,female,60_67,61,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,9,P0009,SD01,1,B,bikesharing,Bike Sharing,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,9,P0009,SD02,2,B,bikesharing,Bike Sharing,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,9,P0009,SD03,3,B,bikesharing,Bike Sharing,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,9,P0009,SD04,4,D,private_car,Private Car,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,9,P0009,SD05,5,B,bikesharing,Bike Sharing,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,9,P0009,SD06,6,B,bikesharing,Bike Sharing,1,0,male,30_39,32,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,10,P0010,SD01,1,B,bikesharing,Bike Sharing,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,10,P0010,SD02,2,D,private_car,Private Car,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,10,P0010,SD03,3,D,private_car,Private Car,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,10,P0010,SD04,4,D,private_car,Private Car,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,10,P0010,SD05,5,B,bikesharing,Bike Sharing,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,10,P0010,SD06,6,B,bikesharing,Bike Sharing,1,1,female,18_29,22,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,11,P0011,SD01,1,B,bikesharing,Bike Sharing,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,11,P0011,SD02,2,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,11,P0011,SD03,3,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,11,P0011,SD04,4,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,11,P0011,SD05,5,B,bikesharing,Bike Sharing,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,11,P0011,SD06,6,B,bikesharing,Bike Sharing,1,1,female,30_39,37,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,12,P0012,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,12,P0012,SD02,2,B,bikesharing,Bike Sharing,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,12,P0012,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,12,P0012,SD04,4,D,private_car,Private Car,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,12,P0012,SD05,5,B,bikesharing,Bike Sharing,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,12,P0012,SD06,6,B,bikesharing,Bike Sharing,1,1,female,40_49,46,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,13,P0013,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,13,P0013,SD02,2,B,bikesharing,Bike Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,13,P0013,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,13,P0013,SD04,4,D,private_car,Private Car,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,13,P0013,SD05,5,B,bikesharing,Bike Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,13,P0013,SD06,6,B,bikesharing,Bike Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,14,P0014,SD01,1,D,private_car,Private Car,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,14,P0014,SD02,2,D,private_car,Private Car,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,14,P0014,SD03,3,D,private_car,Private Car,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,14,P0014,SD04,4,D,private_car,Private Car,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,14,P0014,SD05,5,D,private_car,Private Car,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,14,P0014,SD06,6,D,private_car,Private Car,1,0,male,68_plus,74,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,15,P0015,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,15,P0015,SD02,2,B,bikesharing,Bike Sharing,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,15,P0015,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,15,P0015,SD04,4,D,private_car,Private Car,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,15,P0015,SD05,5,B,bikesharing,Bike Sharing,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,15,P0015,SD06,6,A,e_scooter,E-Scooter Sharing,1,0,male,50_59,53,500_1999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,16,P0016,SD01,1,B,bikesharing,Bike Sharing,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,16,P0016,SD02,2,D,private_car,Private Car,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,16,P0016,SD03,3,D,private_car,Private Car,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,16,P0016,SD04,4,D,private_car,Private Car,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,16,P0016,SD05,5,B,bikesharing,Bike Sharing,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,16,P0016,SD06,6,B,bikesharing,Bike Sharing,1,1,female,30_39,35,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,17,P0017,SD01,1,B,bikesharing,Bike Sharing,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,17,P0017,SD02,2,D,private_car,Private Car,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,17,P0017,SD03,3,D,private_car,Private Car,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,17,P0017,SD04,4,D,private_car,Private Car,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,17,P0017,SD05,5,B,bikesharing,Bike Sharing,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,17,P0017,SD06,6,B,bikesharing,Bike Sharing,1,1,female,68_plus,70,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,18,P0018,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,18,P0018,SD02,2,B,bikesharing,Bike Sharing,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,18,P0018,SD03,3,A,e_scooter,E-Scooter Sharing,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,18,P0018,SD04,4,D,private_car,Private Car,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,18,P0018,SD05,5,B,bikesharing,Bike Sharing,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,18,P0018,SD06,6,B,bikesharing,Bike Sharing,1,1,female,40_49,40,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,19,P0019,SD01,1,A,e_scooter,E-Scooter Sharing,1,0,male,18_29,23,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,19,P0019,SD02,2,B,bikesharing,Bike Sharing,1,0,male,18_29,23,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,19,P0019,SD03,3,A,e_scooter,E-Scooter Sharing,1,0,male,18_29,23,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,19,P0019,SD04,4,D,private_car,Private Car,1,0,male,18_29,23,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,19,P0019,SD05,5,B,bikesharing,Bike Sharing,1,0,male,18_29,23,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,19,P0019,SD06,6,B,bikesharing,Bike Sharing,1,0,male,18_29,23,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,20,P0020,SD01,1,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,20,P0020,SD02,2,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,20,P0020,SD03,3,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,20,P0020,SD04,4,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,20,P0020,SD05,5,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,20,P0020,SD06,6,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,21,P0021,SD01,1,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,51,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_session_qwen35_4b_v3,21,P0021,SD02,2,B,bikesharing,Bike Sharing,1,1,female,50_59,51,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
