respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,model_key,prompt_arm,semantic_arm,block_complexity_mean,n_core_tasks
QW0011,50270844,0.6926106659335842,84,male,65 or older,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,4,2,1,1,4,qwen3.5_9b,semantic_arm,1,0.6186940684981324,8
QW0012,44692020,2.029711386372872,26,female,30 or younger,5000,around CHF 5000 per month,0,1,0,1,0,1,5.0,1,0,0,1,2,3,1,1,0,a work trip,not high education,1,car is available for this trip,2,1,6,3,1,1,qwen3.5_9b,semantic_arm,1,0.4116198831420549,8
QW0013,30860250,0.2290902236010023,55,female,55 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,1,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,5,1,5,2,3,qwen3.5_9b,neutral_arm,0,0.5225496726050545,8
QW0014,96040078,0.954424398357919,48,male,48 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,1,0,2,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,6,3,5,1,1,qwen3.5_9b,neutral_arm,0,0.4770550923817073,8
QW0015,92460355,2.029711386372872,21,female,30 or younger,15000,around CHF 15000 per month,0,1,0,1,0,1,15.0,1,0,0,4,4,4,0,1,0,a work trip,not high education,1,car is available for this trip,2,2,2,3,2,2,qwen3.5_9b,neutral_arm,0,0.6199748701291781,8
QW0016,44630465,0.3735873657560173,51,male,51 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,0,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,1,1,1,1,1,2,qwen3.5_9b,neutral_arm,0,0.4957832474963724,8
QW0017,14050186,2.256576028779217,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,1,0,2,9,7,5,0,1,a non-work trip,not high education,1,car is available for this trip,4,1,1,4,1,1,qwen3.5_9b,semantic_arm,1,0.446791523493013,8
QW0018,10360193,0.8832827856419051,37,male,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,3,6,3,5,1,5,qwen3.5_9b,neutral_arm,0,0.45859348100402375,8
QW0019,90320693,0.2545934244605354,55,male,55 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,0,0,1,2,3,4,0,1,0,a work trip,not high education,1,car is available for this trip,3,2,4,4,3,2,qwen3.5_9b,semantic_arm,1,0.3527263454468128,8
QW0020,54200070,0.2545934244605354,41,male,41 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,2,5,3,3,qwen3.5_9b,neutral_arm,0,0.5493650800594441,8
QW0021,56080315,0.8584724543995766,45,female,45 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,1,0,2,4,4,1,1,0,a work trip,not high education,1,car is available for this trip,4,4,1,5,1,3,qwen3.5_9b,neutral_arm,0,0.5929414616907241,8
QW0022,90300344,0.2290902236010023,63,female,63 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,1,0,1,0,1,0,1,0,a work trip,high education,1,car is available for this trip,3,4,1,3,2,3,qwen3.5_9b,neutral_arm,0,0.4095118272001417,8
QW0023,52720371,0.2545934244605354,44,male,44 years old,7000,around CHF 7000 per month,0,0,0,0,1,0,7.0,0,0,0,1,2,1,0,1,0,a work trip,not high education,1,car is available for this trip,6,3,1,4,6,2,qwen3.5_9b,neutral_arm,0,0.5415362749705663,8
QW0024,44640165,0.954424398357919,63,male,63 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,0,0,0,1,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,4,3,4,1,2,qwen3.5_9b,semantic_arm,1,0.5313301054817361,8
QW0025,54440122,0.954424398357919,63,male,63 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,2,3,1,1,qwen3.5_9b,neutral_arm,0,0.6428442278721267,8
QW0026,50270287,0.3360277669782562,53,female,53 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,1,3,3,0,1,0,a work trip,high education,1,car is available for this trip,3,4,1,3,1,3,qwen3.5_9b,neutral_arm,0,0.552231993354047,8
QW0027,10360533,0.5414274486172608,39,female,39 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,2,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,1,5,1,4,qwen3.5_9b,neutral_arm,0,0.40849627813807055,8
QW0028,39110987,0.954424398357919,48,male,48 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,4,3,2,4,2,4,qwen3.5_9b,neutral_arm,0,0.6395132912587895,8
QW0029,70740007,0.2290902236010023,48,female,48 years old,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,1,0,0,1,6,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,1,2,1,2,qwen3.5_9b,semantic_arm,1,0.4124550499734465,8
QW0030,50760337,0.5414274486172608,34,female,34 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,3,1,3,2,3,qwen3.5_9b,neutral_arm,0,0.5239633630108951,8
QW0031,42270623,0.954424398357919,46,male,46 years old,7384,around CHF 7384 per month,0,1,0,0,0,0,7.384,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,2,2,3,1,qwen3.5_9b,semantic_arm,1,0.5549031475112457,8
QW0032,52730184,2.029711386372872,21,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,0,0,0,3,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,4,3,qwen3.5_9b,semantic_arm,1,0.44742680372637655,8
QW0033,10540515,0.7944811628173415,29,female,30 or younger,7000,around CHF 7000 per month,1,0,0,1,0,1,7.0,1,0,0,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,6,2,3,2,1,qwen3.5_9b,neutral_arm,0,0.5181885493034026,8
QW0034,10540689,0.6019450605361366,38,male,38 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,1,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,3,2,2,qwen3.5_9b,semantic_arm,1,0.6007140003386224,8
QW0035,10360624,1.423375818700105,19,male,30 or younger,-1,unknown income,0,1,0,0,0,1,-0.001,1,0,0,2,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,3,2,2,5,1,1,qwen3.5_9b,semantic_arm,1,0.5174074542230929,8
QW0036,96040538,0.954424398357919,49,male,49 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,2,1,5,0,1,0,a work trip,not high education,1,car is available for this trip,1,3,2,3,2,2,qwen3.5_9b,neutral_arm,0,0.5457855640053781,8
QW0037,90300012,0.954424398357919,57,male,57 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,3,0,1,0,a work trip,not high education,1,car is available for this trip,2,4,3,3,6,4,qwen3.5_9b,semantic_arm,1,0.4501115845945904,8
QW0038,50270088,0.2290902236010023,57,female,57 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,0,0,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,4,4,6,4,6,3,qwen3.5_9b,semantic_arm,1,0.5418217679448881,8
QW0039,53060150,0.954424398357919,56,male,56 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,0,0,1,2,5,4,1,1,0,a work trip,not high education,1,car is available for this trip,2,4,2,4,3,2,qwen3.5_9b,neutral_arm,0,0.4233396035591819,8
QW0040,19130855,2.029711386372872,34,female,34 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,4,4,2,2,qwen3.5_9b,semantic_arm,1,0.3065754209530486,8
QW0041,28240202,0.6019450605361366,39,male,39 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,1,1,5,2,3,qwen3.5_9b,semantic_arm,1,0.5886213063369693,8
QW0042,28420051,3.4343260688387685,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,4,2,1,2,qwen3.5_9b,semantic_arm,1,0.541561597023689,8
QW0043,39111287,0.8584724543995766,40,female,40 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,6,4,2,5,1,6,qwen3.5_9b,semantic_arm,1,0.5223194116315045,8
QW0044,95240219,0.2545934244605354,55,male,55 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,3,1,2,3,2,qwen3.5_9b,semantic_arm,1,0.46251899629624527,8
QW0045,53060385,2.029711386372872,35,female,35 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,2,3,2,2,qwen3.5_9b,neutral_arm,0,0.6338097732466249,8
QW0046,54540811,2.029711386372872,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,3,4,4,5,qwen3.5_9b,neutral_arm,0,0.4972537313934343,8
QW0047,54200675,0.2545934244605354,41,male,41 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,1,4,3,1,1,0,a work trip,high education,1,car is available for this trip,2,3,1,4,2,3,qwen3.5_9b,neutral_arm,0,0.44363250229551215,8
QW0048,10540297,0.3735873657560173,44,male,44 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,2,2,5,2,2,qwen3.5_9b,semantic_arm,1,0.5491476217591562,8
QW0049,54540466,0.3735873657560173,64,male,64 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,2,3,5,2,4,qwen3.5_9b,neutral_arm,0,0.5068859461850728,8
QW0050,19650242,0.2290902236010023,52,female,52 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,2,4,4,1,0,1,a non-work trip,high education,1,car is available for this trip,4,4,3,5,1,4,qwen3.5_9b,semantic_arm,1,0.5545407402392613,8
QW0051,70130947,0.3735873657560173,49,male,49 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,5,5,0,1,0,a work trip,high education,1,car is available for this trip,5,4,1,4,1,4,qwen3.5_9b,semantic_arm,1,0.3776489384965256,8
QW0052,28000700,0.2290902236010023,42,female,42 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,3,1,0,a work trip,high education,1,car is available for this trip,2,4,1,4,1,2,qwen3.5_9b,neutral_arm,0,0.4601455976017955,8
QW0053,14050047,2.256576028779217,31,male,31 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,1,3,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,4,4,3,2,qwen3.5_9b,neutral_arm,0,0.3972592912432852,8
QW0054,30860246,0.3735873657560173,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,2,5,2,4,1,2,qwen3.5_9b,neutral_arm,0,0.3518533437552968,8
QW0055,54260218,0.5414274486172608,33,female,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,2,0,1,0,a work trip,high education,1,car is available for this trip,4,4,2,4,1,5,qwen3.5_9b,neutral_arm,0,0.46523556463234783,8
QW0056,30860768,0.2545934244605354,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,4,5,6,5,6,4,qwen3.5_9b,semantic_arm,1,0.47094719931966056,8
QW0057,70130947,0.3735873657560173,49,male,49 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,5,5,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,4,1,4,qwen3.5_9b,semantic_arm,1,0.4154613993755909,8
QW0058,30330409,0.2290902236010023,43,female,43 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,4,4,3,3,1,3,qwen3.5_9b,semantic_arm,1,0.3926050678071533,8
QW0059,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,qwen3.5_9b,neutral_arm,0,0.3916128777627973,8
QW0060,90300953,0.8584724543995766,59,female,59 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,4,6,1,4,1,4,qwen3.5_9b,semantic_arm,1,0.4926469910411569,8
QW0061,47120871,2.256576028779217,39,male,39 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,8,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,3,3,1,qwen3.5_9b,neutral_arm,0,0.4930468084473184,8
QW0062,19650224,0.8584724543995766,48,female,48 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,4,3,3,qwen3.5_9b,neutral_arm,0,0.3634523054803556,8
QW0063,54540451,0.2545934244605354,52,male,52 years old,15000,around CHF 15000 per month,0,0,1,0,0,0,15.0,1,0,1,4,2,4,-1,1,0,a work trip,not high education,1,car is available for this trip,2,3,3,3,4,2,qwen3.5_9b,semantic_arm,1,0.5245344400812052,8
QW0064,19130149,0.2545934244605354,41,male,41 years old,3250,around CHF 3250 per month,1,0,0,1,0,0,3.25,1,0,1,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,1,1,1,4,1,4,qwen3.5_9b,semantic_arm,1,0.5797982402076958,8
QW0065,54260075,0.2290902236010023,47,female,47 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,3,1,3,3,3,qwen3.5_9b,semantic_arm,1,0.5785705025375859,8
QW0066,47120775,2.029711386372872,27,female,30 or younger,5000,around CHF 5000 per month,0,1,0,1,0,1,5.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,2,4,2,4,qwen3.5_9b,neutral_arm,0,0.5642456083417524,8
QW0067,50760209,0.5414274486172608,32,female,32 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,2,4,1,2,qwen3.5_9b,neutral_arm,0,0.5804910399316483,8
QW0068,42280540,5.121759864312539,16,female,30 or younger,6101,around CHF 6101 per month,0,1,0,0,0,1,6.101,1,0,0,1,5,5,2,1,0,a work trip,not high education,0,car is not available for this trip,2,2,4,4,4,2,qwen3.5_9b,semantic_arm,1,0.564204675838818,8
QW0069,70130388,0.2545934244605354,52,male,52 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,0,1,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,3,4,1,5,1,2,qwen3.5_9b,semantic_arm,1,0.46810450071858867,8
QW0070,54540663,0.8832827856419051,26,male,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,1,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,1,5,1,4,1,5,qwen3.5_9b,semantic_arm,1,0.555506993059666,8
QW0071,14050001,0.8584724543995766,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,5,2,1,0,a work trip,not high education,1,car is available for this trip,2,2,1,4,1,2,qwen3.5_9b,semantic_arm,1,0.5527659769187636,8
QW0072,39110816,0.5414274486172608,24,female,30 or younger,7000,around CHF 7000 per month,0,0,0,0,0,1,7.0,1,0,1,1,3,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,2,5,1,2,qwen3.5_9b,semantic_arm,1,0.43862181900756847,8
QW0073,54440426,0.3735873657560173,41,male,41 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,3,3,1,1,0,a work trip,high education,1,car is available for this trip,3,1,4,3,3,3,qwen3.5_9b,semantic_arm,1,0.4946445611722686,8
QW0074,47120931,2.256576028779217,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,3,3,4,2,2,qwen3.5_9b,neutral_arm,0,0.5598612355230213,8
QW0075,54201091,0.6019450605361366,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,0,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,5,3,4,5,2,2,qwen3.5_9b,neutral_arm,0,0.45316814010300577,8
QW0076,54540399,0.8584724543995766,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,1,0,2,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,6,6,3,qwen3.5_9b,semantic_arm,1,0.5987638367936636,8
QW0077,47120490,0.2545934244605354,49,male,49 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,2,5,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,1,4,1,2,qwen3.5_9b,neutral_arm,0,0.47814183263879384,8
QW0078,52730183,0.954424398357919,49,male,49 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,3,5,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,2,4,2,2,qwen3.5_9b,semantic_arm,1,0.43813768929803,8
QW0079,92460014,0.8584724543995766,54,female,54 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,0,0,0,4,3,3,-1,1,0,a work trip,not high education,1,car is available for this trip,2,3,1,3,2,2,qwen3.5_9b,semantic_arm,1,0.41136363605622234,8
QW0080,39120458,0.3735873657560173,58,male,58 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,2,2,0,1,0,a work trip,high education,1,car is available for this trip,5,4,3,5,3,1,qwen3.5_9b,semantic_arm,1,0.49848263169696366,8
QW0081,54440235,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,6,1,4,3,qwen3.5_9b,neutral_arm,0,0.4341136126703238,8
QW0082,28640122,2.029711386372872,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,6,1,5,1,4,qwen3.5_9b,neutral_arm,0,0.5076557018746625,8
QW0083,44630344,0.3735873657560173,49,male,49 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,0,1,0,1,5,5,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,1,4,3,2,qwen3.5_9b,neutral_arm,0,0.5064044861506292,8
QW0084,10540559,0.2545934244605354,63,male,63 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,0,1,0,2,2,2,-1,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,4,4,2,1,qwen3.5_9b,neutral_arm,0,0.4340460378813487,8
QW0085,28240969,2.256576028779217,34,male,34 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,1,5,1,1,qwen3.5_9b,neutral_arm,0,0.6164498435998211,8
QW0086,90300953,0.8584724543995766,59,female,59 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,6,1,4,1,4,qwen3.5_9b,semantic_arm,1,0.5162880300901349,8
QW0087,30860491,0.2290902236010023,46,female,46 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,1,4,2,0,1,0,a work trip,high education,1,car is available for this trip,5,5,1,5,1,3,qwen3.5_9b,semantic_arm,1,0.5559489098104846,8
QW0088,70130778,0.2545934244605354,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,3,1,2,qwen3.5_9b,semantic_arm,1,0.5735479179329797,8
QW0089,54200161,0.3360277669782562,54,female,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,1,3,2,0,1,0,a work trip,high education,1,car is available for this trip,5,5,1,5,1,5,qwen3.5_9b,neutral_arm,0,0.6049399756519436,8
QW0090,30330821,0.8832827856419051,31,male,31 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,0,0,1,2,0,1,0,a work trip,high education,1,car is available for this trip,5,1,2,4,1,2,qwen3.5_9b,semantic_arm,1,0.5161430357435515,8
QW0091,39120509,0.3735873657560173,52,male,52 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,2,5,0,1,0,a work trip,high education,1,car is available for this trip,5,4,3,5,3,2,qwen3.5_9b,semantic_arm,1,0.5778544419741146,8
QW0092,11460027,0.8584724543995766,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,1,2,2,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,1,2,4,1,2,qwen3.5_9b,neutral_arm,0,0.41812876564811086,8
QW0093,30330486,0.7944811628173415,34,female,34 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,3,1,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,5,1,1,qwen3.5_9b,semantic_arm,1,0.4436014687327815,8
QW0094,54200622,0.8584724543995766,63,female,63 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,1,4,2,0,1,0,a work trip,not high education,1,car is available for this trip,4,4,4,3,2,4,qwen3.5_9b,neutral_arm,0,0.5435902176390945,8
QW0095,10980079,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,2,7,5,3,0,1,a non-work trip,high education,1,car is available for this trip,4,5,1,5,1,3,qwen3.5_9b,semantic_arm,1,0.5847859304653672,8
QW0096,54541041,2.256576028779217,36,male,36 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,0,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,2,4,1,2,qwen3.5_9b,neutral_arm,0,0.5539288481088258,8
QW0097,92460449,0.7495589495214057,67,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,1,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,4,2,3,2,2,qwen3.5_9b,neutral_arm,0,0.4521362471958744,8
QW0098,54421043,0.3735873657560173,51,male,51 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,0,4,4,0,0,1,a non-work trip,high education,1,car is available for this trip,5,3,2,2,1,2,qwen3.5_9b,semantic_arm,1,0.5867847043519538,8
QW0099,30330486,0.7944811628173415,34,female,34 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,5,4,1,5,1,1,qwen3.5_9b,semantic_arm,1,0.6390974255070874,8
