experiment_name,respondent_id,persona_id,task_id,task_position,choice_label,choice_code,chosen_alternative_name,is_valid_choice,grounding_is_valid,GA,CAR_AV,SEX_TEXT,AGE_TEXT,INCOME_TEXT,duration_sec,prompt_eval_count,eval_count
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0003,AI0003,AI0003_T06,6,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3929366,1484,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0003,AI0003,AI0003_T07,7,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.4405134,1694,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0003,AI0003,AI0003_T08,8,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.4796428,1911,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0003,AI0003,AI0003_T09,9,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.5467006,2133,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T01,1,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.3730045,540,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T02,2,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.295352,731,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T03,3,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.3375772,928,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T04,4,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.3864372,1130,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T05,5,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.4282221,1339,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T06,6,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.4935712,1553,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T07,7,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.5298378,1773,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T08,8,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.5714603,1999,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0004,AI0004,AI0004_T09,9,C,3,CAR,1,1,0,1,female,age code 2,income code 3,0.6346337,2231,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T01,1,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.2991757,514,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T02,2,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.3289731,692,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T03,3,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.2532155,875,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T04,4,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.3061246,1064,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T05,5,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.34671,1259,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T06,6,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.3823037,1460,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T07,7,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.455344,1667,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T08,8,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.4879598,1880,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0005,AI0005,AI0005_T09,9,A,1,TRAIN,1,1,0,0,male,age code 4,income code 1,0.5368344,2099,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T01,1,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.3136272,515,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T02,2,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.3316104,694,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T03,3,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.2572255,880,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T04,4,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.3044286,1070,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T05,5,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.3470076,1267,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T06,6,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.3826507,1469,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T07,7,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.4476578,1678,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T08,8,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.48287,1894,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0006,AI0006,AI0006_T09,9,C,3,CAR,1,1,0,1,male,age code 2,income code 0,0.5485644,2115,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T01,1,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3072351,524,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2241954,709,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T03,3,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2631191,897,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3225499,1091,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3508127,1292,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3996283,1499,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4504799,1712,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4948544,1932,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0007,AI0007,AI0007_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5576893,2158,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T01,1,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.2994145,529,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T02,2,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.2221913,709,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T03,3,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.2539787,895,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T04,4,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.3165403,1086,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T05,5,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.3505647,1284,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T06,6,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.395769,1487,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T07,7,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.4438744,1696,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T08,8,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.482849,1912,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0008,AI0008,AI0008_T09,9,A,1,TRAIN,1,1,0,1,male,age code 2,income code 2,0.547686,2133,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T01,1,B,2,SWISSMETRO,1,1,0,0,female,age code 4,income code 2,0.3034811,525,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T02,2,A,1,TRAIN,1,1,0,0,female,age code 4,income code 2,0.2247488,706,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T03,3,B,2,SWISSMETRO,1,1,0,0,female,age code 4,income code 2,0.2530618,893,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T04,4,A,1,TRAIN,1,1,0,0,female,age code 4,income code 2,0.3108299,1088,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T05,5,A,1,TRAIN,1,1,0,0,female,age code 4,income code 2,0.3536481,1290,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T06,6,A,1,TRAIN,1,1,0,0,female,age code 4,income code 2,0.3925649,1497,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T07,7,A,1,TRAIN,1,1,0,0,female,age code 4,income code 2,0.4522681,1710,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T08,8,A,1,TRAIN,1,1,0,0,female,age code 4,income code 2,0.4959587,1930,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0009,AI0009,AI0009_T09,9,A,1,TRAIN,1,1,0,0,female,age code 4,income code 2,0.5561493,2155,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T01,1,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.3052493,520,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.216429,698,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T03,3,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.2554591,882,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.3070912,1071,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.3443212,1267,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.390822,1468,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.4496488,1676,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.4853102,1890,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0010,AI0010,AI0010_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.5360796,2110,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T01,1,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3134085,518,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T02,2,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.215217,696,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T03,3,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.2526412,880,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T04,4,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3086901,1070,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T05,5,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3381147,1266,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T06,6,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3843346,1469,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T07,7,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.443352,1678,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T08,8,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.4822896,1892,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0011,AI0011,AI0011_T09,9,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.5400387,2112,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T01,1,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3009486,527,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T02,2,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.2239355,709,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T03,3,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.2650054,897,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T04,4,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3145634,1090,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T05,5,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3512024,1289,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T06,6,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3958508,1495,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T07,7,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.4468303,1707,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T08,8,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.4960999,1924,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0012,AI0012,AI0012_T09,9,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.5525209,2147,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T01,1,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.2955791,535,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T02,2,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.2229797,718,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T03,3,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.2640574,907,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T04,4,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.3134134,1102,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T05,5,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.3572286,1302,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T06,6,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.3961021,1509,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T07,7,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.4464957,1723,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T08,8,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.494178,1941,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0013,AI0013,AI0013_T09,9,A,1,TRAIN,1,1,0,1,male,age code 4,income code 2,0.5487295,2166,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T01,1,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3024178,521,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2243317,701,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T03,3,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2584693,887,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3115075,1078,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3436811,1275,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3973838,1478,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4427388,1686,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4949647,1901,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0014,AI0014,AI0014_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5431211,2121,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T01,1,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3027843,523,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2308214,706,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T03,3,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2564158,895,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3237035,1090,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3564996,1292,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.395174,1499,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4428274,1711,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5005786,1931,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0015,AI0015,AI0015_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5520335,2156,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T01,1,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.2975058,526,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T02,2,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.2322029,711,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T03,3,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.2654106,901,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T04,4,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.310394,1097,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T05,5,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3542971,1299,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T06,6,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3945513,1507,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T07,7,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.4519857,1721,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T08,8,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.4929231,1941,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0016,AI0016,AI0016_T09,9,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.5487581,2167,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T01,1,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.2780334,504,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T02,2,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.3264825,683,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T03,3,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.2594885,871,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T04,4,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.3056979,1067,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T05,5,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.3500004,1273,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T06,6,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.3978497,1487,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T07,7,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.4481252,1710,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T08,8,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.4922975,1942,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0017,AI0017,AI0017_T09,9,B,2,SWISSMETRO,1,1,1,0,male,age code 5,income code 4,0.5531297,2184,7
