model_key,block_template_id,pair_id,manipulation_type,anchor_task_index,intervention_gap_tv,randomness_envelope,excess_intervention_gap,anchor_modal_choice,twin_modal_choice
poe_deepseek_v32,DST0005,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0005,ORDER_2,order_randomization,6,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0005,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0005,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0006,LABEL_1,label_mask,3,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0006,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0006,ORDER_1,order_randomization,5,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0006,ORDER_2,order_randomization,6,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0006,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0006,PARA_2,paraphrase,2,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0007,LABEL_1,label_mask,3,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0007,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0007,ORDER_1,order_randomization,5,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0007,ORDER_2,order_randomization,6,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0007,PARA_1,paraphrase,1,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0007,PARA_2,paraphrase,2,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0008,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0008,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0008,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0008,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0008,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0008,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0009,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0009,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0009,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0009,ORDER_2,order_randomization,6,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0009,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0009,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0010,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0010,LABEL_2,label_mask,4,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0010,ORDER_1,order_randomization,5,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0010,ORDER_2,order_randomization,6,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0010,PARA_1,paraphrase,1,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0010,PARA_2,paraphrase,2,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0011,LABEL_1,label_mask,3,0.0,0.6666666666666666,-0.8333333333333333,1,1
poe_deepseek_v32,DST0011,LABEL_2,label_mask,4,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0011,ORDER_1,order_randomization,5,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0011,ORDER_2,order_randomization,6,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0011,PARA_1,paraphrase,1,0.0,0.6666666666666666,-0.8333333333333333,1,1
poe_deepseek_v32,DST0011,PARA_2,paraphrase,2,0.0,0.8333333333333334,-1.0416666666666667,0,0
poe_deepseek_v32,DST0012,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0012,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0012,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0012,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0012,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0012,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0013,LABEL_1,label_mask,3,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0013,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0013,ORDER_1,order_randomization,5,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0013,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0013,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0013,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0014,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0014,LABEL_2,label_mask,4,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0014,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0014,ORDER_2,order_randomization,6,0.25,0.5,-0.375,1,1
poe_deepseek_v32,DST0014,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0014,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0015,LABEL_1,label_mask,3,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0015,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0015,ORDER_1,order_randomization,5,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0015,ORDER_2,order_randomization,6,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0015,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0015,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0016,LABEL_1,label_mask,3,0.0,0.6666666666666666,-0.8333333333333333,0,0
poe_deepseek_v32,DST0016,LABEL_2,label_mask,4,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0016,ORDER_1,order_randomization,5,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0016,ORDER_2,order_randomization,6,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0016,PARA_1,paraphrase,1,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0016,PARA_2,paraphrase,2,0.0,0.6666666666666666,-0.8333333333333333,0,0
poe_deepseek_v32,DST0017,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0017,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0017,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0017,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0017,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0017,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0018,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0018,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0018,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0018,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0018,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0018,PARA_2,paraphrase,2,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0019,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0019,LABEL_2,label_mask,4,0.0,0.5,-0.625,0,0
poe_deepseek_v32,DST0019,ORDER_1,order_randomization,5,0.75,0.0,0.75,2,1
poe_deepseek_v32,DST0019,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0019,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0019,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0020,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0020,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0020,ORDER_1,order_randomization,5,0.0,0.5,-0.625,0,0
poe_deepseek_v32,DST0020,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0020,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0020,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0021,LABEL_1,label_mask,3,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0021,LABEL_2,label_mask,4,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0021,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0021,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0021,PARA_1,paraphrase,1,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0021,PARA_2,paraphrase,2,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0022,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0022,LABEL_2,label_mask,4,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0022,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0022,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0022,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0022,PARA_2,paraphrase,2,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0023,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0023,LABEL_2,label_mask,4,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0023,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0023,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0023,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0023,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0024,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0024,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0024,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0024,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0024,PARA_1,paraphrase,1,0.0,0.5,-0.625,0,0
poe_deepseek_v32,DST0024,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0025,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0025,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0025,ORDER_1,order_randomization,5,0.5,0.0,0.5,2,1
poe_deepseek_v32,DST0025,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
poe_deepseek_v32,DST0025,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0025,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0026,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0026,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0026,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0026,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0026,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0026,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0027,LABEL_1,label_mask,3,0.0,0.6666666666666666,-0.8333333333333333,0,0
poe_deepseek_v32,DST0027,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0027,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0027,ORDER_2,order_randomization,6,0.0,0.6666666666666666,-0.8333333333333333,1,1
poe_deepseek_v32,DST0027,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0027,PARA_2,paraphrase,2,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0028,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0028,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0028,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0028,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0028,PARA_1,paraphrase,1,0.0,0.5,-0.625,0,0
poe_deepseek_v32,DST0028,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0029,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0029,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0029,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0029,ORDER_2,order_randomization,6,0.0,0.6666666666666666,-0.8333333333333333,1,1
poe_deepseek_v32,DST0029,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0029,PARA_2,paraphrase,2,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0030,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0030,LABEL_2,label_mask,4,0.0,0.0,0.0,0,0
poe_deepseek_v32,DST0030,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0030,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0030,PARA_1,paraphrase,1,0.0,0.5,-0.625,0,0
poe_deepseek_v32,DST0030,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0031,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0031,LABEL_2,label_mask,4,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0031,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0031,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0031,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0031,PARA_2,paraphrase,2,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0032,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0032,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0032,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0032,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0032,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0032,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0033,LABEL_1,label_mask,3,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0033,LABEL_2,label_mask,4,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0033,ORDER_1,order_randomization,5,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0033,ORDER_2,order_randomization,6,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0033,PARA_1,paraphrase,1,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0033,PARA_2,paraphrase,2,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0034,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0034,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0034,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0034,ORDER_2,order_randomization,6,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0034,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0034,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0035,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0035,LABEL_2,label_mask,4,0.0,0.5,-0.625,0,0
poe_deepseek_v32,DST0035,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0035,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0035,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0035,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0036,LABEL_1,label_mask,3,0.0,0.6666666666666666,-0.8333333333333333,0,0
poe_deepseek_v32,DST0036,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0036,ORDER_1,order_randomization,5,0.0,0.0,0.0,0,0
poe_deepseek_v32,DST0036,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0036,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0036,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0037,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0037,LABEL_2,label_mask,4,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0037,ORDER_1,order_randomization,5,0.25,0.5,-0.375,1,1
poe_deepseek_v32,DST0037,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0037,PARA_1,paraphrase,1,0.0,0.6666666666666666,-0.8333333333333333,0,0
poe_deepseek_v32,DST0037,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0038,LABEL_1,label_mask,3,0.0,0.6666666666666666,-0.8333333333333333,1,1
poe_deepseek_v32,DST0038,LABEL_2,label_mask,4,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0038,ORDER_1,order_randomization,5,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0038,ORDER_2,order_randomization,6,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0038,PARA_1,paraphrase,1,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0038,PARA_2,paraphrase,2,0.0,0.6666666666666666,-0.8333333333333333,0,0
poe_deepseek_v32,DST0039,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0039,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0039,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0039,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0039,PARA_1,paraphrase,1,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0039,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0040,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0040,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0040,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0040,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0040,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0040,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0041,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0041,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0041,ORDER_1,order_randomization,5,0.5,0.5,-0.125,2,0
poe_deepseek_v32,DST0041,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0041,PARA_1,paraphrase,1,0.0,0.0,0.0,0,0
poe_deepseek_v32,DST0041,PARA_2,paraphrase,2,0.0,0.5,-0.625,1,1
poe_deepseek_v32,DST0042,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0042,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0042,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0042,ORDER_2,order_randomization,6,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0042,PARA_1,paraphrase,1,0.25,0.6666666666666666,-0.5833333333333333,0,1
poe_deepseek_v32,DST0042,PARA_2,paraphrase,2,0.0,0.5,-0.625,2,2
poe_deepseek_v32,DST0043,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0043,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0043,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0043,ORDER_2,order_randomization,6,0.5,0.6666666666666666,-0.33333333333333326,0,1
poe_deepseek_v32,DST0043,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0043,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0044,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0044,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0044,ORDER_1,order_randomization,5,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0044,ORDER_2,order_randomization,6,0.25,0.0,0.25,2,2
poe_deepseek_v32,DST0044,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0044,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0045,LABEL_1,label_mask,3,0.0,0.6666666666666666,-0.8333333333333333,1,1
poe_deepseek_v32,DST0045,LABEL_2,label_mask,4,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0045,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0045,ORDER_2,order_randomization,6,0.0,0.5,-0.625,0,0
poe_deepseek_v32,DST0045,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0045,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0046,LABEL_1,label_mask,3,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0046,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0046,ORDER_1,order_randomization,5,0.25,0.0,0.25,0,0
poe_deepseek_v32,DST0046,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0046,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0046,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0047,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0047,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0047,ORDER_1,order_randomization,5,0.5,0.5,-0.125,0,2
poe_deepseek_v32,DST0047,ORDER_2,order_randomization,6,0.0,0.0,0.0,2,2
poe_deepseek_v32,DST0047,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0047,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0048,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0048,LABEL_2,label_mask,4,0.0,0.8333333333333334,-1.0416666666666667,0,0
poe_deepseek_v32,DST0048,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0048,ORDER_2,order_randomization,6,0.5,0.5,-0.125,2,1
poe_deepseek_v32,DST0048,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0048,PARA_2,paraphrase,2,0.0,0.0,0.0,0,0
poe_deepseek_v32,DST0049,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0049,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0049,ORDER_1,order_randomization,5,0.0,0.0,0.0,0,0
poe_deepseek_v32,DST0049,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
poe_deepseek_v32,DST0049,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
