respondent_id,choice_label,choice_code,chosen_alternative_name,is_valid_choice,duration_sec
AI0170,B,1,CAR,1,0.5131009
AI0171,B,1,CAR,1,0.5205942
AI0172,B,1,CAR,1,0.4409339
AI0173,B,1,CAR,1,0.5159228
AI0174,B,1,CAR,1,0.500461
AI0175,B,1,CAR,1,0.4270785
AI0176,B,1,CAR,1,0.4323887
AI0177,B,1,CAR,1,0.505314
AI0178,B,1,CAR,1,0.5076624
AI0179,B,1,CAR,1,0.4354988
AI0180,B,1,CAR,1,0.436307
AI0181,B,1,CAR,1,0.5165
AI0182,B,1,CAR,1,0.506299
AI0183,B,1,CAR,1,0.4336344
AI0184,B,1,CAR,1,0.509247
AI0185,B,1,CAR,1,0.5052755
AI0186,B,1,CAR,1,0.5102231
AI0187,B,1,CAR,1,0.4266599
AI0188,B,1,CAR,1,0.4387404
AI0189,B,1,CAR,1,0.5065978
AI0190,B,1,CAR,1,0.5060789
AI0191,B,1,CAR,1,0.4762323
AI0192,B,1,CAR,1,0.4280093
AI0193,A,0,PT,1,0.5147584
AI0194,B,1,CAR,1,0.4390034
AI0195,B,1,CAR,1,0.4301596
AI0196,B,1,CAR,1,0.4371975
AI0197,B,1,CAR,1,0.4226933
AI0198,B,1,CAR,1,0.4354155
AI0199,B,1,CAR,1,0.4486484
AI0200,B,1,CAR,1,0.502094
AI0201,B,1,CAR,1,0.5117537
AI0202,B,1,CAR,1,0.5010773
AI0203,B,1,CAR,1,0.5125487
AI0204,B,1,CAR,1,0.4411419
AI0205,B,1,CAR,1,0.5148317
AI0206,A,0,PT,1,0.5090464
AI0207,A,0,PT,1,0.5096723
AI0208,B,1,CAR,1,0.505668
AI0209,B,1,CAR,1,0.4382169
AI0210,B,1,CAR,1,0.5138579
AI0211,B,1,CAR,1,0.441035
AI0212,B,1,CAR,1,0.444047
AI0213,B,1,CAR,1,0.4349369
AI0214,B,1,CAR,1,0.5053533
AI0215,B,1,CAR,1,0.4344156
AI0216,B,1,CAR,1,0.5203501
AI0217,B,1,CAR,1,0.5223122
AI0218,B,1,CAR,1,0.5083252
AI0219,B,1,CAR,1,0.4378069
AI0220,B,1,CAR,1,0.4364729
AI0221,B,1,CAR,1,0.5167984
AI0222,B,1,CAR,1,0.5055614
AI0223,B,1,CAR,1,0.4281441
AI0224,B,1,CAR,1,0.4371909
AI0225,B,1,CAR,1,0.4358321
AI0226,B,1,CAR,1,0.4385017
AI0227,B,1,CAR,1,0.4360972
AI0228,B,1,CAR,1,0.4337028
AI0229,B,1,CAR,1,0.4359623
AI0230,B,1,CAR,1,0.5175238
AI0231,B,1,CAR,1,0.4406168
AI0232,B,1,CAR,1,0.500696
AI0233,B,1,CAR,1,0.4411397
AI0234,B,1,CAR,1,0.4250424
AI0235,B,1,CAR,1,0.4059201
AI0236,B,1,CAR,1,0.5136954
AI0237,B,1,CAR,1,0.4444973
AI0238,B,1,CAR,1,0.4365669
AI0239,B,1,CAR,1,0.5087415
AI0240,A,0,PT,1,0.5265002
AI0241,B,1,CAR,1,0.435556
AI0242,B,1,CAR,1,0.4371789
AI0243,B,1,CAR,1,0.513501
AI0244,B,1,CAR,1,0.4397606
AI0245,B,1,CAR,1,0.4421111
AI0246,B,1,CAR,1,0.5043573
AI0247,B,1,CAR,1,0.4408973
AI0248,B,1,CAR,1,0.5090554
AI0249,B,1,CAR,1,0.5098565
AI0250,B,1,CAR,1,0.515954
AI0251,B,1,CAR,1,0.5148658
AI0252,B,1,CAR,1,0.4294518
AI0253,B,1,CAR,1,0.5158762
AI0254,B,1,CAR,1,0.4377304
AI0255,A,0,PT,1,0.4289995
AI0256,A,0,PT,1,0.5098285
AI0257,B,1,CAR,1,0.5106214
AI0258,B,1,CAR,1,0.4332838
AI0259,B,1,CAR,1,0.4421189
AI0260,B,1,CAR,1,0.4202665
AI0261,B,1,CAR,1,0.5132606
AI0262,B,1,CAR,1,0.4335004
AI0263,B,1,CAR,1,0.4329701
AI0264,B,1,CAR,1,0.5067043
AI0265,B,1,CAR,1,0.4032509
AI0266,B,1,CAR,1,0.5115399
AI0267,B,1,CAR,1,0.5136018
AI0268,B,1,CAR,1,0.4997187
AI0269,B,1,CAR,1,0.5141674
AI0270,B,1,CAR,1,0.5114465
AI0271,B,1,CAR,1,0.5047924
AI0272,B,1,CAR,1,0.4348928
AI0273,B,1,CAR,1,0.4427722
AI0274,B,1,CAR,1,0.4299139
AI0275,B,1,CAR,1,0.5100087
AI0276,B,1,CAR,1,0.4104252
AI0277,B,1,CAR,1,0.4446707
AI0278,B,1,CAR,1,0.4448477
AI0279,B,1,CAR,1,0.4608429
AI0280,B,1,CAR,1,0.519017
AI0281,B,1,CAR,1,0.4307468
AI0282,B,1,CAR,1,0.4345792
AI0283,B,1,CAR,1,0.5143248
AI0284,B,1,CAR,1,0.5093734
AI0285,B,1,CAR,1,0.513737
AI0286,B,1,CAR,1,0.5049379
AI0287,B,1,CAR,1,0.4952177
AI0288,B,1,CAR,1,0.4320124
AI0289,B,1,CAR,1,0.4308158
AI0290,B,1,CAR,1,0.5203145
AI0291,B,1,CAR,1,0.5055867
AI0292,B,1,CAR,1,0.4051461
AI0293,B,1,CAR,1,0.4314668
AI0294,B,1,CAR,1,0.5050835
AI0295,B,1,CAR,1,0.5151543
AI0296,B,1,CAR,1,0.4402969
AI0297,B,1,CAR,1,0.5026701
AI0298,C,2,SLOW_MODES,1,0.5165992
AI0299,A,0,PT,1,0.5126738
AI0300,B,1,CAR,1,0.5098466
AI0301,B,1,CAR,1,0.4266501
AI0302,B,1,CAR,1,0.4397301
AI0303,B,1,CAR,1,0.4431076
AI0304,B,1,CAR,1,0.5210007
AI0305,B,1,CAR,1,0.4445669
AI0306,B,1,CAR,1,0.5151401
AI0307,B,1,CAR,1,0.4354815
AI0308,B,1,CAR,1,0.5165831
AI0309,B,1,CAR,1,0.4315955
AI0310,B,1,CAR,1,0.5046376
AI0311,A,0,PT,1,0.5104843
AI0312,B,1,CAR,1,0.5212946
AI0313,B,1,CAR,1,0.5094606
AI0314,B,1,CAR,1,0.4372876
AI0315,B,1,CAR,1,0.4429167
AI0316,B,1,CAR,1,0.5060149
AI0317,B,1,CAR,1,0.4452343
AI0318,B,1,CAR,1,0.514131
AI0319,B,1,CAR,1,0.5127331
AI0320,B,1,CAR,1,0.4330591
AI0321,B,1,CAR,1,0.4316281
AI0322,B,1,CAR,1,0.4310596
AI0323,B,1,CAR,1,0.4389437
AI0324,B,1,CAR,1,0.4368302
AI0325,B,1,CAR,1,0.5109931
AI0326,B,1,CAR,1,0.4280453
AI0327,A,0,PT,1,0.5231874
AI0328,A,0,PT,1,0.5177662
AI0329,A,0,PT,1,0.5046349
AI0330,B,1,CAR,1,0.433383
AI0331,B,1,CAR,1,0.5082997
AI0332,B,1,CAR,1,0.4442035
AI0333,A,0,PT,1,0.4368086
AI0334,B,1,CAR,1,0.5152381
AI0335,B,1,CAR,1,0.5085325
AI0336,B,1,CAR,1,0.4341259
AI0337,B,1,CAR,1,0.5108383
AI0338,B,1,CAR,1,0.431375
AI0339,B,1,CAR,1,0.510649
AI0340,B,1,CAR,1,0.4497096
AI0341,B,1,CAR,1,0.4404121
AI0342,B,1,CAR,1,0.4456056
AI0343,B,1,CAR,1,0.4272552
AI0344,B,1,CAR,1,0.5049031
AI0345,B,1,CAR,1,0.4945718
AI0346,B,1,CAR,1,0.5025395
AI0347,B,1,CAR,1,0.439214
AI0348,B,1,CAR,1,0.435618
AI0349,B,1,CAR,1,0.5079536
AI0350,B,1,CAR,1,0.5100214
AI0351,A,0,PT,1,0.4906527
AI0352,B,1,CAR,1,0.4353016
AI0353,B,1,CAR,1,0.5089582
AI0354,B,1,CAR,1,0.4331854
AI0355,B,1,CAR,1,0.4313568
AI0356,B,1,CAR,1,0.51335
AI0357,B,1,CAR,1,2.9310438
AI0358,B,1,CAR,1,1.4704697
AI0359,B,1,CAR,1,1.6757344
AI0360,B,1,CAR,1,5.6492053
AI0361,B,1,CAR,1,0.5716523
AI0362,B,1,CAR,1,1.4822687
AI0363,B,1,CAR,1,2.5180611
AI0364,B,1,CAR,1,3.9465999
AI0365,B,1,CAR,1,1.2889145
AI0366,B,1,CAR,1,0.5927376
AI0367,B,1,CAR,1,1.5585838
AI0368,B,1,CAR,1,0.4667623
AI0369,A,0,PT,1,1.4052332
AI0370,B,1,CAR,1,3.4016857
AI0371,B,1,CAR,1,0.7539837
AI0372,B,1,CAR,1,3.3938971
AI0373,B,1,CAR,1,0.6984361
AI0374,B,1,CAR,1,1.0273089
AI0375,B,1,CAR,1,2.2238126
AI0376,B,1,CAR,1,1.56455
AI0377,B,1,CAR,1,2.5628945
AI0378,A,0,PT,1,0.9957287
AI0379,A,0,PT,1,2.5409454
AI0380,B,1,CAR,1,0.5021393
AI0381,B,1,CAR,1,0.4320533
AI0382,B,1,CAR,1,0.4298563
AI0383,B,1,CAR,1,0.4292155
AI0384,B,1,CAR,1,0.5022462
AI0385,B,1,CAR,1,0.426995
AI0386,B,1,CAR,1,0.5177504
AI0387,B,1,CAR,1,0.4625564
AI0388,B,1,CAR,1,0.501297
AI0389,B,1,CAR,1,0.5023939
AI0390,B,1,CAR,1,0.5162922
AI0391,B,1,CAR,1,0.4469538
AI0392,B,1,CAR,1,0.4354732
AI0393,B,1,CAR,1,0.4254971
AI0394,B,1,CAR,1,2.2010169
AI0395,B,1,CAR,1,1.3916466
AI0396,B,1,CAR,1,3.3187533
AI0397,B,1,CAR,1,0.6074838
AI0398,B,1,CAR,1,1.4519856
AI0399,B,1,CAR,1,0.611094
AI0400,B,1,CAR,1,0.5022487
AI0401,B,1,CAR,1,0.4310459
AI0402,B,1,CAR,1,0.4261773
AI0403,B,1,CAR,1,0.4358262
AI0404,B,1,CAR,1,0.4962054
AI0405,B,1,CAR,1,0.4500122
AI0406,B,1,CAR,1,0.4445948
AI0407,B,1,CAR,1,0.5117592
AI0408,B,1,CAR,1,0.5113985
AI0409,B,1,CAR,1,0.5002812
AI0410,B,1,CAR,1,0.5258798
AI0411,B,1,CAR,1,0.509404
AI0412,B,1,CAR,1,0.4987809
AI0413,B,1,CAR,1,0.4360316
AI0414,A,0,PT,1,0.4333146
AI0415,B,1,CAR,1,0.5141086
AI0416,B,1,CAR,1,0.4351504
AI0417,B,1,CAR,1,0.5064675
AI0418,B,1,CAR,1,0.5180685
AI0419,B,1,CAR,1,0.4941601
AI0420,B,1,CAR,1,0.4339487
AI0421,B,1,CAR,1,0.4328008
AI0422,B,1,CAR,1,0.4952667
AI0423,B,1,CAR,1,0.4404986
AI0424,B,1,CAR,1,0.4304852
AI0425,B,1,CAR,1,0.439763
AI0426,B,1,CAR,1,0.4388865
AI0427,B,1,CAR,1,0.5139581
AI0428,B,1,CAR,1,0.5018192
AI0429,B,1,CAR,1,0.434675
AI0430,B,1,CAR,1,0.4429509
AI0431,B,1,CAR,1,0.4360072
AI0432,B,1,CAR,1,0.427453
AI0433,B,1,CAR,1,0.4352534
AI0434,B,1,CAR,1,0.5001563
AI0435,B,1,CAR,1,0.43378
AI0436,B,1,CAR,1,0.4651108
AI0437,B,1,CAR,1,0.5045218
AI0438,C,2,SLOW_MODES,1,0.5065914
AI0439,B,1,CAR,1,0.4396294
AI0440,B,1,CAR,1,0.5076075
AI0441,B,1,CAR,1,0.4330387
AI0442,B,1,CAR,1,0.50876
AI0443,B,1,CAR,1,0.4302697
AI0444,B,1,CAR,1,0.4343889
AI0445,B,1,CAR,1,0.5158208
AI0446,B,1,CAR,1,0.4350541
AI0447,B,1,CAR,1,0.5109553
AI0448,B,1,CAR,1,0.494003
AI0449,B,1,CAR,1,0.4516648
AI0450,B,1,CAR,1,0.4292393
AI0451,B,1,CAR,1,0.505977
AI0452,B,1,CAR,1,0.5056104
AI0453,B,1,CAR,1,0.5107818
AI0454,B,1,CAR,1,0.4203007
AI0455,B,1,CAR,1,0.4361729
AI0456,B,1,CAR,1,0.5116856
AI0457,B,1,CAR,1,0.5188816
AI0458,B,1,CAR,1,0.4530465
AI0459,B,1,CAR,1,0.5057086
AI0460,B,1,CAR,1,0.5093558
AI0461,B,1,CAR,1,0.5011408
AI0462,B,1,CAR,1,0.5105419
AI0463,B,1,CAR,1,0.514472
AI0464,B,1,CAR,1,0.4449289
AI0465,B,1,CAR,1,0.5100541
AI0466,B,1,CAR,1,0.5073297
AI0467,B,1,CAR,1,0.4376825
AI0468,B,1,CAR,1,0.4371866
AI0469,B,1,CAR,1,0.4374143
AI0470,B,1,CAR,1,0.5061504
AI0471,A,0,PT,1,0.4341676
AI0472,B,1,CAR,1,0.4383873
AI0473,B,1,CAR,1,0.5070055
AI0474,B,1,CAR,1,0.5168362
AI0475,B,1,CAR,1,0.5059985
AI0476,B,1,CAR,1,0.4352712
AI0477,B,1,CAR,1,0.437712
AI0478,B,1,CAR,1,0.4342955
AI0479,B,1,CAR,1,0.497527
AI0480,B,1,CAR,1,0.4986137
AI0481,B,1,CAR,1,0.4447877
AI0482,B,1,CAR,1,0.4315904
AI0483,B,1,CAR,1,0.4466586
AI0484,B,1,CAR,1,0.5051412
AI0485,B,1,CAR,1,0.5083087
AI0486,B,1,CAR,1,0.5137037
AI0487,B,1,CAR,1,0.5228095
AI0488,B,1,CAR,1,0.5145176
AI0489,B,1,CAR,1,0.4432482
AI0490,B,1,CAR,1,0.5118614
AI0491,B,1,CAR,1,0.4300211
AI0492,B,1,CAR,1,0.4327396
AI0493,B,1,CAR,1,0.4312959
AI0494,B,1,CAR,1,0.4327198
AI0495,B,1,CAR,1,0.492919
AI0496,B,1,CAR,1,0.5230093
AI0497,B,1,CAR,1,0.5155882
AI0498,B,1,CAR,1,0.4401806
AI0499,B,1,CAR,1,0.4989593
AI0500,B,1,CAR,1,0.4378406
AI0501,B,1,CAR,1,0.5104217
AI0502,B,1,CAR,1,0.4395781
AI0503,B,1,CAR,1,0.4323063
AI0504,B,1,CAR,1,0.4407135
AI0505,B,1,CAR,1,0.5036676
AI0506,A,0,PT,1,0.506489
AI0507,B,1,CAR,1,0.5076937
AI0508,B,1,CAR,1,0.4403268
AI0509,B,1,CAR,1,0.5087135
AI0510,B,1,CAR,1,0.4405283
AI0511,B,1,CAR,1,0.4417316
AI0512,B,1,CAR,1,0.4307175
AI0513,B,1,CAR,1,0.5064742
AI0514,B,1,CAR,1,0.4944598
AI0515,B,1,CAR,1,0.4365071
AI0516,B,1,CAR,1,0.5066449
AI0517,B,1,CAR,1,0.5088132
AI0518,B,1,CAR,1,0.5096832
AI0519,B,1,CAR,1,0.4360178
AI0520,B,1,CAR,1,0.5101967
AI0521,B,1,CAR,1,0.4344234
AI0522,B,1,CAR,1,0.5223832
AI0523,B,1,CAR,1,0.4393785
AI0524,B,1,CAR,1,0.433644
AI0525,B,1,CAR,1,0.435259
AI0526,A,0,PT,1,0.5026898
AI0527,B,1,CAR,1,0.4404941
AI0528,B,1,CAR,1,0.5127453
AI0529,B,1,CAR,1,0.4326801
AI0530,B,1,CAR,1,0.5104944
AI0531,B,1,CAR,1,0.4155785
AI0532,B,1,CAR,1,0.4497723
AI0533,B,1,CAR,1,0.4306463
AI0534,B,1,CAR,1,0.5082879
AI0535,B,1,CAR,1,0.5137046
AI0536,B,1,CAR,1,0.5059941
AI0537,B,1,CAR,1,0.4421143
AI0538,B,1,CAR,1,0.4339196
AI0539,B,1,CAR,1,0.5043485
AI0540,B,1,CAR,1,0.5117887
AI0541,B,1,CAR,1,0.5125825
AI0542,B,1,CAR,1,0.5139053
AI0543,B,1,CAR,1,0.5075797
AI0544,B,1,CAR,1,0.4404168
AI0545,B,1,CAR,1,0.4321737
AI0546,B,1,CAR,1,0.5090291
AI0547,B,1,CAR,1,0.4099246
AI0548,B,1,CAR,1,0.507815
AI0549,B,1,CAR,1,0.513897
AI0550,B,1,CAR,1,0.4311261
AI0551,B,1,CAR,1,0.5089485
AI0552,B,1,CAR,1,0.5029098
AI0553,B,1,CAR,1,0.5037562
AI0554,B,1,CAR,1,0.4381998
AI0555,B,1,CAR,1,0.4189671
AI0556,B,1,CAR,1,0.4434863
AI0557,B,1,CAR,1,0.4430576
AI0558,B,1,CAR,1,0.4314718
AI0559,B,1,CAR,1,0.4348376
AI0560,B,1,CAR,1,0.4882505
AI0561,B,1,CAR,1,0.4357006
AI0562,B,1,CAR,1,0.5150606
AI0563,B,1,CAR,1,0.505904
AI0564,B,1,CAR,1,0.5046618
AI0565,B,1,CAR,1,0.4378002
AI0566,B,1,CAR,1,0.5186771
AI0567,B,1,CAR,1,0.5099625
AI0568,B,1,CAR,1,0.435331
AI0569,B,1,CAR,1,0.5004013
AI0570,B,1,CAR,1,0.5086901
AI0571,B,1,CAR,1,0.4483616
AI0572,B,1,CAR,1,0.5033016
AI0573,B,1,CAR,1,0.5084521
AI0574,B,1,CAR,1,0.4358796
AI0575,B,1,CAR,1,1.4431892
AI0576,B,1,CAR,1,1.5682946
AI0577,B,1,CAR,1,1.4780603
AI0578,B,1,CAR,1,0.4334495
AI0579,B,1,CAR,1,0.4305749
AI0580,B,1,CAR,1,0.483145
AI0581,B,1,CAR,1,0.5106081
AI0582,B,1,CAR,1,0.5101819
AI0583,B,1,CAR,1,0.5234287
AI0584,B,1,CAR,1,0.5108569
AI0585,B,1,CAR,1,0.5071133
AI0586,B,1,CAR,1,0.4281935
AI0587,B,1,CAR,1,0.5176646
AI0588,B,1,CAR,1,0.4378968
AI0589,B,1,CAR,1,0.5125935
AI0590,B,1,CAR,1,0.4380678
AI0591,B,1,CAR,1,0.4312395
AI0592,B,1,CAR,1,0.5091672
AI0593,A,0,PT,1,0.5132258
AI0594,B,1,CAR,1,0.5065146
AI0595,B,1,CAR,1,0.4882203
AI0596,B,1,CAR,1,0.5048454
AI0597,B,1,CAR,1,0.5063193
AI0598,B,1,CAR,1,0.5083946
AI0599,B,1,CAR,1,0.433212
AI0600,B,1,CAR,1,0.4315027
AI0601,B,1,CAR,1,0.4817956
AI0602,B,1,CAR,1,0.5098259
AI0603,B,1,CAR,1,0.5083999
AI0604,B,1,CAR,1,0.5054392
AI0605,B,1,CAR,1,0.4433659
AI0606,B,1,CAR,1,0.4206294
AI0607,B,1,CAR,1,0.5124633
AI0608,B,1,CAR,1,0.4345783
AI0609,B,1,CAR,1,0.4381057
AI0610,B,1,CAR,1,0.4388455
AI0611,B,1,CAR,1,0.4361801
AI0612,B,1,CAR,1,0.4454806
AI0613,B,1,CAR,1,0.4202337
AI0614,B,1,CAR,1,0.508835
AI0615,B,1,CAR,1,0.511347
AI0616,B,1,CAR,1,0.50614
AI0617,B,1,CAR,1,0.5071143
AI0618,B,1,CAR,1,0.4310135
AI0619,B,1,CAR,1,0.4354499
AI0620,B,1,CAR,1,0.5038298
AI0621,B,1,CAR,1,0.4346099
AI0622,B,1,CAR,1,0.5128203
AI0623,B,1,CAR,1,0.4542142
AI0624,B,1,CAR,1,0.5091675
AI0625,B,1,CAR,1,0.5154965
AI0626,B,1,CAR,1,0.525828
AI0627,A,0,PT,1,0.4356726
AI0628,B,1,CAR,1,0.5022603
AI0629,B,1,CAR,1,0.50023
AI0630,B,1,CAR,1,0.4577246
AI0631,B,1,CAR,1,0.4388264
AI0632,B,1,CAR,1,0.4370764
AI0633,B,1,CAR,1,0.4349895
AI0634,B,1,CAR,1,0.5046416
AI0635,B,1,CAR,1,0.471427
AI0636,B,1,CAR,1,0.4369393
AI0637,B,1,CAR,1,0.4287505
AI0638,B,1,CAR,1,0.4337469
AI0639,B,1,CAR,1,0.4361502
AI0640,B,1,CAR,1,0.4125618
AI0641,B,1,CAR,1,0.4932565
AI0642,B,1,CAR,1,0.5087836
AI0643,B,1,CAR,1,0.4591181
AI0644,B,1,CAR,1,0.4398252
AI0645,B,1,CAR,1,0.5048175
AI0646,B,1,CAR,1,0.4367778
AI0647,B,1,CAR,1,0.4333428
AI0648,B,1,CAR,1,0.5200965
AI0649,B,1,CAR,1,0.5017404
AI0650,B,1,CAR,1,0.5143434
AI0651,B,1,CAR,1,0.4669088
AI0652,B,1,CAR,1,0.5111993
AI0653,B,1,CAR,1,0.4491037
AI0654,B,1,CAR,1,0.5120268
AI0655,B,1,CAR,1,0.5044644
AI0656,B,1,CAR,1,0.4375302
AI0657,B,1,CAR,1,0.4338188
AI0658,B,1,CAR,1,0.5047449
AI0659,B,1,CAR,1,0.5033582
AI0660,B,1,CAR,1,0.5141246
AI0661,A,0,PT,1,0.5055197
AI0662,B,1,CAR,1,0.4243292
AI0663,B,1,CAR,1,0.523306
AI0664,B,1,CAR,1,0.5035336
AI0665,B,1,CAR,1,0.5246444
AI0666,B,1,CAR,1,0.4324544
AI0667,B,1,CAR,1,0.4822151
