respondent_id,task_index,Choice,PT_AVAILABLE,CAR_AVAILABLE,SLOW_AVAILABLE,TimePT,TimeCar,WaitingTimePT,MarginalCostPT,CostCarCHF,distance_km,panel_row_index,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,normalized_weight,age,CalculatedIncome,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01
PO0001_R3,1,1,1,1,1,15.0,10.0,0.0,0.0,1.23,7.0,1,0.075,0.05,0.0,0.0,0.123,1.4,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R3,2,1,1,1,1,63.0,24.0,9.0,12.4,2.71,15.0,2,0.315,0.12,0.15,1.24,0.271,3.0,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R3,3,1,1,1,1,115.0,48.0,10.0,6.4,5.67,35.0,3,0.575,0.24,0.16666666666666666,0.64,0.567,7.0,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R3,4,1,1,1,1,123.0,44.0,14.0,9.6,6.61,46.0,4,0.615,0.22,0.23333333333333334,0.96,0.661,9.2,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R3,5,0,1,1,1,228.0,299.0,24.0,0.0,54.84,428.5,5,1.14,1.495,0.4,0.0,5.484,85.7,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R3,6,1,1,1,1,144.0,68.0,15.0,25.0,7.91,54.0,6,0.72,0.34,0.25,2.5,0.791,10.8,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R4,1,1,1,1,1,15.0,10.0,0.0,0.0,1.23,7.0,1,0.075,0.05,0.0,0.0,0.123,1.4,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R4,2,1,1,1,1,63.0,24.0,9.0,12.4,2.71,15.0,2,0.315,0.12,0.15,1.24,0.271,3.0,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R4,3,1,1,1,1,115.0,48.0,10.0,6.4,5.67,35.0,3,0.575,0.24,0.16666666666666666,0.64,0.567,7.0,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R4,4,1,1,1,1,123.0,44.0,14.0,9.6,6.61,46.0,4,0.615,0.22,0.23333333333333334,0.96,0.661,9.2,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R4,5,0,1,1,1,228.0,299.0,24.0,0.0,54.84,428.5,5,1.14,1.495,0.4,0.0,5.484,85.7,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0001_R4,6,1,1,1,1,144.0,68.0,15.0,25.0,7.91,54.0,6,0.72,0.34,0.25,2.5,0.791,10.8,2.029711386372872,20,2000,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1
PO0002_R1,1,1,1,1,1,120.0,40.0,4.0,4.5,3.96,23.5,1,0.6,0.2,0.06666666666666667,0.45,0.396,4.7,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R1,2,1,1,1,1,71.0,12.0,0.0,4.0,1.05,6.0,2,0.355,0.06,0.0,0.4,0.10500000000000001,1.2,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R1,3,1,1,1,1,114.0,44.0,7.0,8.4,7.31,53.0,3,0.57,0.22,0.11666666666666667,0.8400000000000001,0.731,10.6,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R1,4,1,1,1,1,39.0,2.0,0.0,0.0,0.4,1.6,4,0.195,0.01,0.0,0.0,0.04,0.32,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R1,5,1,1,1,1,180.0,45.0,41.0,26.4,6.35,44.5,5,0.9,0.225,0.6833333333333333,2.6399999999999997,0.635,8.9,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R1,6,1,1,1,1,225.0,60.0,20.0,23.1,9.33,69.0,6,1.125,0.3,0.3333333333333333,2.31,0.933,13.8,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R2,1,1,1,1,1,120.0,40.0,4.0,4.5,3.96,23.5,1,0.6,0.2,0.06666666666666667,0.45,0.396,4.7,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R2,2,1,1,1,1,71.0,12.0,0.0,4.0,1.05,6.0,2,0.355,0.06,0.0,0.4,0.10500000000000001,1.2,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R2,3,1,1,1,1,114.0,44.0,7.0,8.4,7.31,53.0,3,0.57,0.22,0.11666666666666667,0.8400000000000001,0.731,10.6,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R2,4,0,1,1,1,39.0,2.0,0.0,0.0,0.4,1.6,4,0.195,0.01,0.0,0.0,0.04,0.32,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R2,5,1,1,1,1,180.0,45.0,41.0,26.4,6.35,44.5,5,0.9,0.225,0.6833333333333333,2.6399999999999997,0.635,8.9,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R2,6,1,1,1,1,225.0,60.0,20.0,23.1,9.33,69.0,6,1.125,0.3,0.3333333333333333,2.31,0.933,13.8,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R3,1,1,1,1,1,120.0,40.0,4.0,4.5,3.96,23.5,1,0.6,0.2,0.06666666666666667,0.45,0.396,4.7,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R3,2,1,1,1,1,71.0,12.0,0.0,4.0,1.05,6.0,2,0.355,0.06,0.0,0.4,0.10500000000000001,1.2,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R3,3,1,1,1,1,114.0,44.0,7.0,8.4,7.31,53.0,3,0.57,0.22,0.11666666666666667,0.8400000000000001,0.731,10.6,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R3,4,1,1,1,1,39.0,2.0,0.0,0.0,0.4,1.6,4,0.195,0.01,0.0,0.0,0.04,0.32,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R3,5,1,1,1,1,180.0,45.0,41.0,26.4,6.35,44.5,5,0.9,0.225,0.6833333333333333,2.6399999999999997,0.635,8.9,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R3,6,1,1,1,1,225.0,60.0,20.0,23.1,9.33,69.0,6,1.125,0.3,0.3333333333333333,2.31,0.933,13.8,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R4,1,1,1,1,1,120.0,40.0,4.0,4.5,3.96,23.5,1,0.6,0.2,0.06666666666666667,0.45,0.396,4.7,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R4,2,1,1,1,1,71.0,12.0,0.0,4.0,1.05,6.0,2,0.355,0.06,0.0,0.4,0.10500000000000001,1.2,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R4,3,1,1,1,1,114.0,44.0,7.0,8.4,7.31,53.0,3,0.57,0.22,0.11666666666666667,0.8400000000000001,0.731,10.6,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R4,4,1,1,1,1,39.0,2.0,0.0,0.0,0.4,1.6,4,0.195,0.01,0.0,0.0,0.04,0.32,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R4,5,1,1,1,1,180.0,45.0,41.0,26.4,6.35,44.5,5,0.9,0.225,0.6833333333333333,2.6399999999999997,0.635,8.9,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0002_R4,6,1,1,1,1,225.0,60.0,20.0,23.1,9.33,69.0,6,1.125,0.3,0.3333333333333333,2.31,0.933,13.8,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1
PO0003_R1,1,0,1,1,1,110.0,35.0,0.0,11.0,3.4,19.0,1,0.55,0.175,0.0,1.1,0.33999999999999997,3.8,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R1,2,0,1,1,1,127.0,62.0,19.0,22.0,6.96,47.0,2,0.635,0.31,0.31666666666666665,2.2,0.696,9.4,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R1,3,1,1,1,1,32.0,3.0,0.0,3.0,0.4,1.2,3,0.16,0.015,0.0,0.3,0.04,0.24,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R1,4,1,1,1,1,562.0,338.0,67.0,85.5,67.65,519.0,4,2.81,1.69,1.1166666666666667,8.55,6.765000000000001,103.8,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R1,5,1,1,1,1,168.0,114.0,11.0,18.5,13.54,101.0,5,0.84,0.57,0.18333333333333332,1.85,1.3539999999999999,20.2,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R1,6,1,1,1,1,107.0,45.0,10.0,6.4,6.29,45.0,6,0.535,0.225,0.16666666666666666,0.64,0.629,9.0,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R2,1,0,1,1,1,110.0,35.0,0.0,11.0,3.4,19.0,1,0.55,0.175,0.0,1.1,0.33999999999999997,3.8,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R2,2,1,1,1,1,127.0,62.0,19.0,22.0,6.96,47.0,2,0.635,0.31,0.31666666666666665,2.2,0.696,9.4,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R2,3,1,1,1,1,32.0,3.0,0.0,3.0,0.4,1.2,3,0.16,0.015,0.0,0.3,0.04,0.24,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R2,4,1,1,1,1,562.0,338.0,67.0,85.5,67.65,519.0,4,2.81,1.69,1.1166666666666667,8.55,6.765000000000001,103.8,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R2,5,1,1,1,1,168.0,114.0,11.0,18.5,13.54,101.0,5,0.84,0.57,0.18333333333333332,1.85,1.3539999999999999,20.2,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R2,6,1,1,1,1,107.0,45.0,10.0,6.4,6.29,45.0,6,0.535,0.225,0.16666666666666666,0.64,0.629,9.0,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R3,1,0,1,1,1,110.0,35.0,0.0,11.0,3.4,19.0,1,0.55,0.175,0.0,1.1,0.33999999999999997,3.8,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R3,2,0,1,1,1,127.0,62.0,19.0,22.0,6.96,47.0,2,0.635,0.31,0.31666666666666665,2.2,0.696,9.4,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R3,3,1,1,1,1,32.0,3.0,0.0,3.0,0.4,1.2,3,0.16,0.015,0.0,0.3,0.04,0.24,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R3,4,1,1,1,1,562.0,338.0,67.0,85.5,67.65,519.0,4,2.81,1.69,1.1166666666666667,8.55,6.765000000000001,103.8,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R3,5,1,1,1,1,168.0,114.0,11.0,18.5,13.54,101.0,5,0.84,0.57,0.18333333333333332,1.85,1.3539999999999999,20.2,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R3,6,1,1,1,1,107.0,45.0,10.0,6.4,6.29,45.0,6,0.535,0.225,0.16666666666666666,0.64,0.629,9.0,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R4,1,0,1,1,1,110.0,35.0,0.0,11.0,3.4,19.0,1,0.55,0.175,0.0,1.1,0.33999999999999997,3.8,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R4,2,1,1,1,1,127.0,62.0,19.0,22.0,6.96,47.0,2,0.635,0.31,0.31666666666666665,2.2,0.696,9.4,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R4,3,2,1,1,1,32.0,3.0,0.0,3.0,0.4,1.2,3,0.16,0.015,0.0,0.3,0.04,0.24,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R4,4,1,1,1,1,562.0,338.0,67.0,85.5,67.65,519.0,4,2.81,1.69,1.1166666666666667,8.55,6.765000000000001,103.8,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R4,5,1,1,1,1,168.0,114.0,11.0,18.5,13.54,101.0,5,0.84,0.57,0.18333333333333332,1.85,1.3539999999999999,20.2,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0003_R4,6,1,1,1,1,107.0,45.0,10.0,6.4,6.29,45.0,6,0.535,0.225,0.16666666666666666,0.64,0.629,9.0,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3
PO0004_R1,1,1,1,1,1,202.0,142.0,30.0,0.0,25.99,193.0,1,1.01,0.71,0.5,0.0,2.5989999999999998,38.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R1,2,1,1,1,1,57.0,24.0,7.0,12.4,2.71,15.0,2,0.285,0.12,0.11666666666666667,1.24,0.271,3.0,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R1,3,1,1,1,1,135.0,33.0,11.0,7.8,4.46,31.0,3,0.675,0.165,0.18333333333333332,0.78,0.446,6.2,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R1,4,2,1,0,1,152.0,42.0,0.0,3.8,4.16,25.0,4,0.76,0.21,0.0,0.38,0.41600000000000004,5.0,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R1,5,1,1,1,1,200.0,116.0,14.0,0.0,17.05,128.0,5,1.0,0.58,0.23333333333333334,0.0,1.705,25.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R1,6,1,1,1,1,98.0,32.0,0.0,8.0,4.03,28.0,6,0.49,0.16,0.0,0.8,0.403,5.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R2,1,1,1,1,1,202.0,142.0,30.0,0.0,25.99,193.0,1,1.01,0.71,0.5,0.0,2.5989999999999998,38.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R2,2,1,1,1,1,57.0,24.0,7.0,12.4,2.71,15.0,2,0.285,0.12,0.11666666666666667,1.24,0.271,3.0,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R2,3,1,1,1,1,135.0,33.0,11.0,7.8,4.46,31.0,3,0.675,0.165,0.18333333333333332,0.78,0.446,6.2,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R2,4,0,1,0,1,152.0,42.0,0.0,3.8,4.16,25.0,4,0.76,0.21,0.0,0.38,0.41600000000000004,5.0,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R2,5,0,1,1,1,200.0,116.0,14.0,0.0,17.05,128.0,5,1.0,0.58,0.23333333333333334,0.0,1.705,25.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R2,6,1,1,1,1,98.0,32.0,0.0,8.0,4.03,28.0,6,0.49,0.16,0.0,0.8,0.403,5.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R3,1,1,1,1,1,202.0,142.0,30.0,0.0,25.99,193.0,1,1.01,0.71,0.5,0.0,2.5989999999999998,38.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R3,2,1,1,1,1,57.0,24.0,7.0,12.4,2.71,15.0,2,0.285,0.12,0.11666666666666667,1.24,0.271,3.0,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R3,3,1,1,1,1,135.0,33.0,11.0,7.8,4.46,31.0,3,0.675,0.165,0.18333333333333332,0.78,0.446,6.2,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R3,4,0,1,0,1,152.0,42.0,0.0,3.8,4.16,25.0,4,0.76,0.21,0.0,0.38,0.41600000000000004,5.0,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R3,5,0,1,1,1,200.0,116.0,14.0,0.0,17.05,128.0,5,1.0,0.58,0.23333333333333334,0.0,1.705,25.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R3,6,1,1,1,1,98.0,32.0,0.0,8.0,4.03,28.0,6,0.49,0.16,0.0,0.8,0.403,5.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R4,1,1,1,1,1,202.0,142.0,30.0,0.0,25.99,193.0,1,1.01,0.71,0.5,0.0,2.5989999999999998,38.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R4,2,1,1,1,1,57.0,24.0,7.0,12.4,2.71,15.0,2,0.285,0.12,0.11666666666666667,1.24,0.271,3.0,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R4,3,1,1,1,1,135.0,33.0,11.0,7.8,4.46,31.0,3,0.675,0.165,0.18333333333333332,0.78,0.446,6.2,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R4,4,0,1,0,1,152.0,42.0,0.0,3.8,4.16,25.0,4,0.76,0.21,0.0,0.38,0.41600000000000004,5.0,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R4,5,0,1,1,1,200.0,116.0,14.0,0.0,17.05,128.0,5,1.0,0.58,0.23333333333333334,0.0,1.705,25.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0004_R4,6,1,1,1,1,98.0,32.0,0.0,8.0,4.03,28.0,6,0.49,0.16,0.0,0.8,0.403,5.6,0.2545934244605354,44,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,4,4,2
PO0005_R1,1,1,1,1,1,262.0,61.0,37.0,27.6,6.48,39.3,1,1.31,0.305,0.6166666666666667,2.7600000000000002,0.648,7.859999999999999,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R1,2,1,1,1,1,120.0,39.0,4.0,6.1,3.85,22.5,2,0.6,0.195,0.06666666666666667,0.61,0.385,4.5,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R1,3,1,1,1,1,75.0,30.0,4.0,3.0,2.84,14.0,3,0.375,0.15,0.06666666666666667,0.3,0.284,2.8,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R1,4,1,1,1,1,26.0,13.0,0.0,2.2,1.33,7.6,4,0.13,0.065,0.0,0.22000000000000003,0.133,1.52,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R1,5,1,1,1,1,106.0,21.0,0.0,12.0,3.02,17.8,5,0.53,0.105,0.0,1.2,0.302,3.56,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R1,6,1,1,1,1,106.0,25.0,15.0,10.8,2.85,19.2,6,0.53,0.125,0.25,1.08,0.28500000000000003,3.84,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R2,1,1,1,1,1,262.0,61.0,37.0,27.6,6.48,39.3,1,1.31,0.305,0.6166666666666667,2.7600000000000002,0.648,7.859999999999999,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R2,2,1,1,1,1,120.0,39.0,4.0,6.1,3.85,22.5,2,0.6,0.195,0.06666666666666667,0.61,0.385,4.5,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R2,3,1,1,1,1,75.0,30.0,4.0,3.0,2.84,14.0,3,0.375,0.15,0.06666666666666667,0.3,0.284,2.8,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R2,4,0,1,1,1,26.0,13.0,0.0,2.2,1.33,7.6,4,0.13,0.065,0.0,0.22000000000000003,0.133,1.52,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R2,5,1,1,1,1,106.0,21.0,0.0,12.0,3.02,17.8,5,0.53,0.105,0.0,1.2,0.302,3.56,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
PO0005_R2,6,1,1,1,1,106.0,25.0,15.0,10.8,2.85,19.2,6,0.53,0.125,0.25,1.08,0.28500000000000003,3.84,0.2545934244605354,40,9000,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3
