parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value,significant_5pct
B_SCHEME_LD_HYBRID,-1.5557104923153213,0.0,,,0.0,,,0
B_PEDELEC,12.324059907982424,698.1945252257696,0.017651327048142193,0.9859170099790691,0.07614104629067313,161.8582946829305,0.0,1
B_RANGE,-26.863589683346678,2588.125390514705,-0.01037955494034401,0.9917184620674981,0.2772986572395016,-96.87601790348634,0.0,1
B_CROWDING,-35.29498029130489,0.0,,,0.0,,,0
B_TRANSFER_PT,-2.096927555296045,0.0,,,0.0,,,0
SIGMA_ES,-4.663069948682633,96.58237772794453,-0.048280753263475,0.96149249333417,0.007729563075216666,-603.2773008391451,0.0,1
SIGMA_BS,25.242632335540215,0.0,,,3.925403520373653,6.430582793469704,1.2711565133827207e-10,1
SIGMA_WALK,-6.1582788634308985,0.0,,,1.3648205001716038,-4.512152962720442,6.41728797123875e-06,1
SIGMA_CAR,10.597473661542448,17100.30317427541,0.0006197243144486819,0.9995055315691981,2.0650811078800473,5.131746942579659,2.870652815456509e-07,1
SIGMA_CS,-0.10264551888521889,0.0,,,0.0,,,0
SIGMA_RP,0.3904535586966491,0.0,,,0.0,,,0
SIGMA_PT,1.411166669163881,0.0,,,0.0,,,0
PHI_POOL,0.567272452443262,0.0,,,4.330305841349374e-06,131000.55128357705,0.0,1
