respondent_id,source_observation_id,human_id,normalized_weight,Weight,LangCode,UrbRur,OccupStat,TripPurpose,Education,Region,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Envir02,Envir05,Envir06,Mobil10,Mobil11,Mobil16,model_key,block_template_id,run_repeat,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,block_complexity_mean,block_complexity_sd,task_count,core_task_count,paraphrase_pair_count,label_pair_count,order_pair_count,monotonicity_task_count,dominance_task_count
GM0008_R2,584,28241263,5.711897805574239,0.002440844,1,2,8,1,2,3,17,male,30 or younger,6101,around CHF 6101 per month,0,1,0,0,0,1,6.101,0,0,1,2,3,4,0,1,0,a work-related trip,compulsory education,0,car is not available for this trip,5,3,5,5,6,1,3,gemma4_31b_awq,GMT0008,2,neutral_arm,0,naturalistic,1,0.4539355555808005,0.24831334984417622,16,6,2,2,2,2,2
GM0008_R3,584,28241263,5.711897805574239,0.002440844,1,2,8,1,2,3,17,male,30 or younger,6101,around CHF 6101 per month,0,1,0,0,0,1,6.101,0,0,1,2,3,4,0,1,0,a work-related trip,compulsory education,0,car is not available for this trip,5,3,5,5,6,1,3,gemma4_31b_awq,GMT0008,3,neutral_arm,0,naturalistic,1,0.4539355555808005,0.24831334984417622,16,6,2,2,2,2,2
GM0008_R4,584,28241263,5.711897805574239,0.002440844,1,2,8,1,2,3,17,male,30 or younger,6101,around CHF 6101 per month,0,1,0,0,0,1,6.101,0,0,1,2,3,4,0,1,0,a work-related trip,compulsory education,0,car is not available for this trip,5,3,5,5,6,1,3,gemma4_31b_awq,GMT0008,4,neutral_arm,0,naturalistic,1,0.4539355555808005,0.24831334984417622,16,6,2,2,2,2,2
GM0009_R1,1936,70140027,0.8611359127752702,0.000367986,2,2,2,1,3,8,41,female,41 years old,2000,around CHF 2000 per month,0,1,0,1,0,0,2.0,0,0,0,1,5,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,4,3,4,3,5,4,gemma4_31b_awq,GMT0009,1,semantic_arm,1,naturalistic,1,0.6553112620060805,0.14504064359926938,16,6,2,2,2,2,2
GM0009_R2,1936,70140027,0.8611359127752702,0.000367986,2,2,2,1,3,8,41,female,41 years old,2000,around CHF 2000 per month,0,1,0,1,0,0,2.0,0,0,0,1,5,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,4,3,4,3,5,4,gemma4_31b_awq,GMT0009,2,semantic_arm,1,naturalistic,1,0.6553112620060805,0.14504064359926938,16,6,2,2,2,2,2
GM0009_R3,1936,70140027,0.8611359127752702,0.000367986,2,2,2,1,3,8,41,female,41 years old,2000,around CHF 2000 per month,0,1,0,1,0,0,2.0,0,0,0,1,5,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,4,3,4,3,5,4,gemma4_31b_awq,GMT0009,3,semantic_arm,1,naturalistic,1,0.6553112620060805,0.14504064359926938,16,6,2,2,2,2,2
GM0009_R4,1936,70140027,0.8611359127752702,0.000367986,2,2,2,1,3,8,41,female,41 years old,2000,around CHF 2000 per month,0,1,0,1,0,0,2.0,0,0,0,1,5,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,4,3,4,3,5,4,gemma4_31b_awq,GMT0009,4,semantic_arm,1,naturalistic,1,0.6553112620060805,0.14504064359926938,16,6,2,2,2,2,2
GM0010_R1,457,19730119,2.0360086784578657,0.00087004,1,1,2,1,3,2,28,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,2,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,4,6,5,4,gemma4_31b_awq,GMT0010,1,neutral_arm,0,concise,0,0.5270611844973385,0.2996014220224625,16,6,2,2,2,2,2
GM0010_R2,457,19730119,2.0360086784578657,0.00087004,1,1,2,1,3,2,28,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,2,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,4,6,5,4,gemma4_31b_awq,GMT0010,2,neutral_arm,0,concise,0,0.5270611844973385,0.2996014220224625,16,6,2,2,2,2,2
GM0010_R3,457,19730119,2.0360086784578657,0.00087004,1,1,2,1,3,2,28,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,2,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,4,6,5,4,gemma4_31b_awq,GMT0010,3,neutral_arm,0,concise,0,0.5270611844973385,0.2996014220224625,16,6,2,2,2,2,2
GM0010_R4,457,19730119,2.0360086784578657,0.00087004,1,1,2,1,3,2,28,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,2,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,4,6,5,4,gemma4_31b_awq,GMT0010,4,neutral_arm,0,concise,0,0.5270611844973385,0.2996014220224625,16,6,2,2,2,2,2
GM0011_R1,1687,54440122,0.9573855529584482,0.000409116,2,1,1,-1,3,6,63,male,63 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,2,1,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,4,4,3,4,2,4,2,gemma4_31b_awq,GMT0011,1,neutral_arm,0,concise,0,0.5628326391191893,0.16480785779200677,16,6,2,2,2,2,2
GM0011_R2,1687,54440122,0.9573855529584482,0.000409116,2,1,1,-1,3,6,63,male,63 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,2,1,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,4,4,3,4,2,4,2,gemma4_31b_awq,GMT0011,2,neutral_arm,0,concise,0,0.5628326391191893,0.16480785779200677,16,6,2,2,2,2,2
GM0011_R3,1687,54440122,0.9573855529584482,0.000409116,2,1,1,-1,3,6,63,male,63 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,2,1,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,4,4,3,4,2,4,2,gemma4_31b_awq,GMT0011,3,neutral_arm,0,concise,0,0.5628326391191893,0.16480785779200677,16,6,2,2,2,2,2
GM0011_R4,1687,54440122,0.9573855529584482,0.000409116,2,1,1,-1,3,6,63,male,63 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,2,1,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,4,4,3,4,2,4,2,gemma4_31b_awq,GMT0011,4,neutral_arm,0,concise,0,0.5628326391191893,0.16480785779200677,16,6,2,2,2,2,2
GM0012_R1,847,31321500,0.2005493353683038,8.57e-05,2,1,9,3,4,4,68,male,65 or older,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,0,1,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,3,5,3,3,3,gemma4_31b_awq,GMT0012,1,semantic_arm,1,naturalistic,1,0.5576470175470513,0.22049213086622968,16,6,2,2,2,2,2
GM0012_R2,847,31321500,0.2005493353683038,8.57e-05,2,1,9,3,4,4,68,male,65 or older,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,0,1,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,3,5,3,3,3,gemma4_31b_awq,GMT0012,2,semantic_arm,1,naturalistic,1,0.5576470175470513,0.22049213086622968,16,6,2,2,2,2,2
GM0012_R3,847,31321500,0.2005493353683038,8.57e-05,2,1,9,3,4,4,68,male,65 or older,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,0,1,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,3,5,3,3,3,gemma4_31b_awq,GMT0012,3,semantic_arm,1,naturalistic,1,0.5576470175470513,0.22049213086622968,16,6,2,2,2,2,2
GM0012_R4,847,31321500,0.2005493353683038,8.57e-05,2,1,9,3,4,4,68,male,65 or older,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,0,1,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,3,5,3,3,3,gemma4_31b_awq,GMT0012,4,semantic_arm,1,naturalistic,1,0.5576470175470513,0.22049213086622968,16,6,2,2,2,2,2
GM0013_R1,422,19650327,0.8611359127752702,0.000367986,1,2,2,2,3,2,60,female,60 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,1,0,1,0,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,6,4,5,5,2,3,4,gemma4_31b_awq,GMT0013,1,neutral_arm,0,naturalistic,1,0.5911070300037199,0.2378334800442096,16,6,2,2,2,2,2
GM0013_R2,422,19650327,0.8611359127752702,0.000367986,1,2,2,2,3,2,60,female,60 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,1,0,1,0,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,6,4,5,5,2,3,4,gemma4_31b_awq,GMT0013,2,neutral_arm,0,naturalistic,1,0.5911070300037199,0.2378334800442096,16,6,2,2,2,2,2
GM0013_R3,422,19650327,0.8611359127752702,0.000367986,1,2,2,2,3,2,60,female,60 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,1,0,1,0,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,6,4,5,5,2,3,4,gemma4_31b_awq,GMT0013,3,neutral_arm,0,naturalistic,1,0.5911070300037199,0.2378334800442096,16,6,2,2,2,2,2
GM0013_R4,422,19650327,0.8611359127752702,0.000367986,1,2,2,2,3,2,60,female,60 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,1,0,1,0,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,6,4,5,5,2,3,4,gemma4_31b_awq,GMT0013,4,neutral_arm,0,naturalistic,1,0.5911070300037199,0.2378334800442096,16,6,2,2,2,2,2
GM0014_R1,420,19650281,2.2635771809925926,0.000967286,1,2,1,1,3,2,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,1,5,5,3,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,2,5,5,1,2,1,gemma4_31b_awq,GMT0014,1,semantic_arm,1,concise,0,0.509963213045371,0.21380891145002026,16,6,2,2,2,2,2
GM0014_R2,420,19650281,2.2635771809925926,0.000967286,1,2,1,1,3,2,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,1,5,5,3,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,2,5,5,1,2,1,gemma4_31b_awq,GMT0014,2,semantic_arm,1,concise,0,0.509963213045371,0.21380891145002026,16,6,2,2,2,2,2
GM0014_R3,420,19650281,2.2635771809925926,0.000967286,1,2,1,1,3,2,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,1,5,5,3,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,2,5,5,1,2,1,gemma4_31b_awq,GMT0014,3,semantic_arm,1,concise,0,0.509963213045371,0.21380891145002026,16,6,2,2,2,2,2
GM0014_R4,420,19650281,2.2635771809925926,0.000967286,1,2,1,1,3,2,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,1,5,5,3,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,2,5,5,1,2,1,gemma4_31b_awq,GMT0014,4,semantic_arm,1,concise,0,0.509963213045371,0.21380891145002026,16,6,2,2,2,2,2
GM0015_R1,2258,96040515,0.7518844977110388,0.0003213,2,1,9,3,3,7,65,male,65 or older,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,1,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,3,5,4,3,5,3,gemma4_31b_awq,GMT0015,1,semantic_arm,1,naturalistic,1,0.6561405006713737,0.2177360000491847,16,6,2,2,2,2,2
GM0015_R2,2258,96040515,0.7518844977110388,0.0003213,2,1,9,3,3,7,65,male,65 or older,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,1,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,3,5,4,3,5,3,gemma4_31b_awq,GMT0015,2,semantic_arm,1,naturalistic,1,0.6561405006713737,0.2177360000491847,16,6,2,2,2,2,2
GM0015_R3,2258,96040515,0.7518844977110388,0.0003213,2,1,9,3,3,7,65,male,65 or older,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,1,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,3,5,4,3,5,3,gemma4_31b_awq,GMT0015,3,semantic_arm,1,naturalistic,1,0.6561405006713737,0.2177360000491847,16,6,2,2,2,2,2
GM0015_R4,2258,96040515,0.7518844977110388,0.0003213,2,1,9,3,3,7,65,male,65 or older,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,1,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,3,5,4,3,5,3,gemma4_31b_awq,GMT0015,4,semantic_arm,1,naturalistic,1,0.6561405006713737,0.2177360000491847,16,6,2,2,2,2,2
GM0016_R1,1747,54440982,0.543107257288418,0.000232084,2,1,1,1,6,6,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,2,0,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,3,3,3,-1,2,1,gemma4_31b_awq,GMT0016,1,neutral_arm,0,naturalistic,1,0.7076513214362617,0.16007002701940265,16,6,2,2,2,2,2
GM0016_R2,1747,54440982,0.543107257288418,0.000232084,2,1,1,1,6,6,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,2,0,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,3,3,3,-1,2,1,gemma4_31b_awq,GMT0016,2,neutral_arm,0,naturalistic,1,0.7076513214362617,0.16007002701940265,16,6,2,2,2,2,2
GM0016_R3,1747,54440982,0.543107257288418,0.000232084,2,1,1,1,6,6,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,2,0,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,3,3,3,-1,2,1,gemma4_31b_awq,GMT0016,3,neutral_arm,0,naturalistic,1,0.7076513214362617,0.16007002701940265,16,6,2,2,2,2,2
GM0016_R4,1747,54440982,0.543107257288418,0.000232084,2,1,1,1,6,6,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,2,0,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,3,3,3,-1,2,1,gemma4_31b_awq,GMT0016,4,neutral_arm,0,naturalistic,1,0.7076513214362617,0.16007002701940265,16,6,2,2,2,2,2
