parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value,significant_5pct
B_SCHEME_LD_FREE_FLOAT,1.1839792578727248,28629.190661343124,4.1355666385337454e-05,0.9999670029522989,39.37508297845318,0.030069251118038827,0.9760118236901734,0
B_SCHEME_LD_HYBRID,-0.04221268076101267,15905.085571778887,-2.6540366960308935e-06,0.9999978823850963,45.59881665321882,-0.000925740706870578,0.9992613658881824,0
B_PEDELEC,-0.12257555383625492,0.270880071077785,-0.4525085708540609,0.6509026481735822,0.2702292124702158,-0.4535984570867407,0.6501178642205403,0
B_RANGE,0.13345440214625123,0.035416982011492966,3.768090745364602,0.00016450090665198758,0.034422136507132384,3.876993577043047,0.00010575514891697502,1
B_CROWDING,-0.014623755477040413,0.010713426448904917,-1.364993314397113,0.17225515132121982,0.015512564628267174,-0.9427039195306776,0.34583236798911776,0
B_TRANSFER_PT,-0.6200637438322388,0.0,,,40.614971766273456,-0.015266876151004439,0.9878192684050218,0
SIGMA_ES,2.1389106611969124,0.2505803323230897,8.535828176806287,0.0,0.35597742324145304,6.008557064435314,1.8718173677712002e-09,1
SIGMA_BS,1.6833124596484648,0.20518832704995574,8.203743769686472,2.220446049250313e-16,0.20703406887523812,8.1306060823393,4.440892098500626e-16,1
SIGMA_WALK,-3.393067802512295,0.37955854472515727,-8.939511044256044,0.0,0.5309690780684724,-6.390330327437136,1.6552781367806801e-10,1
SIGMA_CAR,3.6394269843026015,0.2701294192661258,13.472901227085949,0.0,0.31810100300623,11.441105026101798,0.0,1
SIGMA_CS,-1.7415977282668258,0.0,,,3.56988066809732,-0.487858808231555,0.6256498530656609,0
SIGMA_RP,0.8909259985459886,2387.260646022474,0.00037320013632797155,0.9997022293800466,0.5776761479946646,1.5422585849160197,0.12301076870037497,0
SIGMA_PT,1.5400354843108444,0.6560952092762852,2.3472743933149607,0.01891132199713086,1.3247435053470293,1.1625159724088756,0.2450259405471915,0
PHI_POOL,0.5833800808016107,0.0,,,0.03361713916541689,17.353650408234436,0.0,1
