run_label,run_id,synthetic_respondent_id,persona_id,source_profile_id,source_baseline_id,survey_stratum,survey_text,group_code,purpose_code,purpose_text,first_class,first_class_text,ticket_code,ticket_text,who_code,who_text,luggage_code,luggage_text,age_code,age_text,male,sex_text,income_code,income_text,ga,ga_text,origin_code,origin_text,dest_code,dest_text,car_av,car_av_text,template_id,generated_at_utc,anchor_train_time,anchor_train_cost,anchor_sm_time,anchor_sm_cost,anchor_car_time,anchor_car_cost
ai_run_02,2,24,SMAI02_0024,7,26,0,survey stratum 0,2,1,purpose code 1,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,1,male,1,income code 1,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S0_TPL150,2026-03-28T19:55:25.819820+00:00,196,74,67,92,190,55
ai_run_02,2,25,SMAI02_0025,79,311,0,survey stratum 0,2,1,purpose code 1,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,23,origin zone code 23,25,destination zone code 25,1,car is available for this trip,S0_TPL128,2026-03-28T19:55:25.821826+00:00,121,2600,66,3380,100,60
ai_run_02,2,26,SMAI02_0026,59,67,0,survey stratum 0,2,1,purpose code 1,0,second class,8,ticket category code 8,2,payer code 2,1,luggage code 1,3,age code 3,0,female,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S0_TPL020,2026-03-28T19:55:25.822825+00:00,120,65,65,81,90,60
ai_run_02,2,27,SMAI02_0027,560,589,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S1_TPL101,2026-03-28T19:55:25.824825+00:00,181,52,138,60,150,85
ai_run_02,2,28,SMAI02_0028,776,721,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,4,income code 4,0,does not have a GA travelcard,20,origin zone code 20,2,destination zone code 2,1,car is available for this trip,S1_TPL018,2026-03-28T19:55:25.825825+00:00,251,109,122,133,210,150
ai_run_02,2,29,SMAI02_0029,842,609,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,1,payer code 1,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,2,destination zone code 2,1,car is available for this trip,S1_TPL096,2026-03-28T19:55:25.827825+00:00,92,70,37,86,90,50
ai_run_02,2,30,SMAI02_0030,791,642,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S1_TPL113,2026-03-28T19:55:25.829977+00:00,188,111,80,138,170,105
ai_run_02,2,31,SMAI02_0031,57,61,0,survey stratum 0,2,1,purpose code 1,0,second class,8,ticket category code 8,2,payer code 2,0,no luggage,3,age code 3,0,female,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S0_TPL005,2026-03-28T19:55:25.831563+00:00,203,17,90,22,160,115
ai_run_02,2,32,SMAI02_0032,337,35,0,survey stratum 0,2,3,purpose code 3,0,second class,8,ticket category code 8,2,payer code 2,1,luggage code 1,1,age code 1,0,female,1,income code 1,0,does not have a GA travelcard,25,origin zone code 25,22,destination zone code 22,0,car is not available for this trip,S0_TPL142,2026-03-28T19:55:25.834134+00:00,124,2600,71,3380,0,0
ai_run_02,2,33,SMAI02_0033,589,726,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,3,payer code 3,0,no luggage,5,age code 5,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL003,2026-03-28T19:55:25.835153+00:00,157,74,102,84,120,85
ai_run_02,2,34,SMAI02_0034,570,644,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S1_TPL043,2026-03-28T19:55:25.836183+00:00,221,106,108,130,150,130
ai_run_02,2,35,SMAI02_0035,19,50,0,survey stratum 0,2,1,purpose code 1,0,second class,2,ticket category code 2,1,payer code 1,1,luggage code 1,1,age code 1,0,female,1,income code 1,0,does not have a GA travelcard,1,origin zone code 1,17,destination zone code 17,1,car is available for this trip,S0_TPL101,2026-03-28T19:55:25.838231+00:00,223,2600,118,3380,150,75
ai_run_02,2,36,SMAI02_0036,585,856,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,3,payer code 3,0,no luggage,2,age code 2,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL002,2026-03-28T19:55:25.838745+00:00,203,176,90,210,160,115
ai_run_02,2,37,SMAI02_0037,836,694,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,0,payer code 0,0,no luggage,3,age code 3,1,male,0,income code 0,0,does not have a GA travelcard,2,origin zone code 2,25,destination zone code 25,1,car is available for this trip,S1_TPL018,2026-03-28T19:55:25.840283+00:00,221,105,113,130,200,120
ai_run_02,2,38,SMAI02_0038,225,258,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,0,no luggage,2,age code 2,0,female,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,0,car is not available for this trip,S0_TPL038,2026-03-28T19:55:25.841314+00:00,163,52,55,64,0,0
ai_run_02,2,39,SMAI02_0039,748,921,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,5,age code 5,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL018,2026-03-28T19:55:25.842345+00:00,164,176,56,218,170,125
ai_run_02,2,40,SMAI02_0040,99,387,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,3,payer code 3,1,luggage code 1,3,age code 3,1,male,3,income code 3,1,has a GA travelcard,1,origin zone code 1,17,destination zone code 17,1,car is available for this trip,S0_TPL003,2026-03-28T19:55:25.842856+00:00,92,0,68,0,80,45
ai_run_02,2,41,SMAI02_0041,929,585,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,3,payer code 3,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL002,2026-03-28T19:55:25.843882+00:00,128,42,76,50,110,60
ai_run_02,2,42,SMAI02_0042,724,616,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL008,2026-03-28T19:55:25.844394+00:00,247,128,80,165,220,135
ai_run_02,2,43,SMAI02_0043,672,807,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,3,destination zone code 3,1,car is available for this trip,S1_TPL005,2026-03-28T19:55:25.845401+00:00,164,88,56,112,170,105
ai_run_02,2,44,SMAI02_0044,476,662,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,3,payer code 3,0,no luggage,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,19,destination zone code 19,1,car is available for this trip,S1_TPL011,2026-03-28T19:55:25.846397+00:00,92,60,37,74,110,65
ai_run_02,2,45,SMAI02_0045,3,280,0,survey stratum 0,2,1,purpose code 1,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,10,origin zone code 10,25,destination zone code 25,1,car is available for this trip,S0_TPL032,2026-03-28T19:55:25.847397+00:00,59,45,35,58,70,35
ai_run_02,2,46,SMAI02_0046,314,258,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,5,age code 5,0,female,2,income code 2,1,has a GA travelcard,1,origin zone code 1,17,destination zone code 17,0,car is not available for this trip,S0_TPL021,2026-03-28T19:55:25.848448+00:00,163,0,55,0,0,0
ai_run_02,2,47,SMAI02_0047,282,60,0,survey stratum 0,2,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,3,luggage code 3,3,age code 3,0,female,1,income code 1,0,does not have a GA travelcard,23,origin zone code 23,25,destination zone code 25,1,car is available for this trip,S0_TPL121,2026-03-28T19:55:25.850960+00:00,112,216,57,281,60,45
ai_run_02,2,48,SMAI02_0048,256,64,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,0,female,4,income code 4,0,does not have a GA travelcard,22,origin zone code 22,2,destination zone code 2,1,car is available for this trip,S0_TPL038,2026-03-28T19:55:25.851959+00:00,99,60,44,74,80,50
ai_run_02,2,49,SMAI02_0049,689,592,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,1,luggage code 1,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,17,destination zone code 17,1,car is available for this trip,S1_TPL003,2026-03-28T19:55:25.852959+00:00,186,50,143,57,160,90
ai_run_02,2,50,SMAI02_0050,450,580,1,survey stratum 1,3,1,purpose code 1,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL086,2026-03-28T19:55:25.854960+00:00,168,49,118,55,120,80
ai_run_02,2,51,SMAI02_0051,787,675,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S1_TPL116,2026-03-28T19:55:25.856960+00:00,132,71,77,84,130,75
ai_run_02,2,52,SMAI02_0052,484,919,1,survey stratum 1,3,1,purpose code 1,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,1,destination zone code 1,1,car is available for this trip,S1_TPL048,2026-03-28T19:55:25.857959+00:00,295,237,128,306,250,160
ai_run_02,2,53,SMAI02_0053,701,761,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,2,age code 2,1,male,4,income code 4,0,does not have a GA travelcard,18,origin zone code 18,2,destination zone code 2,1,car is available for this trip,S1_TPL026,2026-03-28T19:55:25.858959+00:00,254,112,146,127,210,135
ai_run_02,2,54,SMAI02_0054,275,313,0,survey stratum 0,2,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,1,luggage code 1,1,age code 1,0,female,1,income code 1,0,does not have a GA travelcard,17,origin zone code 17,1,destination zone code 1,0,car is not available for this trip,S0_TPL010,2026-03-28T19:55:25.859959+00:00,120,2600,65,3380,0,0
ai_run_02,2,55,SMAI02_0055,860,457,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL021,2026-03-28T19:55:25.861147+00:00,89,50,34,66,70,45
ai_run_02,2,56,SMAI02_0056,623,769,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,4,income code 4,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL006,2026-03-28T19:55:25.862147+00:00,162,78,86,94,150,115
ai_run_02,2,57,SMAI02_0057,74,57,0,survey stratum 0,2,1,purpose code 1,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,0,female,4,income code 4,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S0_TPL106,2026-03-28T19:55:25.864147+00:00,216,50,108,65,160,105
ai_run_02,2,58,SMAI02_0058,238,259,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S0_TPL018,2026-03-28T19:55:25.865147+00:00,197,45,142,53,180,65
ai_run_02,2,59,SMAI02_0059,53,348,0,survey stratum 0,2,1,purpose code 1,0,second class,6,ticket category code 6,3,payer code 3,3,luggage code 3,2,age code 2,1,male,3,income code 3,1,has a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S0_TPL134,2026-03-28T19:55:25.867147+00:00,165,0,110,0,150,80
ai_run_02,2,60,SMAI02_0060,916,659,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL110,2026-03-28T19:55:25.870027+00:00,97,60,42,78,90,60
ai_run_02,2,61,SMAI02_0061,464,659,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,1,payer code 1,0,no luggage,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL006,2026-03-28T19:55:25.870529+00:00,97,60,42,78,90,60
ai_run_02,2,62,SMAI02_0062,746,794,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,4,age code 4,0,female,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S1_TPL002,2026-03-28T19:55:25.871558+00:00,168,71,115,75,150,90
ai_run_02,2,63,SMAI02_0063,939,893,1,survey stratum 1,3,3,purpose code 3,1,first class,7,ticket category code 7,3,payer code 3,1,luggage code 1,5,age code 5,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL004,2026-03-28T19:55:25.872072+00:00,200,210,71,245,210,165
ai_run_02,2,64,SMAI02_0064,554,871,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL008,2026-03-28T19:55:25.873101+00:00,222,218,93,274,200,130
ai_run_02,2,65,SMAI02_0065,332,379,0,survey stratum 0,2,3,purpose code 3,0,second class,7,ticket category code 7,1,payer code 1,1,luggage code 1,1,age code 1,0,female,4,income code 4,1,has a GA travelcard,17,origin zone code 17,3,destination zone code 3,0,car is not available for this trip,S0_TPL010,2026-03-28T19:55:25.874139+00:00,157,0,107,0,0,0
ai_run_02,2,66,SMAI02_0066,936,480,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,3,payer code 3,1,luggage code 1,5,age code 5,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,10,destination zone code 10,1,car is available for this trip,S1_TPL006,2026-03-28T19:55:25.875171+00:00,200,105,71,122,210,125
ai_run_02,2,67,SMAI02_0067,467,558,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,1,payer code 1,1,luggage code 1,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL029,2026-03-28T19:55:25.876194+00:00,199,54,91,67,170,95
ai_run_02,2,68,SMAI02_0068,750,706,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,9,destination zone code 9,1,car is available for this trip,S1_TPL011,2026-03-28T19:55:25.876706+00:00,145,78,93,90,100,60
ai_run_02,2,69,SMAI02_0069,375,348,0,survey stratum 0,2,3,purpose code 3,1,first class,6,ticket category code 6,1,payer code 1,1,luggage code 1,4,age code 4,0,female,4,income code 4,1,has a GA travelcard,2,origin zone code 2,22,destination zone code 22,1,car is available for this trip,S0_TPL048,2026-03-28T19:55:25.878290+00:00,165,0,110,0,150,80
ai_run_02,2,70,SMAI02_0070,315,35,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,5,age code 5,1,male,2,income code 2,1,has a GA travelcard,1,origin zone code 1,25,destination zone code 25,0,car is not available for this trip,S0_TPL121,2026-03-28T19:55:25.880870+00:00,124,0,71,0,0,0
ai_run_02,2,71,SMAI02_0071,936,450,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,3,payer code 3,1,luggage code 1,5,age code 5,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,10,destination zone code 10,1,car is available for this trip,S1_TPL008,2026-03-28T19:55:25.881384+00:00,119,42,70,50,100,60
ai_run_02,2,72,SMAI02_0072,47,281,0,survey stratum 0,2,1,purpose code 1,0,second class,6,ticket category code 6,3,payer code 3,1,luggage code 1,2,age code 2,1,male,2,income code 2,1,has a GA travelcard,17,origin zone code 17,1,destination zone code 1,1,car is available for this trip,S0_TPL014,2026-03-28T19:55:25.882892+00:00,46,0,22,0,50,30
ai_run_02,2,73,SMAI02_0073,279,244,0,survey stratum 0,2,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,3,luggage code 3,1,age code 1,1,male,4,income code 4,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,0,car is not available for this trip,S0_TPL057,2026-03-28T19:55:25.883893+00:00,108,32,97,36,0,0
ai_run_02,2,74,SMAI02_0074,291,64,0,survey stratum 0,2,3,purpose code 3,0,second class,5,ticket category code 5,1,payer code 1,1,luggage code 1,2,age code 2,0,female,4,income code 4,0,does not have a GA travelcard,1,origin zone code 1,25,destination zone code 25,1,car is available for this trip,S0_TPL119,2026-03-28T19:55:25.885893+00:00,99,60,44,74,80,50
ai_run_02,2,75,SMAI02_0075,641,890,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL045,2026-03-28T19:55:25.887895+00:00,283,245,95,316,240,200
ai_run_02,2,76,SMAI02_0076,379,223,0,survey stratum 0,2,3,purpose code 3,1,first class,6,ticket category code 6,1,payer code 1,1,luggage code 1,3,age code 3,1,male,3,income code 3,1,has a GA travelcard,2,origin zone code 2,17,destination zone code 17,0,car is not available for this trip,S0_TPL001,2026-03-28T19:55:25.888894+00:00,234,0,126,0,0,0
