run_label,run_id,synthetic_respondent_id,persona_id,task_position,task_id,template_id,survey_stratum,alternative_id,alternative_name,display_label,is_available,travel_time,travel_cost,headway,seat_configuration
ai_run_02,2,2,SMAI02_0002,4,SMAI02_0002_T04,S0_TPL123,0,2,SWISSMETRO,B,1,87,130,10,0
ai_run_02,2,2,SMAI02_0002,4,SMAI02_0002_T04,S0_TPL123,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,2,SMAI02_0002,5,SMAI02_0002_T05,S0_TPL123,0,1,TRAIN,A,1,208,123,120,0
ai_run_02,2,2,SMAI02_0002,5,SMAI02_0002_T05,S0_TPL123,0,2,SWISSMETRO,B,1,87,130,30,0
ai_run_02,2,2,SMAI02_0002,5,SMAI02_0002_T05,S0_TPL123,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,2,SMAI02_0002,6,SMAI02_0002_T06,S0_TPL123,0,1,TRAIN,A,1,187,123,60,0
ai_run_02,2,2,SMAI02_0002,6,SMAI02_0002_T06,S0_TPL123,0,2,SWISSMETRO,B,1,87,130,20,1
ai_run_02,2,2,SMAI02_0002,6,SMAI02_0002_T06,S0_TPL123,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,2,SMAI02_0002,7,SMAI02_0002_T07,S0_TPL123,0,1,TRAIN,A,1,187,148,60,0
ai_run_02,2,2,SMAI02_0002,7,SMAI02_0002_T07,S0_TPL123,0,2,SWISSMETRO,B,1,79,158,10,1
ai_run_02,2,2,SMAI02_0002,7,SMAI02_0002_T07,S0_TPL123,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,2,SMAI02_0002,8,SMAI02_0002_T08,S0_TPL123,0,1,TRAIN,A,1,187,123,120,0
ai_run_02,2,2,SMAI02_0002,8,SMAI02_0002_T08,S0_TPL123,0,2,SWISSMETRO,B,1,71,130,20,0
ai_run_02,2,2,SMAI02_0002,8,SMAI02_0002_T08,S0_TPL123,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,2,SMAI02_0002,9,SMAI02_0002_T09,S0_TPL123,0,1,TRAIN,A,1,208,148,30,0
ai_run_02,2,2,SMAI02_0002,9,SMAI02_0002_T09,S0_TPL123,0,2,SWISSMETRO,B,1,87,202,20,1
ai_run_02,2,2,SMAI02_0002,9,SMAI02_0002_T09,S0_TPL123,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,3,SMAI02_0003,1,SMAI02_0003_T01,S0_TPL021,0,1,TRAIN,A,1,222,60,120,0
ai_run_02,2,3,SMAI02_0003,1,SMAI02_0003_T01,S0_TPL021,0,2,SWISSMETRO,B,1,77,58,30,1
ai_run_02,2,3,SMAI02_0003,1,SMAI02_0003_T01,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,3,SMAI02_0003,2,SMAI02_0003_T02,S0_TPL021,0,1,TRAIN,A,1,166,45,120,0
ai_run_02,2,3,SMAI02_0003,2,SMAI02_0003_T02,S0_TPL021,0,2,SWISSMETRO,B,1,77,58,30,0
ai_run_02,2,3,SMAI02_0003,2,SMAI02_0003_T02,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,3,SMAI02_0003,3,SMAI02_0003_T03,S0_TPL021,0,1,TRAIN,A,1,222,45,120,0
ai_run_02,2,3,SMAI02_0003,3,SMAI02_0003_T03,S0_TPL021,0,2,SWISSMETRO,B,1,77,65,20,1
ai_run_02,2,3,SMAI02_0003,3,SMAI02_0003_T03,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,3,SMAI02_0003,4,SMAI02_0003_T04,S0_TPL021,0,1,TRAIN,A,1,185,45,60,0
ai_run_02,2,3,SMAI02_0003,4,SMAI02_0003_T04,S0_TPL021,0,2,SWISSMETRO,B,1,77,65,10,0
ai_run_02,2,3,SMAI02_0003,4,SMAI02_0003_T04,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,3,SMAI02_0003,5,SMAI02_0003_T05,S0_TPL021,0,1,TRAIN,A,1,185,50,120,0
ai_run_02,2,3,SMAI02_0003,5,SMAI02_0003_T05,S0_TPL021,0,2,SWISSMETRO,B,1,77,58,30,0
ai_run_02,2,3,SMAI02_0003,5,SMAI02_0003_T05,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,3,SMAI02_0003,6,SMAI02_0003_T06,S0_TPL021,0,1,TRAIN,A,1,166,50,60,0
ai_run_02,2,3,SMAI02_0003,6,SMAI02_0003_T06,S0_TPL021,0,2,SWISSMETRO,B,1,77,58,20,1
ai_run_02,2,3,SMAI02_0003,6,SMAI02_0003_T06,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,3,SMAI02_0003,7,SMAI02_0003_T07,S0_TPL021,0,1,TRAIN,A,1,166,60,60,0
ai_run_02,2,3,SMAI02_0003,7,SMAI02_0003_T07,S0_TPL021,0,2,SWISSMETRO,B,1,77,65,10,1
ai_run_02,2,3,SMAI02_0003,7,SMAI02_0003_T07,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,3,SMAI02_0003,8,SMAI02_0003_T08,S0_TPL021,0,1,TRAIN,A,1,166,50,120,0
ai_run_02,2,3,SMAI02_0003,8,SMAI02_0003_T08,S0_TPL021,0,2,SWISSMETRO,B,1,77,65,20,0
ai_run_02,2,3,SMAI02_0003,8,SMAI02_0003_T08,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,3,SMAI02_0003,9,SMAI02_0003_T09,S0_TPL021,0,1,TRAIN,A,1,185,60,30,0
ai_run_02,2,3,SMAI02_0003,9,SMAI02_0003_T09,S0_TPL021,0,2,SWISSMETRO,B,1,77,78,20,1
ai_run_02,2,3,SMAI02_0003,9,SMAI02_0003_T09,S0_TPL021,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,4,SMAI02_0004,1,SMAI02_0004_T01,S1_TPL001,1,1,TRAIN,A,1,125,70,120,0
ai_run_02,2,4,SMAI02_0004,1,SMAI02_0004_T01,S1_TPL001,1,2,SWISSMETRO,B,1,49,81,30,0
ai_run_02,2,4,SMAI02_0004,1,SMAI02_0004_T01,S1_TPL001,1,3,CAR,C,1,80,45,0,0
ai_run_02,2,4,SMAI02_0004,2,SMAI02_0004_T02,S1_TPL001,1,1,TRAIN,A,1,94,52,120,0
ai_run_02,2,4,SMAI02_0004,2,SMAI02_0004_T02,S1_TPL001,1,2,SWISSMETRO,B,1,54,65,30,0
ai_run_02,2,4,SMAI02_0004,2,SMAI02_0004_T02,S1_TPL001,1,3,CAR,C,1,104,36,0,0
ai_run_02,2,4,SMAI02_0004,3,SMAI02_0004_T03,S1_TPL001,1,1,TRAIN,A,1,125,52,120,0
ai_run_02,2,4,SMAI02_0004,3,SMAI02_0004_T03,S1_TPL001,1,2,SWISSMETRO,B,1,59,73,20,0
ai_run_02,2,4,SMAI02_0004,3,SMAI02_0004_T03,S1_TPL001,1,3,CAR,C,1,64,36,0,0
ai_run_02,2,4,SMAI02_0004,4,SMAI02_0004_T04,S1_TPL001,1,1,TRAIN,A,1,104,52,60,0
ai_run_02,2,4,SMAI02_0004,4,SMAI02_0004_T04,S1_TPL001,1,2,SWISSMETRO,B,1,59,73,10,0
ai_run_02,2,4,SMAI02_0004,4,SMAI02_0004_T04,S1_TPL001,1,3,CAR,C,1,104,58,0,0
ai_run_02,2,4,SMAI02_0004,5,SMAI02_0004_T05,S1_TPL001,1,1,TRAIN,A,1,104,58,120,0
ai_run_02,2,4,SMAI02_0004,5,SMAI02_0004_T05,S1_TPL001,1,2,SWISSMETRO,B,1,59,73,30,0
ai_run_02,2,4,SMAI02_0004,5,SMAI02_0004_T05,S1_TPL001,1,3,CAR,C,1,64,58,0,0
ai_run_02,2,4,SMAI02_0004,6,SMAI02_0004_T06,S1_TPL001,1,1,TRAIN,A,1,94,58,60,0
ai_run_02,2,4,SMAI02_0004,6,SMAI02_0004_T06,S1_TPL001,1,2,SWISSMETRO,B,1,59,73,20,0
ai_run_02,2,4,SMAI02_0004,6,SMAI02_0004_T06,S1_TPL001,1,3,CAR,C,1,104,45,0,0
ai_run_02,2,4,SMAI02_0004,7,SMAI02_0004_T07,S1_TPL001,1,1,TRAIN,A,1,94,70,60,0
ai_run_02,2,4,SMAI02_0004,7,SMAI02_0004_T07,S1_TPL001,1,2,SWISSMETRO,B,1,54,89,10,0
ai_run_02,2,4,SMAI02_0004,7,SMAI02_0004_T07,S1_TPL001,1,3,CAR,C,1,80,36,0,0
ai_run_02,2,4,SMAI02_0004,8,SMAI02_0004_T08,S1_TPL001,1,1,TRAIN,A,1,94,58,120,0
ai_run_02,2,4,SMAI02_0004,8,SMAI02_0004_T08,S1_TPL001,1,2,SWISSMETRO,B,1,49,81,20,0
ai_run_02,2,4,SMAI02_0004,8,SMAI02_0004_T08,S1_TPL001,1,3,CAR,C,1,80,58,0,0
ai_run_02,2,4,SMAI02_0004,9,SMAI02_0004_T09,S1_TPL001,1,1,TRAIN,A,1,104,70,30,0
ai_run_02,2,4,SMAI02_0004,9,SMAI02_0004_T09,S1_TPL001,1,2,SWISSMETRO,B,1,59,105,20,0
ai_run_02,2,4,SMAI02_0004,9,SMAI02_0004_T09,S1_TPL001,1,3,CAR,C,1,80,58,0,0
ai_run_02,2,5,SMAI02_0005,1,SMAI02_0005_T01,S1_TPL028,1,1,TRAIN,A,1,241,110,120,0
ai_run_02,2,5,SMAI02_0005,1,SMAI02_0005_T01,S1_TPL028,1,2,SWISSMETRO,B,1,87,109,30,0
ai_run_02,2,5,SMAI02_0005,1,SMAI02_0005_T01,S1_TPL028,1,3,CAR,C,1,160,95,0,0
ai_run_02,2,5,SMAI02_0005,2,SMAI02_0005_T02,S1_TPL028,1,1,TRAIN,A,1,181,83,120,0
ai_run_02,2,5,SMAI02_0005,2,SMAI02_0005_T02,S1_TPL028,1,2,SWISSMETRO,B,1,97,87,30,0
ai_run_02,2,5,SMAI02_0005,2,SMAI02_0005_T02,S1_TPL028,1,3,CAR,C,1,208,76,0,0
ai_run_02,2,5,SMAI02_0005,3,SMAI02_0005_T03,S1_TPL028,1,1,TRAIN,A,1,241,83,120,0
ai_run_02,2,5,SMAI02_0005,3,SMAI02_0005_T03,S1_TPL028,1,2,SWISSMETRO,B,1,107,98,20,0
ai_run_02,2,5,SMAI02_0005,3,SMAI02_0005_T03,S1_TPL028,1,3,CAR,C,1,128,76,0,0
ai_run_02,2,5,SMAI02_0005,4,SMAI02_0005_T04,S1_TPL028,1,1,TRAIN,A,1,201,83,60,0
ai_run_02,2,5,SMAI02_0005,4,SMAI02_0005_T04,S1_TPL028,1,2,SWISSMETRO,B,1,107,98,10,0
ai_run_02,2,5,SMAI02_0005,4,SMAI02_0005_T04,S1_TPL028,1,3,CAR,C,1,208,124,0,0
ai_run_02,2,5,SMAI02_0005,5,SMAI02_0005_T05,S1_TPL028,1,1,TRAIN,A,1,201,92,120,0
ai_run_02,2,5,SMAI02_0005,5,SMAI02_0005_T05,S1_TPL028,1,2,SWISSMETRO,B,1,107,98,30,0
ai_run_02,2,5,SMAI02_0005,5,SMAI02_0005_T05,S1_TPL028,1,3,CAR,C,1,128,124,0,0
ai_run_02,2,5,SMAI02_0005,6,SMAI02_0005_T06,S1_TPL028,1,1,TRAIN,A,1,181,92,60,0
ai_run_02,2,5,SMAI02_0005,6,SMAI02_0005_T06,S1_TPL028,1,2,SWISSMETRO,B,1,107,98,20,0
ai_run_02,2,5,SMAI02_0005,6,SMAI02_0005_T06,S1_TPL028,1,3,CAR,C,1,208,95,0,0
ai_run_02,2,5,SMAI02_0005,7,SMAI02_0005_T07,S1_TPL028,1,1,TRAIN,A,1,181,110,60,0
ai_run_02,2,5,SMAI02_0005,7,SMAI02_0005_T07,S1_TPL028,1,2,SWISSMETRO,B,1,97,120,10,0
ai_run_02,2,5,SMAI02_0005,7,SMAI02_0005_T07,S1_TPL028,1,3,CAR,C,1,160,76,0,0
ai_run_02,2,5,SMAI02_0005,8,SMAI02_0005_T08,S1_TPL028,1,1,TRAIN,A,1,181,92,120,0
ai_run_02,2,5,SMAI02_0005,8,SMAI02_0005_T08,S1_TPL028,1,2,SWISSMETRO,B,1,87,109,20,0
ai_run_02,2,5,SMAI02_0005,8,SMAI02_0005_T08,S1_TPL028,1,3,CAR,C,1,160,124,0,0
ai_run_02,2,5,SMAI02_0005,9,SMAI02_0005_T09,S1_TPL028,1,1,TRAIN,A,1,201,110,30,0
ai_run_02,2,5,SMAI02_0005,9,SMAI02_0005_T09,S1_TPL028,1,2,SWISSMETRO,B,1,107,131,20,0
ai_run_02,2,5,SMAI02_0005,9,SMAI02_0005_T09,S1_TPL028,1,3,CAR,C,1,160,124,0,0
ai_run_02,2,6,SMAI02_0006,1,SMAI02_0006_T01,S0_TPL005,0,1,TRAIN,A,1,94,0,120,0
ai_run_02,2,6,SMAI02_0006,1,SMAI02_0006_T01,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,20,0
ai_run_02,2,6,SMAI02_0006,1,SMAI02_0006_T01,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,6,SMAI02_0006,2,SMAI02_0006_T02,S0_TPL005,0,1,TRAIN,A,1,85,0,30,0
ai_run_02,2,6,SMAI02_0006,2,SMAI02_0006_T02,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,10,0
ai_run_02,2,6,SMAI02_0006,2,SMAI02_0006_T02,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,6,SMAI02_0006,3,SMAI02_0006_T03,S0_TPL005,0,1,TRAIN,A,1,113,0,60,0
ai_run_02,2,6,SMAI02_0006,3,SMAI02_0006_T03,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,30,0
ai_run_02,2,6,SMAI02_0006,3,SMAI02_0006_T03,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,6,SMAI02_0006,4,SMAI02_0006_T04,S0_TPL005,0,1,TRAIN,A,1,85,0,30,0
ai_run_02,2,6,SMAI02_0006,4,SMAI02_0006_T04,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,20,0
ai_run_02,2,6,SMAI02_0006,4,SMAI02_0006_T04,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,6,SMAI02_0006,5,SMAI02_0006_T05,S0_TPL005,0,1,TRAIN,A,1,113,0,60,0
ai_run_02,2,6,SMAI02_0006,5,SMAI02_0006_T05,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,20,0
ai_run_02,2,6,SMAI02_0006,5,SMAI02_0006_T05,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,6,SMAI02_0006,6,SMAI02_0006_T06,S0_TPL005,0,1,TRAIN,A,1,94,0,120,0
ai_run_02,2,6,SMAI02_0006,6,SMAI02_0006_T06,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,10,0
ai_run_02,2,6,SMAI02_0006,6,SMAI02_0006_T06,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,6,SMAI02_0006,7,SMAI02_0006_T07,S0_TPL005,0,1,TRAIN,A,1,85,0,120,0
ai_run_02,2,6,SMAI02_0006,7,SMAI02_0006_T07,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,10,0
ai_run_02,2,6,SMAI02_0006,7,SMAI02_0006_T07,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,6,SMAI02_0006,8,SMAI02_0006_T08,S0_TPL005,0,1,TRAIN,A,1,85,0,30,0
ai_run_02,2,6,SMAI02_0006,8,SMAI02_0006_T08,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,30,0
ai_run_02,2,6,SMAI02_0006,8,SMAI02_0006_T08,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,6,SMAI02_0006,9,SMAI02_0006_T09,S0_TPL005,0,1,TRAIN,A,1,113,0,60,0
ai_run_02,2,6,SMAI02_0006,9,SMAI02_0006_T09,S0_TPL005,0,2,SWISSMETRO,B,1,39,0,10,0
ai_run_02,2,6,SMAI02_0006,9,SMAI02_0006_T09,S0_TPL005,0,3,CAR,C,1,0,0,0,0
ai_run_02,2,7,SMAI02_0007,1,SMAI02_0007_T01,S0_TPL011,0,1,TRAIN,A,1,226,0,120,0
ai_run_02,2,7,SMAI02_0007,1,SMAI02_0007_T01,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,20,0
ai_run_02,2,7,SMAI02_0007,1,SMAI02_0007_T01,S0_TPL011,0,3,CAR,C,1,273,65,0,0
ai_run_02,2,7,SMAI02_0007,2,SMAI02_0007_T02,S0_TPL011,0,1,TRAIN,A,1,203,0,30,0
ai_run_02,2,7,SMAI02_0007,2,SMAI02_0007_T02,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,10,0
ai_run_02,2,7,SMAI02_0007,2,SMAI02_0007_T02,S0_TPL011,0,3,CAR,C,1,273,84,0,0
ai_run_02,2,7,SMAI02_0007,3,SMAI02_0007_T03,S0_TPL011,0,1,TRAIN,A,1,271,0,60,0
ai_run_02,2,7,SMAI02_0007,3,SMAI02_0007_T03,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,30,0
ai_run_02,2,7,SMAI02_0007,3,SMAI02_0007_T03,S0_TPL011,0,3,CAR,C,1,273,52,0,0
ai_run_02,2,7,SMAI02_0007,4,SMAI02_0007_T04,S0_TPL011,0,1,TRAIN,A,1,203,0,30,0
ai_run_02,2,7,SMAI02_0007,4,SMAI02_0007_T04,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,20,0
ai_run_02,2,7,SMAI02_0007,4,SMAI02_0007_T04,S0_TPL011,0,3,CAR,C,1,168,52,0,0
ai_run_02,2,7,SMAI02_0007,5,SMAI02_0007_T05,S0_TPL011,0,1,TRAIN,A,1,271,0,60,0
ai_run_02,2,7,SMAI02_0007,5,SMAI02_0007_T05,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,20,0
ai_run_02,2,7,SMAI02_0007,5,SMAI02_0007_T05,S0_TPL011,0,3,CAR,C,1,210,84,0,0
ai_run_02,2,7,SMAI02_0007,6,SMAI02_0007_T06,S0_TPL011,0,1,TRAIN,A,1,226,0,120,0
ai_run_02,2,7,SMAI02_0007,6,SMAI02_0007_T06,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,10,0
ai_run_02,2,7,SMAI02_0007,6,SMAI02_0007_T06,S0_TPL011,0,3,CAR,C,1,210,52,0,0
ai_run_02,2,7,SMAI02_0007,7,SMAI02_0007_T07,S0_TPL011,0,1,TRAIN,A,1,203,0,120,0
ai_run_02,2,7,SMAI02_0007,7,SMAI02_0007_T07,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,10,0
ai_run_02,2,7,SMAI02_0007,7,SMAI02_0007_T07,S0_TPL011,0,3,CAR,C,1,168,65,0,0
ai_run_02,2,7,SMAI02_0007,8,SMAI02_0007_T08,S0_TPL011,0,1,TRAIN,A,1,203,0,30,0
ai_run_02,2,7,SMAI02_0007,8,SMAI02_0007_T08,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,30,0
ai_run_02,2,7,SMAI02_0007,8,SMAI02_0007_T08,S0_TPL011,0,3,CAR,C,1,210,65,0,0
ai_run_02,2,7,SMAI02_0007,9,SMAI02_0007_T09,S0_TPL011,0,1,TRAIN,A,1,271,0,60,0
ai_run_02,2,7,SMAI02_0007,9,SMAI02_0007_T09,S0_TPL011,0,2,SWISSMETRO,B,1,97,0,10,0
ai_run_02,2,7,SMAI02_0007,9,SMAI02_0007_T09,S0_TPL011,0,3,CAR,C,1,168,65,0,0
ai_run_02,2,8,SMAI02_0008,1,SMAI02_0008_T01,S0_TPL094,0,1,TRAIN,A,1,144,2600,30,0
ai_run_02,2,8,SMAI02_0008,1,SMAI02_0008_T01,S0_TPL094,0,2,SWISSMETRO,B,1,72,3042,10,0
ai_run_02,2,8,SMAI02_0008,1,SMAI02_0008_T01,S0_TPL094,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,8,SMAI02_0008,2,SMAI02_0008_T02,S0_TPL094,0,1,TRAIN,A,1,144,2340,30,0
ai_run_02,2,8,SMAI02_0008,2,SMAI02_0008_T02,S0_TPL094,0,2,SWISSMETRO,B,1,58,3380,20,0
ai_run_02,2,8,SMAI02_0008,2,SMAI02_0008_T02,S0_TPL094,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,8,SMAI02_0008,3,SMAI02_0008_T03,S0_TPL094,0,1,TRAIN,A,1,144,2600,120,0
ai_run_02,2,8,SMAI02_0008,3,SMAI02_0008_T03,S0_TPL094,0,2,SWISSMETRO,B,1,65,3718,10,1
ai_run_02,2,8,SMAI02_0008,3,SMAI02_0008_T03,S0_TPL094,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,8,SMAI02_0008,4,SMAI02_0008_T04,S0_TPL094,0,1,TRAIN,A,1,108,2340,60,0
ai_run_02,2,8,SMAI02_0008,4,SMAI02_0008_T04,S0_TPL094,0,2,SWISSMETRO,B,1,58,3380,30,1
ai_run_02,2,8,SMAI02_0008,4,SMAI02_0008_T04,S0_TPL094,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,8,SMAI02_0008,5,SMAI02_0008_T05,S0_TPL094,0,1,TRAIN,A,1,120,2600,30,0
ai_run_02,2,8,SMAI02_0008,5,SMAI02_0008_T05,S0_TPL094,0,2,SWISSMETRO,B,1,58,3380,30,1
ai_run_02,2,8,SMAI02_0008,5,SMAI02_0008_T05,S0_TPL094,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,8,SMAI02_0008,6,SMAI02_0008_T06,S0_TPL094,0,1,TRAIN,A,1,120,3120,60,0
ai_run_02,2,8,SMAI02_0008,6,SMAI02_0008_T06,S0_TPL094,0,2,SWISSMETRO,B,1,58,3380,20,0
ai_run_02,2,8,SMAI02_0008,6,SMAI02_0008_T06,S0_TPL094,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,8,SMAI02_0008,7,SMAI02_0008_T07,S0_TPL094,0,1,TRAIN,A,1,120,2340,30,0
ai_run_02,2,8,SMAI02_0008,7,SMAI02_0008_T07,S0_TPL094,0,2,SWISSMETRO,B,1,65,3042,10,1
ai_run_02,2,8,SMAI02_0008,7,SMAI02_0008_T07,S0_TPL094,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,8,SMAI02_0008,8,SMAI02_0008_T08,S0_TPL094,0,1,TRAIN,A,1,120,2600,60,0
ai_run_02,2,8,SMAI02_0008,8,SMAI02_0008_T08,S0_TPL094,0,2,SWISSMETRO,B,1,65,3718,30,0
ai_run_02,2,8,SMAI02_0008,8,SMAI02_0008_T08,S0_TPL094,0,3,CAR,C,0,0,0,0,0
ai_run_02,2,8,SMAI02_0008,9,SMAI02_0008_T09,S0_TPL094,0,1,TRAIN,A,1,144,3120,30,0
