run_label,run_id,synthetic_respondent_id,persona_id,task_position,task_id,survey_stratum,ga,car_av,choice_label,choice_code,choice_name,is_valid_choice
ai_run_02,2,6,SMAI02_0006,5,SMAI02_0006_T05,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,6,SMAI02_0006,6,SMAI02_0006_T06,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,6,SMAI02_0006,7,SMAI02_0006_T07,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,6,SMAI02_0006,8,SMAI02_0006_T08,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,6,SMAI02_0006,9,SMAI02_0006_T09,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,1,SMAI02_0007_T01,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,2,SMAI02_0007_T02,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,3,SMAI02_0007_T03,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,4,SMAI02_0007_T04,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,5,SMAI02_0007_T05,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,6,SMAI02_0007_T06,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,7,SMAI02_0007_T07,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,8,SMAI02_0007_T08,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,7,SMAI02_0007,9,SMAI02_0007_T09,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,8,SMAI02_0008,1,SMAI02_0008_T01,0,0,0,B,2,SWISSMETRO,1
ai_run_02,2,8,SMAI02_0008,2,SMAI02_0008_T02,0,0,0,B,2,SWISSMETRO,1
ai_run_02,2,8,SMAI02_0008,3,SMAI02_0008_T03,0,0,0,A,1,TRAIN,1
ai_run_02,2,8,SMAI02_0008,4,SMAI02_0008_T04,0,0,0,A,1,TRAIN,1
ai_run_02,2,8,SMAI02_0008,5,SMAI02_0008_T05,0,0,0,A,1,TRAIN,1
ai_run_02,2,8,SMAI02_0008,6,SMAI02_0008_T06,0,0,0,B,2,SWISSMETRO,1
ai_run_02,2,8,SMAI02_0008,7,SMAI02_0008_T07,0,0,0,A,1,TRAIN,1
ai_run_02,2,8,SMAI02_0008,8,SMAI02_0008_T08,0,0,0,A,1,TRAIN,1
ai_run_02,2,8,SMAI02_0008,9,SMAI02_0008_T09,0,0,0,A,1,TRAIN,1
ai_run_02,2,9,SMAI02_0009,1,SMAI02_0009_T01,1,0,1,C,3,CAR,1
ai_run_02,2,9,SMAI02_0009,2,SMAI02_0009_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,9,SMAI02_0009,3,SMAI02_0009_T03,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,9,SMAI02_0009,4,SMAI02_0009_T04,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,9,SMAI02_0009,5,SMAI02_0009_T05,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,9,SMAI02_0009,6,SMAI02_0009_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,9,SMAI02_0009,7,SMAI02_0009_T07,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,9,SMAI02_0009,8,SMAI02_0009_T08,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,9,SMAI02_0009,9,SMAI02_0009_T09,1,0,1,A,1,TRAIN,1
ai_run_02,2,10,SMAI02_0010,1,SMAI02_0010_T01,1,0,1,C,3,CAR,1
ai_run_02,2,10,SMAI02_0010,2,SMAI02_0010_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,10,SMAI02_0010,3,SMAI02_0010_T03,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,10,SMAI02_0010,4,SMAI02_0010_T04,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,10,SMAI02_0010,5,SMAI02_0010_T05,1,0,1,A,1,TRAIN,1
ai_run_02,2,10,SMAI02_0010,6,SMAI02_0010_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,10,SMAI02_0010,7,SMAI02_0010_T07,1,0,1,C,3,CAR,1
ai_run_02,2,10,SMAI02_0010,8,SMAI02_0010_T08,1,0,1,C,3,CAR,1
ai_run_02,2,10,SMAI02_0010,9,SMAI02_0010_T09,1,0,1,C,3,CAR,1
ai_run_02,2,11,SMAI02_0011,1,SMAI02_0011_T01,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,11,SMAI02_0011,2,SMAI02_0011_T02,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,11,SMAI02_0011,3,SMAI02_0011_T03,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,11,SMAI02_0011,4,SMAI02_0011_T04,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,11,SMAI02_0011,5,SMAI02_0011_T05,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,11,SMAI02_0011,6,SMAI02_0011_T06,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,11,SMAI02_0011,7,SMAI02_0011_T07,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,11,SMAI02_0011,8,SMAI02_0011_T08,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,11,SMAI02_0011,9,SMAI02_0011_T09,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,12,SMAI02_0012,1,SMAI02_0012_T01,1,0,1,C,3,CAR,1
ai_run_02,2,12,SMAI02_0012,2,SMAI02_0012_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,12,SMAI02_0012,3,SMAI02_0012_T03,1,0,1,C,3,CAR,1
ai_run_02,2,12,SMAI02_0012,4,SMAI02_0012_T04,1,0,1,C,3,CAR,1
ai_run_02,2,12,SMAI02_0012,5,SMAI02_0012_T05,1,0,1,C,3,CAR,1
ai_run_02,2,12,SMAI02_0012,6,SMAI02_0012_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,12,SMAI02_0012,7,SMAI02_0012_T07,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,12,SMAI02_0012,8,SMAI02_0012_T08,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,12,SMAI02_0012,9,SMAI02_0012_T09,1,0,1,A,1,TRAIN,1
ai_run_02,2,13,SMAI02_0013,1,SMAI02_0013_T01,0,0,1,A,1,TRAIN,1
ai_run_02,2,13,SMAI02_0013,2,SMAI02_0013_T02,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,13,SMAI02_0013,3,SMAI02_0013_T03,0,0,1,A,1,TRAIN,1
ai_run_02,2,13,SMAI02_0013,4,SMAI02_0013_T04,0,0,1,A,1,TRAIN,1
ai_run_02,2,13,SMAI02_0013,5,SMAI02_0013_T05,0,0,1,C,3,CAR,1
ai_run_02,2,13,SMAI02_0013,6,SMAI02_0013_T06,0,0,1,C,3,CAR,1
ai_run_02,2,13,SMAI02_0013,7,SMAI02_0013_T07,0,0,1,C,3,CAR,1
ai_run_02,2,13,SMAI02_0013,8,SMAI02_0013_T08,0,0,1,A,1,TRAIN,1
ai_run_02,2,13,SMAI02_0013,9,SMAI02_0013_T09,0,0,1,C,3,CAR,1
ai_run_02,2,14,SMAI02_0014,1,SMAI02_0014_T01,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,14,SMAI02_0014,2,SMAI02_0014_T02,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,14,SMAI02_0014,3,SMAI02_0014_T03,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,14,SMAI02_0014,4,SMAI02_0014_T04,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,14,SMAI02_0014,5,SMAI02_0014_T05,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,14,SMAI02_0014,6,SMAI02_0014_T06,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,14,SMAI02_0014,7,SMAI02_0014_T07,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,14,SMAI02_0014,8,SMAI02_0014_T08,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,14,SMAI02_0014,9,SMAI02_0014_T09,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,1,SMAI02_0015_T01,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,2,SMAI02_0015_T02,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,3,SMAI02_0015_T03,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,4,SMAI02_0015_T04,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,5,SMAI02_0015_T05,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,6,SMAI02_0015_T06,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,7,SMAI02_0015_T07,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,8,SMAI02_0015_T08,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,15,SMAI02_0015,9,SMAI02_0015_T09,0,1,0,B,2,SWISSMETRO,1
ai_run_02,2,16,SMAI02_0016,1,SMAI02_0016_T01,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,16,SMAI02_0016,2,SMAI02_0016_T02,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,16,SMAI02_0016,3,SMAI02_0016_T03,0,1,1,C,3,CAR,1
ai_run_02,2,16,SMAI02_0016,4,SMAI02_0016_T04,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,16,SMAI02_0016,5,SMAI02_0016_T05,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,16,SMAI02_0016,6,SMAI02_0016_T06,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,16,SMAI02_0016,7,SMAI02_0016_T07,0,1,1,C,3,CAR,1
ai_run_02,2,16,SMAI02_0016,8,SMAI02_0016_T08,0,1,1,C,3,CAR,1
ai_run_02,2,16,SMAI02_0016,9,SMAI02_0016_T09,0,1,1,B,2,SWISSMETRO,1
ai_run_02,2,17,SMAI02_0017,1,SMAI02_0017_T01,1,0,1,C,3,CAR,1
ai_run_02,2,17,SMAI02_0017,2,SMAI02_0017_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,17,SMAI02_0017,3,SMAI02_0017_T03,1,0,1,C,3,CAR,1
ai_run_02,2,17,SMAI02_0017,4,SMAI02_0017_T04,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,17,SMAI02_0017,5,SMAI02_0017_T05,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,17,SMAI02_0017,6,SMAI02_0017_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,17,SMAI02_0017,7,SMAI02_0017_T07,1,0,1,C,3,CAR,1
ai_run_02,2,17,SMAI02_0017,8,SMAI02_0017_T08,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,17,SMAI02_0017,9,SMAI02_0017_T09,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,18,SMAI02_0018,1,SMAI02_0018_T01,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,18,SMAI02_0018,2,SMAI02_0018_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,18,SMAI02_0018,3,SMAI02_0018_T03,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,18,SMAI02_0018,4,SMAI02_0018_T04,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,18,SMAI02_0018,5,SMAI02_0018_T05,1,0,1,A,1,TRAIN,1
ai_run_02,2,18,SMAI02_0018,6,SMAI02_0018_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,18,SMAI02_0018,7,SMAI02_0018_T07,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,18,SMAI02_0018,8,SMAI02_0018_T08,1,0,1,C,3,CAR,1
ai_run_02,2,18,SMAI02_0018,9,SMAI02_0018_T09,1,0,1,A,1,TRAIN,1
ai_run_02,2,19,SMAI02_0019,1,SMAI02_0019_T01,1,0,1,C,3,CAR,1
ai_run_02,2,19,SMAI02_0019,2,SMAI02_0019_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,19,SMAI02_0019,3,SMAI02_0019_T03,1,0,1,C,3,CAR,1
ai_run_02,2,19,SMAI02_0019,4,SMAI02_0019_T04,1,0,1,C,3,CAR,1
ai_run_02,2,19,SMAI02_0019,5,SMAI02_0019_T05,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,19,SMAI02_0019,6,SMAI02_0019_T06,1,0,1,C,3,CAR,1
ai_run_02,2,19,SMAI02_0019,7,SMAI02_0019_T07,1,0,1,C,3,CAR,1
ai_run_02,2,19,SMAI02_0019,8,SMAI02_0019_T08,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,19,SMAI02_0019,9,SMAI02_0019_T09,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,20,SMAI02_0020,1,SMAI02_0020_T01,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,20,SMAI02_0020,2,SMAI02_0020_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,20,SMAI02_0020,3,SMAI02_0020_T03,1,0,1,A,1,TRAIN,1
ai_run_02,2,20,SMAI02_0020,4,SMAI02_0020_T04,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,20,SMAI02_0020,5,SMAI02_0020_T05,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,20,SMAI02_0020,6,SMAI02_0020_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,20,SMAI02_0020,7,SMAI02_0020_T07,1,0,1,C,3,CAR,1
ai_run_02,2,20,SMAI02_0020,8,SMAI02_0020_T08,1,0,1,C,3,CAR,1
ai_run_02,2,20,SMAI02_0020,9,SMAI02_0020_T09,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,21,SMAI02_0021,1,SMAI02_0021_T01,0,0,0,A,1,TRAIN,1
ai_run_02,2,21,SMAI02_0021,2,SMAI02_0021_T02,0,0,0,B,2,SWISSMETRO,1
ai_run_02,2,21,SMAI02_0021,3,SMAI02_0021_T03,0,0,0,A,1,TRAIN,1
ai_run_02,2,21,SMAI02_0021,4,SMAI02_0021_T04,0,0,0,A,1,TRAIN,1
ai_run_02,2,21,SMAI02_0021,5,SMAI02_0021_T05,0,0,0,A,1,TRAIN,1
ai_run_02,2,21,SMAI02_0021,6,SMAI02_0021_T06,0,0,0,A,1,TRAIN,1
ai_run_02,2,21,SMAI02_0021,7,SMAI02_0021_T07,0,0,0,A,1,TRAIN,1
ai_run_02,2,21,SMAI02_0021,8,SMAI02_0021_T08,0,0,0,A,1,TRAIN,1
ai_run_02,2,21,SMAI02_0021,9,SMAI02_0021_T09,0,0,0,B,2,SWISSMETRO,1
ai_run_02,2,22,SMAI02_0022,1,SMAI02_0022_T01,1,0,1,A,1,TRAIN,1
ai_run_02,2,22,SMAI02_0022,2,SMAI02_0022_T02,1,0,1,A,1,TRAIN,1
ai_run_02,2,22,SMAI02_0022,3,SMAI02_0022_T03,1,0,1,C,3,CAR,1
ai_run_02,2,22,SMAI02_0022,4,SMAI02_0022_T04,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,22,SMAI02_0022,5,SMAI02_0022_T05,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,22,SMAI02_0022,6,SMAI02_0022_T06,1,0,1,C,3,CAR,1
ai_run_02,2,22,SMAI02_0022,7,SMAI02_0022_T07,1,0,1,C,3,CAR,1
ai_run_02,2,22,SMAI02_0022,8,SMAI02_0022_T08,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,22,SMAI02_0022,9,SMAI02_0022_T09,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,23,SMAI02_0023,1,SMAI02_0023_T01,1,0,1,C,3,CAR,1
ai_run_02,2,23,SMAI02_0023,2,SMAI02_0023_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,23,SMAI02_0023,3,SMAI02_0023_T03,1,0,1,C,3,CAR,1
ai_run_02,2,23,SMAI02_0023,4,SMAI02_0023_T04,1,0,1,C,3,CAR,1
ai_run_02,2,23,SMAI02_0023,5,SMAI02_0023_T05,1,0,1,C,3,CAR,1
ai_run_02,2,23,SMAI02_0023,6,SMAI02_0023_T06,1,0,1,C,3,CAR,1
ai_run_02,2,23,SMAI02_0023,7,SMAI02_0023_T07,1,0,1,C,3,CAR,1
ai_run_02,2,23,SMAI02_0023,8,SMAI02_0023_T08,1,0,1,C,3,CAR,1
ai_run_02,2,23,SMAI02_0023,9,SMAI02_0023_T09,1,0,1,C,3,CAR,1
ai_run_02,2,24,SMAI02_0024,1,SMAI02_0024_T01,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,24,SMAI02_0024,2,SMAI02_0024_T02,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,24,SMAI02_0024,3,SMAI02_0024_T03,0,0,1,A,1,TRAIN,1
ai_run_02,2,24,SMAI02_0024,4,SMAI02_0024_T04,0,0,1,C,3,CAR,1
ai_run_02,2,24,SMAI02_0024,5,SMAI02_0024_T05,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,24,SMAI02_0024,6,SMAI02_0024_T06,0,0,1,C,3,CAR,1
ai_run_02,2,24,SMAI02_0024,7,SMAI02_0024_T07,0,0,1,C,3,CAR,1
ai_run_02,2,24,SMAI02_0024,8,SMAI02_0024_T08,0,0,1,C,3,CAR,1
ai_run_02,2,24,SMAI02_0024,9,SMAI02_0024_T09,0,0,1,A,1,TRAIN,1
ai_run_02,2,25,SMAI02_0025,1,SMAI02_0025_T01,0,0,1,A,1,TRAIN,1
ai_run_02,2,25,SMAI02_0025,2,SMAI02_0025_T02,0,0,1,C,3,CAR,1
ai_run_02,2,25,SMAI02_0025,3,SMAI02_0025_T03,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,25,SMAI02_0025,4,SMAI02_0025_T04,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,25,SMAI02_0025,5,SMAI02_0025_T05,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,25,SMAI02_0025,6,SMAI02_0025_T06,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,25,SMAI02_0025,7,SMAI02_0025_T07,0,0,1,A,1,TRAIN,1
ai_run_02,2,25,SMAI02_0025,8,SMAI02_0025_T08,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,25,SMAI02_0025,9,SMAI02_0025_T09,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,26,SMAI02_0026,1,SMAI02_0026_T01,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,26,SMAI02_0026,2,SMAI02_0026_T02,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,26,SMAI02_0026,3,SMAI02_0026_T03,0,0,1,A,1,TRAIN,1
ai_run_02,2,26,SMAI02_0026,4,SMAI02_0026_T04,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,26,SMAI02_0026,5,SMAI02_0026_T05,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,26,SMAI02_0026,6,SMAI02_0026_T06,0,0,1,C,3,CAR,1
ai_run_02,2,26,SMAI02_0026,7,SMAI02_0026_T07,0,0,1,A,1,TRAIN,1
ai_run_02,2,26,SMAI02_0026,8,SMAI02_0026_T08,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,26,SMAI02_0026,9,SMAI02_0026_T09,0,0,1,B,2,SWISSMETRO,1
ai_run_02,2,27,SMAI02_0027,1,SMAI02_0027_T01,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,27,SMAI02_0027,2,SMAI02_0027_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,27,SMAI02_0027,3,SMAI02_0027_T03,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,27,SMAI02_0027,4,SMAI02_0027_T04,1,0,1,A,1,TRAIN,1
ai_run_02,2,27,SMAI02_0027,5,SMAI02_0027_T05,1,0,1,A,1,TRAIN,1
ai_run_02,2,27,SMAI02_0027,6,SMAI02_0027_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,27,SMAI02_0027,7,SMAI02_0027_T07,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,27,SMAI02_0027,8,SMAI02_0027_T08,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,27,SMAI02_0027,9,SMAI02_0027_T09,1,0,1,A,1,TRAIN,1
ai_run_02,2,28,SMAI02_0028,1,SMAI02_0028_T01,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,28,SMAI02_0028,2,SMAI02_0028_T02,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,28,SMAI02_0028,3,SMAI02_0028_T03,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,28,SMAI02_0028,4,SMAI02_0028_T04,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,28,SMAI02_0028,5,SMAI02_0028_T05,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,28,SMAI02_0028,6,SMAI02_0028_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,28,SMAI02_0028,7,SMAI02_0028_T07,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,28,SMAI02_0028,8,SMAI02_0028_T08,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,28,SMAI02_0028,9,SMAI02_0028_T09,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,29,SMAI02_0029,1,SMAI02_0029_T01,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,29,SMAI02_0029,2,SMAI02_0029_T02,1,0,1,A,1,TRAIN,1
ai_run_02,2,29,SMAI02_0029,3,SMAI02_0029_T03,1,0,1,C,3,CAR,1
ai_run_02,2,29,SMAI02_0029,4,SMAI02_0029_T04,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,29,SMAI02_0029,5,SMAI02_0029_T05,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,29,SMAI02_0029,6,SMAI02_0029_T06,1,0,1,B,2,SWISSMETRO,1
ai_run_02,2,29,SMAI02_0029,7,SMAI02_0029_T07,1,0,1,C,3,CAR,1
