respondent_id,source_observation_id,human_id,normalized_weight,Weight,LangCode,UrbRur,OccupStat,TripPurpose,Education,Region,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Envir02,Envir05,Envir06,Mobil10,Mobil11,Mobil16,model_key,block_template_id,run_repeat,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,block_complexity_mean,block_complexity_sd,task_count,core_task_count,paraphrase_pair_count,label_pair_count,order_pair_count,monotonicity_task_count,dominance_task_count
GO0003_R3,308,19130036,0.796946084663805,0.000340556,1,1,2,3,7,2,29,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,0,0,1,2,0,4,2,0,1,a leisure-related trip,university education,1,car is available for this trip,3,5,4,5,5,4,2,gpt_oss_120b,GOT0003,3,semantic_arm,1,naturalistic,1,0.4671330695531675,0.24322460754418204,16,6,2,2,2,2,2
GO0003_R4,308,19130036,0.796946084663805,0.000340556,1,1,2,3,7,2,29,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,0,0,1,2,0,4,2,0,1,a leisure-related trip,university education,1,car is available for this trip,3,5,4,5,5,4,2,gpt_oss_120b,GOT0003,4,semantic_arm,1,naturalistic,1,0.4671330695531675,0.24322460754418204,16,6,2,2,2,2,2
GO0004_R1,1312,50270439,2.0360086784578657,0.00087004,2,1,2,3,3,5,33,female,33 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,5,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,3,3,4,4,3,gpt_oss_120b,GOT0004,1,semantic_arm,1,concise,0,0.5825855936999856,0.29457183448724916,16,6,2,2,2,2,2
GO0004_R2,1312,50270439,2.0360086784578657,0.00087004,2,1,2,3,3,5,33,female,33 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,5,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,3,3,4,4,3,gpt_oss_120b,GOT0004,2,semantic_arm,1,concise,0,0.5825855936999856,0.29457183448724916,16,6,2,2,2,2,2
GO0004_R3,1312,50270439,2.0360086784578657,0.00087004,2,1,2,3,3,5,33,female,33 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,5,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,3,3,4,4,3,gpt_oss_120b,GOT0004,3,semantic_arm,1,concise,0,0.5825855936999856,0.29457183448724916,16,6,2,2,2,2,2
GO0004_R4,1312,50270439,2.0360086784578657,0.00087004,2,1,2,3,3,5,33,female,33 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,5,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,3,3,4,4,3,gpt_oss_120b,GOT0004,4,semantic_arm,1,concise,0,0.5825855936999856,0.29457183448724916,16,6,2,2,2,2,2
GO0005_R1,1541,54260218,0.543107257288418,0.000232084,2,1,1,1,6,6,33,female,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,3,4,5,2,3,3,gpt_oss_120b,GOT0005,1,neutral_arm,0,concise,0,0.5023863783555182,0.11766740517701636,16,6,2,2,2,2,2
GO0005_R2,1541,54260218,0.543107257288418,0.000232084,2,1,1,1,6,6,33,female,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,3,4,5,2,3,3,gpt_oss_120b,GOT0005,2,neutral_arm,0,concise,0,0.5023863783555182,0.11766740517701636,16,6,2,2,2,2,2
GO0005_R3,1541,54260218,0.543107257288418,0.000232084,2,1,1,1,6,6,33,female,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,3,4,5,2,3,3,gpt_oss_120b,GOT0005,3,neutral_arm,0,concise,0,0.5023863783555182,0.11766740517701636,16,6,2,2,2,2,2
GO0005_R4,1541,54260218,0.543107257288418,0.000232084,2,1,1,1,6,6,33,female,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,3,4,5,2,3,3,gpt_oss_120b,GOT0005,4,neutral_arm,0,concise,0,0.5023863783555182,0.11766740517701636,16,6,2,2,2,2,2
GO0006_R1,284,14050134,0.796946084663805,0.000340556,1,1,2,3,7,1,34,female,34 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,1,2,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,1,3,5,5,2,4,2,gpt_oss_120b,GOT0006,1,semantic_arm,1,naturalistic,1,0.5021383802641298,0.14550118776293988,16,6,2,2,2,2,2
GO0006_R2,284,14050134,0.796946084663805,0.000340556,1,1,2,3,7,1,34,female,34 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,1,2,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,1,3,5,5,2,4,2,gpt_oss_120b,GOT0006,2,semantic_arm,1,naturalistic,1,0.5021383802641298,0.14550118776293988,16,6,2,2,2,2,2
GO0006_R3,284,14050134,0.796946084663805,0.000340556,1,1,2,3,7,1,34,female,34 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,1,2,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,1,3,5,5,2,4,2,gpt_oss_120b,GOT0006,3,semantic_arm,1,naturalistic,1,0.5021383802641298,0.14550118776293988,16,6,2,2,2,2,2
GO0006_R4,284,14050134,0.796946084663805,0.000340556,1,1,2,3,7,1,34,female,34 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,1,2,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,1,3,5,5,2,4,2,gpt_oss_120b,GOT0006,4,semantic_arm,1,naturalistic,1,0.5021383802641298,0.14550118776293988,16,6,2,2,2,2,2
GO0007_R1,1143,44640515,0.2553833146722722,0.000109132,2,1,2,3,6,5,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,4,3,-1,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,4,5,3,5,3,gpt_oss_120b,GOT0007,1,neutral_arm,0,naturalistic,1,0.6508984176727427,0.2573426194146782,16,6,2,2,2,2,2
GO0007_R2,1143,44640515,0.2553833146722722,0.000109132,2,1,2,3,6,5,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,4,3,-1,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,4,5,3,5,3,gpt_oss_120b,GOT0007,2,neutral_arm,0,naturalistic,1,0.6508984176727427,0.2573426194146782,16,6,2,2,2,2,2
GO0007_R3,1143,44640515,0.2553833146722722,0.000109132,2,1,2,3,6,5,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,4,3,-1,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,4,5,3,5,3,gpt_oss_120b,GOT0007,3,neutral_arm,0,naturalistic,1,0.6508984176727427,0.2573426194146782,16,6,2,2,2,2,2
GO0007_R4,1143,44640515,0.2553833146722722,0.000109132,2,1,2,3,6,5,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,4,3,-1,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,4,5,3,5,3,gpt_oss_120b,GOT0007,4,neutral_arm,0,naturalistic,1,0.6508984176727427,0.2573426194146782,16,6,2,2,2,2,2
GO0008_R1,875,39020209,0.9573855529584482,0.000409116,2,1,1,1,3,2,45,male,45 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,0,0,1,2,2,5,3,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,2,4,1,2,5,gpt_oss_120b,GOT0008,1,neutral_arm,0,naturalistic,1,0.44560638269425584,0.2970907623131817,16,6,2,2,2,2,2
GO0008_R2,875,39020209,0.9573855529584482,0.000409116,2,1,1,1,3,2,45,male,45 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,0,0,1,2,2,5,3,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,2,4,1,2,5,gpt_oss_120b,GOT0008,2,neutral_arm,0,naturalistic,1,0.44560638269425584,0.2970907623131817,16,6,2,2,2,2,2
GO0008_R3,875,39020209,0.9573855529584482,0.000409116,2,1,1,1,3,2,45,male,45 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,0,0,1,2,2,5,3,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,2,4,1,2,5,gpt_oss_120b,GOT0008,3,neutral_arm,0,naturalistic,1,0.44560638269425584,0.2970907623131817,16,6,2,2,2,2,2
GO0008_R4,875,39020209,0.9573855529584482,0.000409116,2,1,1,1,3,2,45,male,45 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,0,0,1,2,2,5,3,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,2,4,1,2,5,gpt_oss_120b,GOT0008,4,neutral_arm,0,naturalistic,1,0.44560638269425584,0.2970907623131817,16,6,2,2,2,2,2
GO0009_R1,1185,44690188,2.0360086784578657,0.00087004,2,1,2,-1,3,5,33,female,33 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,2,2,3,4,6,4,3,gpt_oss_120b,GOT0009,1,semantic_arm,1,naturalistic,1,0.35577644311465534,0.15566533238153796,16,6,2,2,2,2,2
GO0009_R2,1185,44690188,2.0360086784578657,0.00087004,2,1,2,-1,3,5,33,female,33 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,2,2,3,4,6,4,3,gpt_oss_120b,GOT0009,2,semantic_arm,1,naturalistic,1,0.35577644311465534,0.15566533238153796,16,6,2,2,2,2,2
GO0009_R3,1185,44690188,2.0360086784578657,0.00087004,2,1,2,-1,3,5,33,female,33 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,2,2,3,4,6,4,3,gpt_oss_120b,GOT0009,3,semantic_arm,1,naturalistic,1,0.35577644311465534,0.15566533238153796,16,6,2,2,2,2,2
GO0009_R4,1185,44690188,2.0360086784578657,0.00087004,2,1,2,-1,3,5,33,female,33 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,2,2,3,4,6,4,3,gpt_oss_120b,GOT0009,4,semantic_arm,1,naturalistic,1,0.35577644311465534,0.15566533238153796,16,6,2,2,2,2,2
GO0010_R1,699,30330875,0.543107257288418,0.000232084,2,1,6,3,5,4,37,female,37 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,5,5,3,0,1,a leisure-related trip,high school education,1,car is available for this trip,2,2,3,4,2,1,2,gpt_oss_120b,GOT0010,1,semantic_arm,1,naturalistic,1,0.8216786763076619,0.1040854837980348,16,6,2,2,2,2,2
GO0010_R2,699,30330875,0.543107257288418,0.000232084,2,1,6,3,5,4,37,female,37 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,5,5,3,0,1,a leisure-related trip,high school education,1,car is available for this trip,2,2,3,4,2,1,2,gpt_oss_120b,GOT0010,2,semantic_arm,1,naturalistic,1,0.8216786763076619,0.1040854837980348,16,6,2,2,2,2,2
GO0010_R3,699,30330875,0.543107257288418,0.000232084,2,1,6,3,5,4,37,female,37 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,5,5,3,0,1,a leisure-related trip,high school education,1,car is available for this trip,2,2,3,4,2,1,2,gpt_oss_120b,GOT0010,3,semantic_arm,1,naturalistic,1,0.8216786763076619,0.1040854837980348,16,6,2,2,2,2,2
GO0010_R4,699,30330875,0.543107257288418,0.000232084,2,1,6,3,5,4,37,female,37 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,5,5,3,0,1,a leisure-related trip,high school education,1,car is available for this trip,2,2,3,4,2,1,2,gpt_oss_120b,GOT0010,4,semantic_arm,1,naturalistic,1,0.8216786763076619,0.1040854837980348,16,6,2,2,2,2,2
GO0011_R1,1669,54421227,0.2005493353683038,8.57e-05,2,2,9,3,5,6,71,male,65 or older,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,0,1,0,-1,2,2,-1,0,1,a leisure-related trip,high school education,0,car is not available for this trip,4,3,4,4,6,3,3,gpt_oss_120b,GOT0011,1,semantic_arm,1,concise,0,0.33068776767807345,0.15493715876710393,16,6,2,2,2,2,2
GO0011_R2,1669,54421227,0.2005493353683038,8.57e-05,2,2,9,3,5,6,71,male,65 or older,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,0,1,0,-1,2,2,-1,0,1,a leisure-related trip,high school education,0,car is not available for this trip,4,3,4,4,6,3,3,gpt_oss_120b,GOT0011,2,semantic_arm,1,concise,0,0.33068776767807345,0.15493715876710393,16,6,2,2,2,2,2
GO0011_R3,1669,54421227,0.2005493353683038,8.57e-05,2,2,9,3,5,6,71,male,65 or older,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,0,1,0,-1,2,2,-1,0,1,a leisure-related trip,high school education,0,car is not available for this trip,4,3,4,4,6,3,3,gpt_oss_120b,GOT0011,3,semantic_arm,1,concise,0,0.33068776767807345,0.15493715876710393,16,6,2,2,2,2,2
GO0011_R4,1669,54421227,0.2005493353683038,8.57e-05,2,2,9,3,5,6,71,male,65 or older,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,0,1,0,-1,2,2,-1,0,1,a leisure-related trip,high school education,0,car is not available for this trip,4,3,4,4,6,3,3,gpt_oss_120b,GOT0011,4,semantic_arm,1,concise,0,0.33068776767807345,0.15493715876710393,16,6,2,2,2,2,2
GO0012_R1,329,19130205,0.8611359127752702,0.000367986,1,1,7,3,3,2,49,female,49 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,1,1,6,5,5,gpt_oss_120b,GOT0012,1,neutral_arm,0,naturalistic,1,0.48883632307017155,0.24848640856778856,16,6,2,2,2,2,2
GO0012_R2,329,19130205,0.8611359127752702,0.000367986,1,1,7,3,3,2,49,female,49 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,1,1,6,5,5,gpt_oss_120b,GOT0012,2,neutral_arm,0,naturalistic,1,0.48883632307017155,0.24848640856778856,16,6,2,2,2,2,2
GO0012_R3,329,19130205,0.8611359127752702,0.000367986,1,1,7,3,3,2,49,female,49 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,1,1,6,5,5,gpt_oss_120b,GOT0012,3,neutral_arm,0,naturalistic,1,0.48883632307017155,0.24848640856778856,16,6,2,2,2,2,2
GO0012_R4,329,19130205,0.8611359127752702,0.000367986,1,1,7,3,3,2,49,female,49 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,1,1,6,5,5,gpt_oss_120b,GOT0012,4,neutral_arm,0,naturalistic,1,0.48883632307017155,0.24848640856778856,16,6,2,2,2,2,2
GO0013_R1,2189,95240328,0.2005493353683038,8.57e-05,2,2,9,3,4,7,66,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,2,4,4,2,2,gpt_oss_120b,GOT0013,1,semantic_arm,1,naturalistic,1,0.6755639008818841,0.2161068360402718,16,6,2,2,2,2,2
GO0013_R2,2189,95240328,0.2005493353683038,8.57e-05,2,2,9,3,4,7,66,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,2,4,4,2,2,gpt_oss_120b,GOT0013,2,semantic_arm,1,naturalistic,1,0.6755639008818841,0.2161068360402718,16,6,2,2,2,2,2
GO0013_R3,2189,95240328,0.2005493353683038,8.57e-05,2,2,9,3,4,7,66,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,2,4,4,2,2,gpt_oss_120b,GOT0013,3,semantic_arm,1,naturalistic,1,0.6755639008818841,0.2161068360402718,16,6,2,2,2,2,2
GO0013_R4,2189,95240328,0.2005493353683038,8.57e-05,2,2,9,3,4,7,66,male,65 or older,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,1,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,2,4,4,2,2,gpt_oss_120b,GOT0013,4,semantic_arm,1,naturalistic,1,0.6755639008818841,0.2161068360402718,16,6,2,2,2,2,2
GO0014_R1,1593,54261326,0.8611359127752702,0.000367986,2,1,2,3,3,6,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,1,1,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,5,3,4,4,1,2,2,gpt_oss_120b,GOT0014,1,neutral_arm,0,concise,0,0.6357904725677862,0.18218832399307022,16,6,2,2,2,2,2
GO0014_R2,1593,54261326,0.8611359127752702,0.000367986,2,1,2,3,3,6,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,1,1,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,5,3,4,4,1,2,2,gpt_oss_120b,GOT0014,2,neutral_arm,0,concise,0,0.6357904725677862,0.18218832399307022,16,6,2,2,2,2,2
GO0014_R3,1593,54261326,0.8611359127752702,0.000367986,2,1,2,3,3,6,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,1,1,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,5,3,4,4,1,2,2,gpt_oss_120b,GOT0014,3,neutral_arm,0,concise,0,0.6357904725677862,0.18218832399307022,16,6,2,2,2,2,2
GO0014_R4,1593,54261326,0.8611359127752702,0.000367986,2,1,2,3,3,6,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,1,1,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,5,3,4,4,1,2,2,gpt_oss_120b,GOT0014,4,neutral_arm,0,concise,0,0.6357904725677862,0.18218832399307022,16,6,2,2,2,2,2
GO0015_R1,641,30330355,0.8860232194455376,0.000378621,2,1,1,2,7,4,33,male,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,4,4,2,4,4,4,4,gpt_oss_120b,GOT0015,1,neutral_arm,0,naturalistic,1,0.6137657230091227,0.1184410760647663,16,6,2,2,2,2,2
GO0015_R2,641,30330355,0.8860232194455376,0.000378621,2,1,1,2,7,4,33,male,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,4,4,2,4,4,4,4,gpt_oss_120b,GOT0015,2,neutral_arm,0,naturalistic,1,0.6137657230091227,0.1184410760647663,16,6,2,2,2,2,2
GO0015_R3,641,30330355,0.8860232194455376,0.000378621,2,1,1,2,7,4,33,male,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,4,4,2,4,4,4,4,gpt_oss_120b,GOT0015,3,neutral_arm,0,naturalistic,1,0.6137657230091227,0.1184410760647663,16,6,2,2,2,2,2
GO0015_R4,641,30330355,0.8860232194455376,0.000378621,2,1,1,2,7,4,33,male,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,4,4,2,4,4,4,4,gpt_oss_120b,GOT0015,4,neutral_arm,0,naturalistic,1,0.6137657230091227,0.1184410760647663,16,6,2,2,2,2,2
GO0016_R1,259,11460027,0.8611359127752702,0.000367986,1,1,1,-1,3,1,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,1,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,0,car is not available for this trip,3,5,4,4,6,2,4,gpt_oss_120b,GOT0016,1,neutral_arm,0,naturalistic,1,0.5739426859243649,0.23469798651518928,16,6,2,2,2,2,2
GO0016_R2,259,11460027,0.8611359127752702,0.000367986,1,1,1,-1,3,1,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,1,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,0,car is not available for this trip,3,5,4,4,6,2,4,gpt_oss_120b,GOT0016,2,neutral_arm,0,naturalistic,1,0.5739426859243649,0.23469798651518928,16,6,2,2,2,2,2
GO0016_R3,259,11460027,0.8611359127752702,0.000367986,1,1,1,-1,3,1,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,1,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,0,car is not available for this trip,3,5,4,4,6,2,4,gpt_oss_120b,GOT0016,3,neutral_arm,0,naturalistic,1,0.5739426859243649,0.23469798651518928,16,6,2,2,2,2,2
GO0016_R4,259,11460027,0.8611359127752702,0.000367986,1,1,1,-1,3,1,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,1,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,0,car is not available for this trip,3,5,4,4,6,2,4,gpt_oss_120b,GOT0016,4,neutral_arm,0,naturalistic,1,0.5739426859243649,0.23469798651518928,16,6,2,2,2,2,2
